TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,IsBadWeather,WeatherAssessment,Progress,Weekend,DayCount,Delay
120.0,7.0,2.0,0.0,5.0,40.0,5335.0,0.0,26.923076923076923,4.166666666666666,0.0,25.0,20.0
100.0,8.0,1.0,1.0,7.0,50.0,7163.0,0.0,25.806451612903224,7.000000000000001,0.0,26.0,9.0
120.0,8.0,2.0,0.0,6.0,43.0,5689.0,0.0,26.923076923076923,5.0,0.0,26.0,20.0
100.0,9.0,2.0,1.0,7.0,51.0,7163.0,0.0,25.806451612903224,7.000000000000001,0.0,27.0,9.0
120.0,8.0,2.0,0.0,6.0,45.0,5689.0,0.0,26.923076923076923,5.0,0.0,27.0,20.0
140.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,21.0
116.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,15.384615384615383,0.0,0.0,0.0,9.0
98.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,14.0
100.0,9.0,2.0,1.0,7.0,53.0,7163.0,0.0,25.806451612903224,7.000000000000001,0.0,28.0,9.0
132.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,16.129032258064516,0.0,0.0,0.0,10.0
150.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,38.0
120.0,8.0,2.0,1.0,6.0,47.0,5689.0,0.0,26.923076923076923,5.0,0.0,28.0,20.0
113.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.129032258064516,0.0,0.0,0.0,14.0
145.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,21.0
130.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,21.0
125.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,15.384615384615383,0.0,0.0,0.0,6.0
140.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,14.285714285714285,0.0,1.0,1.0,21.0
116.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,15.384615384615383,0.0,1.0,1.0,9.0
98.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,14.285714285714285,0.0,1.0,1.0,14.0
100.0,10.0,2.0,1.0,8.0,55.0,7414.0,1.0,25.806451612903224,8.0,1.0,29.0,9.0
132.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,16.129032258064516,0.0,1.0,1.0,10.0
150.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,14.285714285714285,0.0,1.0,1.0,38.0
120.0,9.0,2.0,0.0,7.0,49.0,6232.0,1.0,26.923076923076923,5.833333333333333,1.0,29.0,20.0
113.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.129032258064516,0.0,1.0,1.0,14.0
145.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,14.285714285714285,0.0,1.0,1.0,21.0
130.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.285714285714285,0.0,1.0,1.0,21.0
125.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,15.384615384615383,0.0,1.0,1.0,6.0
140.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,14.285714285714285,0.0,1.0,2.0,21.0
116.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,15.384615384615383,0.0,1.0,2.0,9.0
98.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,14.285714285714285,0.0,1.0,2.0,14.0
100.0,11.0,2.0,1.0,9.0,58.0,8024.0,1.0,25.806451612903224,9.0,1.0,30.0,9.0
132.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,16.129032258064516,0.0,1.0,2.0,10.0
150.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,14.285714285714285,0.0,1.0,2.0,38.0
120.0,9.0,2.0,0.0,7.0,49.0,6232.0,1.0,26.923076923076923,5.833333333333333,1.0,30.0,20.0
113.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,16.129032258064516,0.0,1.0,2.0,14.0
145.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,14.285714285714285,0.0,1.0,2.0,21.0
130.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.285714285714285,0.0,1.0,2.0,21.0
125.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,15.384615384615383,0.0,1.0,2.0,6.0
140.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,14.285714285714285,0.0,0.0,3.0,21.0
116.0,2.0,2.0,0.0,0.0,6.0,0.0,1.0,15.384615384615383,0.0,0.0,3.0,9.0
98.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,14.285714285714285,0.0,0.0,3.0,14.0
100.0,12.0,2.0,0.0,10.0,61.0,8944.0,1.0,25.806451612903224,10.0,0.0,31.0,9.0
132.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,16.129032258064516,0.0,0.0,3.0,10.0
150.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,14.285714285714285,0.0,0.0,3.0,38.0
120.0,9.0,2.0,0.0,7.0,49.0,6232.0,1.0,26.923076923076923,5.833333333333333,0.0,31.0,20.0
113.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,16.129032258064516,0.0,0.0,3.0,14.0
145.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,14.285714285714285,0.0,0.0,3.0,21.0
130.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,14.285714285714285,0.0,0.0,3.0,21.0
125.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,15.384615384615383,0.0,0.0,3.0,6.0
140.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,14.285714285714285,0.0,0.0,4.0,21.0
116.0,2.0,2.0,0.0,0.0,8.0,0.0,0.0,15.384615384615383,0.0,0.0,4.0,9.0
98.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,14.285714285714285,0.0,0.0,4.0,14.0
100.0,12.0,2.0,0.0,10.0,62.0,8944.0,0.0,25.806451612903224,10.0,0.0,32.0,9.0
132.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,16.129032258064516,0.0,0.0,4.0,10.0
150.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,14.285714285714285,0.0,0.0,4.0,38.0
120.0,9.0,2.0,0.0,7.0,51.0,6232.0,0.0,26.923076923076923,5.833333333333333,0.0,32.0,20.0
113.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,16.129032258064516,0.0,0.0,4.0,14.0
145.0,3.0,3.0,0.0,0.0,5.0,0.0,0.0,14.285714285714285,0.0,0.0,4.0,21.0
130.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,14.285714285714285,0.0,0.0,4.0,21.0
125.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,15.384615384615383,0.0,0.0,4.0,6.0
140.0,3.0,3.0,0.0,0.0,9.0,0.0,0.0,14.285714285714285,0.0,0.0,5.0,21.0
116.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,15.384615384615383,0.0,0.0,5.0,9.0
98.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,14.285714285714285,0.0,0.0,5.0,14.0
100.0,13.0,2.0,0.0,11.0,65.0,9360.0,0.0,25.806451612903224,11.0,0.0,33.0,9.0
132.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,16.129032258064516,0.0,0.0,5.0,10.0
150.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,14.285714285714285,0.0,0.0,5.0,38.0
120.0,9.0,2.0,1.0,7.0,53.0,6232.0,0.0,26.923076923076923,5.833333333333333,0.0,33.0,20.0
113.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,16.129032258064516,0.0,0.0,5.0,14.0
145.0,3.0,3.0,0.0,0.0,7.0,0.0,0.0,14.285714285714285,0.0,0.0,5.0,21.0
130.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,14.285714285714285,0.0,0.0,5.0,21.0
125.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,15.384615384615383,0.0,0.0,5.0,6.0
140.0,3.0,3.0,0.0,0.0,12.0,0.0,0.0,14.285714285714285,0.0,0.0,6.0,21.0
116.0,2.0,2.0,0.0,0.0,12.0,0.0,0.0,15.384615384615383,0.0,0.0,6.0,9.0
98.0,2.0,2.0,0.0,0.0,8.0,0.0,0.0,14.285714285714285,0.0,0.0,6.0,14.0
100.0,13.0,2.0,0.0,11.0,67.0,9360.0,0.0,25.806451612903224,11.0,0.0,34.0,9.0
132.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,16.129032258064516,0.0,0.0,6.0,10.0
150.0,3.0,3.0,0.0,0.0,8.0,0.0,0.0,14.285714285714285,0.0,0.0,6.0,38.0
120.0,10.0,2.0,0.0,8.0,56.0,7108.0,0.0,26.923076923076923,6.666666666666667,0.0,34.0,20.0
113.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,16.129032258064516,0.0,0.0,6.0,14.0
145.0,3.0,3.0,0.0,0.0,10.0,0.0,0.0,14.285714285714285,0.0,0.0,6.0,21.0
130.0,2.0,2.0,0.0,0.0,8.0,0.0,0.0,14.285714285714285,0.0,0.0,6.0,21.0
125.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,15.384615384615383,0.0,0.0,6.0,6.0
140.0,3.0,3.0,0.0,0.0,15.0,0.0,0.0,14.285714285714285,0.0,0.0,7.0,21.0
116.0,2.0,2.0,0.0,0.0,14.0,0.0,0.0,15.384615384615383,0.0,0.0,7.0,9.0
98.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,14.285714285714285,0.0,0.0,7.0,14.0
100.0,13.0,2.0,0.0,11.0,69.0,9360.0,0.0,25.806451612903224,11.0,0.0,35.0,9.0
132.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,16.129032258064516,0.0,0.0,7.0,10.0
150.0,3.0,3.0,0.0,0.0,10.0,0.0,0.0,14.285714285714285,0.0,0.0,7.0,38.0
120.0,11.0,2.0,0.0,9.0,59.0,7317.0,0.0,26.923076923076923,7.5,0.0,35.0,20.0
113.0,2.0,2.0,0.0,0.0,8.0,0.0,0.0,16.129032258064516,0.0,0.0,7.0,14.0
145.0,3.0,3.0,0.0,0.0,12.0,0.0,0.0,14.285714285714285,0.0,0.0,7.0,21.0
130.0,3.0,3.0,0.0,0.0,10.0,0.0,0.0,14.285714285714285,0.0,0.0,7.0,21.0
125.0,2.0,2.0,0.0,0.0,9.0,0.0,0.0,15.384615384615383,0.0,0.0,7.0,6.0
140.0,3.0,3.0,0.0,0.0,15.0,0.0,0.0,14.285714285714285,0.0,1.0,8.0,21.0
116.0,2.0,2.0,0.0,0.0,15.0,0.0,0.0,15.384615384615383,0.0,1.0,8.0,9.0
98.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,14.285714285714285,0.0,1.0,8.0,14.0
100.0,13.0,2.0,0.0,11.0,70.0,9360.0,0.0,25.806451612903224,11.0,1.0,36.0,9.0
132.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,16.129032258064516,0.0,1.0,8.0,10.0
150.0,3.0,3.0,0.0,0.0,10.0,0.0,0.0,14.285714285714285,0.0,1.0,8.0,38.0
120.0,11.0,2.0,0.0,9.0,61.0,7317.0,0.0,26.923076923076923,7.5,1.0,36.0,20.0
113.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,16.129032258064516,0.0,1.0,8.0,14.0
145.0,3.0,3.0,0.0,0.0,12.0,0.0,0.0,14.285714285714285,0.0,1.0,8.0,21.0
130.0,3.0,3.0,0.0,0.0,10.0,0.0,0.0,14.285714285714285,0.0,1.0,8.0,21.0
125.0,2.0,2.0,0.0,0.0,11.0,0.0,0.0,15.384615384615383,0.0,1.0,8.0,6.0
140.0,3.0,3.0,0.0,0.0,15.0,0.0,0.0,14.285714285714285,0.0,1.0,9.0,21.0
116.0,2.0,2.0,0.0,0.0,15.0,0.0,0.0,15.384615384615383,0.0,1.0,9.0,9.0
98.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,14.285714285714285,0.0,1.0,9.0,14.0
100.0,13.0,2.0,0.0,11.0,72.0,9360.0,0.0,25.806451612903224,11.0,1.0,37.0,9.0
132.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,16.129032258064516,0.0,1.0,9.0,10.0
150.0,3.0,3.0,0.0,0.0,10.0,0.0,0.0,14.285714285714285,0.0,1.0,9.0,38.0
120.0,11.0,2.0,0.0,9.0,61.0,7317.0,0.0,26.923076923076923,7.5,1.0,37.0,20.0
113.0,2.0,2.0,0.0,0.0,12.0,0.0,0.0,16.129032258064516,0.0,1.0,9.0,14.0
145.0,3.0,3.0,0.0,0.0,12.0,0.0,0.0,14.285714285714285,0.0,1.0,9.0,21.0
130.0,3.0,3.0,0.0,0.0,10.0,0.0,0.0,14.285714285714285,0.0,1.0,9.0,21.0
125.0,2.0,2.0,0.0,0.0,11.0,0.0,0.0,15.384615384615383,0.0,1.0,9.0,6.0
140.0,3.0,3.0,0.0,0.0,18.0,0.0,0.0,14.285714285714285,0.0,0.0,10.0,21.0
116.0,2.0,2.0,0.0,0.0,17.0,0.0,0.0,15.384615384615383,0.0,0.0,10.0,9.0
98.0,2.0,2.0,0.0,0.0,11.0,0.0,0.0,14.285714285714285,0.0,0.0,10.0,14.0
100.0,13.0,2.0,1.0,11.0,74.0,9360.0,0.0,25.806451612903224,11.0,0.0,38.0,9.0
132.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,16.129032258064516,0.0,0.0,10.0,10.0
150.0,3.0,3.0,0.0,0.0,13.0,0.0,0.0,14.285714285714285,0.0,0.0,10.0,38.0
120.0,11.0,2.0,0.0,9.0,62.0,7317.0,0.0,26.923076923076923,7.5,0.0,38.0,20.0
113.0,2.0,2.0,0.0,0.0,14.0,0.0,0.0,16.129032258064516,0.0,0.0,10.0,14.0
145.0,3.0,3.0,0.0,0.0,14.0,0.0,0.0,14.285714285714285,0.0,0.0,10.0,21.0
130.0,3.0,3.0,0.0,0.0,13.0,0.0,0.0,14.285714285714285,0.0,0.0,10.0,21.0
125.0,2.0,2.0,0.0,0.0,13.0,0.0,0.0,15.384615384615383,0.0,0.0,10.0,6.0
140.0,3.0,3.0,0.0,0.0,21.0,0.0,0.0,14.285714285714285,0.0,0.0,11.0,21.0
116.0,2.0,2.0,0.0,0.0,19.0,0.0,0.0,15.384615384615383,0.0,0.0,11.0,9.0
98.0,2.0,2.0,0.0,0.0,13.0,0.0,0.0,14.285714285714285,0.0,0.0,11.0,14.0
100.0,13.0,2.0,1.0,11.0,74.0,9360.0,0.0,25.806451612903224,11.0,0.0,39.0,9.0
132.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,16.129032258064516,0.0,0.0,11.0,10.0
150.0,3.0,3.0,0.0,0.0,16.0,0.0,0.0,14.285714285714285,0.0,0.0,11.0,38.0
120.0,11.0,2.0,0.0,9.0,63.0,7317.0,0.0,26.923076923076923,7.5,0.0,39.0,20.0
113.0,2.0,2.0,0.0,0.0,16.0,0.0,0.0,16.129032258064516,0.0,0.0,11.0,14.0
145.0,3.0,3.0,0.0,0.0,16.0,0.0,0.0,14.285714285714285,0.0,0.0,11.0,21.0
130.0,3.0,3.0,0.0,0.0,16.0,0.0,0.0,14.285714285714285,0.0,0.0,11.0,21.0
125.0,2.0,2.0,0.0,0.0,15.0,0.0,0.0,15.384615384615383,0.0,0.0,11.0,6.0
140.0,3.0,3.0,0.0,0.0,24.0,0.0,0.0,14.285714285714285,0.0,0.0,12.0,21.0
116.0,2.0,2.0,0.0,0.0,21.0,0.0,0.0,15.384615384615383,0.0,0.0,12.0,9.0
98.0,2.0,2.0,0.0,0.0,15.0,0.0,0.0,14.285714285714285,0.0,0.0,12.0,14.0
100.0,14.0,2.0,1.0,12.0,76.0,9835.0,0.0,25.806451612903224,12.0,0.0,40.0,9.0
132.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,16.129032258064516,0.0,0.0,12.0,10.0
150.0,3.0,3.0,0.0,0.0,18.0,0.0,0.0,14.285714285714285,0.0,0.0,12.0,38.0
120.0,11.0,2.0,0.0,9.0,65.0,7317.0,0.0,26.923076923076923,7.5,0.0,40.0,20.0
113.0,2.0,2.0,0.0,0.0,18.0,0.0,0.0,16.129032258064516,0.0,0.0,12.0,14.0
145.0,3.0,3.0,0.0,0.0,19.0,0.0,0.0,14.285714285714285,0.0,0.0,12.0,21.0
130.0,3.0,3.0,0.0,0.0,19.0,0.0,0.0,14.285714285714285,0.0,0.0,12.0,21.0
125.0,2.0,2.0,0.0,0.0,17.0,0.0,0.0,15.384615384615383,0.0,0.0,12.0,6.0
140.0,3.0,3.0,0.0,0.0,27.0,0.0,0.0,14.285714285714285,0.0,0.0,13.0,21.0
116.0,2.0,2.0,0.0,0.0,23.0,0.0,0.0,15.384615384615383,0.0,0.0,13.0,9.0
98.0,2.0,2.0,0.0,0.0,16.0,0.0,0.0,14.285714285714285,0.0,0.0,13.0,14.0
100.0,14.0,2.0,1.0,12.0,77.0,9835.0,0.0,25.806451612903224,12.0,0.0,41.0,9.0
132.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0,16.129032258064516,0.0,0.0,13.0,10.0
150.0,4.0,3.0,0.0,1.0,22.0,1220.0,0.0,14.285714285714285,0.6666666666666667,0.0,13.0,38.0
120.0,11.0,1.0,0.0,10.0,67.0,8079.0,0.0,26.923076923076923,8.333333333333332,0.0,41.0,20.0
113.0,3.0,2.0,0.0,1.0,21.0,1911.0,0.0,16.129032258064516,0.8849557522123894,0.0,13.0,14.0
145.0,3.0,3.0,1.0,0.0,22.0,0.0,0.0,14.285714285714285,0.0,0.0,13.0,21.0
130.0,3.0,3.0,0.0,0.0,22.0,0.0,0.0,14.285714285714285,0.0,0.0,13.0,21.0
125.0,2.0,2.0,1.0,0.0,18.0,0.0,0.0,15.384615384615383,0.0,0.0,13.0,6.0
140.0,3.0,3.0,0.0,0.0,30.0,0.0,0.0,14.285714285714285,0.0,0.0,14.0,21.0
116.0,2.0,2.0,0.0,0.0,25.0,0.0,0.0,15.384615384615383,0.0,0.0,14.0,9.0
98.0,2.0,2.0,0.0,0.0,18.0,0.0,0.0,14.285714285714285,0.0,0.0,14.0,14.0
100.0,15.0,2.0,0.0,13.0,79.0,10832.0,0.0,25.806451612903224,13.0,0.0,42.0,9.0
132.0,2.0,1.0,0.0,1.0,15.0,1331.0,0.0,16.129032258064516,0.7575757575757576,0.0,14.0,10.0
150.0,4.0,2.0,0.0,2.0,25.0,1778.0,0.0,14.285714285714285,1.3333333333333335,0.0,14.0,38.0
120.0,12.0,2.0,1.0,10.0,69.0,8079.0,0.0,26.923076923076923,8.333333333333332,0.0,42.0,20.0
113.0,3.0,2.0,0.0,1.0,23.0,1911.0,0.0,16.129032258064516,0.8849557522123894,0.0,14.0,14.0
145.0,3.0,3.0,1.0,0.0,25.0,0.0,0.0,14.285714285714285,0.0,0.0,14.0,21.0
130.0,3.0,3.0,1.0,0.0,25.0,0.0,0.0,14.285714285714285,0.0,0.0,14.0,21.0
125.0,3.0,2.0,1.0,1.0,21.0,1486.0,0.0,15.384615384615383,0.8,0.0,14.0,6.0
140.0,3.0,3.0,0.0,0.0,30.0,0.0,0.0,14.285714285714285,0.0,1.0,15.0,21.0
116.0,2.0,2.0,0.0,0.0,26.0,0.0,0.0,15.384615384615383,0.0,1.0,15.0,9.0
98.0,2.0,2.0,0.0,0.0,18.0,0.0,0.0,14.285714285714285,0.0,1.0,15.0,14.0
100.0,15.0,2.0,1.0,13.0,81.0,10832.0,0.0,25.806451612903224,13.0,1.0,43.0,9.0
132.0,2.0,1.0,0.0,1.0,15.0,1331.0,0.0,16.129032258064516,0.7575757575757576,1.0,15.0,10.0
150.0,4.0,2.0,0.0,2.0,25.0,1778.0,0.0,14.285714285714285,1.3333333333333335,1.0,15.0,38.0
120.0,12.0,2.0,1.0,10.0,70.0,8079.0,0.0,26.923076923076923,8.333333333333332,1.0,43.0,20.0
113.0,3.0,2.0,0.0,1.0,25.0,1911.0,0.0,16.129032258064516,0.8849557522123894,1.0,15.0,14.0
145.0,3.0,3.0,1.0,0.0,25.0,0.0,0.0,14.285714285714285,0.0,1.0,15.0,21.0
130.0,3.0,3.0,1.0,0.0,25.0,0.0,0.0,14.285714285714285,0.0,1.0,15.0,21.0
125.0,3.0,2.0,1.0,1.0,23.0,1486.0,0.0,15.384615384615383,0.8,1.0,15.0,6.0
140.0,3.0,3.0,0.0,0.0,30.0,0.0,0.0,14.285714285714285,0.0,1.0,16.0,21.0
116.0,2.0,2.0,0.0,0.0,26.0,0.0,0.0,15.384615384615383,0.0,1.0,16.0,9.0
98.0,2.0,2.0,0.0,0.0,18.0,0.0,0.0,14.285714285714285,0.0,1.0,16.0,14.0
100.0,16.0,2.0,0.0,14.0,84.0,11581.0,0.0,25.806451612903224,14.000000000000002,1.0,44.0,9.0
132.0,2.0,1.0,0.0,1.0,16.0,1331.0,0.0,16.129032258064516,0.7575757575757576,1.0,16.0,10.0
150.0,4.0,2.0,0.0,2.0,25.0,1778.0,0.0,14.285714285714285,1.3333333333333335,1.0,16.0,38.0
120.0,12.0,2.0,1.0,10.0,70.0,8079.0,0.0,26.923076923076923,8.333333333333332,1.0,44.0,20.0
113.0,3.0,2.0,0.0,1.0,26.0,1911.0,0.0,16.129032258064516,0.8849557522123894,1.0,16.0,14.0
145.0,3.0,3.0,1.0,0.0,25.0,0.0,0.0,14.285714285714285,0.0,1.0,16.0,21.0
130.0,3.0,3.0,1.0,0.0,25.0,0.0,0.0,14.285714285714285,0.0,1.0,16.0,21.0
