Date,ProjectID,TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,IsBadWeather,StartDate,EndDate,ActualStartDate,ActualEndDate,WeatherAssessment
2019-07-20,4,107,11,2,0,9,63,9092.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-07-21,4,107,11,1,0,10,65,9674.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-07-22,4,107,11,1,0,10,66,9674.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-07-23,4,107,12,2,0,10,68,9674.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-07-24,4,107,12,2,0,10,70,9674.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-07-25,4,107,12,2,0,10,72,9674.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-07-26,4,107,13,2,0,11,74,9907.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-07-27,4,107,13,2,0,11,76,9907.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-07-28,4,107,13,2,0,11,78,9907.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-07-29,4,107,13,2,0,11,79,9907.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-07-30,4,107,13,2,0,11,81,9907.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-07-31,4,107,13,2,1,11,82,9907.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-01,4,107,14,2,0,12,85,10863.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-02,4,107,14,0,0,14,87,12021.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-03,4,107,16,2,0,14,88,12021.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-04,4,107,16,2,0,14,90,12021.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-05,4,107,16,2,0,14,91,12021.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-06,4,107,16,2,0,14,92,12021.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-07,4,107,16,2,0,14,94,12021.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-08,4,107,16,2,0,14,94,12021.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-09,4,107,16,2,1,14,96,12021.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-10,4,107,17,2,1,15,98,12346.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-11,4,107,17,2,1,15,99,12346.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-12,4,107,18,2,0,16,102,12815.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-13,4,107,18,2,0,16,104,12815.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-14,4,107,18,2,1,16,106,12815.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-15,4,107,18,2,1,16,107,12815.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-16,4,107,18,1,1,17,109,13275.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-17,4,107,19,2,1,17,111,13275.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-18,4,107,20,2,0,18,113,13590.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-19,4,107,20,2,0,18,114,13590.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-20,4,107,20,1,0,19,116,13959.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-21,4,107,21,2,0,19,116,13959.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-22,4,107,21,2,1,19,118,13959.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-23,4,107,21,2,2,19,119,13959.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-24,4,107,22,2,1,20,121,14489.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-25,4,107,22,2,1,20,123,14489.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-26,4,107,22,2,1,20,124,14489.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-27,4,107,23,2,1,21,127,15103.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-28,4,107,23,2,2,21,128,15103.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-29,4,107,24,2,2,22,131,15597.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-30,4,107,24,2,2,22,133,15597.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-08-31,4,107,25,2,1,23,136,16458.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-01,4,107,25,2,1,23,137,16458.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-02,4,107,25,2,1,23,139,16458.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-03,4,107,26,2,1,24,141,17387.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-04,4,107,27,2,2,25,143,17753.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-05,4,107,27,2,2,25,145,17753.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-06,4,107,28,2,1,26,148,18721.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-07,4,107,29,2,0,27,150,19616.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-08,4,107,29,2,0,27,152,19616.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-09,4,107,29,2,0,27,154,19616.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-10,4,107,29,2,1,27,156,19616.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-11,4,107,29,1,1,28,158,20586.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-12,4,107,30,2,1,28,159,20586.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-13,4,107,30,2,1,28,161,20586.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-14,4,107,31,2,1,29,164,21321.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-15,4,107,31,2,2,29,165,21321.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-16,4,107,33,2,0,31,169,23277.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-17,4,107,33,2,0,31,171,23277.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-18,4,107,33,2,0,31,173,23277.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-19,4,107,33,2,1,31,174,23277.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-20,4,107,33,2,1,31,176,23277.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-21,4,107,34,2,0,32,179,24182.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-22,4,107,34,2,0,32,180,24182.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-23,4,107,34,2,1,32,181,24182.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-24,4,107,35,2,0,33,184,24713.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-25,4,107,35,2,1,33,186,24713.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-26,4,107,36,2,1,34,187,25114.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-27,4,107,36,2,1,34,188,25114.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-28,4,107,37,2,0,35,190,25840.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-29,4,107,37,2,0,35,192,25840.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-09-30,4,107,37,2,1,35,193,25840.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-01,4,107,37,2,1,35,195,25840.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-02,4,107,37,2,1,35,197,25840.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-03,4,107,37,2,2,35,198,25840.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-04,4,107,38,2,1,36,201,26139.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-05,4,107,38,2,1,36,202,26139.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-06,4,107,38,2,1,36,204,26139.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-07,4,107,39,2,2,37,207,26840.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-08,4,107,39,2,2,37,209,26840.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-08,7,141,1,1,0,0,1,0.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-09,4,107,40,2,2,38,210,27389.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-09,7,141,1,1,0,0,2,0.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-10,4,107,40,2,2,38,211,27389.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-10,7,141,1,1,0,0,3,0.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-11,4,107,40,2,2,38,213,27389.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-11,7,141,1,1,0,0,4,0.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-12,4,107,40,2,2,38,215,27389.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-12,7,141,1,1,0,0,4,0.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-13,4,107,41,2,1,39,218,27707.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-13,7,141,1,1,0,0,4,0.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-14,4,107,42,2,1,40,221,28493.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-14,7,141,2,2,0,0,6,0.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-15,4,107,42,2,2,40,221,28493.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-15,7,141,3,3,0,0,9,0.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-16,4,107,42,2,2,40,222,28493.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-16,7,141,3,3,0,0,12,0.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-17,4,107,42,2,2,40,223,28493.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-17,7,141,3,3,0,0,14,0.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-18,4,107,42,2,2,40,225,28493.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-18,7,141,3,3,0,0,17,0.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-19,4,107,43,2,1,41,228,29207.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-19,7,141,3,3,0,0,20,0.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-20,4,107,43,2,1,41,230,29207.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-20,7,141,3,3,1,0,23,0.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-21,4,107,43,2,1,41,232,29207.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-21,7,141,4,3,1,1,26,1345.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-22,4,107,43,2,2,41,234,29207.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-22,7,141,4,3,1,1,29,1345.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-23,4,107,44,2,2,42,237,30063.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-23,7,141,5,3,1,2,33,2068.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-24,4,107,44,2,2,42,238,30063.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-24,7,141,5,3,1,2,35,2068.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-25,4,107,44,2,2,42,240,30063.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-25,7,141,6,3,0,3,39,2703.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-26,4,107,45,2,2,43,243,30950.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-26,7,141,6,3,1,3,41,2703.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-27,4,107,45,2,2,43,244,30950.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-27,7,141,6,3,1,3,44,2703.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-28,4,107,46,2,1,44,246,31396.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-28,7,141,6,3,1,3,47,2703.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-29,4,107,46,2,1,44,248,31396.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-29,7,141,7,3,0,4,50,3508.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-30,4,107,46,2,2,44,250,31396.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-30,7,141,7,3,1,4,52,3508.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-10-31,4,107,47,2,1,45,252,31877.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-10-31,7,141,8,3,2,5,56,6240.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-01,4,107,47,2,1,45,253,31877.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-01,7,141,9,3,1,6,58,7473.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-02,4,107,48,2,2,46,256,32527.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-02,7,141,10,3,0,7,61,8219.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-03,4,107,48,2,2,46,257,32527.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-03,7,141,10,3,0,7,64,8219.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-04,4,107,50,2,1,48,259,33560.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-04,7,141,10,3,1,7,66,8219.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-05,4,107,50,2,1,48,260,33560.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-05,7,141,10,3,1,7,68,8219.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-06,4,107,50,2,1,48,262,33560.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-06,7,141,11,3,1,8,71,9027.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-07,4,107,50,2,1,48,263,33560.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-07,7,141,11,3,1,8,74,9027.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-08,4,107,50,2,1,48,265,33560.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-08,7,141,11,3,1,8,76,9027.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-09,4,107,51,2,1,49,268,34019.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-09,7,141,12,3,2,9,79,9359.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-10,4,107,51,2,2,49,270,34019.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-10,7,141,13,3,1,10,83,9830.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-11,4,107,52,2,1,50,273,34686.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-11,7,141,14,3,2,11,86,10083.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-12,4,107,52,2,1,50,275,34686.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-12,7,141,16,3,1,13,91,11294.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-13,4,107,52,2,1,50,277,34686.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-13,7,141,17,3,1,14,95,12012.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-14,4,107,52,1,1,51,279,34886.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-14,7,141,18,3,0,15,98,12975.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-15,4,107,54,2,1,52,282,35687.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-15,7,141,18,3,0,15,100,12975.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-16,4,107,55,1,1,54,284,36790.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-16,7,141,18,3,0,15,101,12975.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-17,4,107,56,2,1,54,286,36790.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-17,7,141,18,3,2,15,103,12975.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-18,4,107,56,1,1,55,288,37690.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-18,7,141,18,3,3,15,106,12975.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-19,4,107,56,1,1,55,289,37690.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-19,7,141,19,3,2,16,110,13181.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-20,4,107,57,2,1,55,290,37690.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-20,7,141,21,3,0,18,114,14461.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-21,4,107,58,2,1,56,293,38520.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-21,7,141,21,2,1,19,117,15414.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-22,4,107,58,2,1,56,294,38520.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-22,7,141,23,3,0,20,120,15738.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-23,4,107,59,2,1,57,297,39026.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-23,7,141,23,3,0,20,121,15738.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-24,4,107,59,2,1,57,299,39026.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-24,7,141,23,3,1,20,123,15738.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-25,4,107,59,2,1,57,301,39026.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-25,7,141,23,3,1,20,126,15738.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-26,4,107,60,2,0,58,304,39447.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-26,7,141,23,3,2,20,129,15738.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-27,4,107,60,2,0,58,306,39447.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-27,7,141,24,3,2,21,132,16062.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-28,4,107,60,2,1,58,307,39447.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-28,7,141,24,3,2,21,135,16062.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-29,4,107,61,2,1,59,310,39901.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-29,7,141,26,3,2,23,140,17041.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-11-30,4,107,61,2,1,59,312,39901.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-11-30,7,141,28,3,0,25,145,18066.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
2019-12-01,4,107,61,2,1,59,313,39901.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5
2019-12-01,7,141,28,3,0,25,148,18066.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0
