Cost,Priority,Progress,Duration,Worker,TaskLength,IsBadWeather,WeatherAssessment,StartDelay,DayCount,TaskDelay,Is_Delayed
287.0,0,16.666666666666664,6,1,3,1.0,62.5,0,0,1,0
2645.0,1,85.0,20,7,0,1.0,37.5,0,16,0,0
287.0,0,16.666666666666664,6,1,3,1.0,62.5,0,1,1,0
2645.0,1,90.0,20,7,0,1.0,37.5,0,17,0,0
287.0,0,33.33333333333333,6,1,3,0.0,62.5,0,2,1,0
2645.0,1,95.0,20,7,0,0.0,37.5,0,18,0,0
287.0,0,50.0,6,1,3,1.0,62.5,0,3,1,0
2645.0,1,100.0,20,7,0,1.0,37.5,0,19,0,0
287.0,0,66.66666666666666,6,1,3,0.0,62.5,0,4,1,0
287.0,0,83.33333333333334,6,1,3,0.0,62.5,0,5,1,0
850.0,0,12.5,8,4,1,0.0,75.0,0,0,1,0
287.0,0,100.0,6,1,3,1.0,62.5,0,6,1,0
503.0,0,33.33333333333333,3,2,4,1.0,75.0,0,0,1,0
850.0,0,25.0,8,4,1,1.0,75.0,0,1,1,0
503.0,0,66.66666666666666,3,2,4,1.0,75.0,0,1,1,0
850.0,0,37.5,8,4,1,1.0,75.0,0,2,1,0
503.0,0,66.66666666666666,3,2,4,1.0,75.0,0,2,1,0
850.0,0,50.0,8,4,1,1.0,75.0,0,3,1,0
503.0,0,100.0,3,2,4,1.0,75.0,0,3,1,0
896.0,0,33.33333333333333,3,2,5,1.0,50.0,1,0,0,0
850.0,0,62.5,8,4,1,1.0,75.0,0,4,1,0
896.0,0,66.66666666666666,3,2,5,1.0,50.0,1,1,0,0
850.0,0,75.0,8,4,1,1.0,75.0,0,5,1,0
896.0,0,100.0,3,2,5,0.0,50.0,1,2,0,0
476.0,0,33.33333333333333,3,1,6,0.0,12.5,0,0,0,0
850.0,0,75.0,8,4,1,0.0,75.0,0,6,1,0
476.0,0,66.66666666666666,3,1,6,1.0,12.5,0,1,0,0
850.0,0,87.5,8,4,1,1.0,75.0,0,7,1,0
476.0,0,100.0,3,1,6,0.0,12.5,0,2,0,0
850.0,0,100.0,8,4,1,0.0,75.0,0,8,1,0
582.0,0,33.33333333333333,3,1,7,0.0,12.5,0,0,0,0
233.0,0,12.5,8,4,2,0.0,12.5,0,0,0,0
582.0,0,66.66666666666666,3,1,7,0.0,12.5,0,1,0,0
233.0,0,25.0,8,4,2,0.0,12.5,0,1,0,0
582.0,0,100.0,3,1,7,0.0,12.5,0,2,0,0
233.0,0,37.5,8,4,2,0.0,12.5,0,2,0,0
233.0,0,50.0,8,4,2,0.0,12.5,0,3,0,0
956.0,0,12.5,8,2,8,0.0,50.0,0,0,2,0
233.0,0,62.5,8,4,2,0.0,12.5,0,4,0,0
956.0,0,25.0,8,2,8,1.0,50.0,0,1,2,0
233.0,0,75.0,8,4,2,1.0,12.5,0,5,0,0
956.0,0,37.5,8,2,8,0.0,50.0,0,2,2,0
233.0,0,87.5,8,4,2,0.0,12.5,0,6,0,0
956.0,0,37.5,8,2,8,0.0,50.0,0,3,2,0
233.0,0,100.0,8,4,2,0.0,12.5,0,7,0,0
857.0,0,14.285714285714285,7,4,3,0.0,37.5,0,0,1,0
956.0,0,50.0,8,2,8,1.0,50.0,0,4,2,0
857.0,0,28.57142857142857,7,4,3,1.0,37.5,0,1,1,0
956.0,0,62.5,8,2,8,0.0,50.0,0,5,2,0
857.0,0,42.857142857142854,7,4,3,0.0,37.5,0,2,1,0
956.0,0,75.0,8,2,8,1.0,50.0,0,6,2,0
857.0,0,42.857142857142854,7,4,3,1.0,37.5,0,3,1,0
956.0,0,87.5,8,2,8,1.0,50.0,0,7,2,0
857.0,0,57.14285714285714,7,4,3,1.0,37.5,0,4,1,0
956.0,1,87.5,8,2,8,0.0,50.0,0,8,2,1
857.0,0,71.42857142857143,7,4,3,0.0,37.5,0,5,1,0
956.0,1,100.0,8,2,8,0.0,50.0,0,9,2,0
301.0,0,50.0,2,1,9,0.0,12.5,0,0,0,0
857.0,0,85.71428571428571,7,4,3,0.0,37.5,0,6,1,0
301.0,0,100.0,2,1,9,0.0,12.5,0,1,0,0
857.0,0,100.0,7,4,3,0.0,37.5,0,7,1,0
469.0,0,0.0,7,4,10,0.0,37.5,0,0,3,0
325.0,0,16.666666666666664,6,1,4,0.0,37.5,0,0,2,0
469.0,0,14.285714285714285,7,4,10,0.0,37.5,0,1,3,0
325.0,0,33.33333333333333,6,1,4,0.0,37.5,0,1,2,0
469.0,0,14.285714285714285,7,4,10,0.0,37.5,0,2,3,0
325.0,0,50.0,6,1,4,0.0,37.5,0,2,2,0
469.0,0,28.57142857142857,7,4,10,0.0,37.5,0,3,3,0
325.0,0,50.0,6,1,4,0.0,37.5,0,3,2,0
469.0,0,42.857142857142854,7,4,10,0.0,37.5,0,4,3,0
325.0,0,66.66666666666666,6,1,4,0.0,37.5,0,4,2,0
469.0,0,42.857142857142854,7,4,10,1.0,37.5,0,5,3,0
325.0,0,66.66666666666666,6,1,4,1.0,37.5,0,5,2,0
469.0,0,57.14285714285714,7,4,10,1.0,37.5,0,6,3,0
325.0,1,83.33333333333334,6,1,4,1.0,37.5,0,6,2,1
469.0,1,71.42857142857143,7,4,10,1.0,37.5,0,7,3,1
325.0,1,100.0,6,1,4,1.0,37.5,0,7,2,0
315.0,0,0.0,6,2,5,1.0,75.0,2,0,3,0
469.0,1,85.71428571428571,7,4,10,1.0,37.5,0,8,3,1
315.0,0,0.0,6,2,5,1.0,75.0,2,1,3,0
469.0,1,100.0,7,4,10,1.0,37.5,0,9,3,0
460.0,0,20.0,5,3,11,1.0,50.0,1,0,0,0
315.0,0,16.666666666666664,6,2,5,1.0,75.0,2,2,3,0
460.0,0,40.0,5,3,11,0.0,50.0,1,1,0,0
315.0,0,33.33333333333333,6,2,5,0.0,75.0,2,3,3,0
460.0,0,60.0,5,3,11,0.0,50.0,1,2,0,0
315.0,1,50.0,6,2,5,0.0,75.0,2,4,3,1
460.0,0,80.0,5,3,11,1.0,50.0,1,3,0,0
315.0,1,50.0,6,2,5,1.0,75.0,2,5,3,1
460.0,0,100.0,5,3,11,0.0,50.0,1,4,0,0
315.0,1,66.66666666666666,6,2,5,0.0,75.0,2,6,3,1
369.0,0,25.0,4,3,12,0.0,37.5,0,0,0,0
315.0,1,83.33333333333334,6,2,5,0.0,75.0,2,7,3,1
369.0,0,50.0,4,3,12,1.0,37.5,0,1,0,0
315.0,1,100.0,6,2,5,1.0,75.0,2,8,3,0
614.0,0,0.0,7,1,6,1.0,50.0,3,0,3,0
369.0,0,75.0,4,3,12,1.0,37.5,0,2,0,0
614.0,0,0.0,7,1,6,1.0,50.0,3,1,3,0
369.0,0,100.0,4,3,12,0.0,37.5,0,3,0,0
614.0,0,14.285714285714285,7,1,6,0.0,50.0,3,2,3,0
530.0,0,0.0,2,1,13,1.0,25.0,0,0,2,0
614.0,0,14.285714285714285,7,1,6,1.0,50.0,3,3,3,0
530.0,0,50.0,2,1,13,0.0,25.0,0,1,2,0
614.0,1,28.57142857142857,7,1,6,0.0,50.0,3,4,3,1
530.0,1,50.0,2,1,13,0.0,25.0,0,2,2,1
614.0,1,42.857142857142854,7,1,6,0.0,50.0,3,5,3,1
530.0,1,100.0,2,1,13,0.0,25.0,0,3,2,0
861.0,0,0.0,6,1,14,0.0,12.5,2,0,2,0
614.0,1,57.14285714285714,7,1,6,0.0,50.0,3,6,3,1
861.0,0,16.666666666666664,6,1,14,0.0,12.5,2,1,2,0
614.0,1,71.42857142857143,7,1,6,0.0,50.0,3,7,3,1
861.0,0,16.666666666666664,6,1,14,0.0,12.5,2,2,2,0
614.0,1,85.71428571428571,7,1,6,0.0,50.0,3,8,3,1
861.0,0,33.33333333333333,6,1,14,1.0,12.5,2,3,2,0
614.0,1,100.0,7,1,6,1.0,50.0,3,9,3,0
494.0,1,50.0,2,2,7,1.0,12.5,4,0,1,1
861.0,1,50.0,6,1,14,0.0,12.5,2,4,2,1
494.0,1,50.0,2,2,7,0.0,12.5,4,1,1,1
861.0,1,66.66666666666666,6,1,14,0.0,12.5,2,5,2,1
494.0,1,100.0,2,2,7,0.0,12.5,4,2,1,0
929.0,1,20.0,5,1,8,0.0,12.5,5,0,1,1
861.0,1,83.33333333333334,6,1,14,0.0,12.5,2,6,2,1
929.0,1,40.0,5,1,8,0.0,12.5,5,1,1,1
861.0,1,100.0,6,1,14,0.0,12.5,2,7,2,0
895.0,0,14.285714285714285,7,3,15,0.0,12.5,3,0,1,0
929.0,1,60.0,5,1,8,0.0,12.5,5,2,1,1
895.0,0,28.57142857142857,7,3,15,0.0,12.5,3,1,1,0
929.0,1,60.0,5,1,8,0.0,12.5,5,3,1,1
895.0,0,42.857142857142854,7,3,15,1.0,12.5,3,2,1,0
929.0,1,80.0,5,1,8,1.0,12.5,5,4,1,1
895.0,0,42.857142857142854,7,3,15,0.0,12.5,3,3,1,0
929.0,1,100.0,5,1,8,0.0,12.5,5,5,1,0
366.0,1,50.0,2,2,9,0.0,25.0,4,0,0,1
895.0,1,57.14285714285714,7,3,15,0.0,12.5,3,4,1,1
366.0,1,100.0,2,2,9,0.0,25.0,4,1,0,0
968.0,1,0.0,2,2,10,0.0,50.0,2,0,1,1
895.0,1,71.42857142857143,7,3,15,0.0,12.5,3,5,1,1
968.0,1,50.0,2,2,10,0.0,50.0,2,1,1,1
895.0,1,85.71428571428571,7,3,15,1.0,12.5,3,6,1,1
968.0,1,100.0,2,2,10,1.0,50.0,2,2,1,0
970.0,0,16.666666666666664,6,4,11,1.0,37.5,1,0,0,0
895.0,1,100.0,7,3,15,1.0,12.5,3,7,1,0
735.0,0,0.0,7,1,16,1.0,37.5,4,0,1,0
970.0,0,33.33333333333333,6,4,11,1.0,37.5,1,1,0,0
735.0,0,14.285714285714285,7,1,16,0.0,37.5,4,1,1,0
970.0,0,50.0,6,4,11,0.0,37.5,1,2,0,0
735.0,0,28.57142857142857,7,1,16,1.0,37.5,4,2,1,0
970.0,0,66.66666666666666,6,4,11,1.0,37.5,1,3,0,0
735.0,1,42.857142857142854,7,1,16,0.0,37.5,4,3,1,1
970.0,0,83.33333333333334,6,4,11,0.0,37.5,1,4,0,0
735.0,1,57.14285714285714,7,1,16,0.0,37.5,4,4,1,1
970.0,0,100.0,6,4,11,0.0,37.5,1,5,0,0
735.0,1,71.42857142857143,7,1,16,0.0,37.5,4,5,1,1
985.0,0,0.0,3,1,12,0.0,25.0,0,0,2,0
735.0,1,85.71428571428571,7,1,16,0.0,37.5,4,6,1,1
985.0,0,33.33333333333333,3,1,12,0.0,25.0,0,1,2,0
735.0,1,100.0,7,1,16,0.0,37.5,4,7,1,0
971.0,1,33.33333333333333,3,3,17,0.0,25.0,3,0,0,1
985.0,0,66.66666666666666,3,1,12,0.0,25.0,0,2,2,0
971.0,1,66.66666666666666,3,3,17,0.0,25.0,3,1,0,1
985.0,1,66.66666666666666,3,1,12,0.0,25.0,0,3,2,1
971.0,1,100.0,3,3,17,1.0,25.0,3,2,0,0
905.0,0,16.666666666666664,6,4,18,1.0,25.0,3,0,0,0
985.0,1,100.0,3,1,12,1.0,25.0,0,4,2,0
531.0,0,14.285714285714285,7,2,13,1.0,62.5,0,0,2,0
905.0,0,33.33333333333333,6,4,18,1.0,25.0,3,1,0,0
531.0,0,28.57142857142857,7,2,13,1.0,62.5,0,1,2,0
905.0,0,50.0,6,4,18,0.0,25.0,3,2,0,0
531.0,0,42.857142857142854,7,2,13,0.0,62.5,0,2,2,0
905.0,1,66.66666666666666,6,4,18,0.0,25.0,3,3,0,1
531.0,0,42.857142857142854,7,2,13,0.0,62.5,0,3,2,0
905.0,1,83.33333333333334,6,4,18,0.0,25.0,3,4,0,1
531.0,0,57.14285714285714,7,2,13,0.0,62.5,0,4,2,0
905.0,1,100.0,6,4,18,1.0,25.0,3,5,0,0
401.0,0,20.0,5,3,19,1.0,37.5,1,0,1,0
531.0,0,71.42857142857143,7,2,13,1.0,62.5,0,5,2,0
401.0,0,20.0,5,3,19,1.0,37.5,1,1,1,0
531.0,0,85.71428571428571,7,2,13,1.0,62.5,0,6,2,0
401.0,0,40.0,5,3,19,1.0,37.5,1,2,1,0
531.0,1,85.71428571428571,7,2,13,1.0,62.5,0,7,2,1
401.0,0,60.0,5,3,19,0.0,37.5,1,3,1,0
531.0,1,100.0,7,2,13,0.0,62.5,0,8,2,0
299.0,0,12.5,8,4,14,0.0,25.0,2,0,3,0
401.0,1,80.0,5,3,19,0.0,37.5,1,4,1,1
299.0,0,25.0,8,4,14,0.0,25.0,2,1,3,0
401.0,1,100.0,5,3,19,0.0,37.5,1,5,1,0
726.0,1,0.0,2,4,20,0.0,0.0,2,0,1,1
299.0,0,25.0,8,4,14,0.0,25.0,2,2,3,0
726.0,1,50.0,2,4,20,0.0,0.0,2,1,1,1
299.0,0,25.0,8,4,14,0.0,25.0,2,3,3,0
726.0,1,100.0,2,4,20,0.0,0.0,2,2,1,0
701.0,0,0.0,8,3,21,0.0,0.0,3,0,2,0
299.0,0,37.5,8,4,14,0.0,25.0,2,4,3,0
701.0,0,12.5,8,3,21,0.0,0.0,3,1,2,0
299.0,0,50.0,8,4,14,0.0,25.0,2,5,3,0
701.0,0,25.0,8,3,21,0.0,0.0,3,2,2,0
299.0,1,50.0,8,4,14,0.0,25.0,2,6,3,1
701.0,0,37.5,8,3,21,0.0,0.0,3,3,2,0
299.0,1,62.5,8,4,14,0.0,25.0,2,7,3,1
701.0,0,50.0,8,3,21,0.0,0.0,3,4,2,0
299.0,1,75.0,8,4,14,0.0,25.0,2,8,3,1
701.0,1,50.0,8,3,21,0.0,0.0,3,5,2,1
299.0,1,87.5,8,4,14,0.0,25.0,2,9,3,1
701.0,1,62.5,8,3,21,0.0,0.0,3,6,2,1
299.0,1,100.0,8,4,14,0.0,25.0,2,10,3,0
318.0,0,12.5,8,1,15,0.0,12.5,5,0,2,0
701.0,1,75.0,8,3,21,1.0,0.0,3,7,2,1
318.0,0,12.5,8,1,15,1.0,12.5,5,1,2,0
701.0,1,87.5,8,3,21,0.0,0.0,3,8,2,1
318.0,0,25.0,8,1,15,0.0,12.5,5,2,2,0
701.0,1,100.0,8,3,21,0.0,0.0,3,9,2,0
549.0,1,33.33333333333333,3,3,22,0.0,25.0,5,0,0,1
318.0,1,37.5,8,1,15,0.0,12.5,5,3,2,1
549.0,1,66.66666666666666,3,3,22,1.0,25.0,5,1,0,1
318.0,1,50.0,8,1,15,1.0,12.5,5,4,2,1
1345.0,1,8.333333333333332,12,4,0,1.0,50.0,0,0,2,0
549.0,1,100.0,3,3,22,0.0,25.0,5,2,0,0
786.0,1,0.0,4,1,23,0.0,62.5,4,0,2,1
318.0,1,50.0,8,1,15,0.0,12.5,5,5,2,1
1345.0,1,16.666666666666664,12,4,0,0.0,50.0,0,1,2,0
786.0,1,0.0,4,1,23,1.0,62.5,4,1,2,1
318.0,1,62.5,8,1,15,1.0,12.5,5,6,2,1
1345.0,1,25.0,12,4,0,1.0,50.0,0,2,2,0
786.0,1,25.0,4,1,23,1.0,62.5,4,2,2,1
318.0,1,75.0,8,1,15,1.0,12.5,5,7,2,1
1345.0,1,33.33333333333333,12,4,0,1.0,50.0,0,3,2,0
786.0,1,50.0,4,1,23,1.0,62.5,4,3,2,1
318.0,1,87.5,8,1,15,1.0,12.5,5,8,2,1
1345.0,1,33.33333333333333,12,4,0,1.0,50.0,0,4,2,0
786.0,1,75.0,4,1,23,0.0,62.5,4,4,2,1
318.0,1,100.0,8,1,15,0.0,12.5,5,9,2,0
856.0,0,12.5,8,1,16,0.0,50.0,6,0,3,0
1345.0,1,33.33333333333333,12,4,0,0.0,50.0,0,5,2,0
786.0,1,100.0,4,1,23,0.0,62.5,4,5,2,0
714.0,1,20.0,5,2,24,0.0,50.0,5,0,1,1
856.0,0,25.0,8,1,16,0.0,50.0,6,1,3,0
1345.0,1,41.66666666666667,12,4,0,0.0,50.0,0,6,2,0
1233.0,1,6.25,16,7,0,0.0,37.5,0,0,3,0
714.0,1,20.0,5,2,24,0.0,50.0,5,1,1,1
856.0,1,25.0,8,1,16,0.0,50.0,6,2,3,1
1345.0,1,50.0,12,4,0,0.0,50.0,0,7,2,0
1233.0,1,12.5,16,7,0,0.0,37.5,0,1,3,0
2732.0,1,5.88235294117647,17,4,0,0.0,37.5,0,0,0,0
714.0,1,40.0,5,2,24,1.0,50.0,5,2,1,1
856.0,1,25.0,8,1,16,1.0,50.0,6,3,3,1
1345.0,1,58.333333333333336,12,4,0,1.0,50.0,0,8,2,0
1233.0,1,18.75,16,7,0,1.0,37.5,0,2,3,0
2732.0,1,11.76470588235294,17,4,0,1.0,37.5,0,1,0,0
714.0,1,60.0,5,2,24,1.0,50.0,5,3,1,1
856.0,1,25.0,8,1,16,1.0,50.0,6,4,3,1
1345.0,1,66.66666666666666,12,4,0,1.0,50.0,0,9,2,0
1233.0,1,18.75,16,7,0,1.0,37.5,0,3,3,0
2732.0,1,17.647058823529413,17,4,0,1.0,37.5,0,2,0,0
714.0,1,80.0,5,2,24,0.0,50.0,5,4,1,1
856.0,1,37.5,8,1,16,0.0,50.0,6,5,3,1
1345.0,1,75.0,12,4,0,0.0,50.0,0,10,2,0
1233.0,1,25.0,16,7,0,0.0,37.5,0,4,3,0
2732.0,1,23.52941176470588,17,4,0,0.0,37.5,0,3,0,0
714.0,1,100.0,5,2,24,1.0,50.0,5,5,1,0
887.0,0,12.5,8,4,25,1.0,37.5,5,0,0,0
856.0,1,50.0,8,1,16,1.0,50.0,6,6,3,1
1345.0,1,83.33333333333334,12,4,0,1.0,50.0,0,11,2,0
1233.0,1,31.25,16,7,0,1.0,37.5,0,5,3,0
2732.0,1,29.411764705882355,17,4,0,1.0,37.5,0,4,0,0
887.0,0,25.0,8,4,25,0.0,37.5,5,1,0,0
856.0,1,62.5,8,1,16,0.0,50.0,6,7,3,1
1345.0,1,91.66666666666666,12,4,0,0.0,50.0,0,12,2,1
1233.0,1,37.5,16,7,0,0.0,37.5,0,6,3,0
2732.0,1,35.294117647058826,17,4,0,0.0,37.5,0,5,0,0
887.0,0,37.5,8,4,25,0.0,37.5,5,2,0,0
856.0,1,75.0,8,1,16,0.0,50.0,6,8,3,1
1345.0,1,100.0,12,4,0,0.0,50.0,0,13,2,0
723.0,1,0.0,2,1,1,0.0,37.5,2,0,1,1
1233.0,1,43.75,16,7,0,0.0,37.5,0,7,3,0
2732.0,1,41.17647058823529,17,4,0,0.0,37.5,0,6,0,0
887.0,1,50.0,8,4,25,0.0,37.5,5,3,0,1
856.0,1,87.5,8,1,16,0.0,50.0,6,9,3,1
723.0,1,50.0,2,1,1,0.0,37.5,2,1,1,1
1233.0,1,50.0,16,7,0,0.0,37.5,0,8,3,0
2732.0,1,47.05882352941176,17,4,0,0.0,37.5,0,7,0,0
887.0,1,62.5,8,4,25,0.0,37.5,5,4,0,1
856.0,1,100.0,8,1,16,0.0,50.0,6,10,3,0
650.0,1,12.5,8,3,17,0.0,37.5,8,0,3,1
723.0,1,100.0,2,1,1,0.0,37.5,2,2,1,0
635.0,1,50.0,2,4,2,0.0,25.0,3,0,1,1
1233.0,1,56.25,16,7,0,0.0,37.5,0,9,3,0
2732.0,1,52.94117647058824,17,4,0,0.0,37.5,0,8,0,0
887.0,1,75.0,8,4,25,0.0,37.5,5,5,0,1
650.0,1,12.5,8,3,17,0.0,37.5,8,1,3,1
635.0,1,50.0,2,4,2,0.0,25.0,3,1,1,1
1233.0,1,62.5,16,7,0,0.0,37.5,0,10,3,0
2732.0,1,58.82352941176471,17,4,0,0.0,37.5,0,9,0,0
887.0,1,87.5,8,4,25,1.0,37.5,5,6,0,1
650.0,1,25.0,8,3,17,1.0,37.5,8,2,3,1
635.0,1,100.0,2,4,2,1.0,25.0,3,2,1,0
805.0,0,25.0,4,2,3,1.0,25.0,3,0,1,0
1233.0,1,68.75,16,7,0,1.0,37.5,0,11,3,0
2732.0,1,64.70588235294117,17,4,0,1.0,37.5,0,10,0,0
887.0,1,100.0,8,4,25,1.0,37.5,5,7,0,0
446.0,1,50.0,2,1,26,1.0,25.0,3,0,1,1
650.0,1,37.5,8,3,17,1.0,37.5,8,3,3,1
805.0,1,25.0,4,2,3,1.0,25.0,3,1,1,1
1233.0,1,75.0,16,7,0,1.0,37.5,0,12,3,0
2732.0,1,70.58823529411765,17,4,0,1.0,37.5,0,11,0,0
446.0,1,50.0,2,1,26,0.0,25.0,3,1,1,1
650.0,1,50.0,8,3,17,0.0,37.5,8,4,3,1
805.0,1,50.0,4,2,3,0.0,25.0,3,2,1,1
1233.0,1,81.25,16,7,0,0.0,37.5,0,13,3,0
2732.0,1,76.47058823529412,17,4,0,0.0,37.5,0,12,0,0
446.0,1,100.0,2,1,26,0.0,25.0,3,2,1,0
481.0,0,25.0,4,1,27,0.0,12.5,2,0,0,0
650.0,1,50.0,8,3,17,0.0,37.5,8,5,3,1
805.0,1,75.0,4,2,3,0.0,25.0,3,3,1,1
1233.0,1,87.5,16,7,0,0.0,37.5,0,14,3,0
2732.0,1,82.35294117647058,17,4,0,0.0,37.5,0,13,0,0
481.0,0,50.0,4,1,27,0.0,12.5,2,1,0,0
650.0,1,62.5,8,3,17,0.0,37.5,8,6,3,1
805.0,1,100.0,4,2,3,0.0,25.0,3,4,1,0
746.0,0,20.0,5,3,4,0.0,12.5,3,0,0,0
1233.0,1,87.5,16,7,0,0.0,37.5,0,15,3,0
2732.0,1,88.23529411764706,17,4,0,0.0,37.5,0,14,0,0
481.0,1,75.0,4,1,27,0.0,12.5,2,2,0,1
650.0,1,75.0,8,3,17,0.0,37.5,8,7,3,1
746.0,0,40.0,5,3,4,0.0,12.5,3,1,0,0
1233.0,1,87.5,16,7,0,0.0,37.5,0,16,3,1
2732.0,1,94.11764705882352,17,4,0,0.0,37.5,0,15,0,0
481.0,1,100.0,4,1,27,0.0,12.5,2,3,0,0
259.0,0,33.33333333333333,3,1,28,0.0,25.0,1,0,2,0
650.0,1,75.0,8,3,17,0.0,37.5,8,8,3,1
746.0,1,60.0,5,3,4,0.0,12.5,3,2,0,1
1233.0,1,93.75,16,7,0,0.0,37.5,0,17,3,1
2732.0,1,100.0,17,4,0,0.0,37.5,0,16,0,0
332.0,0,16.666666666666664,6,3,1,0.0,25.0,0,0,4,0
259.0,0,33.33333333333333,3,1,28,0.0,25.0,1,1,2,0
650.0,1,87.5,8,3,17,0.0,37.5,8,9,3,1
746.0,1,80.0,5,3,4,0.0,12.5,3,3,0,1
1233.0,1,100.0,16,7,0,0.0,37.5,0,18,3,0
808.0,0,0.0,5,1,1,0.0,25.0,2,0,1,0
332.0,0,16.666666666666664,6,3,1,0.0,25.0,0,1,4,0
259.0,1,66.66666666666666,3,1,28,0.0,25.0,1,2,2,1
650.0,1,100.0,8,3,17,0.0,37.5,8,10,3,0
774.0,1,33.33333333333333,3,1,18,0.0,25.0,11,0,0,1
746.0,1,100.0,5,3,4,0.0,12.5,3,4,0,0
253.0,0,0.0,8,2,5,0.0,37.5,1,0,2,0
808.0,0,20.0,5,1,1,0.0,25.0,2,1,1,0
332.0,0,33.33333333333333,6,3,1,0.0,25.0,0,2,4,0
259.0,1,66.66666666666666,3,1,28,1.0,25.0,1,3,2,1
774.0,1,66.66666666666666,3,1,18,1.0,25.0,11,1,0,1
253.0,0,12.5,8,2,5,1.0,37.5,1,1,2,0
808.0,0,40.0,5,1,1,1.0,25.0,2,2,1,0
332.0,0,50.0,6,3,1,1.0,25.0,0,3,4,0
259.0,1,100.0,3,1,28,1.0,25.0,1,4,2,0
667.0,0,0.0,7,3,29,1.0,37.5,1,0,1,0
774.0,1,100.0,3,1,18,1.0,25.0,11,2,0,0
459.0,1,0.0,3,2,19,1.0,12.5,9,0,3,1
253.0,0,25.0,8,2,5,1.0,37.5,1,2,2,0
808.0,1,60.0,5,1,1,1.0,25.0,2,3,1,1
332.0,0,50.0,6,3,1,1.0,25.0,0,4,4,0
667.0,0,14.285714285714285,7,3,29,0.0,37.5,1,1,1,0
459.0,1,0.0,3,2,19,0.0,12.5,9,1,3,1
253.0,0,37.5,8,2,5,0.0,37.5,1,3,2,0
808.0,1,80.0,5,1,1,0.0,25.0,2,4,1,1
332.0,0,50.0,6,3,1,0.0,25.0,0,5,4,0
667.0,0,28.57142857142857,7,3,29,0.0,37.5,1,2,1,0
459.0,1,33.33333333333333,3,2,19,0.0,12.5,9,2,3,1
253.0,0,50.0,8,2,5,0.0,37.5,1,4,2,0
808.0,1,100.0,5,1,1,0.0,25.0,2,5,1,0
471.0,0,25.0,4,4,2,0.0,12.5,1,0,1,0
332.0,1,50.0,6,3,1,0.0,25.0,0,6,4,1
667.0,0,42.857142857142854,7,3,29,0.0,37.5,1,3,1,0
459.0,1,33.33333333333333,3,2,19,0.0,12.5,9,3,3,1
253.0,0,62.5,8,2,5,0.0,37.5,1,5,2,0
471.0,0,50.0,4,4,2,0.0,12.5,1,1,1,0
332.0,1,66.66666666666666,6,3,1,0.0,25.0,0,7,4,1
667.0,0,57.14285714285714,7,3,29,1.0,37.5,1,4,1,0
459.0,1,66.66666666666666,3,2,19,1.0,12.5,9,4,3,1
253.0,0,62.5,8,2,5,1.0,37.5,1,6,2,0
471.0,0,75.0,4,4,2,1.0,12.5,1,2,1,0
332.0,1,83.33333333333334,6,3,1,1.0,25.0,0,8,4,1
