ID,Name,StartDate,EndDate,ParentTaskID,Cost,Priority,Progress,ProjectID,ActualStartDate,ActualEndDate,Status,Duration,AssigneeID,Trade,CreateDate
39,out,2022-05-15,2022-05-16,38.0,288.0,Normal,0,1,,,Not Started,2,1,3,2024-05-16
40,trial,2022-05-17,2022-05-25,39.0,406.0,Normal,0,1,,,Not Started,8,1,1,2024-05-16
41,color,2022-05-26,2022-05-30,40.0,617.0,Normal,0,1,,,Not Started,4,1,1,2024-05-16
42,war,2022-05-30,2022-06-01,41.0,549.0,Normal,0,1,,,Not Started,3,1,3,2024-05-16
43,group,2022-06-01,2022-06-07,42.0,211.0,Normal,0,1,,,Not Started,6,1,2,2024-05-16
44,now,2021-09-10,2021-09-21,,2479.0,Critical,0,1,,,Not Started,10,1,6,2024-05-16
45,participant,2021-09-23,2021-09-29,44.0,884.0,Normal,0,1,,,Not Started,6,1,2,2024-05-16
46,specific,2021-09-30,2021-10-05,45.0,869.0,Normal,0,1,,,Not Started,5,1,2,2024-05-16
47,recognize,2021-10-07,2021-10-08,46.0,465.0,Normal,0,1,,,Not Started,2,1,2,2024-05-16
48,yet,2021-10-08,2021-10-12,47.0,655.0,Normal,0,1,,,Not Started,4,1,1,2024-05-16
49,per,2021-10-13,2021-10-18,48.0,896.0,Normal,0,1,,,Not Started,5,1,4,2024-05-16
50,black,2021-10-20,2021-10-26,49.0,318.0,Normal,0,1,,,Not Started,6,1,3,2024-05-16
51,listen,2021-10-26,2021-10-29,50.0,939.0,Normal,0,1,,,Not Started,4,1,3,2024-05-16
52,position,2021-10-31,2021-11-02,51.0,758.0,Normal,0,1,,,Not Started,3,1,1,2024-05-16
53,charge,2021-11-04,2021-11-06,52.0,507.0,Normal,0,1,,,Not Started,3,1,4,2024-05-16
54,member,2021-11-07,2021-11-13,53.0,261.0,Normal,0,1,,,Not Started,7,1,4,2024-05-16
55,play,2021-11-15,2021-11-22,54.0,366.0,Normal,0,1,,,Not Started,7,1,3,2024-05-16
56,serve,2021-11-23,2021-12-01,55.0,703.0,Normal,0,1,,,Not Started,8,1,4,2024-05-16
57,scene,2021-12-03,2021-12-06,56.0,808.0,Normal,0,1,,,Not Started,3,1,4,2024-05-16
58,table,2021-12-08,2021-12-16,57.0,476.0,Normal,0,1,,,Not Started,8,1,1,2024-05-16
59,sell,2021-12-18,2021-12-24,58.0,307.0,Normal,0,1,,,Not Started,6,1,4,2024-05-16
60,possible,2021-12-26,2022-01-03,59.0,766.0,Normal,0,1,,,Not Started,8,1,3,2024-05-16
61,floor,2022-01-03,2022-01-08,60.0,403.0,Normal,0,1,,,Not Started,6,1,3,2024-05-16
62,consumer,2022-01-09,2022-01-11,61.0,982.0,Normal,0,1,,,Not Started,3,1,2,2024-05-16
63,end,2022-01-11,2022-01-12,62.0,528.0,Normal,0,1,,,Not Started,2,1,1,2024-05-16
64,traditional,2022-01-13,2022-01-14,63.0,808.0,Normal,0,1,,,Not Started,2,1,1,2024-05-16
65,throughout,2022-01-15,2022-01-17,64.0,896.0,Normal,0,1,,,Not Started,2,1,3,2024-05-16
66,theory,2022-01-19,2022-01-26,65.0,824.0,Normal,0,1,,,Not Started,7,1,1,2024-05-16
67,note,2022-01-26,2022-02-02,66.0,271.0,Normal,0,1,,,Not Started,7,1,2,2024-05-16
68,way,2022-02-03,2022-02-10,67.0,654.0,Normal,0,1,,,Not Started,7,1,1,2024-05-16
69,store,2022-02-12,2022-02-17,68.0,801.0,Normal,0,1,,,Not Started,5,1,2,2024-05-16
70,commercial,2022-02-19,2022-02-26,69.0,903.0,Normal,0,1,,,Not Started,7,1,1,2024-05-16
71,book,2022-02-27,2022-03-01,70.0,215.0,Normal,0,1,,,Not Started,3,1,4,2024-05-16
72,key,2022-03-03,2022-03-09,71.0,257.0,Normal,0,1,,,Not Started,6,1,4,2024-05-16
73,happy,2022-03-11,2022-03-18,72.0,475.0,Normal,0,1,,,Not Started,7,1,4,2024-05-16
74,reflect,2022-03-18,2022-03-24,73.0,678.0,Normal,0,1,,,Not Started,6,1,3,2024-05-16
75,doctor,2022-03-24,2022-03-31,74.0,826.0,Normal,0,1,,,Not Started,7,1,3,2024-05-16
76,believe,2022-04-02,2022-04-11,75.0,386.0,Normal,0,1,,,Not Started,8,1,2,2024-05-16
77,trial,2022-04-11,2022-04-13,76.0,898.0,Normal,0,1,,,Not Started,3,1,3,2024-05-16
78,class,2022-04-14,2022-04-20,77.0,571.0,Normal,0,1,,,Not Started,6,1,2,2024-05-16
79,off,2022-04-22,2022-04-28,78.0,657.0,Normal,0,1,,,Not Started,6,1,1,2024-05-16
80,market,2022-04-28,2022-04-30,79.0,509.0,Normal,0,1,,,Not Started,3,1,1,2024-05-16
81,information,2022-04-30,2022-05-09,80.0,492.0,Normal,0,1,,,Not Started,8,1,2,2024-05-16
82,letter,2022-05-09,2022-05-10,81.0,248.0,Normal,0,1,,,Not Started,2,1,3,2024-05-16
83,several,2022-05-12,2022-05-18,82.0,515.0,Normal,0,1,,,Not Started,6,1,2,2024-05-16
84,building,2022-05-18,2022-05-19,83.0,561.0,Normal,0,1,,,Not Started,2,1,3,2024-05-16
85,hour,2022-05-19,2022-05-25,84.0,545.0,Normal,0,1,,,Not Started,6,1,2,2024-05-16
86,black,2022-05-25,2022-06-01,85.0,775.0,Normal,0,1,,,Not Started,7,1,1,2024-05-16
87,member,2021-09-14,2021-10-02,,1968.0,Critical,0,1,,,Not Started,17,1,4,2024-05-16
88,player,2021-10-04,2021-10-07,87.0,588.0,Normal,0,1,,,Not Started,4,1,4,2024-05-16
89,develop,2021-10-09,2021-10-13,88.0,766.0,Normal,0,1,,,Not Started,4,1,4,2024-05-16
90,quickly,2021-10-15,2021-10-22,89.0,628.0,Normal,0,1,,,Not Started,7,1,1,2024-05-16
91,lay,2021-10-22,2021-10-25,90.0,855.0,Normal,0,1,,,Not Started,3,1,3,2024-05-16
92,list,2021-10-25,2021-11-02,91.0,436.0,Normal,0,1,,,Not Started,8,1,4,2024-05-16
93,where,2021-11-04,2021-11-08,92.0,572.0,Normal,0,1,,,Not Started,4,1,1,2024-05-16
94,life,2021-11-10,2021-11-11,93.0,296.0,Normal,0,1,,,Not Started,2,1,3,2024-05-16
95,opportunity,2021-11-13,2021-11-22,94.0,644.0,Normal,0,1,,,Not Started,8,1,2,2024-05-16
96,reality,2021-11-24,2021-11-30,95.0,725.0,Normal,0,1,,,Not Started,6,1,3,2024-05-16
97,break,2021-12-01,2021-12-08,96.0,424.0,Normal,0,1,,,Not Started,7,1,1,2024-05-16
98,certain,2021-12-09,2021-12-14,97.0,318.0,Normal,0,1,,,Not Started,5,1,4,2024-05-16
99,model,2021-12-15,2021-12-17,98.0,891.0,Normal,0,1,,,Not Started,3,1,3,2024-05-16
100,professional,2021-12-17,2021-12-20,99.0,200.0,Normal,0,1,,,Not Started,3,1,2,2024-05-16
101,run,2021-12-21,2021-12-22,100.0,842.0,Normal,0,1,,,Not Started,2,1,2,2024-05-16
102,others,2021-12-24,2021-12-29,101.0,347.0,Normal,0,1,,,Not Started,5,1,2,2024-05-16
103,place,2021-12-29,2022-01-06,102.0,560.0,Normal,0,1,,,Not Started,8,1,3,2024-05-16
104,discover,2022-01-07,2022-01-12,103.0,233.0,Normal,0,1,,,Not Started,5,1,4,2024-05-16
105,leader,2022-01-13,2022-01-15,104.0,732.0,Normal,0,1,,,Not Started,3,1,4,2024-05-16
106,write,2022-01-17,2022-01-25,105.0,787.0,Normal,0,1,,,Not Started,8,1,1,2024-05-16
107,add,2022-01-27,2022-02-04,106.0,598.0,Normal,0,1,,,Not Started,8,1,1,2024-05-16
108,paper,2022-02-05,2022-02-10,107.0,478.0,Normal,0,1,,,Not Started,5,1,1,2024-05-16
109,word,2022-02-11,2022-02-16,108.0,781.0,Normal,0,1,,,Not Started,5,1,3,2024-05-16
110,finally,2022-02-18,2022-02-23,109.0,664.0,Normal,0,1,,,Not Started,5,1,1,2024-05-16
111,step,2022-02-25,2022-03-05,110.0,534.0,Normal,0,1,,,Not Started,8,1,2,2024-05-16
112,purpose,2022-03-05,2022-03-14,111.0,930.0,Normal,0,1,,,Not Started,8,1,3,2024-05-16
113,beautiful,2022-03-14,2022-03-16,112.0,771.0,Normal,0,1,,,Not Started,3,1,4,2024-05-16
114,claim,2022-03-16,2022-03-24,113.0,369.0,Normal,0,1,,,Not Started,8,1,3,2024-05-16
115,dark,2022-03-26,2022-03-28,114.0,811.0,Normal,0,1,,,Not Started,2,1,1,2024-05-16
116,size,2022-03-29,2022-04-04,115.0,941.0,Normal,0,1,,,Not Started,6,1,4,2024-05-16
117,red,2022-04-05,2022-04-12,116.0,867.0,Normal,0,1,,,Not Started,7,1,4,2024-05-16
118,audience,2022-04-13,2022-04-21,117.0,978.0,Normal,0,1,,,Not Started,8,1,3,2024-05-16
119,test,2022-04-22,2022-04-26,118.0,722.0,Normal,0,1,,,Not Started,4,1,4,2024-05-16
120,whose,2022-04-27,2022-05-02,119.0,878.0,Normal,0,1,,,Not Started,5,1,4,2024-05-16
121,red,2022-05-04,2022-05-07,120.0,871.0,Normal,0,1,,,Not Started,4,1,1,2024-05-16
122,political,2021-01-26,2021-02-11,,2217.0,Critical,0,2,,,Not Started,17,1,6,2024-05-16
123,recognize,2021-02-13,2021-02-16,122.0,391.0,Normal,0,2,,,Not Started,4,1,3,2024-05-16
124,range,2021-02-18,2021-02-23,123.0,695.0,Normal,0,2,,,Not Started,6,1,1,2024-05-16
125,carry,2021-02-23,2021-02-28,124.0,283.0,Normal,0,2,,,Not Started,6,1,2,2024-05-16
126,build,2021-03-02,2021-03-04,125.0,233.0,Normal,0,2,,,Not Started,3,1,4,2024-05-16
127,its,2021-03-05,2021-03-07,126.0,207.0,Normal,0,2,,,Not Started,3,1,2,2024-05-16
128,spring,2021-03-09,2021-03-15,127.0,421.0,Normal,0,2,,,Not Started,7,1,2,2024-05-16
129,less,2021-03-16,2021-03-19,128.0,826.0,Normal,0,2,,,Not Started,4,1,4,2024-05-16
130,mind,2021-03-20,2021-03-24,129.0,861.0,Normal,0,2,,,Not Started,5,1,2,2024-05-16
131,sense,2021-03-25,2021-03-29,130.0,904.0,Normal,0,2,,,Not Started,5,1,4,2024-05-16
132,not,2021-03-29,2021-04-01,131.0,505.0,Normal,0,2,,,Not Started,4,1,2,2024-05-16
133,ball,2021-04-01,2021-04-08,132.0,761.0,Normal,0,2,,,Not Started,8,1,3,2024-05-16
134,new,2021-04-08,2021-04-11,133.0,658.0,Normal,0,2,,,Not Started,4,1,4,2024-05-16
135,fight,2021-04-13,2021-04-16,134.0,720.0,Normal,0,2,,,Not Started,4,1,3,2024-05-16
136,today,2021-04-16,2021-04-19,135.0,963.0,Normal,0,2,,,Not Started,4,1,4,2024-05-16
137,interview,2021-04-21,2021-04-24,136.0,429.0,Normal,0,2,,,Not Started,4,1,3,2024-05-16
138,article,2021-04-25,2021-04-28,137.0,359.0,Normal,0,2,,,Not Started,4,1,1,2024-05-16
139,painting,2021-04-28,2021-05-03,138.0,856.0,Normal,0,2,,,Not Started,6,1,3,2024-05-16
140,range,2021-05-05,2021-05-09,139.0,214.0,Normal,0,2,,,Not Started,5,1,2,2024-05-16
141,any,2021-05-11,2021-05-14,140.0,645.0,Normal,0,2,,,Not Started,4,1,1,2024-05-16
142,lose,2021-05-16,2021-05-18,141.0,431.0,Normal,0,2,,,Not Started,3,1,4,2024-05-16
143,say,2021-05-19,2021-05-20,142.0,917.0,Normal,0,2,,,Not Started,2,1,3,2024-05-16
144,three,2021-05-21,2021-05-23,143.0,484.0,Normal,0,2,,,Not Started,3,1,2,2024-05-16
145,news,2021-05-25,2021-06-01,144.0,684.0,Normal,0,2,,,Not Started,8,1,4,2024-05-16
146,spend,2021-06-01,2021-06-03,145.0,269.0,Normal,0,2,,,Not Started,3,1,1,2024-05-16
147,must,2021-06-03,2021-06-08,146.0,811.0,Normal,0,2,,,Not Started,6,1,1,2024-05-16
148,tell,2021-06-08,2021-06-13,147.0,549.0,Normal,0,2,,,Not Started,6,1,1,2024-05-16
149,situation,2021-06-13,2021-06-15,148.0,428.0,Normal,0,2,,,Not Started,3,1,1,2024-05-16
150,garden,2021-06-15,2021-06-19,149.0,768.0,Normal,0,2,,,Not Started,5,1,2,2024-05-16
151,onto,2021-06-20,2021-06-25,150.0,477.0,Normal,0,2,,,Not Started,6,1,4,2024-05-16
152,visit,2021-06-25,2021-07-02,151.0,271.0,Normal,0,2,,,Not Started,8,1,3,2024-05-16
153,accept,2021-07-04,2021-07-06,152.0,722.0,Normal,0,2,,,Not Started,3,1,2,2024-05-16
154,own,2021-07-07,2021-07-13,153.0,559.0,Normal,0,2,,,Not Started,7,1,2,2024-05-16
155,approach,2021-07-15,2021-07-19,154.0,979.0,Normal,0,2,,,Not Started,5,1,1,2024-05-16
156,here,2021-07-19,2021-07-25,155.0,602.0,Normal,0,2,,,Not Started,7,1,1,2024-05-16
157,authority,2021-07-26,2021-07-31,156.0,560.0,Normal,0,2,,,Not Started,6,1,3,2024-05-16
158,fly,2021-07-31,2021-08-05,157.0,549.0,Normal,0,2,,,Not Started,6,1,3,2024-05-16
159,student,2021-08-05,2021-08-10,158.0,483.0,Normal,0,2,,,Not Started,6,1,1,2024-05-16
160,understand,2021-08-11,2021-08-17,159.0,541.0,Normal,0,2,,,Not Started,7,1,4,2024-05-16
161,law,2021-08-18,2021-08-20,160.0,743.0,Normal,0,2,,,Not Started,3,1,1,2024-05-16
162,clearly,2021-08-21,2021-08-28,161.0,715.0,Normal,0,2,,,Not Started,8,1,3,2024-05-16
163,inside,2021-08-28,2021-09-04,162.0,977.0,Normal,0,2,,,Not Started,8,1,1,2024-05-16
164,floor,2021-09-05,2021-09-08,163.0,666.0,Normal,0,2,,,Not Started,4,1,4,2024-05-16
165,opportunity,2021-09-08,2021-09-10,164.0,893.0,Normal,0,2,,,Not Started,3,1,2,2024-05-16
166,ten,2021-09-10,2021-09-16,165.0,235.0,Normal,0,2,,,Not Started,7,1,3,2024-05-16
167,question,2021-09-16,2021-09-19,166.0,490.0,Normal,0,2,,,Not Started,4,1,4,2024-05-16
168,continue,2021-01-30,2021-02-12,,1028.0,Critical,0,2,,,Not Started,14,1,4,2024-05-16
169,else,2021-02-14,2021-02-20,168.0,750.0,Normal,0,2,,,Not Started,7,1,1,2024-05-16
170,point,2021-02-21,2021-02-25,169.0,381.0,Normal,0,2,,,Not Started,5,1,2,2024-05-16
171,teach,2021-02-26,2021-03-03,170.0,368.0,Normal,0,2,,,Not Started,6,1,1,2024-05-16
172,line,2021-03-03,2021-03-10,171.0,473.0,Normal,0,2,,,Not Started,8,1,3,2024-05-16
173,rate,2021-03-11,2021-03-14,172.0,342.0,Normal,0,2,,,Not Started,4,1,1,2024-05-16
174,sell,2021-03-16,2021-03-22,173.0,250.0,Normal,0,2,,,Not Started,7,1,3,2024-05-16
175,yourself,2021-03-24,2021-03-26,174.0,515.0,Normal,0,2,,,Not Started,3,1,4,2024-05-16
176,must,2021-03-27,2021-03-30,175.0,542.0,Normal,0,2,,,Not Started,4,1,2,2024-05-16
177,million,2021-03-31,2021-04-04,176.0,709.0,Normal,0,2,,,Not Started,5,1,2,2024-05-16
178,part,2021-04-05,2021-04-08,177.0,974.0,Normal,0,2,,,Not Started,4,1,2,2024-05-16
179,quickly,2021-04-09,2021-04-16,178.0,371.0,Normal,0,2,,,Not Started,8,1,4,2024-05-16
180,recent,2021-04-18,2021-04-21,179.0,514.0,Normal,0,2,,,Not Started,4,1,2,2024-05-16
181,example,2021-04-21,2021-04-24,180.0,922.0,Normal,0,2,,,Not Started,4,1,4,2024-05-16
182,assume,2021-04-25,2021-04-27,181.0,305.0,Normal,0,2,,,Not Started,3,1,4,2024-05-16
183,rate,2021-04-27,2021-04-28,182.0,388.0,Normal,0,2,,,Not Started,2,1,4,2024-05-16
184,clear,2021-04-28,2021-05-05,183.0,310.0,Normal,0,2,,,Not Started,8,1,4,2024-05-16
185,choice,2021-05-05,2021-05-11,184.0,847.0,Normal,0,2,,,Not Started,7,1,3,2024-05-16
186,beyond,2021-05-13,2021-05-20,185.0,234.0,Normal,0,2,,,Not Started,8,1,3,2024-05-16
187,grow,2021-05-21,2021-05-28,186.0,949.0,Normal,0,2,,,Not Started,8,1,3,2024-05-16
188,daughter,2021-05-30,2021-06-01,187.0,512.0,Normal,0,2,,,Not Started,3,1,4,2024-05-16
189,draw,2021-06-01,2021-06-08,188.0,696.0,Normal,0,2,,,Not Started,8,1,4,2024-05-16
190,in,2021-06-09,2021-06-10,189.0,670.0,Normal,0,2,,,Not Started,2,1,2,2024-05-16
191,indicate,2021-06-12,2021-06-13,190.0,376.0,Normal,0,2,,,Not Started,2,1,1,2024-05-16
192,like,2021-06-15,2021-06-18,191.0,971.0,Normal,0,2,,,Not Started,4,1,3,2024-05-16
193,maintain,2021-06-19,2021-06-20,192.0,530.0,Normal,0,2,,,Not Started,2,1,2,2024-05-16
194,newspaper,2021-06-22,2021-06-25,193.0,455.0,Normal,0,2,,,Not Started,4,1,4,2024-05-16
195,lose,2021-06-27,2021-07-02,194.0,657.0,Normal,0,2,,,Not Started,6,1,1,2024-05-16
196,investment,2021-07-03,2021-07-08,195.0,354.0,Normal,0,2,,,Not Started,6,1,3,2024-05-16
197,now,2021-07-09,2021-07-14,196.0,620.0,Normal,0,2,,,Not Started,6,1,1,2024-05-16
198,we,2021-07-14,2021-07-20,197.0,312.0,Normal,0,2,,,Not Started,7,1,3,2024-05-16
199,recent,2021-07-22,2021-07-29,198.0,472.0,Normal,0,2,,,Not Started,8,1,1,2024-05-16
200,can,2021-07-30,2021-08-06,199.0,444.0,Normal,0,2,,,Not Started,8,1,3,2024-05-16
201,machine,2021-08-06,2021-08-09,200.0,694.0,Normal,0,2,,,Not Started,4,1,2,2024-05-16
202,town,2021-08-11,2021-08-16,201.0,688.0,Normal,0,2,,,Not Started,6,1,3,2024-05-16
203,floor,2021-08-16,2021-08-18,202.0,731.0,Normal,0,2,,,Not Started,3,1,2,2024-05-16
204,film,2021-08-18,2021-08-25,203.0,645.0,Normal,0,2,,,Not Started,8,1,2,2024-05-16
205,college,2021-08-25,2021-08-26,204.0,522.0,Normal,0,2,,,Not Started,2,1,1,2024-05-16
206,wide,2021-08-26,2021-08-27,205.0,985.0,Normal,0,2,,,Not Started,2,1,4,2024-05-16
207,American,2021-08-28,2021-08-30,206.0,610.0,Normal,0,2,,,Not Started,3,1,4,2024-05-16
208,investment,2021-09-01,2021-09-06,207.0,734.0,Normal,0,2,,,Not Started,6,1,3,2024-05-16
209,become,2021-05-18,2021-06-07,,2744.0,Critical,0,3,,,Not Started,18,1,5,2024-05-16
210,before,2021-06-08,2021-06-10,209.0,805.0,Normal,0,3,,,Not Started,3,1,1,2024-05-16
211,size,2021-06-12,2021-06-14,210.0,437.0,Normal,0,3,,,Not Started,2,1,1,2024-05-16
212,Democrat,2021-06-15,2021-06-23,211.0,386.0,Normal,0,3,,,Not Started,8,1,4,2024-05-16
213,Democrat,2021-06-23,2021-06-29,212.0,738.0,Normal,0,3,,,Not Started,6,1,1,2024-05-16
214,born,2021-06-29,2021-07-07,213.0,609.0,Normal,0,3,,,Not Started,8,1,2,2024-05-16
215,really,2021-07-08,2021-07-12,214.0,310.0,Normal,0,3,,,Not Started,4,1,3,2024-05-16
216,direction,2021-07-13,2021-07-19,215.0,690.0,Normal,0,3,,,Not Started,6,1,4,2024-05-16
217,matter,2021-07-21,2021-07-27,216.0,656.0,Normal,0,3,,,Not Started,6,1,3,2024-05-16
218,stage,2021-07-27,2021-07-28,217.0,210.0,Normal,0,3,,,Not Started,2,1,4,2024-05-16
219,federal,2021-07-28,2021-07-29,218.0,593.0,Normal,0,3,,,Not Started,2,1,4,2024-05-16
220,number,2021-07-30,2021-08-04,219.0,371.0,Normal,0,3,,,Not Started,5,1,1,2024-05-16
221,do,2021-08-05,2021-08-09,220.0,717.0,Normal,0,3,,,Not Started,4,1,4,2024-05-16
222,rock,2021-08-09,2021-08-14,221.0,378.0,Normal,0,3,,,Not Started,6,1,3,2024-05-16
223,rule,2021-08-16,2021-08-23,222.0,587.0,Normal,0,3,,,Not Started,7,1,3,2024-05-16
224,medical,2021-08-25,2021-08-30,223.0,514.0,Normal,0,3,,,Not Started,5,1,1,2024-05-16
225,why,2021-08-30,2021-09-04,224.0,879.0,Normal,0,3,,,Not Started,6,1,1,2024-05-16
226,improve,2021-09-06,2021-09-09,225.0,848.0,Normal,0,3,,,Not Started,4,1,3,2024-05-16
227,listen,2021-09-10,2021-09-11,226.0,248.0,Normal,0,3,,,Not Started,2,1,2,2024-05-16
228,prepare,2021-09-12,2021-09-20,227.0,805.0,Normal,0,3,,,Not Started,8,1,4,2024-05-16
229,popular,2021-09-21,2021-09-22,228.0,532.0,Normal,0,3,,,Not Started,2,1,2,2024-05-16
230,mention,2021-09-24,2021-09-27,229.0,308.0,Normal,0,3,,,Not Started,3,1,1,2024-05-16
231,meet,2021-09-28,2021-09-29,230.0,352.0,Normal,0,3,,,Not Started,2,1,1,2024-05-16
232,true,2021-09-29,2021-10-01,231.0,656.0,Normal,0,3,,,Not Started,3,1,3,2024-05-16
233,member,2021-10-02,2021-10-05,232.0,255.0,Normal,0,3,,,Not Started,3,1,1,2024-05-16
234,none,2021-10-07,2021-10-08,233.0,605.0,Normal,0,3,,,Not Started,2,1,4,2024-05-16
235,officer,2021-10-09,2021-10-11,234.0,605.0,Normal,0,3,,,Not Started,2,1,4,2024-05-16
236,born,2021-10-13,2021-10-18,235.0,702.0,Normal,0,3,,,Not Started,5,1,2,2024-05-16
237,control,2021-10-18,2021-10-21,236.0,833.0,Normal,0,3,,,Not Started,4,1,1,2024-05-16
238,together,2021-10-21,2021-10-27,237.0,683.0,Normal,0,3,,,Not Started,6,1,3,2024-05-16
239,civil,2021-10-28,2021-10-30,238.0,979.0,Normal,0,3,,,Not Started,3,1,3,2024-05-16
240,cut,2021-10-31,2021-11-01,239.0,916.0,Normal,0,3,,,Not Started,2,1,2,2024-05-16
241,member,2021-11-02,2021-11-09,240.0,264.0,Normal,0,3,,,Not Started,7,1,4,2024-05-16
242,nature,2021-11-09,2021-11-11,241.0,484.0,Normal,0,3,,,Not Started,3,1,4,2024-05-16
243,almost,2021-11-13,2021-11-22,242.0,974.0,Normal,0,3,,,Not Started,8,1,4,2024-05-16
244,hospital,2021-11-23,2021-11-24,243.0,310.0,Normal,0,3,,,Not Started,2,1,3,2024-05-16
245,fall,2021-11-26,2021-11-29,244.0,770.0,Normal,0,3,,,Not Started,3,1,1,2024-05-16
246,continue,2021-12-01,2021-12-07,245.0,509.0,Normal,0,3,,,Not Started,6,1,4,2024-05-16
247,scene,2021-12-08,2021-12-09,246.0,325.0,Normal,0,3,,,Not Started,2,1,3,2024-05-16
248,owner,2021-12-10,2021-12-17,247.0,619.0,Normal,0,3,,,Not Started,7,1,2,2024-05-16
249,special,2021-12-19,2021-12-30,,2170.0,Critical,0,3,,,Not Started,11,1,5,2024-05-16
250,represent,2022-01-01,2022-01-10,249.0,306.0,Normal,0,3,,,Not Started,8,1,3,2024-05-16
251,first,2022-01-10,2022-01-14,250.0,610.0,Normal,0,3,,,Not Started,5,1,2,2024-05-16
252,season,2022-01-15,2022-01-17,251.0,395.0,Normal,0,3,,,Not Started,2,1,4,2024-05-16
253,year,2022-01-19,2022-01-21,252.0,215.0,Normal,0,3,,,Not Started,3,1,4,2024-05-16
