Date,ID,Name,StartDate,EndDate,Cost,Priority,Progress,ProjectID,Status,Duration,Trade,TaskLength,IsBadWeather,WeatherAssessment,WorkDay,ActualStartDate,ActualEndDate,Weekend,StartDelay,DayCount,TaskDelay,TaskToday
2019-06-24,380,opportunity,2019-06-19,2019-07-08,2645.0,Critical,30.0,4,On Progress,20,7,0,0.0,37.5,127,2019-06-19,2019-07-08,0,0,5,0,2
2019-06-25,326,end,2019-06-18,2019-06-26,2249.0,Critical,88.88888888888889,4,On Progress,9,5,0,0.0,37.5,127,2019-06-18,2019-06-26,0,0,7,0,2
2019-06-25,380,opportunity,2019-06-19,2019-07-08,2645.0,Critical,35.0,4,On Progress,20,7,0,0.0,37.5,127,2019-06-19,2019-07-08,0,0,6,0,2
2019-06-26,326,end,2019-06-18,2019-06-26,2249.0,Critical,100.0,4,Completed,9,5,0,0.0,37.5,127,2019-06-18,2019-06-26,0,0,8,0,2
2019-06-26,380,opportunity,2019-06-19,2019-07-08,2645.0,Critical,40.0,4,On Progress,20,7,0,0.0,37.5,127,2019-06-19,2019-07-08,0,0,7,0,2
2019-06-27,380,opportunity,2019-06-19,2019-07-08,2645.0,Critical,45.0,4,On Progress,20,7,0,1.0,37.5,127,2019-06-19,2019-07-08,0,0,8,0,1
2019-06-28,327,national,2019-06-28,2019-06-29,535.0,Normal,50.0,4,On Progress,2,1,1,0.0,50.0,127,2019-06-28,2019-06-29,0,0,0,0,2
2019-06-28,380,opportunity,2019-06-19,2019-07-08,2645.0,Critical,50.0,4,On Progress,20,7,0,0.0,37.5,127,2019-06-19,2019-07-08,0,0,9,0,2
2019-06-29,327,national,2019-06-28,2019-06-29,535.0,Normal,100.0,4,Completed,2,1,1,1.0,50.0,127,2019-06-28,2019-06-29,1,0,1,0,3
2019-06-29,328,certain,2019-06-29,2019-07-03,651.0,Normal,20.0,4,On Progress,5,4,2,1.0,62.5,127,2019-06-29,2019-07-05,1,0,0,2,3
2019-06-29,380,opportunity,2019-06-19,2019-07-08,2645.0,Critical,55.00000000000001,4,On Progress,20,7,0,1.0,37.5,127,2019-06-19,2019-07-08,1,0,10,0,3
2019-06-30,328,certain,2019-06-29,2019-07-03,651.0,Normal,40.0,4,On Progress,5,4,2,1.0,62.5,127,2019-06-29,2019-07-05,1,0,1,2,2
2019-06-30,380,opportunity,2019-06-19,2019-07-08,2645.0,Critical,60.0,4,On Progress,20,7,0,1.0,37.5,127,2019-06-19,2019-07-08,1,0,11,0,2
2019-07-01,328,certain,2019-06-29,2019-07-03,651.0,Normal,40.0,4,On Progress,5,4,2,0.0,62.5,127,2019-06-29,2019-07-05,0,0,2,2,2
2019-07-01,380,opportunity,2019-06-19,2019-07-08,2645.0,Critical,65.0,4,On Progress,20,7,0,0.0,37.5,127,2019-06-19,2019-07-08,0,0,12,0,2
2019-07-02,328,certain,2019-06-29,2019-07-03,651.0,Normal,40.0,4,On Progress,5,4,2,0.0,62.5,127,2019-06-29,2019-07-05,0,0,3,2,2
2019-07-02,380,opportunity,2019-06-19,2019-07-08,2645.0,Critical,70.0,4,On Progress,20,7,0,0.0,37.5,127,2019-06-19,2019-07-08,0,0,13,0,2
2019-07-03,328,certain,2019-06-29,2019-07-03,651.0,Normal,60.0,4,On Progress,5,4,2,0.0,62.5,127,2019-06-29,2019-07-05,0,0,4,2,2
2019-07-03,380,opportunity,2019-06-19,2019-07-08,2645.0,Critical,75.0,4,On Progress,20,7,0,0.0,37.5,127,2019-06-19,2019-07-08,0,0,14,0,2
2019-07-04,328,certain,2019-06-29,2019-07-03,651.0,Critical,80.0,4,Delayed,5,4,2,1.0,62.5,127,2019-06-29,2019-07-05,0,0,5,2,2
2019-07-04,380,opportunity,2019-06-19,2019-07-08,2645.0,Critical,80.0,4,On Progress,20,7,0,1.0,37.5,127,2019-06-19,2019-07-08,0,0,15,0,2
2019-07-05,328,certain,2019-06-29,2019-07-03,651.0,Critical,100.0,4,Completed,5,4,2,1.0,62.5,127,2019-06-29,2019-07-05,0,0,6,2,3
2019-07-05,329,himself,2019-07-05,2019-07-10,287.0,Normal,16.666666666666664,4,On Progress,6,1,3,1.0,62.5,127,2019-07-05,2019-07-11,0,0,0,1,3
2019-07-05,380,opportunity,2019-06-19,2019-07-08,2645.0,Critical,85.0,4,On Progress,20,7,0,1.0,37.5,127,2019-06-19,2019-07-08,0,0,16,0,3
2019-07-06,329,himself,2019-07-05,2019-07-10,287.0,Normal,16.666666666666664,4,On Progress,6,1,3,1.0,62.5,127,2019-07-05,2019-07-11,1,0,1,1,2
2019-07-06,380,opportunity,2019-06-19,2019-07-08,2645.0,Critical,90.0,4,On Progress,20,7,0,1.0,37.5,127,2019-06-19,2019-07-08,1,0,17,0,2
2019-07-07,329,himself,2019-07-05,2019-07-10,287.0,Normal,33.33333333333333,4,On Progress,6,1,3,0.0,62.5,127,2019-07-05,2019-07-11,1,0,2,1,2
2019-07-07,380,opportunity,2019-06-19,2019-07-08,2645.0,Critical,95.0,4,On Progress,20,7,0,0.0,37.5,127,2019-06-19,2019-07-08,1,0,18,0,2
2019-07-08,329,himself,2019-07-05,2019-07-10,287.0,Normal,50.0,4,On Progress,6,1,3,1.0,62.5,127,2019-07-05,2019-07-11,0,0,3,1,2
2019-07-08,380,opportunity,2019-06-19,2019-07-08,2645.0,Critical,100.0,4,Completed,20,7,0,1.0,37.5,127,2019-06-19,2019-07-08,0,0,19,0,2
2019-07-09,329,himself,2019-07-05,2019-07-10,287.0,Normal,66.66666666666666,4,On Progress,6,1,3,0.0,62.5,127,2019-07-05,2019-07-11,0,0,4,1,1
2019-07-10,329,himself,2019-07-05,2019-07-10,287.0,Normal,83.33333333333334,4,On Progress,6,1,3,0.0,62.5,127,2019-07-05,2019-07-11,0,0,5,1,2
2019-07-10,381,institution,2019-07-10,2019-07-17,850.0,Normal,12.5,4,On Progress,8,4,1,0.0,75.0,127,2019-07-10,2019-07-18,0,0,0,1,2
2019-07-11,329,himself,2019-07-05,2019-07-10,287.0,Normal,100.0,4,Completed,6,1,3,1.0,62.5,127,2019-07-05,2019-07-11,0,0,6,1,3
2019-07-11,330,particularly,2019-07-11,2019-07-13,503.0,Normal,33.33333333333333,4,On Progress,3,2,4,1.0,75.0,127,2019-07-11,2019-07-14,0,0,0,1,3
2019-07-11,381,institution,2019-07-10,2019-07-17,850.0,Normal,25.0,4,On Progress,8,4,1,1.0,75.0,127,2019-07-10,2019-07-18,0,0,1,1,3
2019-07-12,330,particularly,2019-07-11,2019-07-13,503.0,Normal,66.66666666666666,4,On Progress,3,2,4,1.0,75.0,127,2019-07-11,2019-07-14,0,0,1,1,2
2019-07-12,381,institution,2019-07-10,2019-07-17,850.0,Normal,37.5,4,On Progress,8,4,1,1.0,75.0,127,2019-07-10,2019-07-18,0,0,2,1,2
2019-07-13,330,particularly,2019-07-11,2019-07-13,503.0,Normal,66.66666666666666,4,On Progress,3,2,4,1.0,75.0,127,2019-07-11,2019-07-14,1,0,2,1,2
2019-07-13,381,institution,2019-07-10,2019-07-17,850.0,Normal,50.0,4,On Progress,8,4,1,1.0,75.0,127,2019-07-10,2019-07-18,1,0,3,1,2
2019-07-14,330,particularly,2019-07-11,2019-07-13,503.0,Normal,100.0,4,Completed,3,2,4,1.0,75.0,127,2019-07-11,2019-07-14,1,0,3,1,3
2019-07-14,331,owner,2019-07-13,2019-07-15,896.0,Normal,33.33333333333333,4,On Progress,3,2,5,1.0,50.0,127,2019-07-14,2019-07-16,1,1,0,0,3
2019-07-14,381,institution,2019-07-10,2019-07-17,850.0,Normal,62.5,4,On Progress,8,4,1,1.0,75.0,127,2019-07-10,2019-07-18,1,0,4,1,3
2019-07-15,331,owner,2019-07-13,2019-07-15,896.0,Normal,66.66666666666666,4,On Progress,3,2,5,1.0,50.0,127,2019-07-14,2019-07-16,0,1,1,0,2
2019-07-15,381,institution,2019-07-10,2019-07-17,850.0,Normal,75.0,4,On Progress,8,4,1,1.0,75.0,127,2019-07-10,2019-07-18,0,0,5,1,2
2019-07-16,331,owner,2019-07-13,2019-07-15,896.0,Normal,100.0,4,Completed,3,2,5,0.0,50.0,127,2019-07-14,2019-07-16,0,1,2,0,3
2019-07-16,332,her,2019-07-16,2019-07-18,476.0,Normal,33.33333333333333,4,On Progress,3,1,6,0.0,12.5,127,2019-07-16,2019-07-18,0,0,0,0,3
2019-07-16,381,institution,2019-07-10,2019-07-17,850.0,Normal,75.0,4,On Progress,8,4,1,0.0,75.0,127,2019-07-10,2019-07-18,0,0,6,1,3
2019-07-17,332,her,2019-07-16,2019-07-18,476.0,Normal,66.66666666666666,4,On Progress,3,1,6,1.0,12.5,127,2019-07-16,2019-07-18,0,0,1,0,2
2019-07-17,381,institution,2019-07-10,2019-07-17,850.0,Normal,87.5,4,On Progress,8,4,1,1.0,75.0,127,2019-07-10,2019-07-18,0,0,7,1,2
2019-07-18,332,her,2019-07-16,2019-07-18,476.0,Normal,100.0,4,Completed,3,1,6,0.0,12.5,127,2019-07-16,2019-07-18,0,0,2,0,2
2019-07-18,381,institution,2019-07-10,2019-07-17,850.0,Normal,100.0,4,Completed,8,4,1,0.0,75.0,127,2019-07-10,2019-07-18,0,0,8,1,2
2019-07-19,333,finally,2019-07-19,2019-07-21,582.0,Normal,33.33333333333333,4,On Progress,3,1,7,0.0,12.5,127,2019-07-19,2019-07-21,0,0,0,0,2
2019-07-19,382,become,2019-07-19,2019-07-26,233.0,Normal,12.5,4,On Progress,8,4,2,0.0,12.5,127,2019-07-19,2019-07-26,0,0,0,0,2
2019-07-20,333,finally,2019-07-19,2019-07-21,582.0,Normal,66.66666666666666,4,On Progress,3,1,7,0.0,12.5,127,2019-07-19,2019-07-21,1,0,1,0,2
2019-07-20,382,become,2019-07-19,2019-07-26,233.0,Normal,25.0,4,On Progress,8,4,2,0.0,12.5,127,2019-07-19,2019-07-26,1,0,1,0,2
2019-07-21,333,finally,2019-07-19,2019-07-21,582.0,Normal,100.0,4,Completed,3,1,7,0.0,12.5,127,2019-07-19,2019-07-21,1,0,2,0,2
2019-07-21,382,become,2019-07-19,2019-07-26,233.0,Normal,37.5,4,On Progress,8,4,2,0.0,12.5,127,2019-07-19,2019-07-26,1,0,2,0,2
2019-07-22,382,become,2019-07-19,2019-07-26,233.0,Normal,50.0,4,On Progress,8,4,2,0.0,12.5,127,2019-07-19,2019-07-26,0,0,3,0,1
2019-07-23,334,rest,2019-07-23,2019-07-30,956.0,Normal,12.5,4,On Progress,8,2,8,0.0,50.0,127,2019-07-23,2019-08-01,0,0,0,2,2
2019-07-23,382,become,2019-07-19,2019-07-26,233.0,Normal,62.5,4,On Progress,8,4,2,0.0,12.5,127,2019-07-19,2019-07-26,0,0,4,0,2
2019-07-24,334,rest,2019-07-23,2019-07-30,956.0,Normal,25.0,4,On Progress,8,2,8,1.0,50.0,127,2019-07-23,2019-08-01,0,0,1,2,2
2019-07-24,382,become,2019-07-19,2019-07-26,233.0,Normal,75.0,4,On Progress,8,4,2,1.0,12.5,127,2019-07-19,2019-07-26,0,0,5,0,2
2019-07-25,334,rest,2019-07-23,2019-07-30,956.0,Normal,37.5,4,On Progress,8,2,8,0.0,50.0,127,2019-07-23,2019-08-01,0,0,2,2,2
2019-07-25,382,become,2019-07-19,2019-07-26,233.0,Normal,87.5,4,On Progress,8,4,2,0.0,12.5,127,2019-07-19,2019-07-26,0,0,6,0,2
2019-07-26,334,rest,2019-07-23,2019-07-30,956.0,Normal,37.5,4,On Progress,8,2,8,0.0,50.0,127,2019-07-23,2019-08-01,0,0,3,2,3
2019-07-26,382,become,2019-07-19,2019-07-26,233.0,Normal,100.0,4,Completed,8,4,2,0.0,12.5,127,2019-07-19,2019-07-26,0,0,7,0,3
2019-07-26,383,director,2019-07-26,2019-08-01,857.0,Normal,14.285714285714285,4,On Progress,7,4,3,0.0,37.5,127,2019-07-26,2019-08-02,0,0,0,1,3
2019-07-27,334,rest,2019-07-23,2019-07-30,956.0,Normal,50.0,4,On Progress,8,2,8,1.0,50.0,127,2019-07-23,2019-08-01,1,0,4,2,2
2019-07-27,383,director,2019-07-26,2019-08-01,857.0,Normal,28.57142857142857,4,On Progress,7,4,3,1.0,37.5,127,2019-07-26,2019-08-02,1,0,1,1,2
2019-07-28,334,rest,2019-07-23,2019-07-30,956.0,Normal,62.5,4,On Progress,8,2,8,0.0,50.0,127,2019-07-23,2019-08-01,1,0,5,2,2
2019-07-28,383,director,2019-07-26,2019-08-01,857.0,Normal,42.857142857142854,4,On Progress,7,4,3,0.0,37.5,127,2019-07-26,2019-08-02,1,0,2,1,2
2019-07-29,334,rest,2019-07-23,2019-07-30,956.0,Normal,75.0,4,On Progress,8,2,8,1.0,50.0,127,2019-07-23,2019-08-01,0,0,6,2,2
2019-07-29,383,director,2019-07-26,2019-08-01,857.0,Normal,42.857142857142854,4,On Progress,7,4,3,1.0,37.5,127,2019-07-26,2019-08-02,0,0,3,1,2
2019-07-30,334,rest,2019-07-23,2019-07-30,956.0,Normal,87.5,4,On Progress,8,2,8,1.0,50.0,127,2019-07-23,2019-08-01,0,0,7,2,2
2019-07-30,383,director,2019-07-26,2019-08-01,857.0,Normal,57.14285714285714,4,On Progress,7,4,3,1.0,37.5,127,2019-07-26,2019-08-02,0,0,4,1,2
2019-07-31,334,rest,2019-07-23,2019-07-30,956.0,Critical,87.5,4,Delayed,8,2,8,0.0,50.0,127,2019-07-23,2019-08-01,0,0,8,2,2
2019-07-31,383,director,2019-07-26,2019-08-01,857.0,Normal,71.42857142857143,4,On Progress,7,4,3,0.0,37.5,127,2019-07-26,2019-08-02,0,0,5,1,2
2019-08-01,334,rest,2019-07-23,2019-07-30,956.0,Critical,100.0,4,Completed,8,2,8,0.0,50.0,127,2019-07-23,2019-08-01,0,0,9,2,3
2019-08-01,335,worker,2019-08-01,2019-08-02,301.0,Normal,50.0,4,On Progress,2,1,9,0.0,12.5,127,2019-08-01,2019-08-02,0,0,0,0,3
2019-08-01,383,director,2019-07-26,2019-08-01,857.0,Normal,85.71428571428571,4,On Progress,7,4,3,0.0,37.5,127,2019-07-26,2019-08-02,0,0,6,1,3
2019-08-02,335,worker,2019-08-01,2019-08-02,301.0,Normal,100.0,4,Completed,2,1,9,0.0,12.5,127,2019-08-01,2019-08-02,0,0,1,0,2
2019-08-02,383,director,2019-07-26,2019-08-01,857.0,Normal,100.0,4,Completed,7,4,3,0.0,37.5,127,2019-07-26,2019-08-02,0,0,7,1,2
2019-08-03,336,education,2019-08-03,2019-08-09,469.0,Normal,0.0,4,On Progress,7,4,10,0.0,37.5,127,2019-08-03,2019-08-12,1,0,0,3,2
2019-08-03,384,site,2019-08-03,2019-08-08,325.0,Normal,16.666666666666664,4,On Progress,6,1,4,0.0,37.5,127,2019-08-03,2019-08-10,1,0,0,2,2
2019-08-04,336,education,2019-08-03,2019-08-09,469.0,Normal,14.285714285714285,4,On Progress,7,4,10,0.0,37.5,127,2019-08-03,2019-08-12,1,0,1,3,2
2019-08-04,384,site,2019-08-03,2019-08-08,325.0,Normal,33.33333333333333,4,On Progress,6,1,4,0.0,37.5,127,2019-08-03,2019-08-10,1,0,1,2,2
2019-08-05,336,education,2019-08-03,2019-08-09,469.0,Normal,14.285714285714285,4,On Progress,7,4,10,0.0,37.5,127,2019-08-03,2019-08-12,0,0,2,3,2
2019-08-05,384,site,2019-08-03,2019-08-08,325.0,Normal,50.0,4,On Progress,6,1,4,0.0,37.5,127,2019-08-03,2019-08-10,0,0,2,2,2
2019-08-06,336,education,2019-08-03,2019-08-09,469.0,Normal,28.57142857142857,4,On Progress,7,4,10,0.0,37.5,127,2019-08-03,2019-08-12,0,0,3,3,2
2019-08-06,384,site,2019-08-03,2019-08-08,325.0,Normal,50.0,4,On Progress,6,1,4,0.0,37.5,127,2019-08-03,2019-08-10,0,0,3,2,2
2019-08-07,336,education,2019-08-03,2019-08-09,469.0,Normal,42.857142857142854,4,On Progress,7,4,10,0.0,37.5,127,2019-08-03,2019-08-12,0,0,4,3,2
2019-08-07,384,site,2019-08-03,2019-08-08,325.0,Normal,66.66666666666666,4,On Progress,6,1,4,0.0,37.5,127,2019-08-03,2019-08-10,0,0,4,2,2
2019-08-08,336,education,2019-08-03,2019-08-09,469.0,Normal,42.857142857142854,4,On Progress,7,4,10,1.0,37.5,127,2019-08-03,2019-08-12,0,0,5,3,2
2019-08-08,384,site,2019-08-03,2019-08-08,325.0,Normal,66.66666666666666,4,On Progress,6,1,4,1.0,37.5,127,2019-08-03,2019-08-10,0,0,5,2,2
2019-08-09,336,education,2019-08-03,2019-08-09,469.0,Normal,57.14285714285714,4,On Progress,7,4,10,1.0,37.5,127,2019-08-03,2019-08-12,0,0,6,3,2
2019-08-09,384,site,2019-08-03,2019-08-08,325.0,Critical,83.33333333333334,4,Delayed,6,1,4,1.0,37.5,127,2019-08-03,2019-08-10,0,0,6,2,2
2019-08-10,336,education,2019-08-03,2019-08-09,469.0,Critical,71.42857142857143,4,Delayed,7,4,10,1.0,37.5,127,2019-08-03,2019-08-12,1,0,7,3,3
2019-08-10,384,site,2019-08-03,2019-08-08,325.0,Critical,100.0,4,Completed,6,1,4,1.0,37.5,127,2019-08-03,2019-08-10,1,0,7,2,3
2019-08-10,385,popular,2019-08-08,2019-08-13,315.0,Normal,0.0,4,On Progress,6,2,5,1.0,75.0,127,2019-08-10,2019-08-18,1,2,0,3,3
2019-08-11,336,education,2019-08-03,2019-08-09,469.0,Critical,85.71428571428571,4,Delayed,7,4,10,1.0,37.5,127,2019-08-03,2019-08-12,1,0,8,3,2
2019-08-11,385,popular,2019-08-08,2019-08-13,315.0,Normal,0.0,4,On Progress,6,2,5,1.0,75.0,127,2019-08-10,2019-08-18,1,2,1,3,2
2019-08-12,336,education,2019-08-03,2019-08-09,469.0,Critical,100.0,4,Completed,7,4,10,1.0,37.5,127,2019-08-03,2019-08-12,0,0,9,3,3
2019-08-12,337,recently,2019-08-11,2019-08-15,460.0,Normal,20.0,4,On Progress,5,3,11,1.0,50.0,127,2019-08-12,2019-08-16,0,1,0,0,3
2019-08-12,385,popular,2019-08-08,2019-08-13,315.0,Normal,16.666666666666664,4,On Progress,6,2,5,1.0,75.0,127,2019-08-10,2019-08-18,0,2,2,3,3
2019-08-13,337,recently,2019-08-11,2019-08-15,460.0,Normal,40.0,4,On Progress,5,3,11,0.0,50.0,127,2019-08-12,2019-08-16,0,1,1,0,2
2019-08-13,385,popular,2019-08-08,2019-08-13,315.0,Normal,33.33333333333333,4,On Progress,6,2,5,0.0,75.0,127,2019-08-10,2019-08-18,0,2,3,3,2
2019-08-14,337,recently,2019-08-11,2019-08-15,460.0,Normal,60.0,4,On Progress,5,3,11,0.0,50.0,127,2019-08-12,2019-08-16,0,1,2,0,2
2019-08-14,385,popular,2019-08-08,2019-08-13,315.0,Critical,50.0,4,Delayed,6,2,5,0.0,75.0,127,2019-08-10,2019-08-18,0,2,4,3,2
2019-08-15,337,recently,2019-08-11,2019-08-15,460.0,Normal,80.0,4,On Progress,5,3,11,1.0,50.0,127,2019-08-12,2019-08-16,0,1,3,0,2
2019-08-15,385,popular,2019-08-08,2019-08-13,315.0,Critical,50.0,4,Delayed,6,2,5,1.0,75.0,127,2019-08-10,2019-08-18,0,2,5,3,2
2019-08-16,337,recently,2019-08-11,2019-08-15,460.0,Normal,100.0,4,Completed,5,3,11,0.0,50.0,127,2019-08-12,2019-08-16,0,1,4,0,2
2019-08-16,385,popular,2019-08-08,2019-08-13,315.0,Critical,66.66666666666666,4,Delayed,6,2,5,0.0,75.0,127,2019-08-10,2019-08-18,0,2,6,3,2
2019-08-17,338,do,2019-08-17,2019-08-20,369.0,Normal,25.0,4,On Progress,4,3,12,0.0,37.5,127,2019-08-17,2019-08-20,1,0,0,0,2
2019-08-17,385,popular,2019-08-08,2019-08-13,315.0,Critical,83.33333333333334,4,Delayed,6,2,5,0.0,75.0,127,2019-08-10,2019-08-18,1,2,7,3,2
2019-08-18,338,do,2019-08-17,2019-08-20,369.0,Normal,50.0,4,On Progress,4,3,12,1.0,37.5,127,2019-08-17,2019-08-20,1,0,1,0,3
2019-08-18,385,popular,2019-08-08,2019-08-13,315.0,Critical,100.0,4,Completed,6,2,5,1.0,75.0,127,2019-08-10,2019-08-18,1,2,8,3,3
2019-08-18,386,she,2019-08-15,2019-08-21,614.0,Normal,0.0,4,On Progress,7,1,6,1.0,50.0,127,2019-08-18,2019-08-27,1,3,0,3,3
2019-08-19,338,do,2019-08-17,2019-08-20,369.0,Normal,75.0,4,On Progress,4,3,12,1.0,37.5,127,2019-08-17,2019-08-20,0,0,2,0,2
2019-08-19,386,she,2019-08-15,2019-08-21,614.0,Normal,0.0,4,On Progress,7,1,6,1.0,50.0,127,2019-08-18,2019-08-27,0,3,1,3,2
2019-08-20,338,do,2019-08-17,2019-08-20,369.0,Normal,100.0,4,Completed,4,3,12,0.0,37.5,127,2019-08-17,2019-08-20,0,0,3,0,2
2019-08-20,386,she,2019-08-15,2019-08-21,614.0,Normal,14.285714285714285,4,On Progress,7,1,6,0.0,50.0,127,2019-08-18,2019-08-27,0,3,2,3,2
2019-08-21,339,Mrs,2019-08-21,2019-08-22,530.0,Normal,0.0,4,On Progress,2,1,13,1.0,25.0,127,2019-08-21,2019-08-24,0,0,0,2,2
2019-08-21,386,she,2019-08-15,2019-08-21,614.0,Normal,14.285714285714285,4,On Progress,7,1,6,1.0,50.0,127,2019-08-18,2019-08-27,0,3,3,3,2
2019-08-22,339,Mrs,2019-08-21,2019-08-22,530.0,Normal,50.0,4,On Progress,2,1,13,0.0,25.0,127,2019-08-21,2019-08-24,0,0,1,2,2
2019-08-22,386,she,2019-08-15,2019-08-21,614.0,Critical,28.57142857142857,4,Delayed,7,1,6,0.0,50.0,127,2019-08-18,2019-08-27,0,3,4,3,2
2019-08-23,339,Mrs,2019-08-21,2019-08-22,530.0,Critical,50.0,4,Delayed,2,1,13,0.0,25.0,127,2019-08-21,2019-08-24,0,0,2,2,2
2019-08-23,386,she,2019-08-15,2019-08-21,614.0,Critical,42.857142857142854,4,Delayed,7,1,6,0.0,50.0,127,2019-08-18,2019-08-27,0,3,5,3,2
2019-08-24,339,Mrs,2019-08-21,2019-08-22,530.0,Critical,100.0,4,Completed,2,1,13,0.0,25.0,127,2019-08-21,2019-08-24,1,0,3,2,3
2019-08-24,340,education,2019-08-22,2019-08-27,861.0,Normal,0.0,4,On Progress,6,1,14,0.0,12.5,127,2019-08-24,2019-08-31,1,2,0,2,3
2019-08-24,386,she,2019-08-15,2019-08-21,614.0,Critical,57.14285714285714,4,Delayed,7,1,6,0.0,50.0,127,2019-08-18,2019-08-27,1,3,6,3,3
2019-08-25,340,education,2019-08-22,2019-08-27,861.0,Normal,16.666666666666664,4,On Progress,6,1,14,0.0,12.5,127,2019-08-24,2019-08-31,1,2,1,2,2
2019-08-25,386,she,2019-08-15,2019-08-21,614.0,Critical,71.42857142857143,4,Delayed,7,1,6,0.0,50.0,127,2019-08-18,2019-08-27,1,3,7,3,2
2019-08-26,340,education,2019-08-22,2019-08-27,861.0,Normal,16.666666666666664,4,On Progress,6,1,14,0.0,12.5,127,2019-08-24,2019-08-31,0,2,2,2,2
2019-08-26,386,she,2019-08-15,2019-08-21,614.0,Critical,85.71428571428571,4,Delayed,7,1,6,0.0,50.0,127,2019-08-18,2019-08-27,0,3,8,3,2
2019-08-27,340,education,2019-08-22,2019-08-27,861.0,Normal,33.33333333333333,4,On Progress,6,1,14,1.0,12.5,127,2019-08-24,2019-08-31,0,2,3,2,3
2019-08-27,386,she,2019-08-15,2019-08-21,614.0,Critical,100.0,4,Completed,7,1,6,1.0,50.0,127,2019-08-18,2019-08-27,0,3,9,3,3
2019-08-27,387,too,2019-08-23,2019-08-24,494.0,Critical,50.0,4,Delayed,2,2,7,1.0,12.5,127,2019-08-27,2019-08-29,0,4,0,1,3
2019-08-28,340,education,2019-08-22,2019-08-27,861.0,Critical,50.0,4,Delayed,6,1,14,0.0,12.5,127,2019-08-24,2019-08-31,0,2,4,2,2
2019-08-28,387,too,2019-08-23,2019-08-24,494.0,Critical,50.0,4,Delayed,2,2,7,0.0,12.5,127,2019-08-27,2019-08-29,0,4,1,1,2
2019-08-29,340,education,2019-08-22,2019-08-27,861.0,Critical,66.66666666666666,4,Delayed,6,1,14,0.0,12.5,127,2019-08-24,2019-08-31,0,2,5,2,3
2019-08-29,387,too,2019-08-23,2019-08-24,494.0,Critical,100.0,4,Completed,2,2,7,0.0,12.5,127,2019-08-27,2019-08-29,0,4,2,1,3
2019-08-29,388,woman,2019-08-24,2019-08-28,929.0,Critical,20.0,4,Delayed,5,1,8,0.0,12.5,127,2019-08-29,2019-09-03,0,5,0,1,3
2019-08-30,340,education,2019-08-22,2019-08-27,861.0,Critical,83.33333333333334,4,Delayed,6,1,14,0.0,12.5,127,2019-08-24,2019-08-31,0,2,6,2,2
2019-08-30,388,woman,2019-08-24,2019-08-28,929.0,Critical,40.0,4,Delayed,5,1,8,0.0,12.5,127,2019-08-29,2019-09-03,0,5,1,1,2
2019-08-31,340,education,2019-08-22,2019-08-27,861.0,Critical,100.0,4,Completed,6,1,14,0.0,12.5,127,2019-08-24,2019-08-31,1,2,7,2,3
2019-08-31,341,hear,2019-08-28,2019-09-03,895.0,Normal,14.285714285714285,4,On Progress,7,3,15,0.0,12.5,127,2019-08-31,2019-09-07,1,3,0,1,3
