Date,ProjectID,TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,IsBadWeather,StartDate,EndDate,ActualStartDate,ActualEndDate,WeatherAssessment,Progress,Weekend,DayCount,Delay
2019-09-19,4,107,33,2,1,31,174,23277.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,28.971962616822427,0,93,12
2019-09-20,4,107,33,2,1,31,176,23277.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,28.971962616822427,0,94,12
2019-09-21,4,107,34,2,0,32,179,24182.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,29.906542056074763,1,95,12
2019-09-22,4,107,34,2,0,32,180,24182.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,29.906542056074763,1,96,12
2019-09-23,4,107,34,2,1,32,181,24182.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,29.906542056074763,0,97,12
2019-09-24,4,107,35,2,0,33,184,24713.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,30.8411214953271,0,98,12
2019-09-25,4,107,35,2,1,33,186,24713.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,30.8411214953271,0,99,12
2019-09-26,4,107,36,2,1,34,187,25114.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,31.775700934579437,0,100,12
2019-09-27,4,107,36,2,1,34,188,25114.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,31.775700934579437,0,101,12
2019-09-28,4,107,37,2,0,35,190,25840.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,32.71028037383177,1,102,12
2019-09-29,4,107,37,2,0,35,192,25840.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,32.71028037383177,1,103,12
2019-09-30,4,107,37,2,1,35,193,25840.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,32.71028037383177,0,104,12
2019-10-01,4,107,37,2,1,35,195,25840.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,32.71028037383177,0,105,12
2019-10-02,4,107,37,2,1,35,197,25840.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,32.71028037383177,0,106,12
2019-10-03,4,107,37,2,2,35,198,25840.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,32.71028037383177,0,107,12
2019-10-04,4,107,38,2,1,36,201,26139.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,33.64485981308411,0,108,12
2019-10-05,4,107,38,2,1,36,202,26139.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,33.64485981308411,1,109,12
2019-10-06,4,107,38,2,1,36,204,26139.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,33.64485981308411,1,110,12
2019-10-07,4,107,39,2,2,37,207,26840.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,34.57943925233645,0,111,12
2019-10-08,4,107,39,2,2,37,209,26840.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,34.57943925233645,0,112,12
2019-10-08,7,141,1,1,0,0,1,0.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,0.0,0,0,8
2019-10-09,4,107,40,2,2,38,210,27389.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,35.51401869158878,0,113,12
2019-10-09,7,141,1,1,0,0,2,0.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,0.0,0,1,8
2019-10-10,4,107,40,2,2,38,211,27389.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,35.51401869158878,0,114,12
2019-10-10,7,141,1,1,0,0,3,0.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,0.0,0,2,8
2019-10-11,4,107,40,2,2,38,213,27389.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,35.51401869158878,0,115,12
2019-10-11,7,141,1,1,0,0,4,0.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,0.0,0,3,8
2019-10-12,4,107,40,2,2,38,215,27389.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,35.51401869158878,1,116,12
2019-10-12,7,141,1,1,0,0,4,0.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,0.0,1,4,8
2019-10-13,4,107,41,2,1,39,218,27707.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,36.44859813084112,1,117,12
2019-10-13,7,141,1,1,0,0,4,0.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,0.0,1,5,8
2019-10-14,4,107,42,2,1,40,221,28493.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,37.38317757009346,0,118,12
2019-10-14,7,141,2,2,0,0,6,0.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,0.0,0,6,8
2019-10-15,4,107,42,2,2,40,221,28493.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,37.38317757009346,0,119,12
2019-10-15,7,141,3,3,0,0,9,0.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,0.0,0,7,8
2019-10-16,4,107,42,2,2,40,222,28493.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,37.38317757009346,0,120,12
2019-10-16,7,141,3,3,0,0,12,0.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,0.0,0,8,8
2019-10-17,4,107,42,2,2,40,223,28493.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,37.38317757009346,0,121,12
2019-10-17,7,141,3,3,0,0,14,0.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,0.0,0,9,8
2019-10-18,4,107,42,2,2,40,225,28493.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,37.38317757009346,0,122,12
2019-10-18,7,141,3,3,0,0,17,0.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,0.0,0,10,8
2019-10-19,4,107,43,2,1,41,228,29207.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,38.31775700934579,1,123,12
2019-10-19,7,141,3,3,0,0,20,0.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,0.0,1,11,8
2019-10-20,4,107,43,2,1,41,230,29207.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,38.31775700934579,1,124,12
2019-10-20,7,141,3,3,1,0,23,0.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,0.0,1,12,8
2019-10-21,4,107,43,2,1,41,232,29207.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,38.31775700934579,0,125,12
2019-10-21,7,141,4,3,1,1,26,1345.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,0.7092198581560284,0,13,8
2019-10-22,4,107,43,2,2,41,234,29207.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,38.31775700934579,0,126,12
2019-10-22,7,141,4,3,1,1,29,1345.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,0.7092198581560284,0,14,8
2019-10-23,4,107,44,2,2,42,237,30063.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,39.25233644859813,0,127,12
2019-10-23,7,141,5,3,1,2,33,2068.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,1.4184397163120568,0,15,8
2019-10-24,4,107,44,2,2,42,238,30063.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,39.25233644859813,0,128,12
2019-10-24,7,141,5,3,1,2,35,2068.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,1.4184397163120568,0,16,8
2019-10-25,4,107,44,2,2,42,240,30063.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,39.25233644859813,0,129,12
2019-10-25,7,141,6,3,0,3,39,2703.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,2.127659574468085,0,17,8
2019-10-26,4,107,45,2,2,43,243,30950.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,40.18691588785047,1,130,12
2019-10-26,7,141,6,3,1,3,41,2703.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,2.127659574468085,1,18,8
2019-10-27,4,107,45,2,2,43,244,30950.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,40.18691588785047,1,131,12
2019-10-27,7,141,6,3,1,3,44,2703.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,2.127659574468085,1,19,8
2019-10-28,4,107,46,2,1,44,246,31396.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,41.1214953271028,0,132,12
2019-10-28,7,141,6,3,1,3,47,2703.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,2.127659574468085,0,20,8
2019-10-29,4,107,46,2,1,44,248,31396.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,41.1214953271028,0,133,12
2019-10-29,7,141,7,3,0,4,50,3508.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,2.8368794326241136,0,21,8
2019-10-30,4,107,46,2,2,44,250,31396.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,41.1214953271028,0,134,12
2019-10-30,7,141,7,3,1,4,52,3508.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,2.8368794326241136,0,22,8
2019-10-31,4,107,47,2,1,45,252,31877.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,42.05607476635514,0,135,12
2019-10-31,7,141,8,3,2,5,56,6240.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,3.546099290780142,0,23,8
2019-11-01,4,107,47,2,1,45,253,31877.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,42.05607476635514,0,136,12
2019-11-01,7,141,9,3,1,6,58,7473.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,4.25531914893617,0,24,8
2019-11-02,4,107,48,2,2,46,256,32527.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,42.99065420560748,1,137,12
2019-11-02,7,141,10,3,0,7,61,8219.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,4.964539007092199,1,25,8
2019-11-03,4,107,48,2,2,46,257,32527.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,42.99065420560748,1,138,12
2019-11-03,7,141,10,3,0,7,64,8219.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,4.964539007092199,1,26,8
2019-11-04,4,107,50,2,1,48,259,33560.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,44.85981308411215,0,139,12
2019-11-04,7,141,10,3,1,7,66,8219.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,4.964539007092199,0,27,8
2019-11-05,4,107,50,2,1,48,260,33560.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,44.85981308411215,0,140,12
2019-11-05,7,141,10,3,1,7,68,8219.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,4.964539007092199,0,28,8
2019-11-06,4,107,50,2,1,48,262,33560.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,44.85981308411215,0,141,12
2019-11-06,7,141,11,3,1,8,71,9027.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,5.673758865248227,0,29,8
2019-11-07,4,107,50,2,1,48,263,33560.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,44.85981308411215,0,142,12
2019-11-07,7,141,11,3,1,8,74,9027.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,5.673758865248227,0,30,8
2019-11-08,4,107,50,2,1,48,265,33560.0,1.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,44.85981308411215,0,143,12
2019-11-08,7,141,11,3,1,8,76,9027.0,1.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,5.673758865248227,0,31,8
2019-11-09,4,107,51,2,1,49,268,34019.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,45.794392523364486,1,144,12
2019-11-09,7,141,12,3,2,9,79,9359.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,6.382978723404255,1,32,8
2019-11-10,4,107,51,2,2,49,270,34019.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,45.794392523364486,1,145,12
2019-11-10,7,141,13,3,1,10,83,9830.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,7.092198581560284,1,33,8
2019-11-11,4,107,52,2,1,50,273,34686.0,0.0,2019-06-18,2020-04-10,2019-06-18,2020-04-22,37.5,46.728971962616825,0,146,12
2019-11-11,7,141,14,3,2,11,86,10083.0,0.0,2019-10-08,2020-06-25,2019-10-08,2020-07-03,50.0,7.801418439716312,0,34,8
