Date,ID,Name,StartDate,EndDate,Cost,Priority,Progress,ProjectID,Status,Duration,Trade,TaskLength,IsBadWeather,WeatherAssessment,WorkDay,ActualStartDate,ActualEndDate,Weekend,StartDelay,DayCount,TaskDelay,TaskToday
2020-02-10,124,light,2020-02-08,2020-02-12,750.0,Normal,60.0,2,On Progress,5,4,1,1.0,100.0,127,2020-02-08,2020-02-12,0,0,2,0,2
2020-02-10,181,popular,2020-02-01,2020-02-09,2866.0,Critical,88.88888888888889,2,Delayed,9,6,0,1.0,50.0,127,2020-02-01,2020-02-11,0,0,9,2,2
2020-02-11,1,action,2020-01-29,2020-02-19,1331.0,Critical,57.89473684210527,1,On Progress,19,4,0,1.0,0.0,63,2020-01-29,2020-02-24,0,0,13,5,3
2020-02-11,43,strong,2020-02-02,2020-02-13,2641.0,Critical,63.63636363636363,1,On Progress,11,5,0,1.0,50.0,63,2020-02-02,2020-02-15,0,0,9,2,3
2020-02-11,85,bed,2020-02-05,2020-02-24,2961.0,Critical,35.294117647058826,1,On Progress,17,6,0,1.0,85.71428571428571,63,2020-02-05,2020-02-27,0,0,6,3,3
2020-02-11,124,light,2020-02-08,2020-02-12,750.0,Normal,80.0,2,On Progress,5,4,1,1.0,100.0,127,2020-02-08,2020-02-12,0,0,3,0,3
2020-02-11,181,popular,2020-02-01,2020-02-09,2866.0,Critical,100.0,2,Completed,9,6,0,1.0,50.0,127,2020-02-01,2020-02-11,0,0,10,2,3
2020-02-11,182,smile,2020-02-11,2020-02-13,698.0,Normal,0.0,2,On Progress,3,3,1,1.0,87.5,127,2020-02-11,2020-02-17,0,0,0,4,3
2020-02-12,1,action,2020-01-29,2020-02-19,1331.0,Critical,63.1578947368421,1,On Progress,19,4,0,1.0,0.0,63,2020-01-29,2020-02-24,0,0,14,5,3
2020-02-12,43,strong,2020-02-02,2020-02-13,2641.0,Critical,72.72727272727273,1,On Progress,11,5,0,1.0,50.0,63,2020-02-02,2020-02-15,0,0,10,2,3
2020-02-12,85,bed,2020-02-05,2020-02-24,2961.0,Critical,41.17647058823529,1,On Progress,17,6,0,1.0,85.71428571428571,63,2020-02-05,2020-02-27,0,0,7,3,3
2020-02-12,124,light,2020-02-08,2020-02-12,750.0,Normal,100.0,2,Completed,5,4,1,1.0,100.0,127,2020-02-08,2020-02-12,0,0,4,0,2
2020-02-12,182,smile,2020-02-11,2020-02-13,698.0,Normal,0.0,2,On Progress,3,3,1,1.0,87.5,127,2020-02-11,2020-02-17,0,0,1,4,2
2020-02-13,1,action,2020-01-29,2020-02-19,1331.0,Critical,68.42105263157895,1,On Progress,19,4,0,1.0,0.0,63,2020-01-29,2020-02-24,0,0,15,5,3
2020-02-13,43,strong,2020-02-02,2020-02-13,2641.0,Critical,81.81818181818183,1,On Progress,11,5,0,1.0,50.0,63,2020-02-02,2020-02-15,0,0,11,2,3
2020-02-13,85,bed,2020-02-05,2020-02-24,2961.0,Critical,47.05882352941176,1,On Progress,17,6,0,1.0,85.71428571428571,63,2020-02-05,2020-02-27,0,0,8,3,3
2020-02-13,182,smile,2020-02-11,2020-02-13,698.0,Normal,0.0,2,On Progress,3,3,1,1.0,87.5,127,2020-02-11,2020-02-17,0,0,2,4,1
2020-02-14,1,action,2020-01-29,2020-02-19,1331.0,Critical,73.68421052631578,1,On Progress,19,4,0,1.0,0.0,63,2020-01-29,2020-02-24,0,0,16,5,3
2020-02-14,43,strong,2020-02-02,2020-02-13,2641.0,Critical,90.9090909090909,1,Delayed,11,5,0,1.0,50.0,63,2020-02-02,2020-02-15,0,0,12,2,3
2020-02-14,85,bed,2020-02-05,2020-02-24,2961.0,Critical,47.05882352941176,1,On Progress,17,6,0,1.0,85.71428571428571,63,2020-02-05,2020-02-27,0,0,9,3,3
2020-02-14,125,black,2020-02-14,2020-02-21,792.0,Normal,12.5,2,On Progress,8,4,2,1.0,50.0,127,2020-02-14,2020-02-21,0,0,0,0,2
2020-02-14,182,smile,2020-02-11,2020-02-13,698.0,Critical,33.33333333333333,2,Delayed,3,3,1,1.0,87.5,127,2020-02-11,2020-02-17,0,0,3,4,2
2020-02-15,1,action,2020-01-29,2020-02-19,1331.0,Critical,73.68421052631578,1,On Progress,19,4,0,1.0,0.0,63,2020-01-29,2020-02-24,1,0,17,5,4
2020-02-15,43,strong,2020-02-02,2020-02-13,2641.0,Critical,100.0,1,Completed,11,5,0,1.0,50.0,63,2020-02-02,2020-02-15,1,0,13,2,4
2020-02-15,44,every,2020-02-14,2020-02-22,787.0,Normal,12.5,1,On Progress,8,3,1,1.0,42.85714285714285,63,2020-02-15,2020-02-24,1,1,0,0,4
2020-02-15,85,bed,2020-02-05,2020-02-24,2961.0,Critical,52.94117647058824,1,On Progress,17,6,0,1.0,85.71428571428571,63,2020-02-05,2020-02-27,1,0,10,3,4
2020-02-15,125,black,2020-02-14,2020-02-21,792.0,Normal,25.0,2,On Progress,8,4,2,1.0,50.0,127,2020-02-14,2020-02-21,1,0,1,0,2
2020-02-15,182,smile,2020-02-11,2020-02-13,698.0,Critical,33.33333333333333,2,Delayed,3,3,1,1.0,87.5,127,2020-02-11,2020-02-17,1,0,4,4,2
2020-02-16,1,action,2020-01-29,2020-02-19,1331.0,Critical,73.68421052631578,1,On Progress,19,4,0,1.0,0.0,63,2020-01-29,2020-02-24,1,0,18,5,3
2020-02-16,44,every,2020-02-14,2020-02-22,787.0,Normal,12.5,1,On Progress,8,3,1,1.0,42.85714285714285,63,2020-02-15,2020-02-24,1,1,1,0,3
2020-02-16,85,bed,2020-02-05,2020-02-24,2961.0,Critical,52.94117647058824,1,On Progress,17,6,0,1.0,85.71428571428571,63,2020-02-05,2020-02-27,1,0,11,3,3
2020-02-16,125,black,2020-02-14,2020-02-21,792.0,Normal,37.5,2,On Progress,8,4,2,1.0,50.0,127,2020-02-14,2020-02-21,1,0,2,0,2
2020-02-16,182,smile,2020-02-11,2020-02-13,698.0,Critical,66.66666666666666,2,Delayed,3,3,1,1.0,87.5,127,2020-02-11,2020-02-17,1,0,5,4,2
2020-02-17,1,action,2020-01-29,2020-02-19,1331.0,Critical,73.68421052631578,1,On Progress,19,4,0,0.0,0.0,63,2020-01-29,2020-02-24,0,0,19,5,3
2020-02-17,44,every,2020-02-14,2020-02-22,787.0,Normal,25.0,1,On Progress,8,3,1,0.0,42.85714285714285,63,2020-02-15,2020-02-24,0,1,2,0,3
2020-02-17,85,bed,2020-02-05,2020-02-24,2961.0,Critical,58.82352941176471,1,On Progress,17,6,0,0.0,85.71428571428571,63,2020-02-05,2020-02-27,0,0,12,3,3
2020-02-17,125,black,2020-02-14,2020-02-21,792.0,Normal,50.0,2,On Progress,8,4,2,0.0,50.0,127,2020-02-14,2020-02-21,0,0,3,0,3
2020-02-17,182,smile,2020-02-11,2020-02-13,698.0,Critical,100.0,2,Completed,3,3,1,0.0,87.5,127,2020-02-11,2020-02-17,0,0,6,4,3
2020-02-17,183,stay,2020-02-13,2020-02-18,923.0,Normal,16.666666666666664,2,On Progress,6,2,2,0.0,62.5,127,2020-02-17,2020-02-22,0,4,0,0,3
2020-02-18,1,action,2020-01-29,2020-02-19,1331.0,Critical,78.94736842105263,1,On Progress,19,4,0,1.0,0.0,63,2020-01-29,2020-02-24,0,0,20,5,3
2020-02-18,44,every,2020-02-14,2020-02-22,787.0,Normal,37.5,1,On Progress,8,3,1,1.0,42.85714285714285,63,2020-02-15,2020-02-24,0,1,3,0,3
2020-02-18,85,bed,2020-02-05,2020-02-24,2961.0,Critical,58.82352941176471,1,On Progress,17,6,0,1.0,85.71428571428571,63,2020-02-05,2020-02-27,0,0,13,3,3
2020-02-18,125,black,2020-02-14,2020-02-21,792.0,Normal,62.5,2,On Progress,8,4,2,1.0,50.0,127,2020-02-14,2020-02-21,0,0,4,0,2
2020-02-18,183,stay,2020-02-13,2020-02-18,923.0,Normal,33.33333333333333,2,On Progress,6,2,2,1.0,62.5,127,2020-02-17,2020-02-22,0,4,1,0,2
2020-02-19,1,action,2020-01-29,2020-02-19,1331.0,Critical,78.94736842105263,1,On Progress,19,4,0,0.0,0.0,63,2020-01-29,2020-02-24,0,0,21,5,3
2020-02-19,44,every,2020-02-14,2020-02-22,787.0,Normal,50.0,1,On Progress,8,3,1,0.0,42.85714285714285,63,2020-02-15,2020-02-24,0,1,4,0,3
2020-02-19,85,bed,2020-02-05,2020-02-24,2961.0,Critical,64.70588235294117,1,On Progress,17,6,0,0.0,85.71428571428571,63,2020-02-05,2020-02-27,0,0,14,3,3
2020-02-19,125,black,2020-02-14,2020-02-21,792.0,Normal,75.0,2,On Progress,8,4,2,0.0,50.0,127,2020-02-14,2020-02-21,0,0,5,0,2
2020-02-19,183,stay,2020-02-13,2020-02-18,923.0,Critical,50.0,2,Delayed,6,2,2,0.0,62.5,127,2020-02-17,2020-02-22,0,4,2,0,2
2020-02-20,1,action,2020-01-29,2020-02-19,1331.0,Critical,84.21052631578947,1,Delayed,19,4,0,0.0,0.0,63,2020-01-29,2020-02-24,0,0,22,5,3
2020-02-20,44,every,2020-02-14,2020-02-22,787.0,Normal,62.5,1,On Progress,8,3,1,0.0,42.85714285714285,63,2020-02-15,2020-02-24,0,1,5,0,3
2020-02-20,85,bed,2020-02-05,2020-02-24,2961.0,Critical,70.58823529411765,1,On Progress,17,6,0,0.0,85.71428571428571,63,2020-02-05,2020-02-27,0,0,15,3,3
2020-02-20,125,black,2020-02-14,2020-02-21,792.0,Normal,87.5,2,On Progress,8,4,2,0.0,50.0,127,2020-02-14,2020-02-21,0,0,6,0,2
2020-02-20,183,stay,2020-02-13,2020-02-18,923.0,Critical,66.66666666666666,2,Delayed,6,2,2,0.0,62.5,127,2020-02-17,2020-02-22,0,4,3,0,2
2020-02-21,1,action,2020-01-29,2020-02-19,1331.0,Critical,89.47368421052632,1,Delayed,19,4,0,0.0,0.0,63,2020-01-29,2020-02-24,0,0,23,5,3
2020-02-21,44,every,2020-02-14,2020-02-22,787.0,Normal,75.0,1,On Progress,8,3,1,0.0,42.85714285714285,63,2020-02-15,2020-02-24,0,1,6,0,3
2020-02-21,85,bed,2020-02-05,2020-02-24,2961.0,Critical,76.47058823529412,1,On Progress,17,6,0,0.0,85.71428571428571,63,2020-02-05,2020-02-27,0,0,16,3,3
2020-02-21,125,black,2020-02-14,2020-02-21,792.0,Normal,100.0,2,Completed,8,4,2,0.0,50.0,127,2020-02-14,2020-02-21,0,0,7,0,2
2020-02-21,183,stay,2020-02-13,2020-02-18,923.0,Critical,83.33333333333334,2,Delayed,6,2,2,0.0,62.5,127,2020-02-17,2020-02-22,0,4,4,0,2
2020-02-22,1,action,2020-01-29,2020-02-19,1331.0,Critical,94.73684210526315,1,Delayed,19,4,0,0.0,0.0,63,2020-01-29,2020-02-24,1,0,24,5,3
2020-02-22,44,every,2020-02-14,2020-02-22,787.0,Normal,87.5,1,On Progress,8,3,1,0.0,42.85714285714285,63,2020-02-15,2020-02-24,1,1,7,0,3
2020-02-22,85,bed,2020-02-05,2020-02-24,2961.0,Critical,76.47058823529412,1,On Progress,17,6,0,0.0,85.71428571428571,63,2020-02-05,2020-02-27,1,0,17,3,3
2020-02-22,126,range,2020-02-22,2020-02-28,330.0,Normal,14.285714285714285,2,On Progress,7,2,3,0.0,25.0,127,2020-02-22,2020-03-02,1,0,0,3,3
2020-02-22,183,stay,2020-02-13,2020-02-18,923.0,Critical,100.0,2,Completed,6,2,2,0.0,62.5,127,2020-02-17,2020-02-22,1,4,5,0,3
2020-02-22,184,trial,2020-02-19,2020-02-26,751.0,Normal,12.5,2,On Progress,8,1,3,0.0,25.0,127,2020-02-22,2020-03-01,1,3,0,1,3
2020-02-23,1,action,2020-01-29,2020-02-19,1331.0,Critical,94.73684210526315,1,Delayed,19,4,0,0.0,0.0,63,2020-01-29,2020-02-24,1,0,25,5,3
2020-02-23,44,every,2020-02-14,2020-02-22,787.0,Critical,87.5,1,Delayed,8,3,1,0.0,42.85714285714285,63,2020-02-15,2020-02-24,1,1,8,0,3
2020-02-23,85,bed,2020-02-05,2020-02-24,2961.0,Critical,76.47058823529412,1,On Progress,17,6,0,0.0,85.71428571428571,63,2020-02-05,2020-02-27,1,0,18,3,3
2020-02-23,126,range,2020-02-22,2020-02-28,330.0,Normal,28.57142857142857,2,On Progress,7,2,3,0.0,25.0,127,2020-02-22,2020-03-02,1,0,1,3,2
2020-02-23,184,trial,2020-02-19,2020-02-26,751.0,Normal,25.0,2,On Progress,8,1,3,0.0,25.0,127,2020-02-22,2020-03-01,1,3,1,1,2
2020-02-24,1,action,2020-01-29,2020-02-19,1331.0,Critical,100.0,1,Completed,19,4,0,1.0,0.0,63,2020-01-29,2020-02-24,0,0,26,5,5
2020-02-24,2,yes,2020-02-20,2020-02-22,377.0,Critical,33.33333333333333,1,Delayed,3,4,1,1.0,28.57142857142857,63,2020-02-24,2020-02-26,0,4,0,0,5
2020-02-24,44,every,2020-02-14,2020-02-22,787.0,Critical,100.0,1,Completed,8,3,1,1.0,42.85714285714285,63,2020-02-15,2020-02-24,0,1,9,0,5
2020-02-24,45,individual,2020-02-23,2020-02-25,650.0,Normal,33.33333333333333,1,On Progress,3,2,2,1.0,33.33333333333333,63,2020-02-24,2020-02-26,0,1,0,0,5
2020-02-24,85,bed,2020-02-05,2020-02-24,2961.0,Critical,82.35294117647058,1,On Progress,17,6,0,1.0,85.71428571428571,63,2020-02-05,2020-02-27,0,0,19,3,5
2020-02-24,126,range,2020-02-22,2020-02-28,330.0,Normal,28.57142857142857,2,On Progress,7,2,3,1.0,25.0,127,2020-02-22,2020-03-02,0,0,2,3,2
2020-02-24,184,trial,2020-02-19,2020-02-26,751.0,Normal,37.5,2,On Progress,8,1,3,1.0,25.0,127,2020-02-22,2020-03-01,0,3,2,1,2
2020-02-25,2,yes,2020-02-20,2020-02-22,377.0,Critical,66.66666666666666,1,Delayed,3,4,1,0.0,28.57142857142857,63,2020-02-24,2020-02-26,0,4,1,0,3
2020-02-25,45,individual,2020-02-23,2020-02-25,650.0,Normal,66.66666666666666,1,On Progress,3,2,2,0.0,33.33333333333333,63,2020-02-24,2020-02-26,0,1,1,0,3
2020-02-25,85,bed,2020-02-05,2020-02-24,2961.0,Critical,88.23529411764706,1,Delayed,17,6,0,0.0,85.71428571428571,63,2020-02-05,2020-02-27,0,0,20,3,3
2020-02-25,126,range,2020-02-22,2020-02-28,330.0,Normal,28.57142857142857,2,On Progress,7,2,3,0.0,25.0,127,2020-02-22,2020-03-02,0,0,3,3,2
2020-02-25,184,trial,2020-02-19,2020-02-26,751.0,Normal,37.5,2,On Progress,8,1,3,0.0,25.0,127,2020-02-22,2020-03-01,0,3,3,1,2
2020-02-26,2,yes,2020-02-20,2020-02-22,377.0,Critical,100.0,1,Completed,3,4,1,1.0,28.57142857142857,63,2020-02-24,2020-02-26,0,4,2,0,5
2020-02-26,3,week,2020-02-23,2020-02-28,738.0,Normal,16.666666666666664,1,On Progress,6,4,2,1.0,33.33333333333333,63,2020-02-26,2020-03-03,0,3,0,0,5
2020-02-26,45,individual,2020-02-23,2020-02-25,650.0,Normal,100.0,1,Completed,3,2,2,1.0,33.33333333333333,63,2020-02-24,2020-02-26,0,1,2,0,5
2020-02-26,46,commercial,2020-02-25,2020-02-29,475.0,Normal,20.0,1,On Progress,5,2,3,1.0,14.285714285714285,63,2020-02-26,2020-03-03,0,1,0,1,5
2020-02-26,85,bed,2020-02-05,2020-02-24,2961.0,Critical,94.11764705882352,1,Delayed,17,6,0,1.0,85.71428571428571,63,2020-02-05,2020-02-27,0,0,21,3,5
2020-02-26,126,range,2020-02-22,2020-02-28,330.0,Normal,42.857142857142854,2,On Progress,7,2,3,1.0,25.0,127,2020-02-22,2020-03-02,0,0,4,3,2
2020-02-26,184,trial,2020-02-19,2020-02-26,751.0,Normal,50.0,2,On Progress,8,1,3,1.0,25.0,127,2020-02-22,2020-03-01,0,3,4,1,2
2020-02-27,3,week,2020-02-23,2020-02-28,738.0,Normal,33.33333333333333,1,On Progress,6,4,2,0.0,33.33333333333333,63,2020-02-26,2020-03-03,0,3,1,0,4
2020-02-27,46,commercial,2020-02-25,2020-02-29,475.0,Normal,40.0,1,On Progress,5,2,3,0.0,14.285714285714285,63,2020-02-26,2020-03-03,0,1,1,1,4
2020-02-27,85,bed,2020-02-05,2020-02-24,2961.0,Critical,100.0,1,Completed,17,6,0,0.0,85.71428571428571,63,2020-02-05,2020-02-27,0,0,22,3,4
2020-02-27,86,person,2020-02-26,2020-03-03,696.0,Normal,16.666666666666664,1,On Progress,6,1,1,0.0,28.57142857142857,63,2020-02-27,2020-03-06,0,1,0,2,4
2020-02-27,126,range,2020-02-22,2020-02-28,330.0,Normal,57.14285714285714,2,On Progress,7,2,3,0.0,25.0,127,2020-02-22,2020-03-02,0,0,5,3,2
2020-02-27,184,trial,2020-02-19,2020-02-26,751.0,Critical,62.5,2,Delayed,8,1,3,0.0,25.0,127,2020-02-22,2020-03-01,0,3,5,1,2
2020-02-28,3,week,2020-02-23,2020-02-28,738.0,Normal,50.0,1,On Progress,6,4,2,0.0,33.33333333333333,63,2020-02-26,2020-03-03,0,3,2,0,3
2020-02-28,46,commercial,2020-02-25,2020-02-29,475.0,Normal,60.0,1,On Progress,5,2,3,0.0,14.285714285714285,63,2020-02-26,2020-03-03,0,1,2,1,3
2020-02-28,86,person,2020-02-26,2020-03-03,696.0,Normal,16.666666666666664,1,On Progress,6,1,1,0.0,28.57142857142857,63,2020-02-27,2020-03-06,0,1,1,2,3
2020-02-28,126,range,2020-02-22,2020-02-28,330.0,Normal,57.14285714285714,2,On Progress,7,2,3,0.0,25.0,127,2020-02-22,2020-03-02,0,0,6,3,2
2020-02-28,184,trial,2020-02-19,2020-02-26,751.0,Critical,75.0,2,Delayed,8,1,3,0.0,25.0,127,2020-02-22,2020-03-01,0,3,6,1,2
2020-02-29,3,week,2020-02-23,2020-02-28,738.0,Critical,66.66666666666666,1,Delayed,6,4,2,0.0,33.33333333333333,63,2020-02-26,2020-03-03,1,3,3,0,3
2020-02-29,46,commercial,2020-02-25,2020-02-29,475.0,Normal,60.0,1,On Progress,5,2,3,0.0,14.285714285714285,63,2020-02-26,2020-03-03,1,1,3,1,3
2020-02-29,86,person,2020-02-26,2020-03-03,696.0,Normal,33.33333333333333,1,On Progress,6,1,1,0.0,28.57142857142857,63,2020-02-27,2020-03-06,1,1,2,2,3
2020-02-29,126,range,2020-02-22,2020-02-28,330.0,Critical,71.42857142857143,2,Delayed,7,2,3,0.0,25.0,127,2020-02-22,2020-03-02,1,0,7,3,2
2020-02-29,184,trial,2020-02-19,2020-02-26,751.0,Critical,87.5,2,Delayed,8,1,3,0.0,25.0,127,2020-02-22,2020-03-01,1,3,7,1,2
2020-03-01,3,week,2020-02-23,2020-02-28,738.0,Critical,66.66666666666666,1,Delayed,6,4,2,0.0,33.33333333333333,63,2020-02-26,2020-03-03,1,3,4,0,3
