Date,ProjectID,TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,IsBadWeather,StartDate,EndDate,ActualStartDate,ActualEndDate,WeatherAssessment,Progress,Weekend,DayCount,Delay
2020-02-09,2,107,3,2,0,1,18,2008.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,0.9345794392523363,1,11,15
2020-02-10,1,122,3,3,0,0,21,0.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,0.0,0,12,15
2020-02-10,2,107,3,2,1,1,20,2008.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,0.9345794392523363,0,12,15
2020-02-11,1,122,3,3,0,0,24,0.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,0.0,0,13,15
2020-02-11,2,107,4,2,0,2,22,4874.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,1.8691588785046727,0,13,15
2020-02-12,1,122,3,3,0,0,27,0.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,0.0,0,14,15
2020-02-12,2,107,4,1,0,3,23,5624.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,2.803738317757009,0,14,15
2020-02-13,1,122,3,3,0,0,30,0.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,0.0,0,15,15
2020-02-13,2,107,4,1,0,3,23,5624.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,2.803738317757009,0,15,15
2020-02-14,1,122,3,3,1,0,32,0.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,0.0,0,16,15
2020-02-14,2,107,5,2,1,3,25,5624.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,2.803738317757009,0,16,15
2020-02-15,1,122,4,3,0,1,35,2641.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,0.819672131147541,1,17,15
2020-02-15,2,107,5,2,1,3,26,5624.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,2.803738317757009,1,17,15
2020-02-16,1,122,4,3,0,1,35,2641.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,0.819672131147541,1,18,15
2020-02-16,2,107,5,2,1,3,28,5624.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,2.803738317757009,1,18,15
2020-02-17,1,122,4,3,0,1,37,2641.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,0.819672131147541,0,19,15
2020-02-17,2,107,6,2,0,4,31,6322.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,3.7383177570093453,0,19,15
2020-02-18,1,122,4,3,0,1,39,2641.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,0.819672131147541,0,20,15
2020-02-18,2,107,6,2,0,4,33,6322.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,3.7383177570093453,0,20,15
2020-02-19,1,122,4,3,0,1,41,2641.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,0.819672131147541,0,21,15
2020-02-19,2,107,6,2,1,4,35,6322.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,3.7383177570093453,0,21,15
2020-02-20,1,122,4,3,1,1,44,2641.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,0.819672131147541,0,22,15
2020-02-20,2,107,6,2,1,4,37,6322.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,3.7383177570093453,0,22,15
2020-02-21,1,122,4,3,1,1,47,2641.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,0.819672131147541,0,23,15
2020-02-21,2,107,6,1,1,5,39,7114.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,4.672897196261682,0,23,15
2020-02-22,1,122,4,3,1,1,49,2641.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,0.819672131147541,1,24,15
2020-02-22,2,107,8,2,0,6,42,8037.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,5.607476635514018,1,24,15
2020-02-23,1,122,4,3,2,1,49,2641.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,0.819672131147541,1,25,15
2020-02-23,2,107,8,2,0,6,44,8037.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,5.607476635514018,1,25,15
2020-02-24,1,122,6,3,1,3,54,4759.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,2.459016393442623,0,26,15
2020-02-24,2,107,8,2,0,6,45,8037.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,5.607476635514018,0,26,15
2020-02-25,1,122,6,3,2,3,57,4759.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,2.459016393442623,0,27,15
2020-02-25,2,107,8,2,0,6,45,8037.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,5.607476635514018,0,27,15
2020-02-26,1,122,8,3,1,5,62,5786.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,4.098360655737705,0,28,15
2020-02-26,2,107,8,2,0,6,47,8037.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,5.607476635514018,0,28,15
2020-02-27,1,122,9,3,0,6,66,8747.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,4.918032786885246,0,29,15
2020-02-27,2,107,8,2,1,6,49,8037.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,5.607476635514018,0,29,15
2020-02-28,1,122,9,3,0,6,68,8747.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,4.918032786885246,0,30,15
2020-02-28,2,107,8,2,1,6,50,8037.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,5.607476635514018,0,30,15
2020-02-29,1,122,9,3,1,6,70,8747.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,4.918032786885246,1,31,15
2020-02-29,2,107,8,2,2,6,52,8037.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,5.607476635514018,1,31,15
2020-03-01,1,122,9,3,2,6,70,8747.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,4.918032786885246,1,32,15
2020-03-01,2,107,9,2,2,7,55,8788.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,6.5420560747663545,1,32,15
2020-03-02,1,122,9,3,2,6,73,8747.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,4.918032786885246,0,33,15
2020-03-02,2,107,11,2,1,9,58,9962.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,8.411214953271028,0,33,15
2020-03-03,1,122,11,3,0,8,78,9960.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,6.557377049180328,0,34,15
2020-03-03,2,107,11,2,1,9,60,9962.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,8.411214953271028,0,34,15
2020-03-04,1,122,11,3,1,8,81,9960.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,6.557377049180328,0,35,15
2020-03-04,2,107,12,2,0,10,63,10406.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,9.345794392523365,0,35,15
2020-03-05,1,122,11,3,1,8,83,9960.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,6.557377049180328,0,36,15
2020-03-05,2,107,12,2,1,10,65,10406.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,9.345794392523365,0,36,15
2020-03-06,1,122,12,3,1,9,86,10656.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,7.377049180327869,0,37,15
2020-03-06,2,107,12,2,2,10,67,10406.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,9.345794392523365,0,37,15
2020-03-07,1,122,13,3,1,10,89,10885.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,8.19672131147541,1,38,15
2020-03-07,2,107,12,2,2,10,69,10406.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,9.345794392523365,1,38,15
2020-03-08,1,122,13,3,2,10,89,10885.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,8.19672131147541,1,39,15
2020-03-08,2,107,14,2,1,12,72,11402.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,11.214953271028037,1,39,15
2020-03-09,1,122,13,3,2,10,92,10885.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,8.19672131147541,0,40,15
2020-03-09,2,107,14,2,2,12,73,11402.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,11.214953271028037,0,40,15
2020-03-10,1,122,14,2,1,12,96,12193.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,9.836065573770492,0,41,15
2020-03-10,2,107,15,2,1,13,76,11962.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,12.149532710280374,0,41,15
2020-03-11,1,122,16,3,1,13,100,12932.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,10.655737704918032,0,42,15
2020-03-11,2,107,17,2,0,15,79,13298.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,14.018691588785046,0,42,15
2020-03-12,1,122,17,3,0,14,103,13246.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,11.475409836065573,0,43,15
2020-03-12,2,107,17,2,0,15,81,13298.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,14.018691588785046,0,43,15
2020-03-13,1,122,17,3,1,14,105,13246.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,11.475409836065573,0,44,15
2020-03-13,2,107,18,2,0,16,84,13843.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,14.953271028037381,0,44,15
2020-03-14,1,122,17,3,1,14,107,13246.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,11.475409836065573,1,45,15
2020-03-14,2,107,18,2,0,16,85,13843.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,14.953271028037381,1,45,15
2020-03-15,1,122,17,3,1,14,107,13246.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,11.475409836065573,1,46,15
2020-03-15,2,107,19,2,1,17,88,14383.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,15.887850467289718,1,46,15
2020-03-16,1,122,18,3,0,15,110,13758.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,12.295081967213115,0,47,15
2020-03-16,2,107,19,2,1,17,89,14383.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,15.887850467289718,0,47,15
2020-03-17,1,122,18,3,2,15,113,13758.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,12.295081967213115,0,48,15
2020-03-17,2,107,19,2,2,17,91,14383.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,15.887850467289718,0,48,15
2020-03-18,1,122,18,3,2,15,115,13758.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,12.295081967213115,0,49,15
2020-03-18,2,107,20,2,1,18,94,15294.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,16.822429906542055,0,49,15
2020-03-19,1,122,20,3,1,17,120,14763.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,13.934426229508196,0,50,15
2020-03-19,2,107,22,2,0,20,97,17046.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,18.69158878504673,0,50,15
2020-03-20,1,122,21,3,0,18,124,15618.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,14.754098360655737,0,51,15
2020-03-20,2,107,22,2,0,20,98,17046.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,18.69158878504673,0,51,15
2020-03-21,1,122,21,3,0,18,126,15618.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,14.754098360655737,1,52,15
2020-03-21,2,107,22,2,0,20,100,17046.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,18.69158878504673,1,52,15
2020-03-22,1,122,21,3,1,18,126,15618.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,14.754098360655737,1,53,15
2020-03-22,2,107,22,2,2,20,101,17046.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,18.69158878504673,1,53,15
2020-03-23,1,122,21,3,1,18,128,15618.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,14.754098360655737,0,54,15
2020-03-23,2,107,22,2,2,20,102,17046.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,18.69158878504673,0,54,15
2020-03-24,1,122,22,3,0,19,132,15898.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,15.573770491803279,0,55,15
2020-03-24,2,107,22,2,2,20,103,17046.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,18.69158878504673,0,55,15
2020-03-25,1,122,22,3,0,19,134,15898.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,15.573770491803279,0,56,15
2020-03-25,2,107,23,2,1,21,105,17250.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,19.626168224299064,0,56,15
2020-03-26,1,122,22,3,1,19,136,15898.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,15.573770491803279,0,57,15
2020-03-26,2,107,23,2,1,21,106,17250.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,19.626168224299064,0,57,15
2020-03-27,1,122,23,3,2,20,140,16241.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,16.39344262295082,0,58,15
2020-03-27,2,107,24,2,1,22,109,17694.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,20.5607476635514,0,58,15
2020-03-28,1,122,24,3,1,21,143,17216.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,17.21311475409836,1,59,15
2020-03-28,2,107,24,2,2,22,110,17694.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,20.5607476635514,1,59,15
2020-03-29,1,122,24,3,2,21,143,17216.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,17.21311475409836,1,60,15
2020-03-29,2,107,24,2,2,22,112,17694.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,20.5607476635514,1,60,15
2020-03-30,1,122,24,3,2,21,146,17216.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,17.21311475409836,0,61,15
2020-03-30,2,107,25,2,1,23,115,18222.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,21.49532710280374,0,61,15
2020-03-31,1,122,25,3,2,22,149,18114.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,18.0327868852459,0,62,15
2020-03-31,2,107,25,2,2,23,116,18222.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,21.49532710280374,0,62,15
2020-04-01,1,122,26,3,1,23,152,18866.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,18.852459016393443,0,63,15
2020-04-01,2,107,26,2,1,24,118,18719.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,22.429906542056074,0,63,15
2020-04-02,1,122,27,3,0,24,156,19571.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,19.672131147540984,0,64,15
2020-04-02,2,107,27,2,2,25,121,19103.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,23.364485981308412,0,64,15
2020-04-03,1,122,27,2,0,25,159,20371.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,20.491803278688526,0,65,15
2020-04-03,2,107,28,2,2,26,124,19784.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,24.299065420560748,0,65,15
2020-04-04,1,122,28,3,0,25,161,20371.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,20.491803278688526,1,66,15
2020-04-04,2,107,29,2,1,27,127,20128.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,25.233644859813083,1,66,15
2020-04-05,1,122,28,3,1,25,161,20371.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,20.491803278688526,1,67,15
2020-04-05,2,107,29,2,1,27,128,20128.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,25.233644859813083,1,67,15
2020-04-06,1,122,28,3,1,25,164,20371.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,20.491803278688526,0,68,15
2020-04-06,2,107,29,2,1,27,129,20128.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,25.233644859813083,0,68,15
2020-04-07,1,122,28,3,2,25,166,20371.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,20.491803278688526,0,69,15
2020-04-07,2,107,29,2,2,27,130,20128.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,25.233644859813083,0,69,15
2020-04-08,1,122,29,3,2,26,170,21116.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,21.311475409836063,0,70,15
2020-04-08,2,107,30,2,1,28,133,21100.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,26.168224299065418,0,70,15
2020-04-09,1,122,29,3,2,26,173,21116.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,21.311475409836063,0,71,15
2020-04-09,2,107,30,2,2,28,135,21100.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,26.168224299065418,0,71,15
2020-04-10,1,122,30,3,2,27,176,21799.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,22.131147540983605,0,72,15
2020-04-10,2,107,30,2,2,28,137,21100.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,26.168224299065418,0,72,15
2020-04-11,1,122,32,3,0,29,179,23146.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,23.770491803278688,1,73,15
2020-04-11,2,107,31,2,2,29,139,21392.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,27.102803738317753,1,73,15
2020-04-12,1,122,32,3,1,29,179,23146.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,23.770491803278688,1,74,15
2020-04-12,2,107,32,2,1,30,142,22193.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,28.037383177570092,1,74,15
2020-04-13,1,122,32,3,1,29,182,23146.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,23.770491803278688,0,75,15
2020-04-13,2,107,33,2,1,31,145,23112.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,28.971962616822427,0,75,15
2020-04-14,1,122,32,3,1,29,185,23146.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,23.770491803278688,0,76,15
2020-04-14,2,107,34,2,0,32,148,23867.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,29.906542056074763,0,76,15
2020-04-15,1,122,32,2,2,30,188,24065.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,24.59016393442623,0,77,15
2020-04-15,2,107,34,2,1,32,150,23867.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,29.906542056074763,0,77,15
2020-04-16,1,122,34,3,1,31,190,24433.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,25.40983606557377,0,78,15
2020-04-16,2,107,34,2,1,32,152,23867.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,29.906542056074763,0,78,15
2020-04-17,1,122,34,3,1,31,193,24433.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,25.40983606557377,0,79,15
2020-04-17,2,107,35,2,0,33,155,24646.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,30.8411214953271,0,79,15
2020-04-18,1,122,34,3,1,31,194,24433.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,25.40983606557377,1,80,15
2020-04-18,2,107,35,2,1,33,156,24646.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,30.8411214953271,1,80,15
2020-04-19,1,122,34,3,2,31,194,24433.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,25.40983606557377,1,81,15
2020-04-19,2,107,35,2,1,33,158,24646.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,30.8411214953271,1,81,15
2020-04-20,1,122,34,3,2,31,195,24433.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,25.40983606557377,0,82,15
2020-04-20,2,107,36,2,0,34,161,25065.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,31.775700934579437,0,82,15
2020-04-21,1,122,34,3,3,31,198,24433.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,25.40983606557377,0,83,15
2020-04-21,2,107,36,2,0,34,163,25065.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,31.775700934579437,0,83,15
2020-04-22,1,122,34,3,3,31,201,24433.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,25.40983606557377,0,84,15
2020-04-22,2,107,36,2,0,34,165,25065.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,31.775700934579437,0,84,15
2020-04-23,1,122,36,3,2,33,206,25483.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,27.049180327868854,0,85,15
2020-04-23,2,107,36,2,2,34,167,25065.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,31.775700934579437,0,85,15
2020-04-24,1,122,37,3,2,34,209,26190.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,27.86885245901639,0,86,15
2020-04-24,2,107,37,2,1,35,169,25838.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,32.71028037383177,0,86,15
2020-04-25,1,122,37,3,2,34,210,26190.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,27.86885245901639,1,87,15
2020-04-25,2,107,38,2,1,36,171,26789.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,33.64485981308411,1,87,15
2020-04-26,1,122,37,3,2,34,210,26190.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,27.86885245901639,1,88,15
2020-04-26,2,107,38,2,1,36,172,26789.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,33.64485981308411,1,88,15
2020-04-27,1,122,38,3,1,35,213,26943.0,1.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,28.688524590163933,0,89,15
2020-04-27,2,107,38,2,1,36,174,26789.0,1.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,33.64485981308411,0,89,15
2020-04-28,1,122,38,3,1,35,215,26943.0,0.0,2020-01-29,2020-09-30,2020-01-29,2020-10-15,0.0,28.688524590163933,0,90,15
2020-04-28,2,107,38,2,2,36,176,26789.0,0.0,2020-01-29,2020-10-18,2020-01-29,2020-11-02,12.5,33.64485981308411,0,90,15
