Cost,Priority,Progress,Duration,Worker,TaskLength,IsBadWeather,WeatherAssessment,StartDelay,DayCount,TaskDelay,Is_Delayed
1331.0,1,73.68421052631578,19,4,0,1.0,0.0,0,17,5,0
2641.0,1,100.0,11,5,0,1.0,50.0,0,13,2,0
787.0,0,12.5,8,3,1,1.0,42.85714285714285,1,0,0,0
2961.0,1,52.94117647058824,17,6,0,1.0,85.71428571428571,0,10,3,0
792.0,0,25.0,8,4,2,1.0,50.0,0,1,0,0
698.0,1,33.33333333333333,3,3,1,1.0,87.5,0,4,4,1
1331.0,1,73.68421052631578,19,4,0,1.0,0.0,0,18,5,0
787.0,0,12.5,8,3,1,1.0,42.85714285714285,1,1,0,0
2961.0,1,52.94117647058824,17,6,0,1.0,85.71428571428571,0,11,3,0
792.0,0,37.5,8,4,2,1.0,50.0,0,2,0,0
698.0,1,66.66666666666666,3,3,1,1.0,87.5,0,5,4,1
1331.0,1,73.68421052631578,19,4,0,0.0,0.0,0,19,5,0
787.0,0,25.0,8,3,1,0.0,42.85714285714285,1,2,0,0
2961.0,1,58.82352941176471,17,6,0,0.0,85.71428571428571,0,12,3,0
792.0,0,50.0,8,4,2,0.0,50.0,0,3,0,0
698.0,1,100.0,3,3,1,0.0,87.5,0,6,4,0
923.0,0,16.666666666666664,6,2,2,0.0,62.5,4,0,0,0
1331.0,1,78.94736842105263,19,4,0,1.0,0.0,0,20,5,0
787.0,0,37.5,8,3,1,1.0,42.85714285714285,1,3,0,0
2961.0,1,58.82352941176471,17,6,0,1.0,85.71428571428571,0,13,3,0
792.0,0,62.5,8,4,2,1.0,50.0,0,4,0,0
923.0,0,33.33333333333333,6,2,2,1.0,62.5,4,1,0,0
1331.0,1,78.94736842105263,19,4,0,0.0,0.0,0,21,5,0
787.0,0,50.0,8,3,1,0.0,42.85714285714285,1,4,0,0
2961.0,1,64.70588235294117,17,6,0,0.0,85.71428571428571,0,14,3,0
792.0,0,75.0,8,4,2,0.0,50.0,0,5,0,0
923.0,1,50.0,6,2,2,0.0,62.5,4,2,0,1
1331.0,1,84.21052631578947,19,4,0,0.0,0.0,0,22,5,1
787.0,0,62.5,8,3,1,0.0,42.85714285714285,1,5,0,0
2961.0,1,70.58823529411765,17,6,0,0.0,85.71428571428571,0,15,3,0
792.0,0,87.5,8,4,2,0.0,50.0,0,6,0,0
923.0,1,66.66666666666666,6,2,2,0.0,62.5,4,3,0,1
1331.0,1,89.47368421052632,19,4,0,0.0,0.0,0,23,5,1
787.0,0,75.0,8,3,1,0.0,42.85714285714285,1,6,0,0
2961.0,1,76.47058823529412,17,6,0,0.0,85.71428571428571,0,16,3,0
792.0,0,100.0,8,4,2,0.0,50.0,0,7,0,0
923.0,1,83.33333333333334,6,2,2,0.0,62.5,4,4,0,1
1331.0,1,94.73684210526315,19,4,0,0.0,0.0,0,24,5,1
787.0,0,87.5,8,3,1,0.0,42.85714285714285,1,7,0,0
2961.0,1,76.47058823529412,17,6,0,0.0,85.71428571428571,0,17,3,0
330.0,0,14.285714285714285,7,2,3,0.0,25.0,0,0,3,0
923.0,1,100.0,6,2,2,0.0,62.5,4,5,0,0
751.0,0,12.5,8,1,3,0.0,25.0,3,0,1,0
1331.0,1,94.73684210526315,19,4,0,0.0,0.0,0,25,5,1
787.0,1,87.5,8,3,1,0.0,42.85714285714285,1,8,0,1
2961.0,1,76.47058823529412,17,6,0,0.0,85.71428571428571,0,18,3,0
330.0,0,28.57142857142857,7,2,3,0.0,25.0,0,1,3,0
751.0,0,25.0,8,1,3,0.0,25.0,3,1,1,0
1331.0,1,100.0,19,4,0,1.0,0.0,0,26,5,0
377.0,1,33.33333333333333,3,4,1,1.0,28.57142857142857,4,0,0,1
787.0,1,100.0,8,3,1,1.0,42.85714285714285,1,9,0,0
650.0,0,33.33333333333333,3,2,2,1.0,33.33333333333333,1,0,0,0
2961.0,1,82.35294117647058,17,6,0,1.0,85.71428571428571,0,19,3,0
330.0,0,28.57142857142857,7,2,3,1.0,25.0,0,2,3,0
751.0,0,37.5,8,1,3,1.0,25.0,3,2,1,0
377.0,1,66.66666666666666,3,4,1,0.0,28.57142857142857,4,1,0,1
650.0,0,66.66666666666666,3,2,2,0.0,33.33333333333333,1,1,0,0
2961.0,1,88.23529411764706,17,6,0,0.0,85.71428571428571,0,20,3,1
330.0,0,28.57142857142857,7,2,3,0.0,25.0,0,3,3,0
751.0,0,37.5,8,1,3,0.0,25.0,3,3,1,0
377.0,1,100.0,3,4,1,1.0,28.57142857142857,4,2,0,0
738.0,0,16.666666666666664,6,4,2,1.0,33.33333333333333,3,0,0,0
650.0,0,100.0,3,2,2,1.0,33.33333333333333,1,2,0,0
475.0,0,20.0,5,2,3,1.0,14.285714285714285,1,0,1,0
2961.0,1,94.11764705882352,17,6,0,1.0,85.71428571428571,0,21,3,1
330.0,0,42.857142857142854,7,2,3,1.0,25.0,0,4,3,0
751.0,0,50.0,8,1,3,1.0,25.0,3,4,1,0
738.0,0,33.33333333333333,6,4,2,0.0,33.33333333333333,3,1,0,0
475.0,0,40.0,5,2,3,0.0,14.285714285714285,1,1,1,0
2961.0,1,100.0,17,6,0,0.0,85.71428571428571,0,22,3,0
696.0,0,16.666666666666664,6,1,1,0.0,28.57142857142857,1,0,2,0
330.0,0,57.14285714285714,7,2,3,0.0,25.0,0,5,3,0
751.0,1,62.5,8,1,3,0.0,25.0,3,5,1,1
738.0,0,50.0,6,4,2,0.0,33.33333333333333,3,2,0,0
475.0,0,60.0,5,2,3,0.0,14.285714285714285,1,2,1,0
696.0,0,16.666666666666664,6,1,1,0.0,28.57142857142857,1,1,2,0
330.0,0,57.14285714285714,7,2,3,0.0,25.0,0,6,3,0
751.0,1,75.0,8,1,3,0.0,25.0,3,6,1,1
738.0,1,66.66666666666666,6,4,2,0.0,33.33333333333333,3,3,0,1
475.0,0,60.0,5,2,3,0.0,14.285714285714285,1,3,1,0
696.0,0,33.33333333333333,6,1,1,0.0,28.57142857142857,1,2,2,0
330.0,1,71.42857142857143,7,2,3,0.0,25.0,0,7,3,1
751.0,1,87.5,8,1,3,0.0,25.0,3,7,1,1
738.0,1,66.66666666666666,6,4,2,0.0,33.33333333333333,3,4,0,1
475.0,1,60.0,5,2,3,0.0,14.285714285714285,1,4,1,1
696.0,0,33.33333333333333,6,1,1,0.0,28.57142857142857,1,3,2,0
330.0,1,85.71428571428571,7,2,3,0.0,25.0,0,8,3,1
751.0,1,100.0,8,1,3,0.0,25.0,3,8,1,0
844.0,1,50.0,2,1,4,0.0,25.0,3,0,0,1
738.0,1,83.33333333333334,6,4,2,0.0,33.33333333333333,3,5,0,1
475.0,1,80.0,5,2,3,0.0,14.285714285714285,1,5,1,1
696.0,0,50.0,6,1,1,0.0,28.57142857142857,1,4,2,0
330.0,1,100.0,7,2,3,0.0,25.0,0,9,3,0
444.0,1,33.33333333333333,3,3,4,0.0,37.5,3,0,0,1
844.0,1,100.0,2,1,4,0.0,25.0,3,1,0,0
776.0,0,0.0,6,4,5,0.0,37.5,3,0,1,0
738.0,1,100.0,6,4,2,0.0,33.33333333333333,3,6,0,0
739.0,0,12.5,8,4,3,0.0,42.85714285714285,4,0,0,0
475.0,1,100.0,5,2,3,0.0,14.285714285714285,1,6,1,0
229.0,0,25.0,4,3,4,0.0,71.42857142857143,1,0,1,0
696.0,0,66.66666666666666,6,1,1,0.0,28.57142857142857,1,5,2,0
444.0,1,66.66666666666666,3,3,4,0.0,37.5,3,1,0,1
776.0,0,16.666666666666664,6,4,5,0.0,37.5,3,1,1,0
739.0,0,25.0,8,4,3,1.0,42.85714285714285,4,1,0,0
229.0,0,50.0,4,3,4,1.0,71.42857142857143,1,1,1,0
696.0,1,83.33333333333334,6,1,1,1.0,28.57142857142857,1,6,2,1
444.0,1,100.0,3,3,4,1.0,37.5,3,2,0,0
220.0,0,20.0,5,4,5,1.0,62.5,3,0,0,0
776.0,0,33.33333333333333,6,4,5,1.0,37.5,3,2,1,0
739.0,0,37.5,8,4,3,1.0,42.85714285714285,4,2,0,0
229.0,0,75.0,4,3,4,1.0,71.42857142857143,1,2,1,0
696.0,1,83.33333333333334,6,1,1,1.0,28.57142857142857,1,7,2,1
220.0,0,40.0,5,4,5,1.0,62.5,3,1,0,0
776.0,1,50.0,6,4,5,1.0,37.5,3,3,1,1
739.0,0,50.0,8,4,3,1.0,42.85714285714285,4,3,0,0
229.0,1,75.0,4,3,4,1.0,71.42857142857143,1,3,1,1
696.0,1,100.0,6,1,1,1.0,28.57142857142857,1,8,2,0
405.0,0,25.0,4,2,2,1.0,57.14285714285714,1,0,0,0
220.0,1,60.0,5,4,5,1.0,62.5,3,2,0,1
776.0,1,66.66666666666666,6,4,5,1.0,37.5,3,4,1,1
739.0,0,62.5,8,4,3,1.0,42.85714285714285,4,4,0,0
229.0,1,100.0,4,3,4,1.0,71.42857142857143,1,4,1,0
903.0,1,0.0,2,4,5,1.0,57.14285714285714,2,0,1,1
405.0,0,50.0,4,2,2,1.0,57.14285714285714,1,1,0,0
220.0,1,80.0,5,4,5,1.0,62.5,3,3,0,1
776.0,1,83.33333333333334,6,4,5,1.0,37.5,3,5,1,1
739.0,1,62.5,8,4,3,1.0,42.85714285714285,4,5,0,1
903.0,1,0.0,2,4,5,1.0,57.14285714285714,2,1,1,1
405.0,0,50.0,4,2,2,1.0,57.14285714285714,1,2,0,0
220.0,1,100.0,5,4,5,1.0,62.5,3,4,0,0
560.0,0,0.0,2,1,6,1.0,50.0,1,0,1,0
776.0,1,100.0,6,4,5,1.0,37.5,3,6,1,0
602.0,1,33.33333333333333,3,2,6,1.0,62.5,3,0,1,1
739.0,1,75.0,8,4,3,1.0,42.85714285714285,4,6,0,1
903.0,1,50.0,2,4,5,1.0,57.14285714285714,2,2,1,1
405.0,0,75.0,4,2,2,1.0,57.14285714285714,1,3,0,0
560.0,1,50.0,2,1,6,1.0,50.0,1,1,1,1
602.0,1,33.33333333333333,3,2,6,1.0,62.5,3,1,1,1
739.0,1,87.5,8,4,3,0.0,42.85714285714285,4,7,0,1
903.0,1,100.0,2,4,5,0.0,57.14285714285714,2,3,1,0
267.0,0,12.5,8,2,6,0.0,33.33333333333333,2,0,1,0
405.0,0,100.0,4,2,2,0.0,57.14285714285714,1,4,0,0
560.0,1,100.0,2,1,6,0.0,50.0,1,2,1,0
734.0,0,50.0,2,3,7,0.0,12.5,0,0,0,0
602.0,1,66.66666666666666,3,2,6,0.0,62.5,3,2,1,1
739.0,1,100.0,8,4,3,0.0,42.85714285714285,4,8,0,0
314.0,1,50.0,2,3,4,0.0,28.57142857142857,2,0,0,1
267.0,0,25.0,8,2,6,0.0,33.33333333333333,2,1,1,0
738.0,0,14.285714285714285,7,3,3,0.0,14.285714285714285,0,0,1,0
734.0,0,100.0,2,3,7,0.0,12.5,0,1,0,0
545.0,0,33.33333333333333,3,2,8,0.0,12.5,0,0,0,0
602.0,1,100.0,3,2,6,0.0,62.5,3,3,1,0
893.0,0,0.0,8,1,7,0.0,50.0,4,0,1,0
314.0,1,100.0,2,3,4,0.0,28.57142857142857,2,1,0,0
512.0,0,50.0,2,2,5,0.0,14.285714285714285,1,0,3,0
267.0,0,25.0,8,2,6,0.0,33.33333333333333,2,2,1,0
738.0,0,28.57142857142857,7,3,3,0.0,14.285714285714285,0,1,1,0
545.0,0,66.66666666666666,3,2,8,0.0,12.5,0,1,0,0
893.0,0,12.5,8,1,7,0.0,50.0,4,1,1,0
512.0,1,50.0,2,2,5,0.0,14.285714285714285,1,1,3,1
267.0,0,37.5,8,2,6,0.0,33.33333333333333,2,3,1,0
738.0,0,42.857142857142854,7,3,3,0.0,14.285714285714285,0,2,1,0
545.0,0,100.0,3,2,8,0.0,12.5,0,2,0,0
540.0,0,50.0,2,2,9,0.0,12.5,0,0,1,0
893.0,0,25.0,8,1,7,0.0,50.0,4,2,1,0
512.0,1,50.0,2,2,5,1.0,14.285714285714285,1,2,3,1
267.0,0,50.0,8,2,6,1.0,33.33333333333333,2,4,1,0
738.0,0,57.14285714285714,7,3,3,1.0,14.285714285714285,0,3,1,0
540.0,0,50.0,2,2,9,1.0,12.5,0,1,1,0
893.0,0,37.5,8,1,7,1.0,50.0,4,3,1,0
512.0,1,50.0,2,2,5,0.0,14.285714285714285,1,3,3,1
267.0,0,50.0,8,2,6,0.0,33.33333333333333,2,5,1,0
738.0,0,57.14285714285714,7,3,3,0.0,14.285714285714285,0,4,1,0
540.0,0,100.0,2,2,9,0.0,12.5,0,2,1,0
911.0,0,33.33333333333333,3,2,10,0.0,12.5,1,0,1,0
893.0,1,50.0,8,1,7,0.0,50.0,4,4,1,1
512.0,1,100.0,2,2,5,0.0,14.285714285714285,1,4,3,0
855.0,0,25.0,4,1,6,0.0,14.285714285714285,4,0,1,0
267.0,0,62.5,8,2,6,0.0,33.33333333333333,2,6,1,0
738.0,0,57.14285714285714,7,3,3,0.0,14.285714285714285,0,5,1,0
911.0,0,33.33333333333333,3,2,10,0.0,12.5,1,1,1,0
893.0,1,62.5,8,1,7,0.0,50.0,4,5,1,1
855.0,1,50.0,4,1,6,0.0,14.285714285714285,4,1,1,1
267.0,1,75.0,8,2,6,0.0,33.33333333333333,2,7,1,1
738.0,0,71.42857142857143,7,3,3,0.0,14.285714285714285,0,6,1,0
911.0,1,66.66666666666666,3,2,10,0.0,12.5,1,2,1,1
893.0,1,75.0,8,1,7,0.0,50.0,4,6,1,1
855.0,1,50.0,4,1,6,0.0,14.285714285714285,4,2,1,1
267.0,1,87.5,8,2,6,0.0,33.33333333333333,2,8,1,1
738.0,0,85.71428571428571,7,3,3,0.0,14.285714285714285,0,7,1,0
911.0,1,100.0,3,2,10,0.0,12.5,1,3,1,0
859.0,0,50.0,2,4,11,0.0,0.0,1,0,0,0
893.0,1,87.5,8,1,7,0.0,50.0,4,7,1,1
855.0,1,75.0,4,1,6,0.0,14.285714285714285,4,3,1,1
267.0,1,100.0,8,2,6,0.0,33.33333333333333,2,9,1,0
898.0,0,12.5,8,2,7,0.0,14.285714285714285,1,0,4,0
738.0,0,100.0,7,3,3,0.0,14.285714285714285,0,8,1,0
280.0,0,25.0,4,2,4,0.0,14.285714285714285,1,0,1,0
859.0,0,100.0,2,4,11,0.0,0.0,1,1,0,0
204.0,0,0.0,3,2,12,0.0,25.0,0,0,4,0
893.0,1,100.0,8,1,7,0.0,50.0,4,8,1,0
444.0,0,14.285714285714285,7,4,8,0.0,0.0,4,0,2,0
855.0,1,100.0,4,1,6,0.0,14.285714285714285,4,4,1,0
343.0,0,14.285714285714285,7,1,7,0.0,14.285714285714285,2,0,0,0
898.0,0,25.0,8,2,7,0.0,14.285714285714285,1,1,4,0
280.0,0,50.0,4,2,4,0.0,14.285714285714285,1,1,1,0
204.0,0,0.0,3,2,12,0.0,25.0,0,1,4,0
444.0,0,28.57142857142857,7,4,8,0.0,0.0,4,1,2,0
343.0,0,28.57142857142857,7,1,7,0.0,14.285714285714285,2,1,0,0
898.0,0,25.0,8,2,7,0.0,14.285714285714285,1,2,4,0
280.0,0,75.0,4,2,4,0.0,14.285714285714285,1,2,1,0
204.0,0,33.33333333333333,3,2,12,0.0,25.0,0,2,4,0
444.0,0,42.857142857142854,7,4,8,0.0,0.0,4,2,2,0
343.0,0,28.57142857142857,7,1,7,0.0,14.285714285714285,2,2,0,0
898.0,0,25.0,8,2,7,0.0,14.285714285714285,1,3,4,0
280.0,1,75.0,4,2,4,0.0,14.285714285714285,1,3,1,1
204.0,1,33.33333333333333,3,2,12,0.0,25.0,0,3,4,1
444.0,1,57.14285714285714,7,4,8,0.0,0.0,4,3,2,1
343.0,0,42.857142857142854,7,1,7,0.0,14.285714285714285,2,3,0,0
898.0,0,37.5,8,2,7,0.0,14.285714285714285,1,4,4,0
280.0,1,75.0,4,2,4,0.0,14.285714285714285,1,4,1,1
204.0,1,33.33333333333333,3,2,12,0.0,25.0,0,4,4,1
444.0,1,71.42857142857143,7,4,8,0.0,0.0,4,4,2,1
343.0,0,57.14285714285714,7,1,7,0.0,14.285714285714285,2,4,0,0
898.0,0,50.0,8,2,7,0.0,14.285714285714285,1,5,4,0
280.0,1,100.0,4,2,4,0.0,14.285714285714285,1,5,1,0
975.0,0,20.0,5,1,5,0.0,33.33333333333333,2,0,0,0
204.0,1,66.66666666666666,3,2,12,0.0,25.0,0,5,4,1
444.0,1,71.42857142857143,7,4,8,0.0,0.0,4,5,2,1
343.0,0,71.42857142857143,7,1,7,1.0,14.285714285714285,2,5,0,0
898.0,0,50.0,8,2,7,1.0,14.285714285714285,1,6,4,0
975.0,0,40.0,5,1,5,1.0,33.33333333333333,2,1,0,0
204.0,1,100.0,3,2,12,1.0,25.0,0,6,4,0
528.0,0,20.0,5,3,13,1.0,50.0,2,0,1,0
444.0,1,71.42857142857143,7,4,8,1.0,0.0,4,6,2,1
343.0,1,85.71428571428571,7,1,7,1.0,14.285714285714285,2,6,0,1
898.0,0,50.0,8,2,7,1.0,14.285714285714285,1,7,4,0
975.0,0,60.0,5,1,5,1.0,33.33333333333333,2,2,0,0
528.0,0,20.0,5,3,13,1.0,50.0,2,1,1,0
444.0,1,85.71428571428571,7,4,8,1.0,0.0,4,7,2,1
343.0,1,100.0,7,1,7,0.0,14.285714285714285,2,7,0,0
800.0,0,14.285714285714285,7,4,8,0.0,42.85714285714285,1,0,0,0
898.0,1,62.5,8,2,7,0.0,14.285714285714285,1,8,4,1
975.0,1,80.0,5,1,5,0.0,33.33333333333333,2,3,0,1
528.0,0,40.0,5,3,13,0.0,50.0,2,2,1,0
444.0,1,100.0,7,4,8,0.0,0.0,4,8,2,0
384.0,1,16.666666666666664,6,1,9,0.0,25.0,6,0,1,1
800.0,0,28.57142857142857,7,4,8,0.0,42.85714285714285,1,1,0,0
898.0,1,75.0,8,2,7,0.0,14.285714285714285,1,9,4,1
975.0,1,100.0,5,1,5,0.0,33.33333333333333,2,4,0,0
752.0,0,0.0,3,1,6,0.0,42.85714285714285,2,0,1,0
528.0,1,60.0,5,3,13,0.0,50.0,2,3,1,1
384.0,1,16.666666666666664,6,1,9,0.0,25.0,6,1,1,1
800.0,0,28.57142857142857,7,4,8,1.0,42.85714285714285,1,2,0,0
898.0,1,75.0,8,2,7,1.0,14.285714285714285,1,10,4,1
752.0,1,0.0,3,1,6,1.0,42.85714285714285,2,1,1,1
528.0,1,80.0,5,3,13,1.0,50.0,2,4,1,1
384.0,1,33.33333333333333,6,1,9,1.0,25.0,6,2,1,1
800.0,0,42.857142857142854,7,4,8,1.0,42.85714285714285,1,3,0,0
898.0,1,87.5,8,2,7,1.0,14.285714285714285,1,11,4,1
752.0,1,33.33333333333333,3,1,6,1.0,42.85714285714285,2,2,1,1
528.0,1,100.0,5,3,13,1.0,50.0,2,5,1,0
497.0,0,50.0,2,2,14,1.0,75.0,1,0,1,0
384.0,1,50.0,6,1,9,1.0,25.0,6,3,1,1
800.0,0,57.14285714285714,7,4,8,0.0,42.85714285714285,1,4,0,0
898.0,1,100.0,8,2,7,0.0,14.285714285714285,1,12,4,0
705.0,1,0.0,2,4,8,0.0,42.85714285714285,5,0,1,1
752.0,1,66.66666666666666,3,1,6,0.0,42.85714285714285,2,3,1,1
497.0,1,50.0,2,2,14,0.0,75.0,1,1,1,1
384.0,1,66.66666666666666,6,1,9,0.0,25.0,6,4,1,1
800.0,0,71.42857142857143,7,4,8,0.0,42.85714285714285,1,5,0,0
705.0,1,50.0,2,4,8,0.0,42.85714285714285,5,1,1,1
752.0,1,100.0,3,1,6,0.0,42.85714285714285,2,4,1,0
753.0,0,0.0,8,1,7,0.0,57.14285714285714,4,0,2,0
497.0,1,100.0,2,2,14,0.0,75.0,1,2,1,0
344.0,0,0.0,3,4,15,0.0,75.0,2,0,1,0
384.0,1,83.33333333333334,6,1,9,0.0,25.0,6,5,1,1
800.0,0,85.71428571428571,7,4,8,1.0,42.85714285714285,1,6,0,0
705.0,1,100.0,2,4,8,1.0,42.85714285714285,5,2,1,0
683.0,0,14.285714285714285,7,4,9,1.0,66.66666666666666,4,0,1,0
753.0,0,12.5,8,1,7,1.0,57.14285714285714,4,1,2,0
344.0,1,33.33333333333333,3,4,15,1.0,75.0,2,1,1,1
384.0,1,100.0,6,1,9,1.0,25.0,6,6,1,0
681.0,1,50.0,2,1,10,1.0,50.0,6,0,0,1
800.0,0,100.0,7,4,8,1.0,42.85714285714285,1,7,0,0
683.0,0,28.57142857142857,7,4,9,1.0,66.66666666666666,4,1,1,0
753.0,0,25.0,8,1,7,1.0,57.14285714285714,4,2,2,0
344.0,1,66.66666666666666,3,4,15,1.0,75.0,2,2,1,1
681.0,1,100.0,2,1,10,1.0,50.0,6,1,0,0
972.0,1,16.666666666666664,6,3,11,1.0,62.5,6,0,0,1
745.0,0,33.33333333333333,3,1,9,1.0,71.42857142857143,0,0,1,0
683.0,0,28.57142857142857,7,4,9,1.0,66.66666666666666,4,2,1,0
753.0,0,37.5,8,1,7,1.0,57.14285714285714,4,3,2,0
344.0,1,100.0,3,4,15,1.0,75.0,2,3,1,0
292.0,0,20.0,5,3,16,1.0,75.0,2,0,3,0
972.0,1,33.33333333333333,6,3,11,1.0,62.5,6,1,0,1
745.0,0,33.33333333333333,3,1,9,1.0,71.42857142857143,0,1,1,0
683.0,1,28.57142857142857,7,4,9,1.0,66.66666666666666,4,3,1,1
753.0,0,37.5,8,1,7,1.0,57.14285714285714,4,4,2,0
292.0,0,20.0,5,3,16,1.0,75.0,2,1,3,0
972.0,1,50.0,6,3,11,1.0,62.5,6,2,0,1
745.0,0,66.66666666666666,3,1,9,1.0,71.42857142857143,0,2,1,0
683.0,1,42.857142857142854,7,4,9,1.0,66.66666666666666,4,4,1,1
753.0,0,50.0,8,1,7,1.0,57.14285714285714,4,5,2,0
292.0,0,20.0,5,3,16,1.0,75.0,2,2,3,0
972.0,1,66.66666666666666,6,3,11,1.0,62.5,6,3,0,1
745.0,0,66.66666666666666,3,1,9,0.0,71.42857142857143,0,3,1,0
683.0,1,57.14285714285714,7,4,9,0.0,66.66666666666666,4,5,1,1
753.0,1,62.5,8,1,7,0.0,57.14285714285714,4,6,2,1
292.0,1,20.0,5,3,16,0.0,75.0,2,3,3,1
972.0,1,83.33333333333334,6,3,11,0.0,62.5,6,4,0,1
745.0,0,100.0,3,1,9,1.0,71.42857142857143,0,4,1,0
919.0,0,16.666666666666664,6,1,10,1.0,42.85714285714285,0,0,1,0
683.0,1,71.42857142857143,7,4,9,1.0,66.66666666666666,4,6,1,1
