TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,IsBadWeather,WeatherAssessment,Progress,Weekend,DayCount,Delay
117.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,37.5,0.0,0.0,8.0,32.0
121.0,13.0,3.0,0.0,10.0,71.0,9582.0,0.0,16.666666666666664,8.264462809917356,0.0,37.0,25.0
117.0,2.0,1.0,0.0,1.0,11.0,2271.0,0.0,37.5,0.8547008547008548,0.0,9.0,32.0
121.0,13.0,3.0,0.0,10.0,72.0,9582.0,0.0,16.666666666666664,8.264462809917356,0.0,38.0,25.0
117.0,3.0,2.0,0.0,1.0,12.0,2271.0,0.0,37.5,0.8547008547008548,0.0,10.0,32.0
121.0,13.0,3.0,0.0,10.0,73.0,9582.0,1.0,16.666666666666664,8.264462809917356,0.0,39.0,25.0
117.0,3.0,2.0,0.0,1.0,14.0,2271.0,1.0,37.5,0.8547008547008548,0.0,11.0,32.0
121.0,13.0,3.0,1.0,10.0,73.0,9582.0,1.0,16.666666666666664,8.264462809917356,1.0,40.0,25.0
117.0,3.0,2.0,0.0,1.0,16.0,2271.0,1.0,37.5,0.8547008547008548,1.0,12.0,32.0
121.0,13.0,3.0,1.0,10.0,73.0,9582.0,1.0,16.666666666666664,8.264462809917356,1.0,41.0,25.0
117.0,3.0,2.0,1.0,1.0,18.0,2271.0,1.0,37.5,0.8547008547008548,1.0,13.0,32.0
121.0,13.0,3.0,1.0,10.0,75.0,9582.0,0.0,16.666666666666664,8.264462809917356,0.0,42.0,25.0
117.0,3.0,2.0,2.0,1.0,19.0,2271.0,0.0,37.5,0.8547008547008548,0.0,14.0,32.0
121.0,13.0,3.0,2.0,10.0,78.0,9582.0,0.0,16.666666666666664,8.264462809917356,0.0,43.0,25.0
117.0,5.0,2.0,0.0,3.0,23.0,5020.0,0.0,37.5,2.564102564102564,0.0,15.0,32.0
121.0,15.0,3.0,1.0,12.0,83.0,10513.0,1.0,16.666666666666664,9.917355371900827,0.0,44.0,25.0
117.0,6.0,2.0,0.0,4.0,26.0,5557.0,1.0,37.5,3.418803418803419,0.0,16.0,32.0
121.0,16.0,3.0,1.0,13.0,86.0,11445.0,0.0,16.666666666666664,10.743801652892563,0.0,45.0,25.0
117.0,7.0,2.0,0.0,5.0,28.0,5762.0,0.0,37.5,4.273504273504273,0.0,17.0,32.0
121.0,16.0,2.0,1.0,14.0,89.0,12052.0,0.0,16.666666666666664,11.570247933884298,0.0,46.0,25.0
117.0,7.0,1.0,1.0,6.0,30.0,6729.0,0.0,37.5,5.128205128205128,0.0,18.0,32.0
121.0,17.0,3.0,1.0,14.0,89.0,12052.0,0.0,16.666666666666664,11.570247933884298,1.0,47.0,25.0
117.0,8.0,2.0,1.0,6.0,32.0,6729.0,0.0,37.5,5.128205128205128,1.0,19.0,32.0
121.0,17.0,3.0,1.0,14.0,89.0,12052.0,0.0,16.666666666666664,11.570247933884298,1.0,48.0,25.0
117.0,8.0,2.0,1.0,6.0,33.0,6729.0,0.0,37.5,5.128205128205128,1.0,20.0,32.0
121.0,17.0,3.0,1.0,14.0,92.0,12052.0,0.0,16.666666666666664,11.570247933884298,0.0,49.0,25.0
117.0,8.0,1.0,1.0,7.0,35.0,7016.0,0.0,37.5,5.982905982905983,0.0,21.0,32.0
121.0,18.0,3.0,1.0,15.0,96.0,12599.0,1.0,16.666666666666664,12.396694214876034,0.0,50.0,25.0
117.0,10.0,2.0,0.0,8.0,38.0,7376.0,1.0,37.5,6.837606837606838,0.0,22.0,32.0
121.0,19.0,3.0,1.0,16.0,100.0,12878.0,0.0,16.666666666666664,13.223140495867769,0.0,51.0,25.0
117.0,10.0,2.0,0.0,8.0,40.0,7376.0,0.0,37.5,6.837606837606838,0.0,23.0,32.0
121.0,20.0,3.0,0.0,17.0,104.0,13543.0,0.0,16.666666666666664,14.049586776859504,0.0,52.0,25.0
117.0,10.0,1.0,1.0,9.0,42.0,8103.0,0.0,37.5,7.6923076923076925,0.0,24.0,32.0
121.0,20.0,3.0,0.0,17.0,106.0,13543.0,0.0,16.666666666666664,14.049586776859504,0.0,53.0,25.0
117.0,10.0,1.0,1.0,9.0,43.0,8103.0,0.0,37.5,7.6923076923076925,0.0,25.0,32.0
121.0,20.0,3.0,1.0,17.0,106.0,13543.0,1.0,16.666666666666664,14.049586776859504,1.0,54.0,25.0
117.0,11.0,2.0,1.0,9.0,45.0,8103.0,1.0,37.5,7.6923076923076925,1.0,26.0,32.0
121.0,20.0,3.0,1.0,17.0,106.0,13543.0,1.0,16.666666666666664,14.049586776859504,1.0,55.0,25.0
117.0,11.0,2.0,1.0,9.0,47.0,8103.0,1.0,37.5,7.6923076923076925,1.0,27.0,32.0
121.0,20.0,3.0,1.0,17.0,108.0,13543.0,1.0,16.666666666666664,14.049586776859504,0.0,56.0,25.0
85.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,28.57142857142857,0.0,0.0,0.0,26.0
117.0,12.0,2.0,1.0,10.0,48.0,8830.0,1.0,37.5,8.547008547008547,0.0,28.0,32.0
121.0,21.0,2.0,1.0,19.0,112.0,14497.0,0.0,16.666666666666664,15.702479338842975,0.0,57.0,25.0
85.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,28.57142857142857,0.0,0.0,1.0,26.0
117.0,12.0,2.0,1.0,10.0,50.0,8830.0,0.0,37.5,8.547008547008547,0.0,29.0,32.0
121.0,22.0,3.0,2.0,19.0,115.0,14497.0,0.0,16.666666666666664,15.702479338842975,0.0,58.0,25.0
85.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,28.57142857142857,0.0,0.0,2.0,26.0
117.0,13.0,2.0,0.0,11.0,53.0,9261.0,0.0,37.5,9.401709401709402,0.0,30.0,32.0
121.0,23.0,3.0,1.0,20.0,118.0,14709.0,0.0,16.666666666666664,16.528925619834713,0.0,59.0,25.0
85.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,28.57142857142857,0.0,0.0,3.0,26.0
117.0,13.0,2.0,1.0,11.0,55.0,9261.0,0.0,37.5,9.401709401709402,0.0,31.0,32.0
121.0,24.0,3.0,1.0,21.0,122.0,14970.0,0.0,16.666666666666664,17.355371900826448,0.0,60.0,25.0
85.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,28.57142857142857,0.0,0.0,4.0,26.0
117.0,14.0,2.0,1.0,12.0,58.0,10135.0,0.0,37.5,10.256410256410255,0.0,32.0,32.0
121.0,24.0,3.0,1.0,21.0,122.0,14970.0,0.0,16.666666666666664,17.355371900826448,1.0,61.0,25.0
85.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,28.57142857142857,0.0,1.0,5.0,26.0
117.0,14.0,2.0,1.0,12.0,60.0,10135.0,0.0,37.5,10.256410256410255,1.0,33.0,32.0
121.0,24.0,3.0,1.0,21.0,122.0,14970.0,0.0,16.666666666666664,17.355371900826448,1.0,62.0,25.0
85.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,28.57142857142857,0.0,1.0,6.0,26.0
117.0,14.0,2.0,1.0,12.0,62.0,10135.0,0.0,37.5,10.256410256410255,1.0,34.0,32.0
121.0,24.0,3.0,1.0,21.0,125.0,14970.0,1.0,16.666666666666664,17.355371900826448,0.0,63.0,25.0
85.0,2.0,2.0,0.0,0.0,8.0,0.0,1.0,28.57142857142857,0.0,0.0,7.0,26.0
117.0,14.0,2.0,1.0,12.0,63.0,10135.0,1.0,37.5,10.256410256410255,0.0,35.0,32.0
121.0,25.0,3.0,1.0,22.0,128.0,15499.0,0.0,16.666666666666664,18.181818181818183,0.0,64.0,25.0
85.0,2.0,2.0,0.0,0.0,9.0,0.0,0.0,28.57142857142857,0.0,0.0,8.0,26.0
117.0,15.0,2.0,1.0,13.0,65.0,10634.0,0.0,37.5,11.11111111111111,0.0,36.0,32.0
121.0,25.0,3.0,2.0,22.0,131.0,15499.0,1.0,16.666666666666664,18.181818181818183,0.0,65.0,25.0
85.0,2.0,2.0,0.0,0.0,11.0,0.0,1.0,28.57142857142857,0.0,0.0,9.0,26.0
117.0,15.0,2.0,1.0,13.0,66.0,10634.0,1.0,37.5,11.11111111111111,0.0,37.0,32.0
121.0,25.0,2.0,2.0,23.0,134.0,16393.0,0.0,16.666666666666664,19.00826446280992,0.0,66.0,25.0
85.0,2.0,2.0,0.0,0.0,12.0,0.0,0.0,28.57142857142857,0.0,0.0,10.0,26.0
117.0,15.0,2.0,1.0,13.0,67.0,10634.0,0.0,37.5,11.11111111111111,0.0,38.0,32.0
121.0,27.0,2.0,0.0,25.0,138.0,17255.0,0.0,16.666666666666664,20.66115702479339,0.0,67.0,25.0
85.0,2.0,2.0,0.0,0.0,14.0,0.0,0.0,28.57142857142857,0.0,0.0,11.0,26.0
117.0,16.0,2.0,1.0,14.0,70.0,11520.0,0.0,37.5,11.965811965811966,0.0,39.0,32.0
121.0,28.0,3.0,0.0,25.0,138.0,17255.0,0.0,16.666666666666664,20.66115702479339,1.0,68.0,25.0
85.0,2.0,2.0,0.0,0.0,16.0,0.0,0.0,28.57142857142857,0.0,1.0,12.0,26.0
117.0,16.0,2.0,1.0,14.0,72.0,11520.0,0.0,37.5,11.965811965811966,1.0,40.0,32.0
121.0,28.0,3.0,0.0,25.0,138.0,17255.0,0.0,16.666666666666664,20.66115702479339,1.0,69.0,25.0
85.0,2.0,2.0,0.0,0.0,16.0,0.0,0.0,28.57142857142857,0.0,1.0,13.0,26.0
117.0,17.0,1.0,1.0,16.0,75.0,12520.0,0.0,37.5,13.675213675213676,1.0,41.0,32.0
121.0,28.0,3.0,0.0,25.0,140.0,17255.0,0.0,16.666666666666664,20.66115702479339,0.0,70.0,25.0
85.0,2.0,2.0,0.0,0.0,17.0,0.0,0.0,28.57142857142857,0.0,0.0,14.0,26.0
117.0,19.0,2.0,1.0,17.0,77.0,13148.0,0.0,37.5,14.529914529914532,0.0,42.0,32.0
121.0,28.0,3.0,0.0,25.0,142.0,17255.0,0.0,16.666666666666664,20.66115702479339,0.0,71.0,25.0
85.0,2.0,2.0,0.0,0.0,19.0,0.0,0.0,28.57142857142857,0.0,0.0,15.0,26.0
117.0,19.0,2.0,1.0,17.0,79.0,13148.0,0.0,37.5,14.529914529914532,0.0,43.0,32.0
121.0,28.0,3.0,0.0,25.0,145.0,17255.0,0.0,16.666666666666664,20.66115702479339,0.0,72.0,25.0
85.0,2.0,2.0,1.0,0.0,20.0,0.0,0.0,28.57142857142857,0.0,0.0,16.0,26.0
117.0,20.0,2.0,0.0,18.0,82.0,14095.0,0.0,37.5,15.384615384615385,0.0,44.0,32.0
121.0,28.0,3.0,0.0,25.0,146.0,17255.0,0.0,16.666666666666664,20.66115702479339,0.0,73.0,25.0
85.0,3.0,2.0,0.0,1.0,22.0,1217.0,0.0,28.57142857142857,1.1764705882352942,0.0,17.0,26.0
117.0,20.0,2.0,0.0,18.0,84.0,14095.0,0.0,37.5,15.384615384615385,0.0,45.0,32.0
121.0,28.0,3.0,1.0,25.0,149.0,17255.0,0.0,16.666666666666664,20.66115702479339,0.0,74.0,25.0
85.0,3.0,2.0,0.0,1.0,24.0,1217.0,0.0,28.57142857142857,1.1764705882352942,0.0,18.0,26.0
117.0,20.0,2.0,0.0,18.0,85.0,14095.0,0.0,37.5,15.384615384615385,0.0,46.0,32.0
121.0,28.0,3.0,3.0,25.0,149.0,17255.0,1.0,16.666666666666664,20.66115702479339,1.0,75.0,25.0
85.0,3.0,2.0,1.0,1.0,26.0,1217.0,1.0,28.57142857142857,1.1764705882352942,1.0,19.0,26.0
117.0,20.0,2.0,1.0,18.0,85.0,14095.0,1.0,37.5,15.384615384615385,1.0,47.0,32.0
121.0,28.0,3.0,3.0,25.0,149.0,17255.0,1.0,16.666666666666664,20.66115702479339,1.0,76.0,25.0
85.0,3.0,2.0,1.0,1.0,26.0,1217.0,1.0,28.57142857142857,1.1764705882352942,1.0,20.0,26.0
117.0,20.0,2.0,1.0,18.0,87.0,14095.0,1.0,37.5,15.384615384615385,1.0,48.0,32.0
121.0,28.0,3.0,3.0,25.0,151.0,17255.0,0.0,16.666666666666664,20.66115702479339,0.0,77.0,25.0
85.0,3.0,2.0,1.0,1.0,28.0,1217.0,0.0,28.57142857142857,1.1764705882352942,0.0,21.0,26.0
117.0,20.0,2.0,1.0,18.0,89.0,14095.0,0.0,37.5,15.384615384615385,0.0,49.0,32.0
121.0,29.0,3.0,2.0,26.0,155.0,18202.0,0.0,16.666666666666664,21.487603305785125,0.0,78.0,25.0
85.0,3.0,2.0,1.0,1.0,29.0,1217.0,0.0,28.57142857142857,1.1764705882352942,0.0,22.0,26.0
117.0,20.0,2.0,2.0,18.0,90.0,14095.0,0.0,37.5,15.384615384615385,0.0,50.0,32.0
121.0,29.0,3.0,2.0,26.0,158.0,18202.0,0.0,16.666666666666664,21.487603305785125,0.0,79.0,25.0
85.0,3.0,2.0,1.0,1.0,31.0,1217.0,0.0,28.57142857142857,1.1764705882352942,0.0,23.0,26.0
117.0,20.0,2.0,2.0,18.0,92.0,14095.0,0.0,37.5,15.384615384615385,0.0,51.0,32.0
121.0,31.0,3.0,1.0,28.0,163.0,20018.0,1.0,16.666666666666664,23.140495867768596,0.0,80.0,25.0
85.0,4.0,2.0,2.0,2.0,32.0,3182.0,1.0,28.57142857142857,2.3529411764705883,0.0,24.0,26.0
117.0,20.0,2.0,2.0,18.0,93.0,14095.0,1.0,37.5,15.384615384615385,0.0,52.0,32.0
121.0,31.0,3.0,2.0,28.0,164.0,20018.0,0.0,16.666666666666664,23.140495867768596,0.0,81.0,25.0
85.0,4.0,2.0,2.0,2.0,34.0,3182.0,0.0,28.57142857142857,2.3529411764705883,0.0,25.0,26.0
117.0,22.0,2.0,2.0,20.0,97.0,15271.0,0.0,37.5,17.094017094017094,0.0,53.0,32.0
121.0,31.0,3.0,2.0,28.0,164.0,20018.0,1.0,16.666666666666664,23.140495867768596,1.0,82.0,25.0
85.0,5.0,2.0,1.0,3.0,36.0,3908.0,1.0,28.57142857142857,3.5294117647058822,1.0,26.0,26.0
117.0,23.0,2.0,1.0,21.0,99.0,16238.0,1.0,37.5,17.94871794871795,1.0,54.0,32.0
121.0,31.0,3.0,2.0,28.0,164.0,20018.0,1.0,16.666666666666664,23.140495867768596,1.0,83.0,25.0
85.0,5.0,2.0,1.0,3.0,36.0,3908.0,1.0,28.57142857142857,3.5294117647058822,1.0,27.0,26.0
117.0,24.0,2.0,0.0,22.0,102.0,16723.0,1.0,37.5,18.803418803418804,1.0,55.0,32.0
121.0,31.0,3.0,2.0,28.0,166.0,20018.0,1.0,16.666666666666664,23.140495867768596,0.0,84.0,25.0
85.0,5.0,2.0,1.0,3.0,38.0,3908.0,1.0,28.57142857142857,3.5294117647058822,0.0,28.0,26.0
117.0,24.0,2.0,1.0,22.0,103.0,16723.0,1.0,37.5,18.803418803418804,0.0,56.0,32.0
121.0,32.0,3.0,1.0,29.0,169.0,20335.0,0.0,16.666666666666664,23.96694214876033,0.0,85.0,25.0
85.0,5.0,2.0,1.0,3.0,39.0,3908.0,0.0,28.57142857142857,3.5294117647058822,0.0,29.0,26.0
117.0,24.0,2.0,1.0,22.0,105.0,16723.0,0.0,37.5,18.803418803418804,0.0,57.0,32.0
121.0,33.0,3.0,2.0,30.0,173.0,21031.0,0.0,16.666666666666664,24.793388429752067,0.0,86.0,25.0
85.0,6.0,2.0,1.0,4.0,42.0,4507.0,0.0,28.57142857142857,4.705882352941177,0.0,30.0,26.0
117.0,24.0,2.0,1.0,22.0,107.0,16723.0,0.0,37.5,18.803418803418804,0.0,58.0,32.0
121.0,33.0,3.0,2.0,30.0,175.0,21031.0,0.0,16.666666666666664,24.793388429752067,0.0,87.0,25.0
85.0,7.0,2.0,0.0,5.0,45.0,4811.0,0.0,28.57142857142857,5.88235294117647,0.0,31.0,26.0
117.0,24.0,2.0,1.0,22.0,109.0,16723.0,0.0,37.5,18.803418803418804,0.0,59.0,32.0
121.0,34.0,3.0,1.0,31.0,179.0,21368.0,0.0,16.666666666666664,25.6198347107438,0.0,88.0,25.0
85.0,7.0,2.0,0.0,5.0,47.0,4811.0,0.0,28.57142857142857,5.88235294117647,0.0,32.0,26.0
117.0,24.0,2.0,2.0,22.0,111.0,16723.0,0.0,37.5,18.803418803418804,0.0,60.0,32.0
121.0,34.0,3.0,1.0,31.0,179.0,21368.0,0.0,16.666666666666664,25.6198347107438,1.0,89.0,25.0
85.0,7.0,2.0,1.0,5.0,49.0,4811.0,0.0,28.57142857142857,5.88235294117647,1.0,33.0,26.0
117.0,25.0,2.0,2.0,23.0,114.0,17358.0,0.0,37.5,19.65811965811966,1.0,61.0,32.0
121.0,34.0,3.0,1.0,31.0,179.0,21368.0,0.0,16.666666666666664,25.6198347107438,1.0,90.0,25.0
85.0,7.0,2.0,2.0,5.0,49.0,4811.0,0.0,28.57142857142857,5.88235294117647,1.0,34.0,26.0
117.0,27.0,2.0,0.0,25.0,117.0,18267.0,0.0,37.5,21.367521367521366,1.0,62.0,32.0
121.0,34.0,3.0,1.0,31.0,182.0,21368.0,0.0,16.666666666666664,25.6198347107438,0.0,91.0,25.0
85.0,7.0,2.0,2.0,5.0,51.0,4811.0,0.0,28.57142857142857,5.88235294117647,0.0,35.0,26.0
117.0,27.0,2.0,0.0,25.0,118.0,18267.0,0.0,37.5,21.367521367521366,0.0,63.0,32.0
121.0,34.0,3.0,1.0,31.0,185.0,21368.0,0.0,16.666666666666664,25.6198347107438,0.0,92.0,25.0
85.0,8.0,2.0,1.0,6.0,54.0,5708.0,0.0,28.57142857142857,7.0588235294117645,0.0,36.0,26.0
117.0,27.0,2.0,1.0,25.0,120.0,18267.0,0.0,37.5,21.367521367521366,0.0,64.0,32.0
121.0,34.0,3.0,3.0,31.0,187.0,21368.0,0.0,16.666666666666664,25.6198347107438,0.0,93.0,25.0
85.0,9.0,2.0,0.0,7.0,57.0,6339.0,0.0,28.57142857142857,8.235294117647058,0.0,37.0,26.0
117.0,27.0,2.0,2.0,25.0,122.0,18267.0,0.0,37.5,21.367521367521366,0.0,65.0,32.0
121.0,35.0,3.0,2.0,32.0,189.0,21878.0,0.0,16.666666666666664,26.446280991735538,0.0,94.0,25.0
85.0,9.0,2.0,0.0,7.0,59.0,6339.0,0.0,28.57142857142857,8.235294117647058,0.0,38.0,26.0
117.0,27.0,2.0,2.0,25.0,123.0,18267.0,0.0,37.5,21.367521367521366,0.0,66.0,32.0
121.0,36.0,3.0,2.0,33.0,192.0,22613.0,0.0,16.666666666666664,27.27272727272727,0.0,95.0,25.0
85.0,9.0,2.0,0.0,7.0,61.0,6339.0,0.0,28.57142857142857,8.235294117647058,0.0,39.0,26.0
117.0,28.0,2.0,1.0,26.0,126.0,18805.0,0.0,37.5,22.22222222222222,0.0,67.0,32.0
121.0,36.0,3.0,2.0,33.0,192.0,22613.0,0.0,16.666666666666664,27.27272727272727,1.0,96.0,25.0
85.0,9.0,2.0,1.0,7.0,63.0,6339.0,0.0,28.57142857142857,8.235294117647058,1.0,40.0,26.0
117.0,28.0,2.0,1.0,26.0,128.0,18805.0,0.0,37.5,22.22222222222222,1.0,68.0,32.0
121.0,36.0,3.0,2.0,33.0,192.0,22613.0,0.0,16.666666666666664,27.27272727272727,1.0,97.0,25.0
85.0,9.0,2.0,2.0,7.0,63.0,6339.0,0.0,28.57142857142857,8.235294117647058,1.0,41.0,26.0
117.0,28.0,2.0,1.0,26.0,130.0,18805.0,0.0,37.5,22.22222222222222,1.0,69.0,32.0
121.0,36.0,3.0,2.0,33.0,195.0,22613.0,0.0,16.666666666666664,27.27272727272727,0.0,98.0,25.0
85.0,10.0,2.0,1.0,8.0,66.0,7183.0,0.0,28.57142857142857,9.411764705882353,0.0,42.0,26.0
117.0,28.0,2.0,1.0,26.0,132.0,18805.0,0.0,37.5,22.22222222222222,0.0,70.0,32.0
121.0,37.0,3.0,1.0,34.0,198.0,23122.0,0.0,16.666666666666664,28.09917355371901,0.0,99.0,25.0
85.0,10.0,2.0,1.0,8.0,67.0,7183.0,0.0,28.57142857142857,9.411764705882353,0.0,43.0,26.0
117.0,29.0,2.0,2.0,27.0,135.0,19381.0,0.0,37.5,23.076923076923077,0.0,71.0,32.0
121.0,37.0,3.0,1.0,34.0,200.0,23122.0,0.0,16.666666666666664,28.09917355371901,0.0,100.0,25.0
85.0,10.0,2.0,1.0,8.0,69.0,7183.0,0.0,28.57142857142857,9.411764705882353,0.0,44.0,26.0
117.0,29.0,2.0,2.0,27.0,136.0,19381.0,0.0,37.5,23.076923076923077,0.0,72.0,32.0
121.0,37.0,3.0,2.0,34.0,203.0,23122.0,0.0,16.666666666666664,28.09917355371901,0.0,101.0,25.0
85.0,11.0,2.0,1.0,9.0,72.0,7852.0,0.0,28.57142857142857,10.588235294117647,0.0,45.0,26.0
117.0,29.0,2.0,2.0,27.0,138.0,19381.0,0.0,37.5,23.076923076923077,0.0,73.0,32.0
121.0,37.0,3.0,2.0,34.0,206.0,23122.0,1.0,16.666666666666664,28.09917355371901,0.0,102.0,25.0
85.0,11.0,2.0,1.0,9.0,73.0,7852.0,1.0,28.57142857142857,10.588235294117647,0.0,46.0,26.0
117.0,30.0,2.0,1.0,28.0,141.0,19871.0,1.0,37.5,23.931623931623932,0.0,74.0,32.0
121.0,37.0,3.0,3.0,34.0,206.0,23122.0,1.0,16.666666666666664,28.09917355371901,1.0,103.0,25.0
85.0,11.0,2.0,1.0,9.0,74.0,7852.0,1.0,28.57142857142857,10.588235294117647,1.0,47.0,26.0
117.0,31.0,2.0,0.0,29.0,143.0,20128.0,1.0,37.5,24.786324786324787,1.0,75.0,32.0
121.0,37.0,3.0,3.0,34.0,206.0,23122.0,1.0,16.666666666666664,28.09917355371901,1.0,104.0,25.0
85.0,11.0,2.0,2.0,9.0,74.0,7852.0,1.0,28.57142857142857,10.588235294117647,1.0,48.0,26.0
117.0,31.0,2.0,1.0,29.0,144.0,20128.0,1.0,37.5,24.786324786324787,1.0,76.0,32.0
121.0,37.0,3.0,3.0,34.0,208.0,23122.0,1.0,16.666666666666664,28.09917355371901,0.0,105.0,25.0
85.0,12.0,2.0,1.0,10.0,76.0,8076.0,1.0,28.57142857142857,11.76470588235294,0.0,49.0,26.0
117.0,31.0,2.0,1.0,29.0,145.0,20128.0,1.0,37.5,24.786324786324787,0.0,77.0,32.0
