Cost,Priority,Progress,Duration,Worker,TaskLength,IsBadWeather,WeatherAssessment,StartDelay,DayCount,TaskDelay,Is_Delayed
205.0,0,100.0,2,2,3,0.0,25.0,1,1,0,0
967.0,0,50.0,2,4,4,0.0,12.5,0,0,0,0
360.0,0,33.33333333333333,6,4,1,0.0,37.5,3,2,2,0
547.0,1,66.66666666666666,6,2,3,0.0,33.33333333333333,0,9,6,1
607.0,0,100.0,2,2,6,0.0,33.33333333333333,1,1,0,0
665.0,0,42.857142857142854,7,4,4,0.0,33.33333333333333,5,2,0,0
967.0,0,100.0,2,4,4,0.0,12.5,0,1,0,0
360.0,1,50.0,6,4,1,0.0,37.5,3,3,2,1
547.0,1,66.66666666666666,6,2,3,0.0,33.33333333333333,0,10,6,1
279.0,0,0.0,3,4,7,0.0,20.0,0,0,1,0
665.0,0,42.857142857142854,7,4,4,0.0,33.33333333333333,5,3,0,0
287.0,0,33.33333333333333,3,4,5,0.0,25.0,0,0,0,0
360.0,1,66.66666666666666,6,4,1,0.0,37.5,3,4,2,1
547.0,1,66.66666666666666,6,2,3,0.0,33.33333333333333,0,11,6,1
279.0,0,0.0,3,4,7,0.0,20.0,0,1,1,0
665.0,0,42.857142857142854,7,4,4,0.0,33.33333333333333,5,4,0,0
287.0,0,66.66666666666666,3,4,5,0.0,25.0,0,1,0,0
360.0,1,66.66666666666666,6,4,1,0.0,37.5,3,5,2,1
547.0,1,83.33333333333334,6,2,3,0.0,33.33333333333333,0,12,6,1
279.0,0,33.33333333333333,3,4,7,0.0,20.0,0,2,1,0
665.0,0,57.14285714285714,7,4,4,0.0,33.33333333333333,5,5,0,0
287.0,0,100.0,3,4,5,0.0,25.0,0,2,0,0
360.0,1,83.33333333333334,6,4,1,0.0,37.5,3,6,2,1
547.0,1,100.0,6,2,3,1.0,33.33333333333333,0,13,6,0
261.0,0,12.5,8,4,4,1.0,16.666666666666664,5,0,1,0
279.0,0,66.66666666666666,3,4,7,1.0,20.0,0,3,1,0
665.0,1,71.42857142857143,7,4,4,1.0,33.33333333333333,5,6,0,1
727.0,0,33.33333333333333,3,2,6,1.0,50.0,0,0,0,0
360.0,1,100.0,6,4,1,1.0,37.5,3,7,2,0
727.0,0,14.285714285714285,7,3,2,1.0,12.5,5,0,0,0
261.0,0,25.0,8,4,4,0.0,16.666666666666664,5,1,1,0
279.0,0,100.0,3,4,7,0.0,20.0,0,4,1,0
389.0,0,20.0,5,3,8,0.0,16.666666666666664,0,0,0,0
665.0,1,85.71428571428571,7,4,4,0.0,33.33333333333333,5,7,0,1
727.0,0,66.66666666666666,3,2,6,0.0,50.0,0,1,0,0
727.0,0,28.57142857142857,7,3,2,0.0,12.5,5,1,0,0
261.0,0,37.5,8,4,4,0.0,16.666666666666664,5,2,1,0
389.0,0,40.0,5,3,8,0.0,16.666666666666664,0,1,0,0
665.0,1,100.0,7,4,4,0.0,33.33333333333333,5,8,0,0
565.0,0,33.33333333333333,3,4,5,0.0,16.666666666666664,1,0,1,0
727.0,0,100.0,3,2,6,0.0,50.0,0,2,0,0
727.0,1,42.857142857142854,7,3,2,0.0,12.5,5,2,0,1
261.0,0,37.5,8,4,4,0.0,16.666666666666664,5,3,1,0
389.0,0,60.0,5,3,8,0.0,16.666666666666664,0,2,0,0
565.0,0,66.66666666666666,3,4,5,0.0,16.666666666666664,1,1,1,0
727.0,1,57.14285714285714,7,3,2,0.0,12.5,5,3,0,1
261.0,0,37.5,8,4,4,1.0,16.666666666666664,5,4,1,0
389.0,0,60.0,5,3,8,1.0,16.666666666666664,0,3,0,0
565.0,1,66.66666666666666,3,4,5,1.0,16.666666666666664,1,2,1,1
874.0,0,16.666666666666664,6,1,7,1.0,37.5,0,0,1,0
727.0,1,71.42857142857143,7,3,2,1.0,12.5,5,4,0,1
261.0,0,37.5,8,4,4,1.0,16.666666666666664,5,5,1,0
389.0,0,60.0,5,3,8,1.0,16.666666666666664,0,4,0,0
565.0,1,66.66666666666666,3,4,5,1.0,16.666666666666664,1,3,1,1
874.0,0,33.33333333333333,6,1,7,1.0,37.5,0,1,1,0
727.0,1,85.71428571428571,7,3,2,1.0,12.5,5,5,0,1
261.0,0,50.0,8,4,4,1.0,16.666666666666664,5,6,1,0
389.0,0,80.0,5,3,8,1.0,16.666666666666664,0,5,0,0
565.0,1,66.66666666666666,3,4,5,1.0,16.666666666666664,1,4,1,1
1965.0,1,0.0,17,5,0,1.0,28.57142857142857,0,0,6,0
874.0,0,33.33333333333333,6,1,7,1.0,37.5,0,2,1,0
727.0,1,100.0,7,3,2,1.0,12.5,5,6,0,0
431.0,1,0.0,2,1,3,1.0,37.5,5,0,1,1
261.0,1,62.5,8,4,4,0.0,16.666666666666664,5,7,1,1
389.0,0,100.0,5,3,8,0.0,16.666666666666664,0,6,0,0
565.0,1,100.0,3,4,5,0.0,16.666666666666664,1,5,1,0
212.0,0,33.33333333333333,3,2,6,0.0,20.0,2,0,0,0
1965.0,1,5.88235294117647,17,5,0,0.0,28.57142857142857,0,1,6,0
874.0,0,50.0,6,1,7,0.0,37.5,0,3,1,0
431.0,1,50.0,2,1,3,0.0,37.5,5,1,1,1
261.0,1,75.0,8,4,4,0.0,16.666666666666664,5,8,1,1
894.0,0,14.285714285714285,7,3,9,0.0,33.33333333333333,0,0,0,0
212.0,1,66.66666666666666,3,2,6,0.0,20.0,2,1,0,1
1965.0,1,11.76470588235294,17,5,0,0.0,28.57142857142857,0,2,6,0
874.0,0,66.66666666666666,6,1,7,0.0,37.5,0,4,1,0
431.0,1,100.0,2,1,3,0.0,37.5,5,2,1,0
499.0,0,16.666666666666664,6,1,4,0.0,37.5,5,0,1,0
261.0,1,87.5,8,4,4,0.0,16.666666666666664,5,9,1,1
894.0,0,28.57142857142857,7,3,9,0.0,33.33333333333333,0,1,0,0
212.0,1,100.0,3,2,6,0.0,20.0,2,2,0,0
529.0,0,0.0,3,3,7,0.0,16.666666666666664,2,0,1,0
1965.0,1,11.76470588235294,17,5,0,0.0,28.57142857142857,0,3,6,0
1217.0,1,9.090909090909092,11,6,0,0.0,28.57142857142857,0,0,2,0
874.0,0,83.33333333333334,6,1,7,0.0,37.5,0,5,1,0
499.0,1,33.33333333333333,6,1,4,0.0,37.5,5,1,1,1
261.0,1,100.0,8,4,4,0.0,16.666666666666664,5,10,1,0
259.0,0,16.666666666666664,6,1,5,0.0,33.33333333333333,4,0,0,0
894.0,0,42.857142857142854,7,3,9,0.0,33.33333333333333,0,2,0,0
529.0,1,33.33333333333333,3,3,7,0.0,16.666666666666664,2,1,1,1
1965.0,1,17.647058823529413,17,5,0,0.0,28.57142857142857,0,4,6,0
1217.0,1,9.090909090909092,11,6,0,0.0,28.57142857142857,0,1,2,0
874.0,0,100.0,6,1,7,0.0,37.5,0,6,1,0
886.0,0,14.285714285714285,7,4,8,0.0,25.0,0,0,1,0
499.0,1,50.0,6,1,4,0.0,37.5,5,2,1,1
259.0,0,16.666666666666664,6,1,5,0.0,33.33333333333333,4,1,0,0
894.0,0,42.857142857142854,7,3,9,0.0,33.33333333333333,0,3,0,0
529.0,1,33.33333333333333,3,3,7,0.0,16.666666666666664,2,2,1,1
1965.0,1,23.52941176470588,17,5,0,0.0,28.57142857142857,0,5,6,0
1217.0,1,18.181818181818183,11,6,0,0.0,28.57142857142857,0,2,2,0
886.0,0,28.57142857142857,7,4,8,0.0,25.0,0,1,1,0
499.0,1,66.66666666666666,6,1,4,0.0,37.5,5,3,1,1
259.0,0,16.666666666666664,6,1,5,0.0,33.33333333333333,4,2,0,0
894.0,0,42.857142857142854,7,3,9,0.0,33.33333333333333,0,4,0,0
529.0,1,33.33333333333333,3,3,7,0.0,16.666666666666664,2,3,1,1
1965.0,1,23.52941176470588,17,5,0,0.0,28.57142857142857,0,6,6,0
1217.0,1,18.181818181818183,11,6,0,0.0,28.57142857142857,0,3,2,0
886.0,0,42.857142857142854,7,4,8,0.0,25.0,0,2,1,0
499.0,1,83.33333333333334,6,1,4,0.0,37.5,5,4,1,1
259.0,0,33.33333333333333,6,1,5,1.0,33.33333333333333,4,3,0,0
894.0,0,57.14285714285714,7,3,9,1.0,33.33333333333333,0,5,0,0
529.0,1,66.66666666666666,3,3,7,1.0,16.666666666666664,2,4,1,1
1965.0,1,29.411764705882355,17,5,0,1.0,28.57142857142857,0,7,6,0
1217.0,1,27.27272727272727,11,6,0,1.0,28.57142857142857,0,4,2,0
886.0,0,57.14285714285714,7,4,8,1.0,25.0,0,3,1,0
499.0,1,83.33333333333334,6,1,4,1.0,37.5,5,5,1,1
259.0,1,50.0,6,1,5,0.0,33.33333333333333,4,4,0,1
894.0,0,71.42857142857143,7,3,9,0.0,33.33333333333333,0,6,0,0
529.0,1,100.0,3,3,7,0.0,16.666666666666664,2,5,1,0
603.0,0,0.0,3,3,8,0.0,33.33333333333333,4,0,1,0
1965.0,1,29.411764705882355,17,5,0,0.0,28.57142857142857,0,8,6,0
1217.0,1,36.36363636363637,11,6,0,0.0,28.57142857142857,0,5,2,0
886.0,0,71.42857142857143,7,4,8,0.0,25.0,0,4,1,0
499.0,1,100.0,6,1,4,0.0,37.5,5,6,1,0
325.0,1,0.0,4,4,5,0.0,25.0,6,0,2,1
259.0,1,66.66666666666666,6,1,5,1.0,33.33333333333333,4,5,0,1
894.0,0,85.71428571428571,7,3,9,1.0,33.33333333333333,0,7,0,0
603.0,1,33.33333333333333,3,3,8,1.0,33.33333333333333,4,1,1,1
1965.0,1,35.294117647058826,17,5,0,1.0,28.57142857142857,0,9,6,0
1217.0,1,45.45454545454545,11,6,0,1.0,28.57142857142857,0,6,2,0
886.0,0,85.71428571428571,7,4,8,1.0,25.0,0,5,1,0
325.0,1,0.0,4,4,5,1.0,25.0,6,1,2,1
259.0,1,83.33333333333334,6,1,5,0.0,33.33333333333333,4,6,0,1
894.0,0,100.0,7,3,9,0.0,33.33333333333333,0,8,0,0
603.0,1,66.66666666666666,3,3,8,0.0,33.33333333333333,4,2,1,1
1965.0,1,35.294117647058826,17,5,0,0.0,28.57142857142857,0,10,6,0
1217.0,1,54.54545454545454,11,6,0,0.0,28.57142857142857,0,7,2,0
886.0,0,85.71428571428571,7,4,8,0.0,25.0,0,6,1,0
325.0,1,25.0,4,4,5,0.0,25.0,6,2,2,1
259.0,1,100.0,6,1,5,0.0,33.33333333333333,4,7,0,0
901.0,0,12.5,8,3,6,0.0,16.666666666666664,2,0,2,0
603.0,1,100.0,3,3,8,0.0,33.33333333333333,4,3,1,0
915.0,0,12.5,8,1,9,0.0,16.666666666666664,3,0,2,0
1965.0,1,41.17647058823529,17,5,0,0.0,28.57142857142857,0,11,6,0
1217.0,1,63.63636363636363,11,6,0,0.0,28.57142857142857,0,8,2,0
886.0,0,100.0,7,4,8,0.0,25.0,0,7,1,0
675.0,0,33.33333333333333,3,2,9,0.0,0.0,1,0,0,0
325.0,1,50.0,4,4,5,0.0,25.0,6,3,2,1
901.0,0,12.5,8,3,6,0.0,16.666666666666664,2,1,2,0
947.0,0,0.0,6,1,10,0.0,0.0,0,0,4,0
915.0,0,12.5,8,1,9,0.0,16.666666666666664,3,1,2,0
1965.0,1,47.05882352941176,17,5,0,0.0,28.57142857142857,0,12,6,0
1217.0,1,72.72727272727273,11,6,0,0.0,28.57142857142857,0,9,2,0
675.0,0,66.66666666666666,3,2,9,0.0,0.0,1,1,0,0
325.0,1,75.0,4,4,5,0.0,25.0,6,4,2,1
901.0,0,12.5,8,3,6,0.0,16.666666666666664,2,2,2,0
947.0,0,0.0,6,1,10,0.0,0.0,0,1,4,0
915.0,0,12.5,8,1,9,0.0,16.666666666666664,3,2,2,0
1965.0,1,47.05882352941176,17,5,0,0.0,28.57142857142857,0,13,6,0
1217.0,1,72.72727272727273,11,6,0,0.0,28.57142857142857,0,10,2,0
675.0,0,100.0,3,2,9,0.0,0.0,1,2,0,0
325.0,1,100.0,4,4,5,0.0,25.0,6,5,2,0
628.0,1,50.0,2,4,6,0.0,25.0,7,0,0,1
901.0,0,12.5,8,3,6,0.0,16.666666666666664,2,3,2,0
947.0,0,16.666666666666664,6,1,10,0.0,0.0,0,2,4,0
915.0,0,25.0,8,1,9,0.0,16.666666666666664,3,3,2,0
1965.0,1,47.05882352941176,17,5,0,0.0,28.57142857142857,0,14,6,0
1217.0,1,81.81818181818183,11,6,0,0.0,28.57142857142857,0,11,2,0
853.0,0,0.0,8,4,10,0.0,25.0,0,0,4,0
628.0,1,100.0,2,4,6,0.0,25.0,7,1,0,0
947.0,1,33.33333333333333,3,3,7,0.0,12.5,5,0,0,1
901.0,0,25.0,8,3,6,0.0,16.666666666666664,2,4,2,0
947.0,0,33.33333333333333,6,1,10,0.0,0.0,0,3,4,0
915.0,0,25.0,8,1,9,0.0,16.666666666666664,3,4,2,0
1965.0,1,52.94117647058824,17,5,0,0.0,28.57142857142857,0,15,6,0
1217.0,1,90.9090909090909,11,6,0,0.0,28.57142857142857,0,12,2,0
853.0,0,12.5,8,4,10,0.0,25.0,0,1,4,0
947.0,1,66.66666666666666,3,3,7,0.0,12.5,5,1,0,1
901.0,0,37.5,8,3,6,0.0,16.666666666666664,2,5,2,0
947.0,0,50.0,6,1,10,0.0,0.0,0,4,4,0
915.0,0,37.5,8,1,9,0.0,16.666666666666664,3,5,2,0
1965.0,1,58.82352941176471,17,5,0,0.0,28.57142857142857,0,16,6,0
1217.0,1,90.9090909090909,11,6,0,0.0,28.57142857142857,0,13,2,1
853.0,0,25.0,8,4,10,0.0,25.0,0,2,4,0
947.0,1,100.0,3,3,7,0.0,12.5,5,2,0,0
323.0,0,12.5,8,4,8,0.0,0.0,5,0,2,0
901.0,0,37.5,8,3,6,0.0,16.666666666666664,2,6,2,0
947.0,0,50.0,6,1,10,0.0,0.0,0,5,4,0
915.0,0,50.0,8,1,9,0.0,16.666666666666664,3,6,2,0
1965.0,1,64.70588235294117,17,5,0,0.0,28.57142857142857,0,17,6,0
1217.0,1,100.0,11,6,0,0.0,28.57142857142857,0,14,2,0
726.0,0,0.0,6,1,1,0.0,28.57142857142857,0,0,3,0
853.0,0,37.5,8,4,10,0.0,25.0,0,3,4,0
323.0,0,25.0,8,4,8,0.0,0.0,5,1,2,0
901.0,0,50.0,8,3,6,0.0,16.666666666666664,2,7,2,0
947.0,0,66.66666666666666,6,1,10,0.0,0.0,0,6,4,0
915.0,1,62.5,8,1,9,0.0,16.666666666666664,3,7,2,1
1965.0,1,70.58823529411765,17,5,0,0.0,28.57142857142857,0,18,6,0
726.0,0,16.666666666666664,6,1,1,0.0,28.57142857142857,0,1,3,0
853.0,0,37.5,8,4,10,0.0,25.0,0,4,4,0
323.0,0,37.5,8,4,8,0.0,0.0,5,2,2,0
901.0,1,50.0,8,3,6,1.0,16.666666666666664,2,8,2,1
947.0,1,66.66666666666666,6,1,10,1.0,0.0,0,7,4,1
915.0,1,62.5,8,1,9,1.0,16.666666666666664,3,8,2,1
1965.0,1,76.47058823529412,17,5,0,1.0,28.57142857142857,0,19,6,1
726.0,0,33.33333333333333,6,1,1,1.0,28.57142857142857,0,2,3,0
853.0,0,37.5,8,4,10,1.0,25.0,0,5,4,0
323.0,1,37.5,8,4,8,1.0,0.0,5,3,2,1
901.0,1,50.0,8,3,6,1.0,16.666666666666664,2,9,2,1
947.0,1,66.66666666666666,6,1,10,1.0,0.0,0,8,4,1
