ID,Name,StartDate,EndDate,ParentTaskID,Cost,Priority,Progress,ProjectID,ActualStartDate,ActualEndDate,Status,Duration,AssigneeID,Trade,CreateDate
150,just,2020-12-04,2020-12-11,149.0,239.0,Normal,0,2,,,Not Started,6,1,4,2024-05-12
151,operation,2020-12-11,2020-12-21,150.0,736.0,Normal,0,2,,,Not Started,7,1,2,2024-05-12
152,main,2020-12-23,2021-01-01,151.0,697.0,Normal,0,2,,,Not Started,8,1,3,2024-05-12
153,both,2021-01-02,2021-01-12,152.0,384.0,Normal,0,2,,,Not Started,8,1,4,2024-05-12
154,peace,2021-01-13,2021-01-21,153.0,915.0,Normal,0,2,,,Not Started,7,1,3,2024-05-12
155,pull,2021-01-21,2021-01-29,154.0,710.0,Normal,0,2,,,Not Started,7,1,3,2024-05-12
156,message,2021-01-30,2021-02-08,155.0,911.0,Normal,0,2,,,Not Started,7,1,2,2024-05-12
157,long,2021-02-10,2021-02-15,156.0,829.0,Normal,0,2,,,Not Started,4,1,3,2024-05-12
158,life,2021-02-15,2021-02-19,157.0,779.0,Normal,0,2,,,Not Started,5,1,3,2024-05-12
159,hospital,2021-02-19,2021-02-24,158.0,662.0,Normal,0,2,,,Not Started,4,1,1,2024-05-12
160,also,2021-02-25,2021-03-01,159.0,263.0,Normal,0,2,,,Not Started,3,1,2,2024-05-12
161,suddenly,2021-03-02,2021-03-10,160.0,768.0,Normal,0,2,,,Not Started,7,1,3,2024-05-12
162,clearly,2021-03-12,2021-03-16,161.0,848.0,Normal,0,2,,,Not Started,3,1,2,2024-05-12
163,make,2021-03-16,2021-03-25,162.0,511.0,Normal,0,2,,,Not Started,8,1,2,2024-05-12
164,sell,2021-03-27,2021-03-30,163.0,999.0,Normal,0,2,,,Not Started,3,1,3,2024-05-12
165,rather,2021-03-30,2021-04-01,164.0,713.0,Normal,0,2,,,Not Started,3,1,4,2024-05-12
166,medical,2021-04-03,2021-04-12,165.0,800.0,Normal,0,2,,,Not Started,7,1,3,2024-05-12
167,last,2021-04-14,2021-04-22,166.0,981.0,Normal,0,2,,,Not Started,7,1,2,2024-05-12
168,so,2021-04-24,2021-04-26,167.0,551.0,Normal,0,2,,,Not Started,2,1,1,2024-05-12
169,little,2021-04-27,2021-05-04,168.0,350.0,Normal,0,2,,,Not Started,6,1,4,2024-05-12
170,give,2021-05-04,2021-05-12,169.0,307.0,Normal,0,2,,,Not Started,7,1,4,2024-05-12
171,grow,2021-05-12,2021-05-14,170.0,931.0,Normal,0,2,,,Not Started,3,1,1,2024-05-12
172,station,2021-05-16,2021-05-17,171.0,916.0,Normal,0,2,,,Not Started,2,1,2,2024-05-12
173,reveal,2021-05-17,2021-05-26,172.0,341.0,Normal,0,2,,,Not Started,8,1,1,2024-05-12
174,forget,2021-05-28,2021-06-04,173.0,204.0,Normal,0,2,,,Not Started,6,1,3,2024-05-12
175,run,2021-06-05,2021-06-29,,1447.0,Critical,0,2,,,Not Started,18,1,4,2024-05-12
176,game,2021-06-30,2021-07-05,175.0,985.0,Normal,0,2,,,Not Started,4,1,1,2024-05-12
177,true,2021-07-06,2021-07-13,176.0,772.0,Normal,0,2,,,Not Started,6,1,4,2024-05-12
178,join,2021-07-15,2021-07-20,177.0,308.0,Normal,0,2,,,Not Started,4,1,3,2024-05-12
179,notice,2021-07-22,2021-07-23,178.0,209.0,Normal,0,2,,,Not Started,2,1,1,2024-05-12
180,military,2021-07-25,2021-07-27,179.0,696.0,Normal,0,2,,,Not Started,3,1,1,2024-05-12
181,station,2021-07-27,2021-08-03,180.0,217.0,Normal,0,2,,,Not Started,6,1,2,2024-05-12
182,whatever,2021-08-04,2021-08-12,181.0,809.0,Normal,0,2,,,Not Started,7,1,2,2024-05-12
183,of,2021-08-12,2021-08-13,182.0,560.0,Normal,0,2,,,Not Started,2,1,2,2024-05-12
184,field,2021-08-13,2021-08-18,183.0,954.0,Normal,0,2,,,Not Started,4,1,4,2024-05-12
185,base,2021-08-20,2021-08-26,184.0,373.0,Normal,0,2,,,Not Started,5,1,1,2024-05-12
186,point,2021-08-26,2021-08-27,185.0,418.0,Normal,0,2,,,Not Started,2,1,1,2024-05-12
187,agreement,2021-08-29,2021-09-06,186.0,488.0,Normal,0,2,,,Not Started,7,1,3,2024-05-12
188,allow,2021-09-07,2021-09-15,187.0,312.0,Normal,0,2,,,Not Started,7,1,4,2024-05-12
189,though,2021-09-17,2021-09-20,188.0,709.0,Normal,0,2,,,Not Started,2,1,4,2024-05-12
190,good,2021-09-22,2021-09-23,189.0,246.0,Normal,0,2,,,Not Started,2,1,1,2024-05-12
191,space,2021-09-24,2021-09-29,190.0,895.0,Normal,0,2,,,Not Started,4,1,4,2024-05-12
192,and,2021-09-30,2021-10-07,191.0,497.0,Normal,0,2,,,Not Started,6,1,2,2024-05-12
193,actually,2021-10-08,2021-10-12,192.0,961.0,Normal,0,2,,,Not Started,3,1,2,2024-05-12
194,ground,2021-10-12,2021-10-14,193.0,760.0,Normal,0,2,,,Not Started,3,1,3,2024-05-12
195,network,2021-10-15,2021-10-26,194.0,753.0,Normal,0,2,,,Not Started,8,1,1,2024-05-12
196,environment,2021-10-26,2021-11-01,195.0,739.0,Normal,0,2,,,Not Started,5,1,2,2024-05-12
197,into,2021-11-01,2021-11-04,196.0,886.0,Normal,0,2,,,Not Started,4,1,2,2024-05-12
198,mouth,2021-11-05,2021-11-12,197.0,328.0,Normal,0,2,,,Not Started,6,1,4,2024-05-12
199,success,2021-11-14,2021-11-18,198.0,499.0,Normal,0,2,,,Not Started,5,1,3,2024-05-12
200,see,2021-11-20,2021-11-29,199.0,997.0,Normal,0,2,,,Not Started,7,1,1,2024-05-12
201,million,2021-11-30,2021-12-06,200.0,667.0,Normal,0,2,,,Not Started,5,1,2,2024-05-12
202,police,2021-12-07,2021-12-09,201.0,993.0,Normal,0,2,,,Not Started,3,1,1,2024-05-12
203,alone,2021-12-10,2021-12-13,202.0,667.0,Normal,0,2,,,Not Started,2,1,1,2024-05-12
204,three,2021-12-15,2021-12-22,203.0,276.0,Normal,0,2,,,Not Started,6,1,4,2024-05-12
205,successful,2021-12-22,2021-12-31,204.0,276.0,Normal,0,2,,,Not Started,8,1,4,2024-05-12
206,difference,2021-12-31,2022-01-10,205.0,700.0,Normal,0,2,,,Not Started,7,1,1,2024-05-12
207,test,2022-01-10,2022-01-14,206.0,488.0,Normal,0,2,,,Not Started,5,1,2,2024-05-12
208,against,2022-01-16,2022-01-18,207.0,401.0,Normal,0,2,,,Not Started,3,1,1,2024-05-12
209,future,2022-01-18,2022-01-21,208.0,526.0,Normal,0,2,,,Not Started,4,1,4,2024-05-12
210,current,2022-01-21,2022-01-31,209.0,838.0,Normal,0,2,,,Not Started,7,1,4,2024-05-12
211,occur,2022-02-01,2022-02-03,210.0,457.0,Normal,0,2,,,Not Started,3,1,3,2024-05-12
212,truth,2022-02-03,2022-02-14,211.0,577.0,Normal,0,2,,,Not Started,8,1,4,2024-05-12
213,room,2022-02-14,2022-02-16,212.0,722.0,Normal,0,2,,,Not Started,3,1,1,2024-05-12
214,assume,2022-02-18,2022-02-25,213.0,975.0,Normal,0,2,,,Not Started,6,1,1,2024-05-12
215,task,2022-02-25,2022-03-04,214.0,698.0,Normal,0,2,,,Not Started,6,1,4,2024-05-12
216,fall,2022-03-04,2022-03-11,215.0,341.0,Normal,0,2,,,Not Started,6,1,2,2024-05-12
217,health,2022-03-11,2022-03-14,216.0,836.0,Normal,0,2,,,Not Started,2,1,4,2024-05-12
218,behind,2022-03-16,2022-03-23,217.0,783.0,Normal,0,2,,,Not Started,6,1,1,2024-05-12
219,sense,2022-03-24,2022-03-30,218.0,625.0,Normal,0,2,,,Not Started,5,1,3,2024-05-12
220,his,2022-03-31,2022-04-07,219.0,526.0,Normal,0,2,,,Not Started,6,1,2,2024-05-12
221,political,2022-04-07,2022-04-08,220.0,982.0,Normal,0,2,,,Not Started,2,1,1,2024-05-12
222,rock,2022-04-08,2022-04-13,221.0,338.0,Normal,0,2,,,Not Started,4,1,2,2024-05-12
223,left,2022-04-14,2022-04-19,222.0,421.0,Normal,0,2,,,Not Started,4,1,3,2024-05-12
224,inside,2022-04-19,2022-04-21,223.0,922.0,Normal,0,2,,,Not Started,3,1,4,2024-05-12
225,inside,2022-04-23,2022-04-29,224.0,754.0,Normal,0,2,,,Not Started,6,1,1,2024-05-12
226,fund,2022-04-30,2022-05-06,225.0,999.0,Normal,0,2,,,Not Started,6,1,3,2024-05-12
227,different,2022-05-07,2022-05-09,226.0,274.0,Normal,0,2,,,Not Started,2,1,3,2024-05-12
228,option,2020-09-11,2020-10-02,,2941.0,Critical,0,2,,,Not Started,16,1,6,2024-05-12
229,shoulder,2020-10-03,2020-10-08,228.0,916.0,Normal,0,2,,,Not Started,5,1,4,2024-05-12
230,never,2020-10-08,2020-10-19,229.0,991.0,Normal,0,2,,,Not Started,8,1,4,2024-05-12
231,likely,2020-10-21,2020-10-23,230.0,913.0,Normal,0,2,,,Not Started,3,1,1,2024-05-12
232,production,2020-10-25,2020-10-28,231.0,224.0,Normal,0,2,,,Not Started,4,1,4,2024-05-12
233,also,2020-10-28,2020-11-03,232.0,283.0,Normal,0,2,,,Not Started,5,1,3,2024-05-12
234,short,2020-11-03,2020-11-12,233.0,560.0,Normal,0,2,,,Not Started,8,1,3,2024-05-12
235,resource,2020-11-14,2020-11-18,234.0,523.0,Normal,0,2,,,Not Started,4,1,2,2024-05-12
236,social,2020-11-18,2020-11-24,235.0,380.0,Normal,0,2,,,Not Started,5,1,1,2024-05-12
237,the,2020-11-24,2020-11-25,236.0,267.0,Normal,0,2,,,Not Started,2,1,4,2024-05-12
238,hour,2020-11-27,2020-12-02,237.0,762.0,Normal,0,2,,,Not Started,4,1,3,2024-05-12
239,plan,2020-12-04,2020-12-11,238.0,562.0,Normal,0,2,,,Not Started,6,1,1,2024-05-12
240,stop,2020-12-12,2020-12-15,239.0,708.0,Normal,0,2,,,Not Started,3,1,3,2024-05-12
241,senior,2020-12-17,2020-12-28,240.0,210.0,Normal,0,2,,,Not Started,8,1,3,2024-05-12
242,how,2020-12-30,2021-01-05,241.0,874.0,Normal,0,2,,,Not Started,5,1,2,2024-05-12
243,true,2021-01-07,2021-01-08,242.0,512.0,Normal,0,2,,,Not Started,2,1,3,2024-05-12
244,hundred,2019-03-25,2019-04-15,,1996.0,Critical,0,3,,,Not Started,19,1,4,2024-05-12
245,firm,2019-04-17,2019-04-18,244.0,817.0,Normal,0,3,,,Not Started,2,1,1,2024-05-12
246,or,2019-04-19,2019-04-20,245.0,748.0,Normal,0,3,,,Not Started,2,1,3,2024-05-12
247,forward,2019-04-21,2019-04-25,246.0,952.0,Normal,0,3,,,Not Started,5,1,1,2024-05-12
248,nice,2019-04-25,2019-05-03,247.0,692.0,Normal,0,3,,,Not Started,8,1,3,2024-05-12
249,idea,2019-05-04,2019-05-11,248.0,204.0,Normal,0,3,,,Not Started,7,1,2,2024-05-12
250,space,2019-05-11,2019-05-18,249.0,869.0,Normal,0,3,,,Not Started,7,1,2,2024-05-12
251,information,2019-05-20,2019-05-22,250.0,668.0,Normal,0,3,,,Not Started,3,1,3,2024-05-12
252,country,2019-05-22,2019-05-28,251.0,519.0,Normal,0,3,,,Not Started,6,1,2,2024-05-12
253,personal,2019-05-28,2019-05-30,252.0,329.0,Normal,0,3,,,Not Started,3,1,2,2024-05-12
