Date,ID,Name,StartDate,EndDate,Cost,Priority,Progress,ProjectID,Status,Duration,Trade,TaskLength,IsBadWeather,WeatherAssessment,WorkDay,ActualStartDate,ActualEndDate,Weekend,StartDelay,DayCount,TaskDelay,TaskToday
2018-01-12,885,industry,2018-01-08,2018-01-18,2262.0,Critical,55.55555555555556,8,On Progress,9,7,0,1.0,50.0,31,2018-01-08,2018-01-22,0,0,4,4,3
2018-01-13,795,establish,2018-01-01,2018-01-15,2053.0,Critical,81.81818181818183,8,On Progress,11,5,0,1.0,16.666666666666664,31,2018-01-01,2018-01-16,1,0,12,1,3
2018-01-13,840,article,2018-01-04,2018-01-15,1795.0,Critical,87.5,8,On Progress,8,7,0,1.0,33.33333333333333,31,2018-01-04,2018-01-15,1,0,9,0,3
2018-01-13,885,industry,2018-01-08,2018-01-18,2262.0,Critical,55.55555555555556,8,On Progress,9,7,0,1.0,50.0,31,2018-01-08,2018-01-22,1,0,5,4,3
2018-01-14,795,establish,2018-01-01,2018-01-15,2053.0,Critical,81.81818181818183,8,On Progress,11,5,0,1.0,16.666666666666664,31,2018-01-01,2018-01-16,1,0,13,1,3
2018-01-14,840,article,2018-01-04,2018-01-15,1795.0,Critical,87.5,8,On Progress,8,7,0,1.0,33.33333333333333,31,2018-01-04,2018-01-15,1,0,10,0,3
2018-01-14,885,industry,2018-01-08,2018-01-18,2262.0,Critical,55.55555555555556,8,On Progress,9,7,0,1.0,50.0,31,2018-01-08,2018-01-22,1,0,6,4,3
2018-01-15,795,establish,2018-01-01,2018-01-15,2053.0,Critical,90.9090909090909,8,On Progress,11,5,0,0.0,16.666666666666664,31,2018-01-01,2018-01-16,0,0,14,1,3
2018-01-15,840,article,2018-01-04,2018-01-15,1795.0,Critical,100.0,8,Completed,8,7,0,0.0,33.33333333333333,31,2018-01-04,2018-01-15,0,0,11,0,3
2018-01-15,885,industry,2018-01-08,2018-01-18,2262.0,Critical,66.66666666666666,8,On Progress,9,7,0,0.0,50.0,31,2018-01-08,2018-01-22,0,0,7,4,3
2018-01-16,795,establish,2018-01-01,2018-01-15,2053.0,Critical,100.0,8,Completed,11,5,0,0.0,16.666666666666664,31,2018-01-01,2018-01-16,0,0,15,1,4
2018-01-16,796,increase,2018-01-15,2018-01-24,342.0,Normal,12.5,8,On Progress,8,2,1,0.0,0.0,31,2018-01-16,2018-01-29,0,1,0,4,4
2018-01-16,841,hand,2018-01-16,2018-01-22,264.0,Normal,20.0,8,On Progress,5,3,1,0.0,16.666666666666664,31,2018-01-16,2018-01-22,0,0,0,0,4
2018-01-16,885,industry,2018-01-08,2018-01-18,2262.0,Critical,77.77777777777779,8,On Progress,9,7,0,0.0,50.0,31,2018-01-08,2018-01-22,0,0,8,4,4
2018-01-17,796,increase,2018-01-15,2018-01-24,342.0,Normal,25.0,8,On Progress,8,2,1,0.0,0.0,31,2018-01-16,2018-01-29,0,1,1,4,3
2018-01-17,841,hand,2018-01-16,2018-01-22,264.0,Normal,40.0,8,On Progress,5,3,1,0.0,16.666666666666664,31,2018-01-16,2018-01-22,0,0,1,0,3
2018-01-17,885,industry,2018-01-08,2018-01-18,2262.0,Critical,77.77777777777779,8,On Progress,9,7,0,0.0,50.0,31,2018-01-08,2018-01-22,0,0,9,4,3
2018-01-18,796,increase,2018-01-15,2018-01-24,342.0,Normal,25.0,8,On Progress,8,2,1,0.0,0.0,31,2018-01-16,2018-01-29,0,1,2,4,3
2018-01-18,841,hand,2018-01-16,2018-01-22,264.0,Normal,60.0,8,On Progress,5,3,1,0.0,16.666666666666664,31,2018-01-16,2018-01-22,0,0,2,0,3
2018-01-18,885,industry,2018-01-08,2018-01-18,2262.0,Critical,77.77777777777779,8,On Progress,9,7,0,0.0,50.0,31,2018-01-08,2018-01-22,0,0,10,4,3
2018-01-19,796,increase,2018-01-15,2018-01-24,342.0,Normal,37.5,8,On Progress,8,2,1,0.0,0.0,31,2018-01-16,2018-01-29,0,1,3,4,3
2018-01-19,841,hand,2018-01-16,2018-01-22,264.0,Normal,80.0,8,On Progress,5,3,1,0.0,16.666666666666664,31,2018-01-16,2018-01-22,0,0,3,0,3
2018-01-19,885,industry,2018-01-08,2018-01-18,2262.0,Critical,88.88888888888889,8,Delayed,9,7,0,0.0,50.0,31,2018-01-08,2018-01-22,0,0,11,4,3
2018-01-20,796,increase,2018-01-15,2018-01-24,342.0,Normal,37.5,8,On Progress,8,2,1,0.0,0.0,31,2018-01-16,2018-01-29,1,1,4,4,3
2018-01-20,841,hand,2018-01-16,2018-01-22,264.0,Normal,80.0,8,On Progress,5,3,1,0.0,16.666666666666664,31,2018-01-16,2018-01-22,1,0,4,0,3
2018-01-20,885,industry,2018-01-08,2018-01-18,2262.0,Critical,88.88888888888889,8,Delayed,9,7,0,0.0,50.0,31,2018-01-08,2018-01-22,1,0,12,4,3
2018-01-21,796,increase,2018-01-15,2018-01-24,342.0,Normal,37.5,8,On Progress,8,2,1,0.0,0.0,31,2018-01-16,2018-01-29,1,1,5,4,3
2018-01-21,841,hand,2018-01-16,2018-01-22,264.0,Normal,80.0,8,On Progress,5,3,1,0.0,16.666666666666664,31,2018-01-16,2018-01-22,1,0,5,0,3
2018-01-21,885,industry,2018-01-08,2018-01-18,2262.0,Critical,88.88888888888889,8,Delayed,9,7,0,0.0,50.0,31,2018-01-08,2018-01-22,1,0,13,4,3
2018-01-22,796,increase,2018-01-15,2018-01-24,342.0,Normal,50.0,8,On Progress,8,2,1,0.0,0.0,31,2018-01-16,2018-01-29,0,1,6,4,4
2018-01-22,841,hand,2018-01-16,2018-01-22,264.0,Normal,100.0,8,Completed,5,3,1,0.0,16.666666666666664,31,2018-01-16,2018-01-22,0,0,6,0,4
2018-01-22,885,industry,2018-01-08,2018-01-18,2262.0,Critical,100.0,8,Completed,9,7,0,0.0,50.0,31,2018-01-08,2018-01-22,0,0,14,4,4
2018-01-22,886,soon,2018-01-20,2018-01-25,449.0,Normal,20.0,8,On Progress,5,4,1,0.0,80.0,31,2018-01-22,2018-01-29,0,2,0,3,4
2018-01-23,796,increase,2018-01-15,2018-01-24,342.0,Normal,62.5,8,On Progress,8,2,1,1.0,0.0,31,2018-01-16,2018-01-29,0,1,7,4,3
2018-01-23,842,deal,2018-01-23,2018-01-31,564.0,Normal,14.285714285714285,8,On Progress,7,2,2,1.0,100.0,31,2018-01-23,2018-02-06,0,0,0,6,3
2018-01-23,886,soon,2018-01-20,2018-01-25,449.0,Normal,20.0,8,On Progress,5,4,1,1.0,80.0,31,2018-01-22,2018-01-29,0,2,1,3,3
2018-01-24,796,increase,2018-01-15,2018-01-24,342.0,Normal,75.0,8,On Progress,8,2,1,1.0,0.0,31,2018-01-16,2018-01-29,0,1,8,4,3
2018-01-24,842,deal,2018-01-23,2018-01-31,564.0,Normal,14.285714285714285,8,On Progress,7,2,2,1.0,100.0,31,2018-01-23,2018-02-06,0,0,1,6,3
2018-01-24,886,soon,2018-01-20,2018-01-25,449.0,Normal,40.0,8,On Progress,5,4,1,1.0,80.0,31,2018-01-22,2018-01-29,0,2,2,3,3
2018-01-25,796,increase,2018-01-15,2018-01-24,342.0,Critical,75.0,8,Delayed,8,2,1,1.0,0.0,31,2018-01-16,2018-01-29,0,1,9,4,3
2018-01-25,842,deal,2018-01-23,2018-01-31,564.0,Normal,14.285714285714285,8,On Progress,7,2,2,1.0,100.0,31,2018-01-23,2018-02-06,0,0,2,6,3
2018-01-25,886,soon,2018-01-20,2018-01-25,449.0,Normal,60.0,8,On Progress,5,4,1,1.0,80.0,31,2018-01-22,2018-01-29,0,2,3,3,3
2018-01-26,796,increase,2018-01-15,2018-01-24,342.0,Critical,87.5,8,Delayed,8,2,1,1.0,0.0,31,2018-01-16,2018-01-29,0,1,10,4,3
2018-01-26,842,deal,2018-01-23,2018-01-31,564.0,Normal,28.57142857142857,8,On Progress,7,2,2,1.0,100.0,31,2018-01-23,2018-02-06,0,0,3,6,3
2018-01-26,886,soon,2018-01-20,2018-01-25,449.0,Critical,80.0,8,Delayed,5,4,1,1.0,80.0,31,2018-01-22,2018-01-29,0,2,4,3,3
2018-01-27,796,increase,2018-01-15,2018-01-24,342.0,Critical,87.5,8,Delayed,8,2,1,1.0,0.0,31,2018-01-16,2018-01-29,1,1,11,4,3
2018-01-27,842,deal,2018-01-23,2018-01-31,564.0,Normal,28.57142857142857,8,On Progress,7,2,2,1.0,100.0,31,2018-01-23,2018-02-06,1,0,4,6,3
2018-01-27,886,soon,2018-01-20,2018-01-25,449.0,Critical,80.0,8,Delayed,5,4,1,1.0,80.0,31,2018-01-22,2018-01-29,1,2,5,3,3
2018-01-28,796,increase,2018-01-15,2018-01-24,342.0,Critical,87.5,8,Delayed,8,2,1,1.0,0.0,31,2018-01-16,2018-01-29,1,1,12,4,3
2018-01-28,842,deal,2018-01-23,2018-01-31,564.0,Normal,28.57142857142857,8,On Progress,7,2,2,1.0,100.0,31,2018-01-23,2018-02-06,1,0,5,6,3
2018-01-28,886,soon,2018-01-20,2018-01-25,449.0,Critical,80.0,8,Delayed,5,4,1,1.0,80.0,31,2018-01-22,2018-01-29,1,2,6,3,3
2018-01-29,796,increase,2018-01-15,2018-01-24,342.0,Critical,100.0,8,Completed,8,2,1,1.0,0.0,31,2018-01-16,2018-01-29,0,1,13,4,5
2018-01-29,797,explain,2018-01-26,2018-02-05,463.0,Normal,14.285714285714285,8,On Progress,7,4,2,1.0,66.66666666666666,31,2018-01-29,2018-02-06,0,3,0,0,5
2018-01-29,842,deal,2018-01-23,2018-01-31,564.0,Normal,28.57142857142857,8,On Progress,7,2,2,1.0,100.0,31,2018-01-23,2018-02-06,0,0,6,6,5
2018-01-29,886,soon,2018-01-20,2018-01-25,449.0,Critical,100.0,8,Completed,5,4,1,1.0,80.0,31,2018-01-22,2018-01-29,0,2,7,3,5
2018-01-29,887,this,2018-01-25,2018-01-31,723.0,Normal,20.0,8,On Progress,5,3,2,1.0,83.33333333333334,31,2018-01-29,2018-02-02,0,4,0,0,5
2018-01-29,2723,offer,2018-01-29,2018-02-06,2271.0,Critical,11.11111111111111,24,On Progress,9,5,0,1.0,37.5,127,2018-01-29,2018-02-06,0,0,0,0,1
2018-01-30,797,explain,2018-01-26,2018-02-05,463.0,Normal,28.57142857142857,8,On Progress,7,4,2,1.0,66.66666666666666,31,2018-01-29,2018-02-06,0,3,1,0,3
2018-01-30,842,deal,2018-01-23,2018-01-31,564.0,Normal,42.857142857142854,8,On Progress,7,2,2,1.0,100.0,31,2018-01-23,2018-02-06,0,0,7,6,3
2018-01-30,887,this,2018-01-25,2018-01-31,723.0,Normal,40.0,8,On Progress,5,3,2,1.0,83.33333333333334,31,2018-01-29,2018-02-02,0,4,1,0,3
2018-01-30,2723,offer,2018-01-29,2018-02-06,2271.0,Critical,22.22222222222222,24,On Progress,9,5,0,1.0,37.5,127,2018-01-29,2018-02-06,0,0,1,0,1
2018-01-31,797,explain,2018-01-26,2018-02-05,463.0,Normal,42.857142857142854,8,On Progress,7,4,2,1.0,66.66666666666666,31,2018-01-29,2018-02-06,0,3,2,0,3
2018-01-31,842,deal,2018-01-23,2018-01-31,564.0,Normal,57.14285714285714,8,On Progress,7,2,2,1.0,100.0,31,2018-01-23,2018-02-06,0,0,8,6,3
2018-01-31,887,this,2018-01-25,2018-01-31,723.0,Normal,60.0,8,On Progress,5,3,2,1.0,83.33333333333334,31,2018-01-29,2018-02-02,0,4,2,0,3
2018-01-31,2723,offer,2018-01-29,2018-02-06,2271.0,Critical,33.33333333333333,24,On Progress,9,5,0,1.0,37.5,127,2018-01-29,2018-02-06,0,0,2,0,1
2018-02-01,797,explain,2018-01-26,2018-02-05,463.0,Normal,57.14285714285714,8,On Progress,7,4,2,0.0,66.66666666666666,31,2018-01-29,2018-02-06,0,3,3,0,3
2018-02-01,842,deal,2018-01-23,2018-01-31,564.0,Critical,57.14285714285714,8,Delayed,7,2,2,0.0,100.0,31,2018-01-23,2018-02-06,0,0,9,6,3
2018-02-01,887,this,2018-01-25,2018-01-31,723.0,Critical,80.0,8,Delayed,5,3,2,0.0,83.33333333333334,31,2018-01-29,2018-02-02,0,4,3,0,3
2018-02-01,2723,offer,2018-01-29,2018-02-06,2271.0,Critical,44.44444444444444,24,On Progress,9,5,0,0.0,37.5,127,2018-01-29,2018-02-06,0,0,3,0,1
2018-02-02,797,explain,2018-01-26,2018-02-05,463.0,Normal,71.42857142857143,8,On Progress,7,4,2,0.0,66.66666666666666,31,2018-01-29,2018-02-06,0,3,4,0,4
2018-02-02,842,deal,2018-01-23,2018-01-31,564.0,Critical,71.42857142857143,8,Delayed,7,2,2,0.0,100.0,31,2018-01-23,2018-02-06,0,0,10,6,4
2018-02-02,887,this,2018-01-25,2018-01-31,723.0,Critical,100.0,8,Completed,5,3,2,0.0,83.33333333333334,31,2018-01-29,2018-02-02,0,4,4,0,4
2018-02-02,888,decide,2018-02-02,2018-02-09,327.0,Normal,16.666666666666664,8,On Progress,6,2,3,0.0,16.666666666666664,31,2018-02-02,2018-02-14,0,0,0,5,4
2018-02-02,2723,offer,2018-01-29,2018-02-06,2271.0,Critical,55.55555555555556,24,On Progress,9,5,0,0.0,37.5,127,2018-01-29,2018-02-06,0,0,4,0,1
2018-02-03,797,explain,2018-01-26,2018-02-05,463.0,Normal,71.42857142857143,8,On Progress,7,4,2,0.0,66.66666666666666,31,2018-01-29,2018-02-06,1,3,5,0,3
2018-02-03,842,deal,2018-01-23,2018-01-31,564.0,Critical,71.42857142857143,8,Delayed,7,2,2,0.0,100.0,31,2018-01-23,2018-02-06,1,0,11,6,3
2018-02-03,888,decide,2018-02-02,2018-02-09,327.0,Normal,16.666666666666664,8,On Progress,6,2,3,0.0,16.666666666666664,31,2018-02-02,2018-02-14,1,0,1,5,3
2018-02-03,2723,offer,2018-01-29,2018-02-06,2271.0,Critical,66.66666666666666,24,On Progress,9,5,0,0.0,37.5,127,2018-01-29,2018-02-06,1,0,5,0,2
2018-02-03,2787,worry,2018-02-03,2018-02-10,2138.0,Critical,12.5,24,On Progress,8,5,0,0.0,25.0,127,2018-02-03,2018-02-10,1,0,0,0,2
2018-02-04,797,explain,2018-01-26,2018-02-05,463.0,Normal,71.42857142857143,8,On Progress,7,4,2,0.0,66.66666666666666,31,2018-01-29,2018-02-06,1,3,6,0,3
2018-02-04,842,deal,2018-01-23,2018-01-31,564.0,Critical,71.42857142857143,8,Delayed,7,2,2,0.0,100.0,31,2018-01-23,2018-02-06,1,0,12,6,3
2018-02-04,888,decide,2018-02-02,2018-02-09,327.0,Normal,16.666666666666664,8,On Progress,6,2,3,0.0,16.666666666666664,31,2018-02-02,2018-02-14,1,0,2,5,3
2018-02-04,2723,offer,2018-01-29,2018-02-06,2271.0,Critical,77.77777777777779,24,On Progress,9,5,0,0.0,37.5,127,2018-01-29,2018-02-06,1,0,6,0,2
2018-02-04,2787,worry,2018-02-03,2018-02-10,2138.0,Critical,25.0,24,On Progress,8,5,0,0.0,25.0,127,2018-02-03,2018-02-10,1,0,1,0,2
2018-02-05,797,explain,2018-01-26,2018-02-05,463.0,Normal,85.71428571428571,8,On Progress,7,4,2,0.0,66.66666666666666,31,2018-01-29,2018-02-06,0,3,7,0,3
2018-02-05,842,deal,2018-01-23,2018-01-31,564.0,Critical,85.71428571428571,8,Delayed,7,2,2,0.0,100.0,31,2018-01-23,2018-02-06,0,0,13,6,3
2018-02-05,888,decide,2018-02-02,2018-02-09,327.0,Normal,33.33333333333333,8,On Progress,6,2,3,0.0,16.666666666666664,31,2018-02-02,2018-02-14,0,0,3,5,3
2018-02-05,2723,offer,2018-01-29,2018-02-06,2271.0,Critical,88.88888888888889,24,On Progress,9,5,0,0.0,37.5,127,2018-01-29,2018-02-06,0,0,7,0,2
2018-02-05,2787,worry,2018-02-03,2018-02-10,2138.0,Critical,37.5,24,On Progress,8,5,0,0.0,25.0,127,2018-02-03,2018-02-10,0,0,2,0,2
2018-02-06,797,explain,2018-01-26,2018-02-05,463.0,Normal,100.0,8,Completed,7,4,2,0.0,66.66666666666666,31,2018-01-29,2018-02-06,0,3,8,0,4
2018-02-06,842,deal,2018-01-23,2018-01-31,564.0,Critical,100.0,8,Completed,7,2,2,0.0,100.0,31,2018-01-23,2018-02-06,0,0,14,6,4
2018-02-06,843,statement,2018-02-02,2018-02-05,667.0,Critical,50.0,8,Delayed,2,4,3,0.0,16.666666666666664,31,2018-02-06,2018-02-07,0,4,0,0,4
2018-02-06,888,decide,2018-02-02,2018-02-09,327.0,Normal,50.0,8,On Progress,6,2,3,0.0,16.666666666666664,31,2018-02-02,2018-02-14,0,0,4,5,4
2018-02-06,2723,offer,2018-01-29,2018-02-06,2271.0,Critical,100.0,24,Completed,9,5,0,0.0,37.5,127,2018-01-29,2018-02-06,0,0,8,0,2
2018-02-06,2787,worry,2018-02-03,2018-02-10,2138.0,Critical,50.0,24,On Progress,8,5,0,0.0,25.0,127,2018-02-03,2018-02-10,0,0,3,0,2
2018-02-07,798,so,2018-02-07,2018-02-14,547.0,Normal,16.666666666666664,8,On Progress,6,2,3,0.0,33.33333333333333,31,2018-02-07,2018-02-21,0,0,0,7,4
2018-02-07,843,statement,2018-02-02,2018-02-05,667.0,Critical,100.0,8,Completed,2,4,3,0.0,16.666666666666664,31,2018-02-06,2018-02-07,0,4,1,0,4
2018-02-07,844,another,2018-02-06,2018-02-12,604.0,Normal,20.0,8,On Progress,5,4,4,0.0,16.666666666666664,31,2018-02-07,2018-02-13,0,1,0,0,4
2018-02-07,888,decide,2018-02-02,2018-02-09,327.0,Normal,50.0,8,On Progress,6,2,3,0.0,16.666666666666664,31,2018-02-02,2018-02-14,0,0,5,5,4
2018-02-07,2787,worry,2018-02-03,2018-02-10,2138.0,Critical,62.5,24,On Progress,8,5,0,0.0,25.0,127,2018-02-03,2018-02-10,0,0,4,0,1
2018-02-08,798,so,2018-02-07,2018-02-14,547.0,Normal,16.666666666666664,8,On Progress,6,2,3,0.0,33.33333333333333,31,2018-02-07,2018-02-21,0,0,1,7,3
2018-02-08,844,another,2018-02-06,2018-02-12,604.0,Normal,40.0,8,On Progress,5,4,4,0.0,16.666666666666664,31,2018-02-07,2018-02-13,0,1,1,0,3
2018-02-08,888,decide,2018-02-02,2018-02-09,327.0,Normal,66.66666666666666,8,On Progress,6,2,3,0.0,16.666666666666664,31,2018-02-02,2018-02-14,0,0,6,5,3
2018-02-08,2724,report,2018-02-08,2018-02-11,611.0,Normal,25.0,24,On Progress,4,1,1,0.0,50.0,127,2018-02-08,2018-02-11,0,0,0,0,2
2018-02-08,2787,worry,2018-02-03,2018-02-10,2138.0,Critical,75.0,24,On Progress,8,5,0,0.0,25.0,127,2018-02-03,2018-02-10,0,0,5,0,2
2018-02-09,798,so,2018-02-07,2018-02-14,547.0,Normal,33.33333333333333,8,On Progress,6,2,3,1.0,33.33333333333333,31,2018-02-07,2018-02-21,0,0,2,7,3
2018-02-09,844,another,2018-02-06,2018-02-12,604.0,Normal,60.0,8,On Progress,5,4,4,1.0,16.666666666666664,31,2018-02-07,2018-02-13,0,1,2,0,3
2018-02-09,888,decide,2018-02-02,2018-02-09,327.0,Normal,66.66666666666666,8,On Progress,6,2,3,1.0,16.666666666666664,31,2018-02-02,2018-02-14,0,0,7,5,3
2018-02-09,2724,report,2018-02-08,2018-02-11,611.0,Normal,50.0,24,On Progress,4,1,1,1.0,50.0,127,2018-02-08,2018-02-11,0,0,1,0,2
2018-02-09,2787,worry,2018-02-03,2018-02-10,2138.0,Critical,87.5,24,On Progress,8,5,0,1.0,25.0,127,2018-02-03,2018-02-10,0,0,6,0,2
2018-02-10,798,so,2018-02-07,2018-02-14,547.0,Normal,33.33333333333333,8,On Progress,6,2,3,1.0,33.33333333333333,31,2018-02-07,2018-02-21,1,0,3,7,3
2018-02-10,844,another,2018-02-06,2018-02-12,604.0,Normal,60.0,8,On Progress,5,4,4,1.0,16.666666666666664,31,2018-02-07,2018-02-13,1,1,3,0,3
2018-02-10,888,decide,2018-02-02,2018-02-09,327.0,Critical,66.66666666666666,8,Delayed,6,2,3,1.0,16.666666666666664,31,2018-02-02,2018-02-14,1,0,8,5,3
2018-02-10,2724,report,2018-02-08,2018-02-11,611.0,Normal,75.0,24,On Progress,4,1,1,1.0,50.0,127,2018-02-08,2018-02-11,1,0,2,0,3
2018-02-10,2787,worry,2018-02-03,2018-02-10,2138.0,Critical,100.0,24,Completed,8,5,0,1.0,25.0,127,2018-02-03,2018-02-10,1,0,7,0,3
2018-02-10,2788,either,2018-02-10,2018-02-15,360.0,Normal,0.0,24,On Progress,6,4,1,1.0,37.5,127,2018-02-10,2018-02-17,1,0,0,2,3
2018-02-11,798,so,2018-02-07,2018-02-14,547.0,Normal,33.33333333333333,8,On Progress,6,2,3,1.0,33.33333333333333,31,2018-02-07,2018-02-21,1,0,4,7,3
2018-02-11,844,another,2018-02-06,2018-02-12,604.0,Normal,60.0,8,On Progress,5,4,4,1.0,16.666666666666664,31,2018-02-07,2018-02-13,1,1,4,0,3
2018-02-11,888,decide,2018-02-02,2018-02-09,327.0,Critical,66.66666666666666,8,Delayed,6,2,3,1.0,16.666666666666664,31,2018-02-02,2018-02-14,1,0,9,5,3
2018-02-11,2724,report,2018-02-08,2018-02-11,611.0,Normal,100.0,24,Completed,4,1,1,1.0,50.0,127,2018-02-08,2018-02-11,1,0,3,0,2
2018-02-11,2788,either,2018-02-10,2018-02-15,360.0,Normal,16.666666666666664,24,On Progress,6,4,1,1.0,37.5,127,2018-02-10,2018-02-17,1,0,1,2,2
2018-02-12,798,so,2018-02-07,2018-02-14,547.0,Normal,33.33333333333333,8,On Progress,6,2,3,0.0,33.33333333333333,31,2018-02-07,2018-02-21,0,0,5,7,3
2018-02-12,844,another,2018-02-06,2018-02-12,604.0,Normal,80.0,8,On Progress,5,4,4,0.0,16.666666666666664,31,2018-02-07,2018-02-13,0,1,5,0,3
2018-02-12,888,decide,2018-02-02,2018-02-09,327.0,Critical,66.66666666666666,8,Delayed,6,2,3,0.0,16.666666666666664,31,2018-02-02,2018-02-14,0,0,10,5,3
2018-02-12,2725,his,2018-02-12,2018-02-13,537.0,Normal,0.0,24,On Progress,2,2,2,0.0,12.5,127,2018-02-12,2018-02-14,0,0,0,1,2
2018-02-12,2788,either,2018-02-10,2018-02-15,360.0,Normal,33.33333333333333,24,On Progress,6,4,1,0.0,37.5,127,2018-02-10,2018-02-17,0,0,2,2,2
2018-02-13,798,so,2018-02-07,2018-02-14,547.0,Normal,33.33333333333333,8,On Progress,6,2,3,0.0,33.33333333333333,31,2018-02-07,2018-02-21,0,0,6,7,4
2018-02-13,844,another,2018-02-06,2018-02-12,604.0,Normal,100.0,8,Completed,5,4,4,0.0,16.666666666666664,31,2018-02-07,2018-02-13,0,1,6,0,4
2018-02-13,845,value,2018-02-12,2018-02-13,932.0,Normal,50.0,8,On Progress,2,1,5,0.0,16.666666666666664,31,2018-02-13,2018-02-14,0,1,0,0,4
