Date,ProjectID,TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,IsBadWeather,StartDate,EndDate,ActualStartDate,ActualEndDate,WeatherAssessment
2018-01-29,8,121,8,3,1,5,48,6716.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-01-29,24,117,1,1,0,0,1,0.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-01-30,8,121,8,3,1,5,51,6716.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-01-30,24,117,1,1,0,0,2,0.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-01-31,8,121,9,3,0,6,55,7165.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-01-31,24,117,1,1,0,0,3,0.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-01,8,121,9,3,2,6,58,7165.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-01,24,117,1,1,0,0,3,0.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-02,8,121,9,3,2,6,61,7165.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-02,24,117,1,1,0,0,4,0.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-03,8,121,9,3,2,6,61,7165.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-03,24,117,2,2,0,0,5,0.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-04,8,121,9,3,2,6,61,7165.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-04,24,117,2,2,0,0,7,0.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-05,8,121,9,2,2,7,63,7628.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-05,24,117,2,2,0,0,8,0.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-06,8,121,11,2,1,9,67,8915.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-06,24,117,2,2,0,0,10,0.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-07,8,121,13,3,0,10,71,9582.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-07,24,117,2,1,0,1,11,2271.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-08,8,121,13,3,0,10,72,9582.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-08,24,117,3,2,0,1,12,2271.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-09,8,121,13,3,0,10,73,9582.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-09,24,117,3,2,0,1,14,2271.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-10,8,121,13,3,1,10,73,9582.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-10,24,117,3,2,0,1,16,2271.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-11,8,121,13,3,1,10,73,9582.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-11,24,117,3,2,1,1,18,2271.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-12,8,121,13,3,1,10,75,9582.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-12,24,117,3,2,2,1,19,2271.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-13,8,121,13,3,2,10,78,9582.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-13,24,117,5,2,0,3,23,5020.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-14,8,121,15,3,1,12,83,10513.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-14,24,117,6,2,0,4,26,5557.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-15,8,121,16,3,1,13,86,11445.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-15,24,117,7,2,0,5,28,5762.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-16,8,121,16,2,1,14,89,12052.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-16,24,117,7,1,1,6,30,6729.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-17,8,121,17,3,1,14,89,12052.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-17,24,117,8,2,1,6,32,6729.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-18,8,121,17,3,1,14,89,12052.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-18,24,117,8,2,1,6,33,6729.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-19,8,121,17,3,1,14,92,12052.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-19,24,117,8,1,1,7,35,7016.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-20,8,121,18,3,1,15,96,12599.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-20,24,117,10,2,0,8,38,7376.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-21,8,121,19,3,1,16,100,12878.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-21,24,117,10,2,0,8,40,7376.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-22,8,121,20,3,0,17,104,13543.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-22,24,117,10,1,1,9,42,8103.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-23,8,121,20,3,0,17,106,13543.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-23,24,117,10,1,1,9,43,8103.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-24,8,121,20,3,1,17,106,13543.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-24,24,117,11,2,1,9,45,8103.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-25,8,121,20,3,1,17,106,13543.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-25,24,117,11,2,1,9,47,8103.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-26,8,121,20,3,1,17,108,13543.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-26,12,85,1,1,0,0,0,0.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-02-26,24,117,12,2,1,10,48,8830.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-27,8,121,21,2,1,19,112,14497.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-27,12,85,1,1,0,0,1,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-02-27,24,117,12,2,1,10,50,8830.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-02-28,8,121,22,3,2,19,115,14497.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-02-28,12,85,1,1,0,0,2,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-02-28,24,117,13,2,0,11,53,9261.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-01,8,121,23,3,1,20,118,14709.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-01,12,85,2,2,0,0,3,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-01,24,117,13,2,1,11,55,9261.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-02,8,121,24,3,1,21,122,14970.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-02,12,85,2,2,0,0,4,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-02,24,117,14,2,1,12,58,10135.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-03,8,121,24,3,1,21,122,14970.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-03,12,85,2,2,0,0,6,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-03,24,117,14,2,1,12,60,10135.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-04,8,121,24,3,1,21,122,14970.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-04,12,85,2,2,0,0,6,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-04,24,117,14,2,1,12,62,10135.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-05,8,121,24,3,1,21,125,14970.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-05,12,85,2,2,0,0,8,0.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-05,24,117,14,2,1,12,63,10135.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-06,8,121,25,3,1,22,128,15499.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-06,12,85,2,2,0,0,9,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-06,24,117,15,2,1,13,65,10634.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-07,8,121,25,3,2,22,131,15499.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-07,12,85,2,2,0,0,11,0.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-07,24,117,15,2,1,13,66,10634.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-08,8,121,25,2,2,23,134,16393.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-08,12,85,2,2,0,0,12,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-08,24,117,15,2,1,13,67,10634.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-09,8,121,27,2,0,25,138,17255.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-09,12,85,2,2,0,0,14,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-09,24,117,16,2,1,14,70,11520.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-10,8,121,28,3,0,25,138,17255.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-10,12,85,2,2,0,0,16,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-10,24,117,16,2,1,14,72,11520.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-11,8,121,28,3,0,25,138,17255.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-11,12,85,2,2,0,0,16,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-11,24,117,17,1,1,16,75,12520.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-12,8,121,28,3,0,25,140,17255.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-12,12,85,2,2,0,0,17,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-12,24,117,19,2,1,17,77,13148.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-13,8,121,28,3,0,25,142,17255.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-13,12,85,2,2,0,0,19,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-13,24,117,19,2,1,17,79,13148.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-14,8,121,28,3,0,25,145,17255.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-14,12,85,2,2,1,0,20,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-14,24,117,20,2,0,18,82,14095.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-15,8,121,28,3,0,25,146,17255.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-15,12,85,3,2,0,1,22,1217.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-15,24,117,20,2,0,18,84,14095.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-16,8,121,28,3,1,25,149,17255.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-16,12,85,3,2,0,1,24,1217.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-16,24,117,20,2,0,18,85,14095.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-17,8,121,28,3,3,25,149,17255.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-17,12,85,3,2,1,1,26,1217.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-17,24,117,20,2,1,18,85,14095.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-18,8,121,28,3,3,25,149,17255.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-18,12,85,3,2,1,1,26,1217.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-18,24,117,20,2,1,18,87,14095.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-19,8,121,28,3,3,25,151,17255.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-19,12,85,3,2,1,1,28,1217.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-19,24,117,20,2,1,18,89,14095.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-20,8,121,29,3,2,26,155,18202.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-20,12,85,3,2,1,1,29,1217.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-20,24,117,20,2,2,18,90,14095.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-21,8,121,29,3,2,26,158,18202.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-21,12,85,3,2,1,1,31,1217.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-21,24,117,20,2,2,18,92,14095.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-22,8,121,31,3,1,28,163,20018.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-22,12,85,4,2,2,2,32,3182.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-22,24,117,20,2,2,18,93,14095.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-23,8,121,31,3,2,28,164,20018.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-23,12,85,4,2,2,2,34,3182.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-23,24,117,22,2,2,20,97,15271.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-24,8,121,31,3,2,28,164,20018.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-24,12,85,5,2,1,3,36,3908.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-24,24,117,23,2,1,21,99,16238.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-25,8,121,31,3,2,28,164,20018.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-25,12,85,5,2,1,3,36,3908.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-25,24,117,24,2,0,22,102,16723.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-26,8,121,31,3,2,28,166,20018.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-26,12,85,5,2,1,3,38,3908.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-26,24,117,24,2,1,22,103,16723.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-27,8,121,32,3,1,29,169,20335.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-27,12,85,5,2,1,3,39,3908.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-27,24,117,24,2,1,22,105,16723.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-28,8,121,33,3,2,30,173,21031.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-28,12,85,6,2,1,4,42,4507.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-28,24,117,24,2,1,22,107,16723.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-29,8,121,33,3,2,30,175,21031.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-29,12,85,7,2,0,5,45,4811.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-29,24,117,24,2,1,22,109,16723.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-30,8,121,34,3,1,31,179,21368.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-30,12,85,7,2,0,5,47,4811.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-30,24,117,24,2,2,22,111,16723.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-03-31,8,121,34,3,1,31,179,21368.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-03-31,12,85,7,2,1,5,49,4811.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-03-31,24,117,25,2,2,23,114,17358.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-04-01,8,121,34,3,1,31,179,21368.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-04-01,12,85,7,2,2,5,49,4811.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-04-01,24,117,27,2,0,25,117,18267.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-04-02,8,121,34,3,1,31,182,21368.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-04-02,12,85,7,2,2,5,51,4811.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-04-02,24,117,27,2,0,25,118,18267.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-04-03,8,121,34,3,1,31,185,21368.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-04-03,12,85,8,2,1,6,54,5708.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-04-03,24,117,27,2,1,25,120,18267.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-04-04,8,121,34,3,3,31,187,21368.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-04-04,12,85,9,2,0,7,57,6339.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-04-04,24,117,27,2,2,25,122,18267.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-04-05,8,121,35,3,2,32,189,21878.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-04-05,12,85,9,2,0,7,59,6339.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-04-05,24,117,27,2,2,25,123,18267.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-04-06,8,121,36,3,2,33,192,22613.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-04-06,12,85,9,2,0,7,61,6339.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-04-06,24,117,28,2,1,26,126,18805.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-04-07,8,121,36,3,2,33,192,22613.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-04-07,12,85,9,2,1,7,63,6339.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-04-07,24,117,28,2,1,26,128,18805.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-04-08,8,121,36,3,2,33,192,22613.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-04-08,12,85,9,2,2,7,63,6339.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-04-08,24,117,28,2,1,26,130,18805.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-04-09,8,121,36,3,2,33,195,22613.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
2018-04-09,12,85,10,2,1,8,66,7183.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-19,28.57142857142857
2018-04-09,24,117,28,2,1,26,132,18805.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-21,37.5
2018-04-10,8,121,37,3,1,34,198,23122.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-17,16.666666666666664
