Date,ProjectID,TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,IsBadWeather,StartDate,EndDate,ActualStartDate,ActualEndDate,WeatherAssessment,Progress,Weekend,DayCount,Delay
2018-01-20,8,121,5,3,1,2,34,3848.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,1.6528925619834711,1,19,26
2018-01-21,8,121,5,3,1,2,34,3848.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,1.6528925619834711,1,20,26
2018-01-22,8,121,6,2,0,4,38,6374.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,3.3057851239669422,0,21,26
2018-01-23,8,121,7,3,0,4,40,6374.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,3.3057851239669422,0,22,26
2018-01-24,8,121,7,3,0,4,42,6374.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,3.3057851239669422,0,23,26
2018-01-25,8,121,7,3,1,4,43,6374.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,3.3057851239669422,0,24,26
2018-01-26,8,121,7,3,2,4,46,6374.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,3.3057851239669422,0,25,26
2018-01-27,8,121,7,3,2,4,46,6374.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,3.3057851239669422,1,26,26
2018-01-28,8,121,7,3,2,4,46,6374.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,3.3057851239669422,1,27,26
2018-01-29,8,121,9,3,0,6,50,7165.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,4.958677685950414,0,28,26
2018-01-29,24,117,1,1,0,0,1,0.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,0.0,0,0,34
2018-01-30,8,121,9,3,0,6,53,7165.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,4.958677685950414,0,29,26
2018-01-30,24,117,1,1,0,0,2,0.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,0.0,0,1,34
2018-01-31,8,121,9,3,0,6,56,7165.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,4.958677685950414,0,30,26
2018-01-31,24,117,1,1,0,0,3,0.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,0.0,0,2,34
2018-02-01,8,121,9,3,2,6,58,7165.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,4.958677685950414,0,31,26
2018-02-01,24,117,1,1,0,0,4,0.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,0.0,0,3,34
2018-02-02,8,121,10,3,1,7,62,7888.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,5.785123966942149,0,32,26
2018-02-02,24,117,1,1,0,0,5,0.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,0.0,0,4,34
2018-02-03,8,121,10,3,1,7,62,7888.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,5.785123966942149,1,33,26
2018-02-03,24,117,2,2,0,0,7,0.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,0.0,1,5,34
2018-02-04,8,121,10,3,1,7,62,7888.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,5.785123966942149,1,34,26
2018-02-04,24,117,2,2,0,0,9,0.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,0.0,1,6,34
2018-02-05,8,121,10,3,1,7,65,7888.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,5.785123966942149,0,35,26
2018-02-05,24,117,2,2,0,0,11,0.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,0.0,0,7,34
2018-02-06,8,121,11,2,1,9,69,8915.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,7.43801652892562,0,36,26
2018-02-06,24,117,2,1,0,1,13,2271.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,0.8547008547008548,0,8,34
2018-02-07,8,121,13,3,0,10,72,9582.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,8.264462809917356,0,37,26
2018-02-07,24,117,2,1,0,1,14,2271.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,0.8547008547008548,0,9,34
2018-02-08,8,121,13,3,0,10,74,9582.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,8.264462809917356,0,38,26
2018-02-08,24,117,3,2,0,1,16,2271.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,0.8547008547008548,0,10,34
2018-02-09,8,121,13,3,0,10,76,9582.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,8.264462809917356,0,39,26
2018-02-09,24,117,3,2,0,1,18,2271.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,0.8547008547008548,0,11,34
2018-02-10,8,121,13,3,1,10,76,9582.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,8.264462809917356,1,40,26
2018-02-10,24,117,4,2,0,2,20,4409.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,1.7094017094017095,1,12,34
2018-02-11,8,121,13,3,1,10,76,9582.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,8.264462809917356,1,41,26
2018-02-11,24,117,4,1,0,3,22,5020.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,2.564102564102564,1,13,34
2018-02-12,8,121,13,3,1,10,77,9582.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,8.264462809917356,0,42,26
2018-02-12,24,117,5,2,0,3,23,5020.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,2.564102564102564,0,14,34
2018-02-13,8,121,14,3,1,11,80,10186.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,9.090909090909092,0,43,26
2018-02-13,24,117,5,2,0,3,25,5020.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,2.564102564102564,0,15,34
2018-02-14,8,121,16,3,0,13,85,11445.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,10.743801652892563,0,44,26
2018-02-14,24,117,6,2,0,4,28,5557.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,3.418803418803419,0,16,34
2018-02-15,8,121,16,2,1,14,88,12052.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,11.570247933884298,0,45,26
2018-02-15,24,117,7,2,0,5,29,5762.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,4.273504273504273,0,17,34
2018-02-16,8,121,16,2,1,14,88,12052.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,11.570247933884298,0,46,26
2018-02-16,24,117,7,2,1,5,31,5762.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,4.273504273504273,0,18,34
2018-02-17,8,121,17,3,1,14,88,12052.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,11.570247933884298,1,47,26
2018-02-17,24,117,9,2,0,7,35,7089.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,5.982905982905983,1,19,34
2018-02-18,8,121,17,3,1,14,88,12052.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,11.570247933884298,1,48,26
2018-02-18,24,117,9,2,0,7,37,7089.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,5.982905982905983,1,20,34
2018-02-19,8,121,17,3,1,14,90,12052.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,11.570247933884298,0,49,26
2018-02-19,24,117,9,1,0,8,39,7376.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,6.837606837606838,0,21,34
2018-02-20,8,121,17,3,2,14,93,12052.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,11.570247933884298,0,50,26
2018-02-20,24,117,10,2,0,8,41,7376.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,6.837606837606838,0,22,34
2018-02-21,8,121,19,3,1,16,97,12878.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,13.223140495867769,0,51,26
2018-02-21,24,117,10,2,0,8,42,7376.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,6.837606837606838,0,23,34
2018-02-22,8,121,19,3,1,16,99,12878.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,13.223140495867769,0,52,26
2018-02-22,24,117,10,1,1,9,44,8103.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,7.6923076923076925,0,24,34
2018-02-23,8,121,20,3,0,17,102,13543.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,14.049586776859504,0,53,26
2018-02-23,24,117,10,1,1,9,45,8103.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,7.6923076923076925,0,25,34
2018-02-24,8,121,20,3,1,17,102,13543.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,14.049586776859504,1,54,26
2018-02-24,24,117,12,2,1,10,48,8830.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,8.547008547008547,1,26,34
2018-02-25,8,121,20,3,1,17,102,13543.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,14.049586776859504,1,55,26
2018-02-25,24,117,13,2,0,11,50,9261.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,9.401709401709402,1,27,34
2018-02-26,8,121,20,3,1,17,104,13543.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,14.049586776859504,0,56,26
2018-02-26,12,85,1,1,0,0,1,0.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,0.0,0,0,13
2018-02-26,24,117,13,2,0,11,52,9261.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,9.401709401709402,0,28,34
2018-02-27,8,121,20,3,2,17,106,13543.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,14.049586776859504,0,57,26
2018-02-27,12,85,1,1,0,0,1,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,0.0,0,1,13
2018-02-27,24,117,13,2,0,11,54,9261.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,9.401709401709402,0,29,34
2018-02-28,8,121,21,3,3,18,110,14108.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,14.87603305785124,0,58,26
2018-02-28,12,85,1,1,0,0,2,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,0.0,0,2,13
2018-02-28,24,117,13,2,0,11,56,9261.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,9.401709401709402,0,30,34
2018-03-01,8,121,22,3,2,19,113,14497.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,15.702479338842975,0,59,26
2018-03-01,12,85,2,2,0,0,3,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,0.0,0,3,13
2018-03-01,24,117,13,1,1,12,58,10135.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,10.256410256410255,0,31,34
2018-03-02,8,121,22,3,2,19,116,14497.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,15.702479338842975,0,60,26
2018-03-02,12,85,2,2,0,0,5,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,0.0,0,4,13
2018-03-02,24,117,14,2,1,12,60,10135.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,10.256410256410255,0,32,34
2018-03-03,8,121,22,3,2,19,116,14497.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,15.702479338842975,1,61,26
2018-03-03,12,85,2,2,0,0,7,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,0.0,1,5,13
2018-03-03,24,117,14,2,1,12,61,10135.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,10.256410256410255,1,33,34
2018-03-04,8,121,22,3,2,19,116,14497.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,15.702479338842975,1,62,26
2018-03-04,12,85,2,2,0,0,7,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,0.0,1,6,13
2018-03-04,24,117,14,2,1,12,62,10135.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,10.256410256410255,1,34,34
2018-03-05,8,121,23,3,2,20,120,14709.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,16.528925619834713,0,63,26
2018-03-05,12,85,2,2,0,0,9,0.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,0.0,0,7,13
2018-03-05,24,117,15,2,1,13,65,10634.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,11.11111111111111,0,35,34
2018-03-06,8,121,24,3,2,21,124,14970.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,17.355371900826448,0,64,26
2018-03-06,12,85,2,2,0,0,11,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,0.0,0,8,13
2018-03-06,24,117,15,2,1,13,67,10634.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,11.11111111111111,0,36,34
2018-03-07,8,121,25,3,2,22,128,15499.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,18.181818181818183,0,65,26
2018-03-07,12,85,2,2,0,0,13,0.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,0.0,0,9,13
2018-03-07,24,117,15,2,1,13,69,10634.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,11.11111111111111,0,37,34
2018-03-08,8,121,25,3,2,22,129,15499.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,18.181818181818183,0,66,26
2018-03-08,12,85,2,2,0,0,15,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,0.0,0,10,13
2018-03-08,24,117,16,2,1,14,71,10959.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,11.965811965811966,0,38,34
2018-03-09,8,121,26,3,2,23,133,16102.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,19.00826446280992,0,67,26
2018-03-09,12,85,2,2,0,0,17,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,0.0,0,11,13
2018-03-09,24,117,18,2,0,16,74,12473.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,13.675213675213676,0,39,34
2018-03-10,8,121,26,3,2,23,133,16102.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,19.00826446280992,1,68,26
2018-03-10,12,85,2,2,0,0,19,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,0.0,1,12,13
2018-03-10,24,117,18,2,1,16,76,12473.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,13.675213675213676,1,40,34
2018-03-11,8,121,26,3,2,23,133,16102.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,19.00826446280992,1,69,26
2018-03-11,12,85,2,2,0,0,19,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,0.0,1,13,13
2018-03-11,24,117,19,2,1,17,78,13420.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,14.529914529914532,1,41,34
2018-03-12,8,121,27,3,1,24,137,16996.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,19.834710743801654,0,70,26
2018-03-12,12,85,2,2,0,0,21,0.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,0.0,0,14,13
2018-03-12,24,117,19,2,1,17,80,13420.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,14.529914529914532,0,42,34
2018-03-13,8,121,27,3,1,24,139,16996.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,19.834710743801654,0,71,26
2018-03-13,12,85,2,1,0,1,23,1217.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,1.1764705882352942,0,15,13
2018-03-13,24,117,20,2,0,18,82,14095.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,15.384615384615385,0,43,34
2018-03-14,8,121,28,3,0,25,142,17255.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,20.66115702479339,0,72,26
2018-03-14,12,85,2,1,0,1,24,1217.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,1.1764705882352942,0,16,13
2018-03-14,24,117,20,2,0,18,84,14095.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,15.384615384615385,0,44,34
2018-03-15,8,121,28,3,0,25,145,17255.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,20.66115702479339,0,73,26
2018-03-15,12,85,3,2,0,1,25,1217.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,1.1764705882352942,0,17,13
2018-03-15,24,117,20,2,0,18,85,14095.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,15.384615384615385,0,45,34
2018-03-16,8,121,28,3,1,25,147,17255.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,20.66115702479339,0,74,26
2018-03-16,12,85,3,2,0,1,26,1217.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,1.1764705882352942,0,18,13
2018-03-16,24,117,20,2,0,18,87,14095.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,15.384615384615385,0,46,34
2018-03-17,8,121,28,3,3,25,147,17255.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,20.66115702479339,1,75,26
2018-03-17,12,85,3,2,1,1,28,1217.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,1.1764705882352942,1,19,13
2018-03-17,24,117,20,2,1,18,88,14095.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,15.384615384615385,1,47,34
2018-03-18,8,121,28,3,3,25,147,17255.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,20.66115702479339,1,76,26
2018-03-18,12,85,3,2,1,1,28,1217.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,1.1764705882352942,1,20,13
2018-03-18,24,117,20,2,1,18,88,14095.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,15.384615384615385,1,48,34
2018-03-19,8,121,28,3,3,25,150,17255.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,20.66115702479339,0,77,26
2018-03-19,12,85,4,2,0,2,31,3182.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,2.3529411764705883,0,21,13
2018-03-19,24,117,20,2,1,18,90,14095.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,15.384615384615385,0,49,34
2018-03-20,8,121,29,3,2,26,152,18202.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,21.487603305785125,0,78,26
2018-03-20,12,85,4,2,0,2,32,3182.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,2.3529411764705883,0,22,13
2018-03-20,24,117,20,2,2,18,91,14095.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,15.384615384615385,0,50,34
2018-03-21,8,121,29,3,2,26,155,18202.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,21.487603305785125,0,79,26
2018-03-21,12,85,4,2,0,2,33,3182.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,2.3529411764705883,0,23,13
2018-03-21,24,117,21,2,2,19,94,14418.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,16.23931623931624,0,51,34
2018-03-22,8,121,30,3,2,27,158,19117.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,22.31404958677686,0,80,26
2018-03-22,12,85,4,2,2,2,35,3182.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,2.3529411764705883,0,24,13
2018-03-22,24,117,22,2,1,20,97,14903.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,17.094017094017094,0,52,34
2018-03-23,8,121,30,3,3,27,161,19117.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,22.31404958677686,0,81,26
2018-03-23,12,85,5,2,1,3,38,3908.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,3.5294117647058822,0,25,13
2018-03-23,24,117,23,2,1,21,100,15756.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,17.94871794871795,0,53,34
2018-03-24,8,121,30,3,3,27,161,19117.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,22.31404958677686,1,82,26
2018-03-24,12,85,5,2,1,3,39,3908.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,3.5294117647058822,1,26,13
2018-03-24,24,117,24,2,0,22,103,16723.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,18.803418803418804,1,54,34
2018-03-25,8,121,30,3,3,27,161,19117.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,22.31404958677686,1,83,26
2018-03-25,12,85,5,2,1,3,39,3908.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,3.5294117647058822,1,27,13
2018-03-25,24,117,24,2,0,22,105,16723.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,18.803418803418804,1,55,34
2018-03-26,8,121,31,3,2,28,163,20018.0,1.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,23.140495867768596,0,84,26
2018-03-26,12,85,6,2,1,4,42,4507.0,1.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,4.705882352941177,0,28,13
2018-03-26,24,117,24,2,1,22,107,16723.0,1.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,18.803418803418804,0,56,34
2018-03-27,8,121,31,3,2,28,165,20018.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,23.140495867768596,0,85,26
2018-03-27,12,85,7,2,0,5,44,4811.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,5.88235294117647,0,29,13
2018-03-27,24,117,24,2,1,22,109,16723.0,0.0,2018-01-29,2019-01-20,2018-01-29,2019-02-23,37.5,18.803418803418804,0,57,34
2018-03-28,8,121,32,3,2,29,169,20335.0,0.0,2018-01-01,2018-11-22,2018-01-01,2018-12-18,16.666666666666664,23.96694214876033,0,86,26
2018-03-28,12,85,7,2,0,5,46,4811.0,0.0,2018-02-26,2018-11-23,2018-02-26,2018-12-06,28.57142857142857,5.88235294117647,0,30,13
