Date,ProjectID,TotalTask,StartedTask,OnGoingTask,DelayedTask,Completedtask,WorkDay,TotalSpent,StartDate,EndDate,ActualStartDate,ActualEndDate
2024-03-27,6,37,3,3,0,0,5,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-03-27,7,16,6,1,1,5,26,4150.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-03-27,8,16,3,2,0,1,15,1577.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-03-27,17,30,2,2,0,0,4,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-03-27,19,13,6,0,0,6,27,6128.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-03-27,22,44,3,2,0,1,24,2913.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-03-27,29,33,3,2,0,1,25,2373.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-03-28,2,29,7,1,0,6,31,6799.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-03-28,5,14,2,1,0,1,15,1128.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-03-28,6,37,3,3,0,0,8,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-03-28,7,16,7,1,0,6,28,5126.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-03-28,8,16,3,2,0,1,16,1577.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-03-28,17,30,2,2,0,0,5,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-03-28,19,13,7,1,0,6,28,6128.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-03-28,22,44,3,2,0,1,26,2913.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-03-28,29,33,4,2,0,2,28,4612.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-03-29,2,29,8,2,0,6,32,6799.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-03-29,5,14,4,2,0,2,18,3753.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-03-29,6,37,3,3,0,0,11,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-03-29,7,16,7,1,0,6,29,5126.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-03-29,8,16,4,2,0,2,18,1794.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-03-29,17,30,2,2,0,0,7,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-03-29,19,13,7,1,0,6,28,6128.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-03-29,22,44,4,3,0,1,29,2913.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-03-29,29,33,4,1,0,3,30,5135.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-03-30,2,29,9,2,0,7,35,7093.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-03-30,5,14,4,2,0,2,20,3753.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-03-30,6,37,3,3,0,0,14,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-03-30,7,16,8,1,0,7,31,5662.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-03-30,8,16,4,2,0,2,18,1794.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-03-30,17,30,2,2,0,0,7,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-03-30,19,13,7,0,0,7,29,6347.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-03-30,22,44,5,2,0,3,33,6816.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-03-30,29,33,5,2,0,3,32,5135.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-03-31,2,29,9,2,0,7,35,7093.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-03-31,5,14,4,2,0,2,20,3753.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-03-31,6,37,3,3,0,0,17,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-03-31,7,16,8,1,0,7,31,5662.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-03-31,8,16,4,2,0,2,18,1794.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-03-31,17,30,2,2,0,0,7,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-03-31,19,13,7,0,0,7,29,6347.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-03-31,22,44,6,1,0,5,36,8305.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-03-31,29,33,7,3,0,4,36,7348.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-01,2,29,11,2,0,9,39,7998.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-01,5,14,4,1,0,3,22,4266.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-01,6,37,3,3,0,0,19,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-01,7,16,8,1,0,7,32,5662.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-01,8,16,4,2,0,2,19,1794.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-01,13,11,1,1,0,0,1,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-01,16,25,1,1,0,0,1,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-01,17,30,2,2,0,0,9,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-01,18,26,1,1,0,0,1,0.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-01,19,13,8,1,0,7,30,6347.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-01,22,44,8,2,0,6,39,8527.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-01,29,33,8,1,0,7,39,9966.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-02,2,29,11,1,0,10,41,8660.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-02,5,14,5,2,0,3,23,4266.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-02,6,37,3,3,0,0,22,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-02,7,16,8,1,0,7,33,5662.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-02,8,16,5,2,0,3,22,2936.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-02,13,11,1,1,0,0,2,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-02,16,25,1,1,0,0,2,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-02,17,30,2,2,0,0,10,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-02,18,26,1,1,0,0,2,0.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-02,19,13,8,1,0,7,31,6347.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-02,22,44,8,2,0,6,40,8527.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-02,29,33,8,1,0,7,40,9966.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-03,2,29,12,1,0,11,43,9080.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-03,5,14,6,2,0,4,25,4813.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-03,6,37,3,3,0,0,25,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-03,7,16,8,0,0,8,34,6209.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-03,8,16,5,2,1,3,24,2936.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-03,13,11,1,1,0,0,3,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-03,16,25,2,2,0,0,4,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-03,17,30,2,2,0,0,12,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-03,18,26,2,2,0,0,4,0.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-03,19,13,8,1,0,7,31,6347.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-03,22,44,9,2,0,7,42,8976.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-03,29,33,10,2,0,8,43,10602.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-04,2,29,12,1,0,11,43,9080.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-04,5,14,6,1,0,5,27,5666.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-04,6,37,3,3,0,0,28,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-04,7,16,9,1,0,8,35,6209.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-04,8,16,5,2,1,3,26,2936.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-04,13,11,2,2,0,0,3,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-04,16,25,2,2,0,0,6,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-04,17,30,3,2,0,1,14,2866.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-04,18,26,2,2,0,0,6,0.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-04,19,13,8,1,1,7,32,6347.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-04,22,44,10,2,0,8,45,9863.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-04,29,33,11,3,0,8,45,10602.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-05,2,29,13,2,1,11,44,9080.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-05,5,14,7,1,0,6,29,6356.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-05,6,37,3,2,0,1,30,2327.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-05,7,16,9,0,0,9,36,6930.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-05,8,16,5,1,1,4,27,3774.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-05,13,11,2,2,0,0,5,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-05,16,25,2,2,0,0,8,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-05,17,30,3,2,1,1,16,2866.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-05,18,26,2,2,0,0,8,0.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-05,19,13,9,1,0,8,34,7261.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-05,22,44,11,2,0,9,48,10226.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-05,29,33,11,3,0,8,48,10602.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-06,2,29,14,2,0,12,46,9738.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-06,5,14,8,1,0,7,31,6755.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-06,6,37,5,3,1,2,33,3921.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-06,7,16,10,1,0,9,37,6930.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-06,8,16,5,1,1,4,27,3774.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-06,13,11,2,2,0,0,7,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-06,16,25,2,2,0,0,8,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-06,17,30,3,2,1,1,16,2866.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-06,18,26,2,2,0,0,10,0.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-06,19,13,9,1,1,8,35,7261.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-06,22,44,12,3,0,9,50,10226.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-06,29,33,13,2,0,11,53,12652.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-07,2,29,14,2,0,12,46,9738.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-07,5,14,8,1,0,7,31,6755.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-07,6,37,6,3,0,3,37,6314.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-07,7,16,10,1,0,9,37,6930.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-07,8,16,5,1,1,4,27,3774.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-07,13,11,2,2,0,0,7,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-07,16,25,2,2,0,0,8,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-07,17,30,3,2,1,1,16,2866.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-07,18,26,2,2,0,0,12,0.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-07,19,13,9,1,1,8,35,7261.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-07,22,44,12,2,0,10,52,11124.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-07,29,33,13,2,0,11,55,12652.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-08,2,29,14,2,0,12,47,9738.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-08,3,28,1,1,0,0,1,0.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-08,5,14,9,2,0,7,33,6755.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-08,6,37,7,2,0,5,41,8163.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-08,7,16,11,1,0,10,38,7214.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-08,8,16,7,2,0,5,30,3997.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-08,13,11,2,2,0,0,9,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-08,14,31,1,1,0,0,1,0.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-08,15,50,1,1,0,0,1,0.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
2024-04-08,16,25,2,2,0,0,10,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-08,17,30,5,2,0,3,19,4891.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-08,18,26,2,2,0,0,14,0.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-08,19,13,10,1,0,9,37,7975.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-08,22,44,12,2,1,10,53,11124.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-08,27,42,2,2,0,0,2,0.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-08,29,33,14,2,0,12,58,13167.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-09,2,29,14,2,1,12,48,9738.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-09,3,28,2,2,0,0,3,0.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-09,5,14,9,1,0,8,35,7122.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-09,6,37,8,2,0,6,44,8923.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-09,7,16,11,1,0,10,39,7214.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-09,8,16,7,2,1,5,31,3997.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-09,13,11,2,2,0,0,10,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-09,14,31,1,1,0,0,2,0.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-09,15,50,1,1,0,0,2,0.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
2024-04-09,16,25,2,2,0,0,12,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-12
2024-04-09,17,30,5,2,1,3,21,4891.0,2024-03-25,2024-06-07,2024-03-25,2024-06-14
2024-04-09,18,26,2,1,0,1,16,2504.0,2024-04-01,2024-05-29,2024-04-01,2024-06-02
2024-04-09,19,13,11,1,0,10,39,8333.0,2024-03-11,2024-04-19,2024-03-11,2024-04-22
2024-04-09,22,44,14,2,0,12,57,11958.0,2024-03-18,2024-05-26,2024-03-18,2024-05-29
2024-04-09,27,42,3,3,0,0,4,0.0,2024-04-08,2024-06-10,2024-04-08,2024-06-17
2024-04-09,29,33,15,2,0,13,61,14069.0,2024-03-18,2024-05-15,2024-03-18,2024-05-17
2024-04-10,2,29,16,2,0,14,51,10825.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-10,3,28,2,2,0,0,5,0.0,2024-04-08,2024-06-13,2024-04-08,2024-06-21
2024-04-10,5,14,9,1,0,8,35,7122.0,2024-03-18,2024-04-26,2024-03-18,2024-04-26
2024-04-10,6,37,9,3,0,6,46,8923.0,2024-03-25,2024-05-27,2024-03-25,2024-05-28
2024-04-10,7,16,11,1,0,10,40,7214.0,2024-03-11,2024-04-25,2024-03-11,2024-05-03
2024-04-10,8,16,8,2,1,6,34,4560.0,2024-03-18,2024-05-09,2024-03-18,2024-05-14
2024-04-10,13,11,2,2,0,0,12,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-10,14,31,1,1,0,0,3,0.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-10,15,50,2,2,0,0,4,0.0,2024-04-08,2024-07-04,2024-04-08,2024-07-11
