datetime,tempmax,tempmin,temp,humidity,precip,snow,snowdepth,windspeed,conditions,description,raining,snowing,heavy_weather
2018-01-19,37.611111111111114,11.055555555555555,25.0,30.6,0.0,0.0,0.0,26.715044000000002,clear,Clear conditions throughout the day.,0,0,1
2018-01-20,38.05555555555556,13.777777777777777,27.055555555555557,26.7,0.0,0.0,0.0,28.646252,partially cloudy,Partly cloudy throughout the day.,0,0,1
2018-01-21,37.888888888888886,13.055555555555555,26.611111111111114,28.2,0.0,0.0,0.0,23.013562,clear,Clear conditions throughout the day.,0,0,1
2018-01-22,32.77777777777778,15.222222222222221,25.666666666666668,38.0,0.0,0.0,0.0,20.599552000000003,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-01-23,35.888888888888886,20.833333333333332,27.77777777777778,37.4,0.7874,0.0,0.0,26.875978,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,0,1
2018-01-24,25.666666666666668,18.111111111111107,21.888888888888893,70.5,8.0518,0.0,0.0,18.668343999999998,"rain, partially cloudy",Partly cloudy throughout the day with rain.,1,0,0
2018-01-25,30.833333333333332,17.944444444444443,23.88888888888889,64.2,0.38099999999999995,0.0,0.0,35.244546,"rain, partially cloudy",Partly cloudy throughout the day with rain.,1,0,0
2018-01-26,31.77777777777778,16.88888888888889,23.944444444444443,64.5,0.1524,0.0,0.0,31.543064,"rain, partially cloudy",Partly cloudy throughout the day with afternoon rain.,1,0,0
2018-01-27,28.77777777777778,18.000000000000004,23.5,68.1,0.254,0.0,0.0,27.036912,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,0,0
2018-01-28,31.11111111111111,21.11111111111111,25.055555555555554,64.8,0.17779999999999999,0.0,0.0,29.289987999999997,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,0,0
2018-01-29,32.888888888888886,15.055555555555555,24.61111111111111,56.3,0.35559999999999997,0.0,0.0,21.243288,"rain, partially cloudy",Clearing in the afternoon with early morning rain.,1,0,0
2018-01-30,31.77777777777778,13.833333333333334,22.055555555555557,70.6,5.8928,0.0,0.0,24.1401,"rain, partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,1,0,0
2018-01-31,24.055555555555557,12.888888888888891,16.61111111111111,61.9,9.5758,0.0,0.0,26.393175999999997,"rain, partially cloudy",Partly cloudy throughout the day with early morning rain.,1,0,0
2018-02-01,20.72222222222222,8.0,14.555555555555555,54.1,0.0,0.0,0.0,26.55411,partially cloudy,Becoming cloudy in the afternoon.,0,0,0
2018-02-02,24.66666666666667,7.777777777777778,16.11111111111111,62.7,0.0,0.0,0.0,30.094658,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-02-03,23.055555555555557,11.222222222222223,17.666666666666668,60.3,0.0,0.0,0.0,24.622902,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-02-04,25.944444444444443,12.833333333333334,19.444444444444443,57.1,0.0,0.0,0.0,24.1401,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-02-05,30.0,10.388888888888891,19.833333333333332,61.2,0.0,0.0,0.0,25.910374,partially cloudy,Becoming cloudy in the afternoon.,0,0,0
2018-02-06,27.11111111111111,12.888888888888891,19.388888888888893,54.0,0.0,0.0,0.0,22.691694,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-02-07,31.88888888888889,13.055555555555555,22.61111111111111,55.6,0.0,0.0,0.0,19.473014,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-02-08,33.888888888888886,14.833333333333334,25.0,50.3,0.0,0.0,0.0,27.680647999999998,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-02-09,35.05555555555556,19.055555555555557,25.166666666666668,52.3,2.032,0.0,0.0,26.715044000000002,"rain, partially cloudy",Partly cloudy throughout the day with rain.,1,0,1
2018-02-10,33.611111111111114,12.277777777777779,22.555555555555554,61.3,0.17779999999999999,0.0,0.0,27.680647999999998,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,0,0
2018-02-11,31.555555555555557,14.944444444444445,22.77777777777778,58.1,0.17779999999999999,0.0,0.0,26.875978,"rain, partially cloudy",Partly cloudy throughout the day with early morning rain.,1,0,0
2018-02-12,28.944444444444443,14.88888888888889,20.500000000000004,57.9,0.0,0.0,0.0,27.197846,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-02-13,30.11111111111111,16.833333333333332,21.11111111111111,62.3,0.0,0.0,0.0,27.841582000000002,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-02-14,30.833333333333332,13.11111111111111,22.77777777777778,49.1,0.0,0.0,0.0,46.67086,partially cloudy,Partly cloudy throughout the day.,0,0,1
2018-02-15,29.055555555555557,9.888888888888888,20.222222222222225,38.9,0.0,0.0,0.0,32.669602,partially cloudy,Clearing in the afternoon.,0,0,0
2018-02-16,28.88888888888889,15.833333333333334,21.38888888888889,37.1,0.0,0.0,0.0,32.1868,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-02-17,30.77777777777778,13.11111111111111,21.666666666666668,51.0,0.0,0.0,0.0,19.955816000000002,partially cloudy,Becoming cloudy in the afternoon.,0,0,0
2018-02-18,32.888888888888886,12.722222222222221,23.166666666666668,50.0,0.0,0.0,0.0,31.703998,partially cloudy,Clearing in the afternoon.,0,0,0
2018-02-19,24.055555555555557,17.83333333333333,20.555555555555557,65.5,0.0,0.0,0.0,29.450922000000002,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-02-20,20.944444444444443,11.833333333333332,16.38888888888889,60.2,0.0508,0.0,0.0,28.485318,"rain, partially cloudy",Partly cloudy throughout the day with early morning rain.,1,0,0
2018-02-21,25.166666666666668,9.000000000000002,17.444444444444443,53.9,0.0,0.0,0.0,16.254334,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-02-22,27.333333333333332,14.38888888888889,19.944444444444446,53.0,0.0,0.0,0.0,19.473014,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-02-23,30.833333333333332,14.777777777777779,21.999999999999996,53.5,0.0,0.0,0.0,20.599552000000003,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-02-24,33.0,16.77777777777778,25.222222222222225,54.4,4.1148,0.0,0.0,44.578718,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,0,0
2018-02-25,21.944444444444443,14.11111111111111,17.61111111111111,91.5,47.066199999999995,0.0,0.0,21.565156,"rain, overcast",Cloudy skies throughout the day with rain.,1,0,1
2018-02-26,20.72222222222222,11.777777777777779,15.555555555555555,77.4,5.1562,0.0,0.0,32.025866,"rain, partially cloudy",Partly cloudy throughout the day with rain clearing later.,1,0,0
2018-02-27,24.88888888888889,11.11111111111111,17.5,66.4,0.0,0.0,0.0,14.162192000000001,partially cloudy,Clearing in the afternoon.,0,0,0
2018-02-28,30.055555555555557,11.055555555555555,20.555555555555557,61.9,0.0,0.0,0.0,32.025866,partially cloudy,Clearing in the afternoon.,0,0,0
2018-03-01,26.666666666666668,13.666666666666666,19.72222222222222,53.3,0.0,0.0,0.0,23.33543,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-03-02,24.111111111111114,14.88888888888889,19.0,63.4,0.0,0.0,0.0,17.863674,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-03-03,30.833333333333332,14.88888888888889,21.77777777777778,61.0,0.0,0.0,0.0,27.680647999999998,partially cloudy,Clearing in the afternoon.,0,0,0
2018-03-04,29.0,13.777777777777777,20.72222222222222,61.3,0.0,0.0,0.0,33.474272,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-03-05,23.055555555555557,15.11111111111111,18.444444444444443,73.1,0.0508,0.0,0.0,33.474272,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,0,0
2018-03-06,19.777777777777775,10.166666666666664,16.0,62.9,0.0,0.0,0.0,30.899327999999997,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-03-07,22.77777777777778,9.000000000000002,15.777777777777779,71.5,0.17779999999999999,0.0,0.0,27.841582000000002,"rain, partially cloudy",Partly cloudy throughout the day with rain clearing later.,1,0,0
2018-03-08,24.777777777777775,7.88888888888889,15.833333333333334,67.9,0.0,0.0,0.0,23.33543,partially cloudy,Clearing in the afternoon.,0,0,0
2018-03-09,25.944444444444443,9.277777777777779,17.055555555555557,67.7,0.0,0.0,0.0,19.794882,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-03-10,26.888888888888893,10.444444444444443,18.944444444444443,63.9,0.0,0.0,0.0,14.323126,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-03-11,30.88888888888889,10.111111111111112,20.222222222222225,58.5,0.0,0.0,0.0,19.794882,partially cloudy,Clearing in the afternoon.,0,0,0
2018-03-12,29.833333333333332,11.88888888888889,19.72222222222222,58.0,0.0,0.0,0.0,31.703998,partially cloudy,Clearing in the afternoon.,0,0,0
2018-03-13,21.0,14.777777777777779,16.72222222222222,72.7,0.0,0.0,0.0,19.794882,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-03-14,26.611111111111114,14.88888888888889,18.833333333333336,65.7,0.0,0.0,0.0,17.863674,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-03-15,28.833333333333332,11.055555555555555,19.66666666666667,61.7,0.0,0.0,0.0,28.646252,partially cloudy,Clearing in the afternoon.,0,0,0
2018-03-16,26.11111111111111,14.88888888888889,19.27777777777778,66.7,0.0,0.0,0.0,18.346476,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-03-17,29.72222222222222,14.055555555555554,21.166666666666664,61.7,0.7874,0.0,0.0,25.105704,"rain, partially cloudy",Clearing in the afternoon with morning rain.,1,0,0
2018-03-18,31.944444444444443,12.0,21.166666666666664,51.1,0.0,0.0,0.0,48.2802,clear,Clear conditions throughout the day.,0,0,1
2018-03-19,26.11111111111111,5.888888888888889,17.61111111111111,39.1,0.0,0.0,0.0,34.118007999999996,clear,Clear conditions throughout the day.,0,0,0
2018-03-20,23.944444444444443,7.055555555555557,15.555555555555555,58.5,0.0,0.0,0.0,33.474272,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-03-21,17.944444444444443,11.88888888888889,14.555555555555555,67.4,0.0,0.0,0.0,32.1868,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-03-22,18.77777777777778,10.999999999999998,14.222222222222221,74.3,0.17779999999999999,0.0,0.0,29.450922000000002,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,0,0
2018-03-23,21.77777777777778,11.222222222222223,16.22222222222222,71.5,0.0,0.0,0.0,16.576202000000002,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-03-24,25.888888888888886,10.111111111111112,18.000000000000004,73.2,0.17779999999999999,0.0,0.0,24.1401,"rain, partially cloudy",Partly cloudy throughout the day with rain.,1,0,0
2018-03-25,24.0,12.055555555555557,16.77777777777778,77.2,4.953,0.0,0.0,31.703998,"rain, partially cloudy",Partly cloudy throughout the day with rain.,1,0,0
2018-03-26,17.055555555555557,7.666666666666665,13.333333333333334,57.7,0.1524,0.0,0.0,31.703998,rain,Clear conditions throughout the day with early morning rain.,1,0,0
2018-03-27,22.055555555555557,1.8333333333333317,12.0,62.6,0.0,0.0,0.0,16.576202000000002,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-03-28,27.944444444444443,10.111111111111112,18.166666666666668,59.1,0.0,0.0,0.0,24.783836,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-03-29,30.72222222222222,7.944444444444443,18.666666666666664,45.4,0.0,0.0,0.0,22.369826,clear,Clear conditions throughout the day.,0,0,0
2018-03-30,29.77777777777778,7.777777777777778,18.166666666666668,48.3,0.0,0.0,0.0,24.94477,clear,Clear conditions throughout the day.,0,0,0
2018-03-31,26.77777777777778,8.88888888888889,17.666666666666668,70.7,0.0,0.0,0.0,18.346476,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-04-01,27.88888888888889,10.111111111111112,17.444444444444443,65.3,0.0,0.0,0.0,28.16345,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-04-02,29.055555555555557,11.88888888888889,19.499999999999996,51.3,0.0,0.0,0.0,27.680647999999998,partially cloudy,Clearing in the afternoon.,0,0,0
2018-04-03,23.77777777777778,12.944444444444443,17.555555555555557,72.2,0.0,0.0,0.0,24.1401,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-04-04,26.666666666666668,14.88888888888889,19.388888888888893,65.1,0.0,0.0,0.0,24.1401,partially cloudy,Clearing in the afternoon.,0,0,0
2018-04-05,27.83333333333333,10.999999999999998,19.111111111111114,64.6,0.0,0.0,0.0,20.438617999999998,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-04-06,28.833333333333332,10.0,18.72222222222222,58.1,0.0,0.0,0.0,28.324384000000002,partially cloudy,Clearing in the afternoon.,0,0,0
2018-04-07,28.055555555555557,10.055555555555555,19.166666666666668,54.7,0.0,0.0,0.0,31.703998,partially cloudy,Clearing in the afternoon.,0,0,0
2018-04-08,29.555555555555557,6.111111111111111,16.333333333333332,48.9,0.0,0.0,0.0,27.680647999999998,partially cloudy,Clearing in the afternoon.,0,0,0
2018-04-09,29.88888888888889,6.7777777777777795,17.38888888888889,48.0,0.0,0.0,0.0,30.738394000000003,partially cloudy,Clearing in the afternoon.,0,0,0
2018-04-10,25.72222222222222,10.333333333333334,16.61111111111111,72.0,0.0,0.0,0.0,12.713786,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-04-11,30.77777777777778,9.833333333333336,19.555555555555557,59.7,0.0,0.0,0.0,21.243288,clear,Clear conditions throughout the day.,0,0,0
2018-04-12,29.833333333333332,10.777777777777779,20.833333333333332,48.5,0.0,0.0,0.0,39.106962,clear,Clear conditions throughout the day.,0,0,0
2018-04-13,26.888888888888893,16.11111111111111,20.888888888888886,49.5,0.8128,0.0,0.0,37.01482,"rain, partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,1,0,0
2018-04-14,19.111111111111114,10.111111111111112,15.61111111111111,67.8,11.9888,0.0,0.0,35.244546,"rain, partially cloudy",Becoming cloudy in the afternoon with rain.,1,0,1
2018-04-15,15.11111111111111,10.111111111111112,12.444444444444445,68.8,0.35559999999999997,0.0,0.0,35.244546,"rain, overcast",Cloudy skies throughout the day with early morning rain.,1,0,0
2018-04-16,17.944444444444443,14.000000000000002,15.88888888888889,71.6,0.0254,0.0,0.0,33.635206,"rain, partially cloudy",Partly cloudy throughout the day with early morning rain.,1,0,0
2018-04-17,22.83333333333333,7.944444444444443,14.666666666666666,69.7,0.0,0.0,0.0,22.691694,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-04-18,21.833333333333332,8.11111111111111,13.722222222222223,68.4,0.0,0.0,0.0,9.334171999999999,partially cloudy,Clearing in the afternoon.,0,0,0
2018-04-19,23.111111111111107,5.833333333333333,13.944444444444445,75.7,0.0,0.0,0.0,14.162192000000001,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-04-20,24.66666666666667,7.666666666666665,15.555555555555555,70.6,0.0,0.0,0.0,22.691694,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-04-21,22.722222222222225,6.888888888888888,14.666666666666666,75.9,0.0,0.0,0.0,24.1401,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-04-22,18.833333333333336,11.055555555555555,14.5,81.5,0.6096,0.0,0.0,11.104446000000001,"rain, partially cloudy",Partly cloudy throughout the day with rain.,1,0,0
2018-04-23,23.666666666666664,6.0555555555555545,13.833333333333334,72.8,0.0254,0.0,0.0,11.104446000000001,"rain, partially cloudy",Partly cloudy throughout the day with early morning rain.,1,0,0
2018-04-24,25.833333333333332,4.777777777777779,14.333333333333334,68.7,0.0,0.0,0.0,12.552852,partially cloudy,Clearing in the afternoon.,0,0,0
2018-04-25,25.944444444444443,6.944444444444445,15.61111111111111,62.4,0.0,0.0,0.0,16.254334,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-04-26,22.944444444444443,7.833333333333333,14.555555555555555,68.3,0.0,0.0,0.0,28.324384000000002,partially cloudy,Clearing in the afternoon.,0,0,0
2018-04-27,18.88888888888889,7.11111111111111,13.555555555555555,67.2,0.0,0.0,0.0,18.346476,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-04-28,19.0,5.333333333333334,11.333333333333334,70.7,0.0,0.0,0.0,24.301033999999998,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-04-29,17.055555555555557,3.3333333333333335,9.444444444444445,85.0,4.2418,0.0,0.0,22.369826,"rain, partially cloudy",Partly cloudy throughout the day with rain.,1,0,0
2018-04-30,19.055555555555557,3.8333333333333326,10.055555555555555,70.5,0.0,0.0,0.0,16.576202000000002,clear,Clear conditions throughout the day.,0,0,0
2018-05-01,22.722222222222225,0.8888888888888897,10.61111111111111,62.4,0.0,0.0,0.0,11.104446000000001,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-05-02,19.88888888888889,5.777777777777777,11.11111111111111,70.2,0.0,0.0,0.0,24.622902,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-05-03,23.61111111111111,4.8888888888888875,14.444444444444445,64.1,0.0,0.0,0.0,29.933724,partially cloudy,Becoming cloudy in the afternoon.,0,0,0
2018-05-04,17.055555555555557,9.000000000000002,13.055555555555555,67.4,6.6293999999999995,0.0,0.0,39.42883,"rain, partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,1,0,0
2018-05-05,18.88888888888889,3.888888888888889,10.666666666666668,64.4,0.0,0.0,0.0,17.863674,clear,Clear conditions throughout the day.,0,0,0
2018-05-06,19.055555555555557,0.055555555555556344,8.444444444444446,71.2,0.0,0.0,0.0,12.552852,clear,Clear conditions throughout the day.,0,0,0
2018-05-07,19.61111111111111,0.055555555555556344,9.444444444444445,70.0,0.0,0.0,0.0,33.474272,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-05-08,21.944444444444443,6.111111111111111,11.444444444444445,71.2,0.0,0.0,0.0,23.33543,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-05-09,20.11111111111111,3.0555555555555554,10.999999999999998,67.2,0.0,0.0,0.0,28.646252,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-05-10,14.777777777777779,2.833333333333334,7.6111111111111125,76.3,2.6923999999999997,0.0,0.0,33.474272,"rain, partially cloudy",Partly cloudy throughout the day with rain.,1,0,0
2018-05-11,8.0,2.7777777777777777,5.333333333333334,77.9,0.7111999999999999,0.0,0.0,30.899327999999997,"rain, partially cloudy",Partly cloudy throughout the day with rain.,1,0,0
2018-05-12,12.833333333333334,5.944444444444446,10.055555555555555,68.7,0.5588,0.0,0.0,37.175754000000005,"rain, partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,1,0,0
2018-05-13,16.61111111111111,6.0555555555555545,11.277777777777777,60.9,0.0,0.0,0.0,42.164708,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-05-14,17.77777777777778,1.8333333333333317,9.000000000000002,69.9,0.0,0.0,0.0,19.151146,partially cloudy,Becoming cloudy in the afternoon.,0,0,0
2018-05-15,14.777777777777779,-1.8888888888888882,5.277777777777778,80.9,0.0,0.0,0.0,13.035654,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-05-16,14.833333333333334,-0.6111111111111119,6.722222222222223,69.8,0.0,0.0,0.0,13.035654,partially cloudy,Clearing in the afternoon.,0,0,0
2018-05-17,15.0,-1.2222222222222219,6.277777777777776,75.1,0.0,0.0,0.0,24.1401,partially cloudy,Clearing in the afternoon.,0,0,0
2018-05-18,17.0,-1.8888888888888882,6.7777777777777795,75.9,0.0,0.0,0.0,20.438617999999998,partially cloudy,Becoming cloudy in the afternoon.,0,0,0
2018-05-19,14.666666666666666,2.000000000000001,6.722222222222223,80.0,0.0,0.0,0.0,29.450922000000002,partially cloudy,Clearing in the afternoon.,0,0,0
2018-05-20,15.722222222222221,-0.16666666666666707,7.3888888888888875,74.9,0.0,0.0,0.0,26.55411,partially cloudy,Clearing in the afternoon.,0,0,0
2018-05-21,16.0,9.000000000000002,12.055555555555557,61.6,0.0,0.0,0.0,29.450922000000002,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-05-22,19.61111111111111,7.055555555555557,11.722222222222221,65.9,0.0,0.0,0.0,27.680647999999998,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-05-23,15.88888888888889,3.111111111111112,8.722222222222223,87.8,0.0,0.0,0.0,14.323126,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-05-24,16.11111111111111,2.8888888888888906,8.666666666666666,82.5,0.0,0.0,0.0,11.104446000000001,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-05-25,16.0,2.7777777777777777,8.666666666666666,71.5,0.0,0.0,0.0,13.035654,partially cloudy,Clearing in the afternoon.,0,0,0
2018-05-26,16.833333333333332,0.8333333333333334,7.277777777777778,83.4,0.0,0.0,0.0,9.334171999999999,partially cloudy,Clearing in the afternoon.,0,0,0
2018-05-27,16.77777777777778,-1.9444444444444444,6.277777777777776,76.0,0.0,0.0,0.0,12.552852,partially cloudy,Becoming cloudy in the afternoon.,0,0,0
2018-05-28,17.77777777777778,3.7222222222222237,8.555555555555555,73.6,0.0,0.0,0.0,22.852628,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-05-29,16.833333333333332,0.777777777777777,8.277777777777779,87.6,1.0413999999999999,0.0,0.0,23.33543,"rain, partially cloudy",Partly cloudy throughout the day with rain.,1,0,0
2018-05-30,12.777777777777779,2.1111111111111094,7.444444444444445,78.5,1.651,0.0,0.0,25.105704,"rain, partially cloudy",Partly cloudy throughout the day with rain.,1,0,0
2018-05-31,12.777777777777779,4.111111111111111,7.444444444444445,67.4,0.0,0.0,0.0,30.416525999999998,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-06-01,11.833333333333332,3.111111111111112,7.222222222222222,64.4,0.0,0.0,0.0,31.703998,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-06-02,12.055555555555557,6.666666666666667,9.222222222222221,69.9,0.0254,0.0,0.0,37.175754000000005,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,0,0
2018-06-03,13.833333333333334,5.888888888888889,9.722222222222221,73.4,0.0,0.0,0.0,16.576202000000002,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-06-04,14.055555555555554,5.833333333333333,9.555555555555557,82.5,0.1016,0.0,0.0,16.576202000000002,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,0,0
2018-06-05,12.0,3.111111111111112,7.88888888888889,80.7,0.7874,0.0,0.0,24.622902,"rain, partially cloudy",Partly cloudy throughout the day with early morning rain.,1,0,0
2018-06-06,15.0,5.777777777777777,9.333333333333332,83.2,0.0508,0.0,0.0,21.565156,"rain, partially cloudy",Partly cloudy throughout the day with afternoon rain.,1,0,0
2018-06-07,15.88888888888889,4.055555555555554,10.277777777777779,78.2,0.0,0.0,0.0,15.932466,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-06-08,12.833333333333334,5.1111111111111125,9.722222222222221,83.8,0.35559999999999997,0.0,0.0,27.680647999999998,"rain, partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,0,0
2018-06-09,12.111111111111109,4.222222222222223,8.61111111111111,92.5,1.27,0.0,0.0,16.576202000000002,"rain, partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,1,0,1
2018-06-10,14.666666666666666,3.7222222222222237,8.11111111111111,80.6,0.0,0.0,0.0,20.599552000000003,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-06-11,13.88888888888889,1.7777777777777795,6.888888888888888,80.6,0.0,0.0,0.0,15.449663999999999,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-06-12,10.88888888888889,1.1111111111111112,6.388888888888889,93.3,1.016,0.0,0.0,22.369826,"rain, partially cloudy",Partly cloudy throughout the day with afternoon rain.,1,0,1
2018-06-13,12.055555555555557,6.7777777777777795,9.055555555555554,80.0,0.0254,0.0,0.0,27.680647999999998,"rain, partially cloudy",Partly cloudy throughout the day with early morning rain.,1,0,0
2018-06-14,10.944444444444446,6.166666666666668,8.499999999999998,68.9,0.0,0.0,0.0,30.094658,partially cloudy,Partly cloudy throughout the day.,0,0,0
2018-06-15,10.111111111111112,5.0,7.944444444444443,74.3,4.2418,0.0,0.0,35.244546,"rain, partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,1,0,0
2018-06-16,9.055555555555554,3.0555555555555554,5.833333333333333,82.8,1.3461999999999998,0.0,0.0,30.899327999999997,"rain, partially cloudy",Partly cloudy throughout the day with rain.,1,0,0
