Date,ID,Name,StartDate,EndDate,Cost,Priority,Progress,ProjectID,Status,Duration,Trade,IsBadWeather,WeatherAssessment,ActualStartDate,ActualEndDate
2018-08-17,1691,strategy,2018-08-13,2018-09-01,2279.0,Critical,4,4,On Progress,18,6,1,27.77777777777778,2018-08-13 00:00:00,2018-09-04
2018-08-17,2701,marriage,2018-08-13,2018-09-06,2173.0,Critical,5,8,On Progress,19,6,1,31.57894736842105,2018-08-13 00:00:00,2018-09-10
2018-08-17,2839,name,2018-08-16,2018-09-21,1513.0,Critical,2,8,On Progress,27,7,1,25.925925925925924,2018-08-16 00:00:00,2018-09-21
2018-08-17,2977,itself,2018-08-15,2018-09-24,1375.0,Critical,3,8,On Progress,29,7,1,24.137931034482758,2018-08-15 00:00:00,2018-09-24
2018-08-17,3361,area,2018-08-13,2018-09-04,1325.0,Critical,4,10,On Progress,17,3,1,29.411764705882355,2018-08-13 00:00:00,2018-09-05
2018-08-17,3526,capital,2018-08-13,2018-08-28,1761.0,Critical,4,10,On Progress,12,7,1,16.666666666666664,2018-08-13 00:00:00,2018-08-29
2018-08-17,3691,reality,2018-08-16,2018-08-31,1767.0,Critical,2,10,On Progress,12,7,1,41.66666666666667,2018-08-16 00:00:00,2018-08-31
2018-08-18,1411,section,2018-08-13,2018-09-14,1359.0,Critical,5,4,On Progress,29,7,0,24.137931034482758,2018-08-13 00:00:00,2018-09-18
2018-08-18,1551,reach,2018-08-15,2018-08-25,2672.0,Critical,4,4,On Progress,10,4,0,20.0,2018-08-15 00:00:00,2018-08-27
2018-08-18,1691,strategy,2018-08-13,2018-09-01,2279.0,Critical,5,4,On Progress,18,6,0,27.77777777777778,2018-08-13 00:00:00,2018-09-04
2018-08-20,1411,section,2018-08-13,2018-09-14,1359.0,Critical,6,4,On Progress,29,7,1,24.137931034482758,2018-08-13 00:00:00,2018-09-18
2018-08-20,1551,reach,2018-08-15,2018-08-25,2672.0,Critical,5,4,On Progress,10,4,1,20.0,2018-08-15 00:00:00,2018-08-27
2018-08-20,1691,strategy,2018-08-13,2018-09-01,2279.0,Critical,6,4,On Progress,18,6,1,27.77777777777778,2018-08-13 00:00:00,2018-09-04
2018-08-20,2701,marriage,2018-08-13,2018-09-06,2173.0,Critical,5,8,On Progress,19,6,1,31.57894736842105,2018-08-13 00:00:00,2018-09-10
2018-08-20,2839,name,2018-08-16,2018-09-21,1513.0,Critical,3,8,On Progress,27,7,1,25.925925925925924,2018-08-16 00:00:00,2018-09-21
2018-08-20,2977,itself,2018-08-15,2018-09-24,1375.0,Critical,4,8,On Progress,29,7,1,24.137931034482758,2018-08-15 00:00:00,2018-09-24
2018-08-20,3361,area,2018-08-13,2018-09-04,1325.0,Critical,5,10,On Progress,17,3,1,29.411764705882355,2018-08-13 00:00:00,2018-09-05
2018-08-20,3526,capital,2018-08-13,2018-08-28,1761.0,Critical,5,10,On Progress,12,7,1,16.666666666666664,2018-08-13 00:00:00,2018-08-29
2018-08-20,3691,reality,2018-08-16,2018-08-31,1767.0,Critical,3,10,On Progress,12,7,1,41.66666666666667,2018-08-16 00:00:00,2018-08-31
2018-08-21,1411,section,2018-08-13,2018-09-14,1359.0,Critical,6,4,On Progress,29,7,0,24.137931034482758,2018-08-13 00:00:00,2018-09-18
2018-08-21,1551,reach,2018-08-15,2018-08-25,2672.0,Critical,6,4,On Progress,10,4,0,20.0,2018-08-15 00:00:00,2018-08-27
2018-08-21,1691,strategy,2018-08-13,2018-09-01,2279.0,Critical,7,4,On Progress,18,6,0,27.77777777777778,2018-08-13 00:00:00,2018-09-04
2018-08-21,2701,marriage,2018-08-13,2018-09-06,2173.0,Critical,6,8,On Progress,19,6,0,31.57894736842105,2018-08-13 00:00:00,2018-09-10
2018-08-21,2839,name,2018-08-16,2018-09-21,1513.0,Critical,4,8,On Progress,27,7,0,25.925925925925924,2018-08-16 00:00:00,2018-09-21
2018-08-21,2977,itself,2018-08-15,2018-09-24,1375.0,Critical,5,8,On Progress,29,7,0,24.137931034482758,2018-08-15 00:00:00,2018-09-24
2018-08-21,3361,area,2018-08-13,2018-09-04,1325.0,Critical,6,10,On Progress,17,3,0,29.411764705882355,2018-08-13 00:00:00,2018-09-05
2018-08-21,3526,capital,2018-08-13,2018-08-28,1761.0,Critical,6,10,On Progress,12,7,0,16.666666666666664,2018-08-13 00:00:00,2018-08-29
2018-08-21,3691,reality,2018-08-16,2018-08-31,1767.0,Critical,4,10,On Progress,12,7,0,41.66666666666667,2018-08-16 00:00:00,2018-08-31
2018-08-22,1411,section,2018-08-13,2018-09-14,1359.0,Critical,7,4,On Progress,29,7,0,24.137931034482758,2018-08-13 00:00:00,2018-09-18
2018-08-22,1551,reach,2018-08-15,2018-08-25,2672.0,Critical,7,4,On Progress,10,4,0,20.0,2018-08-15 00:00:00,2018-08-27
2018-08-22,1691,strategy,2018-08-13,2018-09-01,2279.0,Critical,8,4,On Progress,18,6,0,27.77777777777778,2018-08-13 00:00:00,2018-09-04
2018-08-22,2701,marriage,2018-08-13,2018-09-06,2173.0,Critical,7,8,On Progress,19,6,0,31.57894736842105,2018-08-13 00:00:00,2018-09-10
2018-08-22,2839,name,2018-08-16,2018-09-21,1513.0,Critical,5,8,On Progress,27,7,0,25.925925925925924,2018-08-16 00:00:00,2018-09-21
2018-08-22,2977,itself,2018-08-15,2018-09-24,1375.0,Critical,6,8,On Progress,29,7,0,24.137931034482758,2018-08-15 00:00:00,2018-09-24
2018-08-22,3361,area,2018-08-13,2018-09-04,1325.0,Critical,7,10,On Progress,17,3,0,29.411764705882355,2018-08-13 00:00:00,2018-09-05
2018-08-22,3526,capital,2018-08-13,2018-08-28,1761.0,Critical,7,10,On Progress,12,7,0,16.666666666666664,2018-08-13 00:00:00,2018-08-29
2018-08-22,3691,reality,2018-08-16,2018-08-31,1767.0,Critical,5,10,On Progress,12,7,0,41.66666666666667,2018-08-16 00:00:00,2018-08-31
2018-08-23,1411,section,2018-08-13,2018-09-14,1359.0,Critical,8,4,On Progress,29,7,0,24.137931034482758,2018-08-13 00:00:00,2018-09-18
2018-08-23,1551,reach,2018-08-15,2018-08-25,2672.0,Critical,7,4,On Progress,10,4,0,20.0,2018-08-15 00:00:00,2018-08-27
2018-08-23,1691,strategy,2018-08-13,2018-09-01,2279.0,Critical,9,4,On Progress,18,6,0,27.77777777777778,2018-08-13 00:00:00,2018-09-04
2018-08-23,2701,marriage,2018-08-13,2018-09-06,2173.0,Critical,8,8,On Progress,19,6,0,31.57894736842105,2018-08-13 00:00:00,2018-09-10
2018-08-23,2839,name,2018-08-16,2018-09-21,1513.0,Critical,6,8,On Progress,27,7,0,25.925925925925924,2018-08-16 00:00:00,2018-09-21
2018-08-23,2977,itself,2018-08-15,2018-09-24,1375.0,Critical,7,8,On Progress,29,7,0,24.137931034482758,2018-08-15 00:00:00,2018-09-24
2018-08-23,3361,area,2018-08-13,2018-09-04,1325.0,Critical,8,10,On Progress,17,3,0,29.411764705882355,2018-08-13 00:00:00,2018-09-05
2018-08-23,3526,capital,2018-08-13,2018-08-28,1761.0,Critical,8,10,On Progress,12,7,0,16.666666666666664,2018-08-13 00:00:00,2018-08-29
2018-08-23,3691,reality,2018-08-16,2018-08-31,1767.0,Critical,6,10,On Progress,12,7,0,41.66666666666667,2018-08-16 00:00:00,2018-08-31
2018-08-24,1411,section,2018-08-13,2018-09-14,1359.0,Critical,9,4,On Progress,29,7,0,24.137931034482758,2018-08-13 00:00:00,2018-09-18
2018-08-24,1551,reach,2018-08-15,2018-08-25,2672.0,Critical,8,4,On Progress,10,4,0,20.0,2018-08-15 00:00:00,2018-08-27
2018-08-24,1691,strategy,2018-08-13,2018-09-01,2279.0,Critical,10,4,On Progress,18,6,0,27.77777777777778,2018-08-13 00:00:00,2018-09-04
2018-08-24,2701,marriage,2018-08-13,2018-09-06,2173.0,Critical,8,8,On Progress,19,6,0,31.57894736842105,2018-08-13 00:00:00,2018-09-10
2018-08-24,2839,name,2018-08-16,2018-09-21,1513.0,Critical,7,8,On Progress,27,7,0,25.925925925925924,2018-08-16 00:00:00,2018-09-21
2018-08-24,2977,itself,2018-08-15,2018-09-24,1375.0,Critical,8,8,On Progress,29,7,0,24.137931034482758,2018-08-15 00:00:00,2018-09-24
2018-08-24,3361,area,2018-08-13,2018-09-04,1325.0,Critical,9,10,On Progress,17,3,0,29.411764705882355,2018-08-13 00:00:00,2018-09-05
2018-08-24,3526,capital,2018-08-13,2018-08-28,1761.0,Critical,9,10,On Progress,12,7,0,16.666666666666664,2018-08-13 00:00:00,2018-08-29
2018-08-24,3691,reality,2018-08-16,2018-08-31,1767.0,Critical,7,10,On Progress,12,7,0,41.66666666666667,2018-08-16 00:00:00,2018-08-31
2018-08-25,1411,section,2018-08-13,2018-09-14,1359.0,Critical,10,4,On Progress,29,7,0,24.137931034482758,2018-08-13 00:00:00,2018-09-18
2018-08-25,1551,reach,2018-08-15,2018-08-25,2672.0,Critical,9,4,On Progress,10,4,0,20.0,2018-08-15 00:00:00,2018-08-27
2018-08-25,1691,strategy,2018-08-13,2018-09-01,2279.0,Critical,10,4,On Progress,18,6,0,27.77777777777778,2018-08-13 00:00:00,2018-09-04
2018-08-27,1411,section,2018-08-13,2018-09-14,1359.0,Critical,11,4,On Progress,29,7,0,24.137931034482758,2018-08-13 00:00:00,2018-09-18
2018-08-27,1551,reach,2018-08-15,2018-08-25,2672.0,Critical,10,4,Completed,10,4,0,20.0,2018-08-15 00:00:00,2018-08-27
2018-08-27,1552,stuff,2018-08-25,2018-08-28,865.0,Normal,1,4,On Progress,3,1,0,0.0,2018-08-27 00:00:00,2018-08-29
2018-08-27,1691,strategy,2018-08-13,2018-09-01,2279.0,Critical,11,4,On Progress,18,6,0,27.77777777777778,2018-08-13 00:00:00,2018-09-04
2018-08-27,2701,marriage,2018-08-13,2018-09-06,2173.0,Critical,9,8,On Progress,19,6,0,31.57894736842105,2018-08-13 00:00:00,2018-09-10
2018-08-27,2839,name,2018-08-16,2018-09-21,1513.0,Critical,8,8,On Progress,27,7,0,25.925925925925924,2018-08-16 00:00:00,2018-09-21
2018-08-27,2977,itself,2018-08-15,2018-09-24,1375.0,Critical,9,8,On Progress,29,7,0,24.137931034482758,2018-08-15 00:00:00,2018-09-24
2018-08-27,3361,area,2018-08-13,2018-09-04,1325.0,Critical,10,10,On Progress,17,3,0,29.411764705882355,2018-08-13 00:00:00,2018-09-05
2018-08-27,3526,capital,2018-08-13,2018-08-28,1761.0,Critical,10,10,On Progress,12,7,0,16.666666666666664,2018-08-13 00:00:00,2018-08-29
2018-08-27,3691,reality,2018-08-16,2018-08-31,1767.0,Critical,8,10,On Progress,12,7,0,41.66666666666667,2018-08-16 00:00:00,2018-08-31
2018-08-28,1411,section,2018-08-13,2018-09-14,1359.0,Critical,12,4,On Progress,29,7,0,24.137931034482758,2018-08-13 00:00:00,2018-09-18
2018-08-28,1552,stuff,2018-08-25,2018-08-28,865.0,Normal,2,4,On Progress,3,1,0,0.0,2018-08-27 00:00:00,2018-08-29
2018-08-28,1691,strategy,2018-08-13,2018-09-01,2279.0,Critical,12,4,On Progress,18,6,0,27.77777777777778,2018-08-13 00:00:00,2018-09-04
2018-08-28,2701,marriage,2018-08-13,2018-09-06,2173.0,Critical,10,8,On Progress,19,6,0,31.57894736842105,2018-08-13 00:00:00,2018-09-10
2018-08-28,2839,name,2018-08-16,2018-09-21,1513.0,Critical,9,8,On Progress,27,7,0,25.925925925925924,2018-08-16 00:00:00,2018-09-21
2018-08-28,2977,itself,2018-08-15,2018-09-24,1375.0,Critical,10,8,On Progress,29,7,0,24.137931034482758,2018-08-15 00:00:00,2018-09-24
2018-08-28,3361,area,2018-08-13,2018-09-04,1325.0,Critical,11,10,On Progress,17,3,0,29.411764705882355,2018-08-13 00:00:00,2018-09-05
2018-08-28,3526,capital,2018-08-13,2018-08-28,1761.0,Critical,11,10,On Progress,12,7,0,16.666666666666664,2018-08-13 00:00:00,2018-08-29
2018-08-28,3691,reality,2018-08-16,2018-08-31,1767.0,Critical,9,10,On Progress,12,7,0,41.66666666666667,2018-08-16 00:00:00,2018-08-31
2018-08-29,1411,section,2018-08-13,2018-09-14,1359.0,Critical,13,4,On Progress,29,7,1,24.137931034482758,2018-08-13 00:00:00,2018-09-18
2018-08-29,1552,stuff,2018-08-25,2018-08-28,865.0,Normal,3,4,Completed,3,1,1,0.0,2018-08-27 00:00:00,2018-08-29
2018-08-29,1553,price,2018-08-29,2018-09-05,352.0,Normal,1,4,On Progress,7,1,1,42.857142857142854,2018-08-29 00:00:00,2018-09-06
2018-08-29,1691,strategy,2018-08-13,2018-09-01,2279.0,Critical,13,4,On Progress,18,6,1,27.77777777777778,2018-08-13 00:00:00,2018-09-04
2018-08-29,2701,marriage,2018-08-13,2018-09-06,2173.0,Critical,11,8,On Progress,19,6,1,31.57894736842105,2018-08-13 00:00:00,2018-09-10
2018-08-29,2839,name,2018-08-16,2018-09-21,1513.0,Critical,10,8,On Progress,27,7,1,25.925925925925924,2018-08-16 00:00:00,2018-09-21
2018-08-29,2977,itself,2018-08-15,2018-09-24,1375.0,Critical,11,8,On Progress,29,7,1,24.137931034482758,2018-08-15 00:00:00,2018-09-24
2018-08-29,3361,area,2018-08-13,2018-09-04,1325.0,Critical,12,10,On Progress,17,3,1,29.411764705882355,2018-08-13 00:00:00,2018-09-05
2018-08-29,3526,capital,2018-08-13,2018-08-28,1761.0,Critical,12,10,Completed,12,7,1,16.666666666666664,2018-08-13 00:00:00,2018-08-29
2018-08-29,3527,when,2018-08-28,2018-08-30,814.0,Normal,1,10,On Progress,3,3,1,66.66666666666666,2018-08-29 00:00:00,2018-08-31
2018-08-29,3691,reality,2018-08-16,2018-08-31,1767.0,Critical,10,10,On Progress,12,7,1,41.66666666666667,2018-08-16 00:00:00,2018-08-31
2018-08-30,1411,section,2018-08-13,2018-09-14,1359.0,Critical,14,4,On Progress,29,7,1,24.137931034482758,2018-08-13 00:00:00,2018-09-18
2018-08-30,1553,price,2018-08-29,2018-09-05,352.0,Normal,2,4,On Progress,7,1,1,42.857142857142854,2018-08-29 00:00:00,2018-09-06
2018-08-30,1691,strategy,2018-08-13,2018-09-01,2279.0,Critical,14,4,On Progress,18,6,1,27.77777777777778,2018-08-13 00:00:00,2018-09-04
2018-08-30,2701,marriage,2018-08-13,2018-09-06,2173.0,Critical,12,8,On Progress,19,6,1,31.57894736842105,2018-08-13 00:00:00,2018-09-10
2018-08-30,2839,name,2018-08-16,2018-09-21,1513.0,Critical,11,8,On Progress,27,7,1,25.925925925925924,2018-08-16 00:00:00,2018-09-21
2018-08-30,2977,itself,2018-08-15,2018-09-24,1375.0,Critical,12,8,On Progress,29,7,1,24.137931034482758,2018-08-15 00:00:00,2018-09-24
2018-08-30,3361,area,2018-08-13,2018-09-04,1325.0,Critical,13,10,On Progress,17,3,1,29.411764705882355,2018-08-13 00:00:00,2018-09-05
2018-08-30,3527,when,2018-08-28,2018-08-30,814.0,Normal,2,10,On Progress,3,3,1,66.66666666666666,2018-08-29 00:00:00,2018-08-31
2018-08-30,3691,reality,2018-08-16,2018-08-31,1767.0,Critical,11,10,On Progress,12,7,1,41.66666666666667,2018-08-16 00:00:00,2018-08-31
2018-08-31,1411,section,2018-08-13,2018-09-14,1359.0,Critical,15,4,On Progress,29,7,1,24.137931034482758,2018-08-13 00:00:00,2018-09-18
2018-08-31,1553,price,2018-08-29,2018-09-05,352.0,Normal,2,4,On Progress,7,1,1,42.857142857142854,2018-08-29 00:00:00,2018-09-06
2018-08-31,1691,strategy,2018-08-13,2018-09-01,2279.0,Critical,15,4,On Progress,18,6,1,27.77777777777778,2018-08-13 00:00:00,2018-09-04
2018-08-31,2701,marriage,2018-08-13,2018-09-06,2173.0,Critical,13,8,On Progress,19,6,1,31.57894736842105,2018-08-13 00:00:00,2018-09-10
2018-08-31,2839,name,2018-08-16,2018-09-21,1513.0,Critical,12,8,On Progress,27,7,1,25.925925925925924,2018-08-16 00:00:00,2018-09-21
2018-08-31,2977,itself,2018-08-15,2018-09-24,1375.0,Critical,13,8,On Progress,29,7,1,24.137931034482758,2018-08-15 00:00:00,2018-09-24
2018-08-31,3361,area,2018-08-13,2018-09-04,1325.0,Critical,14,10,On Progress,17,3,1,29.411764705882355,2018-08-13 00:00:00,2018-09-05
2018-08-31,3527,when,2018-08-28,2018-08-30,814.0,Normal,3,10,Completed,3,3,1,66.66666666666666,2018-08-29 00:00:00,2018-08-31
2018-08-31,3528,else,2018-08-31,2018-09-05,632.0,Normal,1,10,On Progress,4,1,1,25.0,2018-08-31 00:00:00,2018-09-05
2018-08-31,3691,reality,2018-08-16,2018-08-31,1767.0,Critical,12,10,Completed,12,7,1,41.66666666666667,2018-08-16 00:00:00,2018-08-31
2018-08-31,3692,billion,2018-08-31,2018-09-04,747.0,Normal,1,10,On Progress,3,2,1,33.33333333333333,2018-08-31 00:00:00,2018-09-04
2018-09-01,1411,section,2018-08-13,2018-09-14,1359.0,Critical,16,4,On Progress,29,7,0,24.137931034482758,2018-08-13 00:00:00,2018-09-18
2018-09-01,1553,price,2018-08-29,2018-09-05,352.0,Normal,3,4,On Progress,7,1,0,42.857142857142854,2018-08-29 00:00:00,2018-09-06
2018-09-01,1691,strategy,2018-08-13,2018-09-01,2279.0,Critical,16,4,On Progress,18,6,0,27.77777777777778,2018-08-13 00:00:00,2018-09-04
2018-09-03,1411,section,2018-08-13,2018-09-14,1359.0,Critical,17,4,On Progress,29,7,0,24.137931034482758,2018-08-13 00:00:00,2018-09-18
2018-09-03,1553,price,2018-08-29,2018-09-05,352.0,Normal,4,4,On Progress,7,1,0,42.857142857142854,2018-08-29 00:00:00,2018-09-06
2018-09-03,1691,strategy,2018-08-13,2018-09-01,2279.0,Critical,17,4,Delayed,18,6,0,27.77777777777778,2018-08-13 00:00:00,2018-09-04
2018-09-03,2701,marriage,2018-08-13,2018-09-06,2173.0,Critical,14,8,On Progress,19,6,0,31.57894736842105,2018-08-13 00:00:00,2018-09-10
2018-09-03,2839,name,2018-08-16,2018-09-21,1513.0,Critical,13,8,On Progress,27,7,0,25.925925925925924,2018-08-16 00:00:00,2018-09-21
2018-09-03,2977,itself,2018-08-15,2018-09-24,1375.0,Critical,14,8,On Progress,29,7,0,24.137931034482758,2018-08-15 00:00:00,2018-09-24
2018-09-03,3361,area,2018-08-13,2018-09-04,1325.0,Critical,15,10,On Progress,17,3,0,29.411764705882355,2018-08-13 00:00:00,2018-09-05
2018-09-03,3528,else,2018-08-31,2018-09-05,632.0,Normal,2,10,On Progress,4,1,0,25.0,2018-08-31 00:00:00,2018-09-05
2018-09-03,3692,billion,2018-08-31,2018-09-04,747.0,Normal,2,10,On Progress,3,2,0,33.33333333333333,2018-08-31 00:00:00,2018-09-04
2018-09-04,1411,section,2018-08-13,2018-09-14,1359.0,Critical,18,4,On Progress,29,7,0,24.137931034482758,2018-08-13 00:00:00,2018-09-18
2018-09-04,1553,price,2018-08-29,2018-09-05,352.0,Normal,5,4,On Progress,7,1,0,42.857142857142854,2018-08-29 00:00:00,2018-09-06
2018-09-04,1691,strategy,2018-08-13,2018-09-01,2279.0,Critical,18,4,Completed,18,6,0,27.77777777777778,2018-08-13 00:00:00,2018-09-04
2018-09-04,1692,subject,2018-09-02,2018-09-10,954.0,Normal,1,4,On Progress,8,1,0,28.57142857142857,2018-09-04 00:00:00,2018-09-12
2018-09-04,2701,marriage,2018-08-13,2018-09-06,2173.0,Critical,15,8,On Progress,19,6,0,31.57894736842105,2018-08-13 00:00:00,2018-09-10
2018-09-04,2839,name,2018-08-16,2018-09-21,1513.0,Critical,14,8,On Progress,27,7,0,25.925925925925924,2018-08-16 00:00:00,2018-09-21
2018-09-04,2977,itself,2018-08-15,2018-09-24,1375.0,Critical,15,8,On Progress,29,7,0,24.137931034482758,2018-08-15 00:00:00,2018-09-24
2018-09-04,3361,area,2018-08-13,2018-09-04,1325.0,Critical,16,10,On Progress,17,3,0,29.411764705882355,2018-08-13 00:00:00,2018-09-05
2018-09-04,3528,else,2018-08-31,2018-09-05,632.0,Normal,3,10,On Progress,4,1,0,25.0,2018-08-31 00:00:00,2018-09-05
2018-09-04,3692,billion,2018-08-31,2018-09-04,747.0,Normal,3,10,Completed,3,2,0,33.33333333333333,2018-08-31 00:00:00,2018-09-04
2018-09-04,3693,president,2018-09-04,2018-09-11,354.0,Normal,1,10,On Progress,6,3,0,33.33333333333333,2018-09-04 00:00:00,2018-09-12
2018-09-05,1411,section,2018-08-13,2018-09-14,1359.0,Critical,19,4,On Progress,29,7,0,24.137931034482758,2018-08-13 00:00:00,2018-09-18
2018-09-05,1553,price,2018-08-29,2018-09-05,352.0,Normal,6,4,On Progress,7,1,0,42.857142857142854,2018-08-29 00:00:00,2018-09-06
2018-09-05,1692,subject,2018-09-02,2018-09-10,954.0,Normal,2,4,On Progress,8,1,0,28.57142857142857,2018-09-04 00:00:00,2018-09-12
2018-09-05,2701,marriage,2018-08-13,2018-09-06,2173.0,Critical,16,8,On Progress,19,6,0,31.57894736842105,2018-08-13 00:00:00,2018-09-10
2018-09-05,2839,name,2018-08-16,2018-09-21,1513.0,Critical,15,8,On Progress,27,7,0,25.925925925925924,2018-08-16 00:00:00,2018-09-21
2018-09-05,2977,itself,2018-08-15,2018-09-24,1375.0,Critical,16,8,On Progress,29,7,0,24.137931034482758,2018-08-15 00:00:00,2018-09-24
2018-09-05,3361,area,2018-08-13,2018-09-04,1325.0,Critical,17,10,Completed,17,3,0,29.411764705882355,2018-08-13 00:00:00,2018-09-05
2018-09-05,3528,else,2018-08-31,2018-09-05,632.0,Normal,4,10,Completed,4,1,0,25.0,2018-08-31 00:00:00,2018-09-05
2018-09-05,3693,president,2018-09-04,2018-09-11,354.0,Normal,2,10,On Progress,6,3,0,33.33333333333333,2018-09-04 00:00:00,2018-09-12
2018-09-06,1411,section,2018-08-13,2018-09-14,1359.0,Critical,20,4,On Progress,29,7,1,24.137931034482758,2018-08-13 00:00:00,2018-09-18
2018-09-06,1553,price,2018-08-29,2018-09-05,352.0,Normal,7,4,Completed,7,1,1,42.857142857142854,2018-08-29 00:00:00,2018-09-06
2018-09-06,1554,soon,2018-09-05,2018-09-06,744.0,Normal,1,4,On Progress,2,2,1,50.0,2018-09-06 00:00:00,2018-09-10
2018-09-06,1692,subject,2018-09-02,2018-09-10,954.0,Normal,3,4,On Progress,8,1,1,28.57142857142857,2018-09-04 00:00:00,2018-09-12
2018-09-06,2701,marriage,2018-08-13,2018-09-06,2173.0,Critical,17,8,On Progress,19,6,1,31.57894736842105,2018-08-13 00:00:00,2018-09-10
2018-09-06,2839,name,2018-08-16,2018-09-21,1513.0,Critical,16,8,On Progress,27,7,1,25.925925925925924,2018-08-16 00:00:00,2018-09-21
2018-09-06,2977,itself,2018-08-15,2018-09-24,1375.0,Critical,17,8,On Progress,29,7,1,24.137931034482758,2018-08-15 00:00:00,2018-09-24
2018-09-06,3362,next,2018-09-06,2018-09-13,579.0,Normal,1,10,On Progress,6,3,1,33.33333333333333,2018-09-06 00:00:00,2018-09-13
2018-09-06,3693,president,2018-09-04,2018-09-11,354.0,Normal,3,10,On Progress,6,3,1,33.33333333333333,2018-09-04 00:00:00,2018-09-12
