Date,ProjectID,TotalTask,StartedTask,OnGoingTask,DelayedTask,Completedtask,WorkDay,TotalSpent,StartDate,EndDate,ActualStartDate,ActualEndDate
2024-03-19,22,44,1,1,0,0,2,0.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-03-19,29,33,2,2,0,0,3,0.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-03-20,2,29,2,2,0,0,13,0.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-03-20,5,14,1,1,0,0,3,0.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-03-20,7,16,3,2,0,1,14,1478.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-03-20,8,16,2,2,0,0,4,0.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-03-20,19,13,3,2,0,1,17,2249.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-03-20,22,44,2,2,0,0,4,0.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-03-20,29,33,3,3,0,0,6,0.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-03-21,2,29,2,2,0,0,15,0.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-03-21,5,14,2,2,0,0,5,0.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-03-21,7,16,4,2,0,2,16,1976.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-03-21,8,16,2,2,0,0,6,0.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-03-21,19,13,4,2,0,2,20,3337.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-03-21,22,44,3,3,0,0,7,0.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-03-21,29,33,3,3,0,0,9,0.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-03-22,2,29,3,2,1,1,18,1805.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-03-22,5,14,2,2,0,0,7,0.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-03-22,7,16,4,2,1,2,18,1976.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-03-22,8,16,2,2,0,0,8,0.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-03-22,19,13,5,1,0,4,22,4471.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-03-22,22,44,3,3,0,0,10,0.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-03-22,29,33,3,3,0,0,12,0.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-03-23,2,29,4,2,0,2,21,4340.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-03-23,5,14,2,2,0,0,9,0.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-03-23,7,16,5,2,0,3,21,3551.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-03-23,8,16,2,2,0,0,8,0.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-03-23,19,13,5,1,0,4,23,4471.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-03-23,22,44,3,3,0,0,13,0.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-03-23,29,33,3,3,0,0,15,0.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-03-24,2,29,4,2,0,2,21,4340.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-03-24,5,14,2,2,0,0,9,0.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-03-24,7,16,5,2,0,3,21,3551.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-03-24,8,16,2,2,0,0,8,0.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-03-24,19,13,5,1,0,4,23,4471.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-03-24,22,44,3,3,0,0,16,0.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-03-24,29,33,3,3,0,0,17,0.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-03-25,2,29,4,1,0,3,23,4763.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-03-25,5,14,2,2,0,0,11,0.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-03-25,6,37,1,1,0,0,1,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-27
2024-03-25,7,16,6,2,0,4,24,3767.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-03-25,8,16,2,2,0,0,10,0.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-03-25,17,30,1,1,0,0,1,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-07
2024-03-25,19,13,5,1,1,4,23,4471.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-03-25,22,44,3,3,0,0,19,0.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-03-25,29,33,3,3,0,0,18,0.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-03-26,2,29,5,2,0,3,25,4763.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-03-26,5,14,2,2,0,0,13,0.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-03-26,6,37,2,2,0,0,3,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-27
2024-03-26,7,16,6,1,0,5,26,4743.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-03-26,8,16,2,1,0,1,12,1577.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-03-26,17,30,1,1,0,0,2,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-07
2024-03-26,19,13,6,1,0,5,25,5146.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-03-26,22,44,3,3,0,0,21,0.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-03-26,29,33,3,2,0,1,20,2373.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-03-27,2,29,6,2,0,4,28,5622.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-03-27,5,14,2,1,0,1,15,1128.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-03-27,6,37,3,3,0,0,6,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-27
2024-03-27,7,16,7,1,0,6,28,5126.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-03-27,8,16,3,2,0,1,14,1577.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-03-27,17,30,2,2,0,0,4,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-07
2024-03-27,19,13,6,1,1,5,26,5146.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-03-27,22,44,3,2,0,1,24,2913.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-03-27,29,33,3,2,0,1,22,2373.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-03-28,2,29,7,1,0,6,31,6799.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-03-28,5,14,2,0,0,2,16,3753.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-03-28,6,37,3,3,0,0,9,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-27
2024-03-28,7,16,7,1,0,6,29,5126.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-03-28,8,16,4,2,0,2,17,1794.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-03-28,17,30,2,2,0,0,6,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-07
2024-03-28,19,13,7,1,0,6,28,6128.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-03-28,22,44,3,2,0,1,26,2913.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-03-28,29,33,4,3,0,1,25,2373.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-03-29,2,29,8,2,0,6,33,6799.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-03-29,5,14,4,2,0,2,18,3753.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-03-29,6,37,3,3,0,0,12,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-27
2024-03-29,7,16,8,1,0,7,31,5662.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-03-29,8,16,4,2,0,2,19,1794.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-03-29,17,30,2,2,0,0,8,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-07
2024-03-29,19,13,7,0,0,7,29,6347.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-03-29,22,44,4,3,0,1,28,2913.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-03-29,29,33,4,2,1,2,28,2896.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-03-30,2,29,9,1,0,8,36,7454.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-03-30,5,14,4,2,0,2,20,3753.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-03-30,6,37,3,3,0,0,14,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-27
2024-03-30,7,16,8,1,0,7,32,5662.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-03-30,8,16,4,2,0,2,19,1794.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-03-30,17,30,2,2,0,0,8,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-07
2024-03-30,19,13,7,0,0,7,29,6347.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-03-30,22,44,5,2,0,3,31,6816.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-03-30,29,33,5,2,0,3,31,5135.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-03-31,2,29,9,1,0,8,36,7454.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-03-31,5,14,4,2,0,2,20,3753.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-03-31,6,37,3,3,0,0,17,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-27
2024-03-31,7,16,8,1,0,7,32,5662.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-03-31,8,16,4,2,0,2,19,1794.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-03-31,17,30,2,2,0,0,8,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-07
2024-03-31,19,13,7,0,0,7,29,6347.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-03-31,22,44,5,1,0,4,33,7678.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-03-31,29,33,6,3,1,3,34,5135.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-04-01,2,29,11,2,0,9,39,7998.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-04-01,5,14,4,2,0,2,21,3753.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-04-01,6,37,3,3,0,0,20,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-27
2024-04-01,7,16,8,1,0,7,33,5662.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-04-01,8,16,4,2,0,2,21,1794.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-04-01,13,11,1,1,0,0,1,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-01,16,25,1,1,0,0,1,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-10
2024-04-01,17,30,2,2,0,0,10,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-07
2024-04-01,18,26,1,1,0,0,1,0.0,2024-04-01,2024-05-29,2024-04-01,2024-05-30
2024-04-01,19,13,8,1,0,7,30,6347.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-04-01,22,44,7,3,1,4,36,7678.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-04-01,29,33,7,1,1,6,38,9010.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-04-02,2,29,11,1,0,10,41,8660.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-04-02,5,14,5,1,0,4,24,4813.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-04-02,6,37,3,3,0,0,22,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-27
2024-04-02,7,16,8,0,0,8,34,6209.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-04-02,8,16,4,1,0,3,23,2017.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-04-02,13,11,1,1,0,0,2,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-02,16,25,1,1,0,0,2,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-10
2024-04-02,17,30,2,2,0,0,12,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-07
2024-04-02,18,26,1,1,0,0,2,0.0,2024-04-01,2024-05-29,2024-04-01,2024-05-30
2024-04-02,19,13,8,1,0,7,31,6347.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-04-02,22,44,8,2,1,6,39,8754.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-04-02,29,33,8,1,0,7,40,9966.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-04-03,2,29,12,1,0,11,43,9080.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-04-03,5,14,6,2,0,4,26,4813.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-04-03,6,37,3,3,0,0,25,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-27
2024-04-03,7,16,8,0,0,8,34,6209.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-04-03,8,16,6,2,0,4,26,3159.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-04-03,13,11,1,1,0,0,3,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-03,16,25,2,2,0,0,4,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-10
2024-04-03,17,30,3,2,0,1,15,2866.0,2024-03-25,2024-06-07,2024-03-25,2024-06-07
2024-04-03,18,26,2,2,0,0,4,0.0,2024-04-01,2024-05-29,2024-04-01,2024-05-30
2024-04-03,19,13,8,1,0,7,31,6347.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-04-03,22,44,9,2,0,7,42,8976.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-04-03,29,33,10,2,0,8,43,10602.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-04-04,2,29,12,0,0,12,44,9738.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-04-04,5,14,7,1,0,6,29,6356.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-04-04,6,37,3,3,0,0,28,0.0,2024-03-25,2024-05-27,2024-03-25,2024-05-27
2024-04-04,7,16,9,1,0,8,35,6209.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-04-04,8,16,6,2,0,4,26,3159.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-04-04,13,11,2,2,0,0,5,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-04,16,25,2,2,0,0,5,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-10
2024-04-04,17,30,3,1,0,2,17,3686.0,2024-03-25,2024-06-07,2024-03-25,2024-06-07
2024-04-04,18,26,2,2,0,0,5,0.0,2024-04-01,2024-05-29,2024-04-01,2024-05-30
2024-04-04,19,13,8,1,1,7,32,6347.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-04-04,22,44,10,2,0,8,44,9863.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-04-04,29,33,11,3,0,8,45,10602.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-04-05,2,29,13,1,0,12,44,9738.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-04-05,5,14,7,0,0,7,30,6755.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-04-05,6,37,3,1,0,2,31,3987.0,2024-03-25,2024-05-27,2024-03-25,2024-05-27
2024-04-05,7,16,9,0,0,9,36,6930.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-04-05,8,16,6,2,0,4,27,3159.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-04-05,13,11,2,2,0,0,7,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-05,16,25,2,2,0,0,7,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-10
2024-04-05,17,30,3,0,0,3,18,4891.0,2024-03-25,2024-06-07,2024-03-25,2024-06-07
2024-04-05,18,26,2,2,0,0,7,0.0,2024-04-01,2024-05-29,2024-04-01,2024-05-30
2024-04-05,19,13,9,1,0,8,34,7261.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-04-05,22,44,11,2,0,9,47,10226.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-04-05,29,33,11,3,0,8,47,10602.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-04-06,2,29,14,2,0,12,45,9738.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-04-06,5,14,8,1,0,7,30,6755.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-04-06,6,37,4,2,1,2,33,3987.0,2024-03-25,2024-05-27,2024-03-25,2024-05-27
2024-04-06,7,16,10,1,0,9,37,6930.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-04-06,8,16,6,2,0,4,27,3159.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-04-06,13,11,2,2,0,0,9,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-06,16,25,2,2,0,0,7,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-10
2024-04-06,17,30,3,0,0,3,18,4891.0,2024-03-25,2024-06-07,2024-03-25,2024-06-07
2024-04-06,18,26,2,2,0,0,9,0.0,2024-04-01,2024-05-29,2024-04-01,2024-05-30
2024-04-06,19,13,9,1,1,8,35,7261.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-04-06,22,44,12,3,0,9,50,10226.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-04-06,29,33,12,2,1,10,51,11761.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-04-07,2,29,14,2,0,12,45,9738.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-04-07,5,14,8,1,0,7,30,6755.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-04-07,6,37,6,2,0,4,36,7222.0,2024-03-25,2024-05-27,2024-03-25,2024-05-27
2024-04-07,7,16,10,1,0,9,37,6930.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-04-07,8,16,6,2,0,4,27,3159.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-04-07,13,11,2,2,0,0,9,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-07,16,25,2,2,0,0,7,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-10
2024-04-07,17,30,3,0,0,3,18,4891.0,2024-03-25,2024-06-07,2024-03-25,2024-06-07
2024-04-07,18,26,2,2,0,0,11,0.0,2024-04-01,2024-05-29,2024-04-01,2024-05-30
2024-04-07,19,13,9,1,1,8,35,7261.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-04-07,22,44,12,2,0,10,53,10691.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-04-07,29,33,13,2,0,11,54,12652.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-04-08,2,29,14,2,0,12,45,9738.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-04-08,3,28,1,1,0,0,1,0.0,2024-04-08,2024-06-13,2024-04-08,2024-06-14
2024-04-08,5,14,9,2,0,7,32,6755.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-04-08,6,37,7,3,0,4,39,7222.0,2024-03-25,2024-05-27,2024-03-25,2024-05-27
2024-04-08,7,16,11,1,0,10,39,7214.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-04-08,8,16,6,2,1,4,29,3159.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-04-08,13,11,2,2,0,0,11,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-08,14,31,1,1,0,0,1,0.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-08,15,50,1,1,0,0,1,0.0,2024-04-08,2024-07-04,2024-04-08,2024-07-04
2024-04-08,16,25,2,2,0,0,9,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-10
2024-04-08,17,30,5,2,0,3,20,4891.0,2024-03-25,2024-06-07,2024-03-25,2024-06-07
2024-04-08,18,26,2,2,0,0,13,0.0,2024-04-01,2024-05-29,2024-04-01,2024-05-30
2024-04-08,19,13,10,1,0,9,37,7975.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-04-08,22,44,13,1,0,12,56,11958.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-04-08,27,42,2,2,0,0,2,0.0,2024-04-08,2024-06-10,2024-04-08,2024-06-10
2024-04-08,29,33,14,3,1,11,57,12652.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-04-09,2,29,14,2,1,12,47,9738.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-04-09,3,28,2,2,0,0,3,0.0,2024-04-08,2024-06-13,2024-04-08,2024-06-14
2024-04-09,5,14,9,2,0,7,34,6755.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-04-09,6,37,7,2,1,5,42,7982.0,2024-03-25,2024-05-27,2024-03-25,2024-05-27
2024-04-09,7,16,11,1,0,10,40,7214.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-04-09,8,16,7,2,1,5,32,3997.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-04-09,13,11,2,2,0,0,13,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-09,14,31,1,1,0,0,2,0.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-09,15,50,1,1,0,0,2,0.0,2024-04-08,2024-07-04,2024-04-08,2024-07-04
2024-04-09,16,25,2,2,0,0,11,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-10
2024-04-09,17,30,6,2,0,4,23,5622.0,2024-03-25,2024-06-07,2024-03-25,2024-06-07
2024-04-09,18,26,2,2,0,0,15,0.0,2024-04-01,2024-05-29,2024-04-01,2024-05-30
2024-04-09,19,13,11,1,0,10,39,8333.0,2024-03-11,2024-04-19,2024-03-11,2024-04-19
2024-04-09,22,44,14,2,0,12,58,11958.0,2024-03-18,2024-05-26,2024-03-18,2024-05-28
2024-04-09,27,42,3,3,0,0,5,0.0,2024-04-08,2024-06-10,2024-04-08,2024-06-10
2024-04-09,29,33,15,2,0,13,61,14069.0,2024-03-18,2024-05-15,2024-03-18,2024-05-15
2024-04-10,2,29,15,2,1,13,50,9939.0,2024-03-11,2024-05-01,2024-03-11,2024-05-03
2024-04-10,3,28,2,2,0,0,5,0.0,2024-04-08,2024-06-13,2024-04-08,2024-06-14
2024-04-10,5,14,9,1,0,8,36,7122.0,2024-03-18,2024-04-26,2024-03-18,2024-04-30
2024-04-10,6,37,9,3,0,6,46,8923.0,2024-03-25,2024-05-27,2024-03-25,2024-05-27
2024-04-10,7,16,12,1,0,11,42,7479.0,2024-03-11,2024-04-25,2024-03-11,2024-04-25
2024-04-10,8,16,7,2,2,5,33,3997.0,2024-03-18,2024-05-09,2024-03-18,2024-05-09
2024-04-10,13,11,2,2,0,0,15,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-10,14,31,1,1,0,0,3,0.0,2024-04-08,2024-05-30,2024-04-08,2024-06-01
2024-04-10,15,50,2,2,0,0,4,0.0,2024-04-08,2024-07-04,2024-04-08,2024-07-04
