ID,Name,StartDate,EndDate,ParentTaskID,Cost,Priority,Progress,ProjectID,ActualStartDate,ActualEndDate,Status,Duration,AssigneeID,Trade,CreateDate
126,test,2024-04-10,2024-04-13,125,697.0,Normal,0,6,,,Not Started,4,1,1,2024-03-19
127,relationship,2024-04-14,2024-04-17,126,558.0,Normal,0,6,,,Not Started,4,1,2,2024-03-19
128,within,2024-04-19,2024-04-20,127,268.0,Normal,0,6,,,Not Started,2,1,2,2024-03-19
129,suffer,2024-04-21,2024-04-22,128,332.0,Normal,0,6,,,Not Started,2,1,3,2024-03-19
130,edge,2024-04-22,2024-04-25,129,656.0,Normal,0,6,,,Not Started,4,1,2,2024-03-19
131,boy,2024-04-25,2024-04-27,130,472.0,Normal,0,6,,,Not Started,3,1,2,2024-03-19
132,suggest,2024-04-29,2024-05-02,131,648.0,Normal,0,6,,,Not Started,4,1,2,2024-03-19
133,behavior,2024-05-03,2024-05-06,132,611.0,Normal,0,6,,,Not Started,4,1,1,2024-03-19
134,society,2024-05-06,2024-05-07,133,937.0,Normal,0,6,,,Not Started,2,1,2,2024-03-19
135,talk,2024-05-08,2024-05-10,134,973.0,Normal,0,6,,,Not Started,3,1,3,2024-03-19
136,office,2024-05-11,2024-05-14,135,911.0,Normal,0,6,,,Not Started,4,1,1,2024-03-19
137,make,2024-05-15,2024-05-18,136,646.0,Normal,0,6,,,Not Started,4,1,2,2024-03-19
138,field,2024-05-19,2024-05-22,137,932.0,Normal,0,6,,,Not Started,4,1,1,2024-03-19
139,box,2024-05-24,2024-05-27,138,965.0,Normal,0,6,,,Not Started,4,1,1,2024-03-19
140,effect,2024-03-26,2024-04-05,,1594.0,Critical,0,6,,,Not Started,11,1,3,2024-03-19
141,measure,2024-04-06,2024-04-07,140,908.0,Normal,0,6,,,Not Started,2,1,3,2024-03-19
142,economic,2024-04-08,2024-04-11,141,235.0,Normal,0,6,,,Not Started,4,1,3,2024-03-19
143,war,2024-04-11,2024-04-12,142,771.0,Normal,0,6,,,Not Started,2,1,1,2024-03-19
144,keep,2024-04-14,2024-04-16,143,753.0,Normal,0,6,,,Not Started,3,1,3,2024-03-19
145,develop,2024-03-11,2024-03-19,,1478.0,Critical,0,7,,,Not Started,8,1,5,2024-03-19
146,represent,2024-03-20,2024-03-21,145,498.0,Normal,0,7,,,Not Started,2,1,1,2024-03-19
147,also,2024-03-21,2024-03-25,146,216.0,Normal,0,7,,,Not Started,4,1,2,2024-03-19
148,mouth,2024-03-25,2024-03-26,147,976.0,Normal,0,7,,,Not Started,2,1,3,2024-03-19
149,bill,2024-03-27,2024-03-29,148,536.0,Normal,0,7,,,Not Started,3,1,3,2024-03-19
150,radio,2024-03-29,2024-04-02,149,547.0,Normal,0,7,,,Not Started,4,1,2,2024-03-19
151,two,2024-04-04,2024-04-05,150,721.0,Normal,0,7,,,Not Started,2,1,3,2024-03-19
152,cover,2024-04-06,2024-04-08,151,284.0,Normal,0,7,,,Not Started,2,1,1,2024-03-19
153,science,2024-04-08,2024-04-10,152,265.0,Normal,0,7,,,Not Started,3,1,1,2024-03-19
154,before,2024-04-10,2024-04-12,153,975.0,Normal,0,7,,,Not Started,3,1,2,2024-03-19
155,while,2024-04-12,2024-04-15,154,648.0,Normal,0,7,,,Not Started,3,1,2,2024-03-19
156,stage,2024-04-17,2024-04-19,155,570.0,Normal,0,7,,,Not Started,3,1,1,2024-03-19
157,benefit,2024-04-20,2024-04-22,156,743.0,Normal,0,7,,,Not Started,2,1,2,2024-03-19
158,role,2024-04-22,2024-04-25,157,747.0,Normal,0,7,,,Not Started,4,1,1,2024-03-19
159,move,2024-03-14,2024-03-21,,1575.0,Critical,0,7,,,Not Started,7,1,4,2024-03-19
160,respond,2024-03-22,2024-03-26,159,383.0,Normal,0,7,,,Not Started,4,1,3,2024-03-19
161,read,2024-03-18,2024-03-26,,1577.0,Critical,0,8,,,Not Started,7,1,3,2024-03-19
162,through,2024-03-27,2024-03-28,161,217.0,Normal,0,8,,,Not Started,2,1,1,2024-03-19
163,drive,2024-03-28,2024-04-02,162,223.0,Normal,0,8,,,Not Started,4,1,1,2024-03-19
164,drop,2024-04-03,2024-04-08,163,633.0,Normal,0,8,,,Not Started,4,1,1,2024-03-19
165,teacher,2024-04-08,2024-04-10,164,433.0,Normal,0,8,,,Not Started,3,1,1,2024-03-19
166,live,2024-04-10,2024-04-15,165,982.0,Normal,0,8,,,Not Started,4,1,3,2024-03-19
167,someone,2024-04-15,2024-04-18,166,746.0,Normal,0,8,,,Not Started,4,1,3,2024-03-19
168,after,2024-04-20,2024-04-23,167,632.0,Normal,0,8,,,Not Started,3,1,3,2024-03-19
169,wait,2024-04-23,2024-04-26,168,651.0,Normal,0,8,,,Not Started,4,1,1,2024-03-19
170,north,2024-04-28,2024-04-29,169,581.0,Normal,0,8,,,Not Started,2,1,3,2024-03-19
171,dinner,2024-05-01,2024-05-06,170,676.0,Normal,0,8,,,Not Started,4,1,3,2024-03-19
172,college,2024-05-08,2024-05-09,171,425.0,Normal,0,8,,,Not Started,2,1,1,2024-03-19
173,trial,2024-03-19,2024-04-02,,1142.0,Critical,0,8,,,Not Started,11,1,4,2024-03-19
174,structure,2024-04-02,2024-04-05,173,838.0,Normal,0,8,,,Not Started,4,1,3,2024-03-19
175,thousand,2024-04-06,2024-04-09,174,563.0,Normal,0,8,,,Not Started,3,1,2,2024-03-19
176,term,2024-04-10,2024-04-15,175,549.0,Normal,0,8,,,Not Started,4,1,1,2024-03-19
177,subject,2024-05-13,2024-05-18,,1552.0,Critical,0,9,,,Not Started,6,1,3,2024-03-19
178,finish,2024-05-20,2024-05-21,177,757.0,Normal,0,9,,,Not Started,2,1,1,2024-03-19
179,detail,2024-05-22,2024-05-24,178,420.0,Normal,0,9,,,Not Started,3,1,3,2024-03-19
180,its,2024-05-24,2024-05-26,179,536.0,Normal,0,9,,,Not Started,3,1,1,2024-03-19
181,pattern,2024-05-28,2024-05-30,180,923.0,Normal,0,9,,,Not Started,3,1,3,2024-03-19
182,include,2024-05-30,2024-06-01,181,295.0,Normal,0,9,,,Not Started,3,1,3,2024-03-19
183,over,2024-06-02,2024-06-05,182,953.0,Normal,0,9,,,Not Started,4,1,1,2024-03-19
184,decision,2024-06-06,2024-06-09,183,559.0,Normal,0,9,,,Not Started,4,1,2,2024-03-19
185,science,2024-06-11,2024-06-13,184,212.0,Normal,0,9,,,Not Started,3,1,1,2024-03-19
186,third,2024-06-14,2024-06-17,185,713.0,Normal,0,9,,,Not Started,4,1,1,2024-03-19
187,business,2024-06-18,2024-06-21,186,586.0,Normal,0,9,,,Not Started,4,1,3,2024-03-19
188,could,2024-06-22,2024-06-23,187,812.0,Normal,0,9,,,Not Started,2,1,2,2024-03-19
189,carry,2024-05-14,2024-05-19,,2621.0,Critical,0,9,,,Not Started,6,1,3,2024-03-19
190,parent,2024-05-19,2024-05-21,189,919.0,Normal,0,9,,,Not Started,3,1,1,2024-03-19
191,trade,2024-05-22,2024-05-25,190,247.0,Normal,0,9,,,Not Started,4,1,2,2024-03-19
192,break,2024-05-25,2024-05-28,191,656.0,Normal,0,9,,,Not Started,4,1,1,2024-03-19
193,other,2024-05-29,2024-05-31,192,930.0,Normal,0,9,,,Not Started,3,1,2,2024-03-19
194,interview,2024-05-31,2024-06-03,193,922.0,Normal,0,9,,,Not Started,4,1,1,2024-03-19
195,fly,2024-05-13,2024-05-18,,2117.0,Critical,0,10,,,Not Started,6,1,5,2024-03-19
196,impact,2024-05-20,2024-05-22,195,910.0,Normal,0,10,,,Not Started,3,1,3,2024-03-19
197,call,2024-05-23,2024-05-25,196,352.0,Normal,0,10,,,Not Started,3,1,1,2024-03-19
198,leg,2024-05-26,2024-05-28,197,444.0,Normal,0,10,,,Not Started,3,1,3,2024-03-19
199,nothing,2024-05-29,2024-05-31,198,570.0,Normal,0,10,,,Not Started,3,1,1,2024-03-19
200,table,2024-06-01,2024-06-04,199,258.0,Normal,0,10,,,Not Started,4,1,2,2024-03-19
201,moment,2024-06-05,2024-06-07,200,991.0,Normal,0,10,,,Not Started,3,1,3,2024-03-19
202,fall,2024-06-07,2024-06-09,201,691.0,Normal,0,10,,,Not Started,3,1,1,2024-03-19
203,involve,2024-06-10,2024-06-12,202,949.0,Normal,0,10,,,Not Started,3,1,3,2024-03-19
204,head,2024-06-13,2024-06-14,203,721.0,Normal,0,10,,,Not Started,2,1,1,2024-03-19
205,trial,2024-06-14,2024-06-16,204,305.0,Normal,0,10,,,Not Started,3,1,2,2024-03-19
206,city,2024-06-16,2024-06-19,205,939.0,Normal,0,10,,,Not Started,4,1,1,2024-03-19
207,medical,2024-06-21,2024-06-23,206,638.0,Normal,0,10,,,Not Started,3,1,2,2024-03-19
208,management,2024-06-25,2024-06-27,207,214.0,Normal,0,10,,,Not Started,3,1,1,2024-03-19
209,fast,2024-06-27,2024-06-30,208,247.0,Normal,0,10,,,Not Started,4,1,1,2024-03-19
210,discussion,2024-07-01,2024-07-03,209,543.0,Normal,0,10,,,Not Started,3,1,1,2024-03-19
211,knowledge,2024-07-04,2024-07-07,210,964.0,Normal,0,10,,,Not Started,4,1,3,2024-03-19
212,crime,2024-07-07,2024-07-08,211,297.0,Normal,0,10,,,Not Started,2,1,3,2024-03-19
213,single,2024-07-10,2024-07-12,212,949.0,Normal,0,10,,,Not Started,3,1,2,2024-03-19
214,usually,2024-05-15,2024-05-25,,1605.0,Critical,0,10,,,Not Started,11,1,3,2024-03-19
215,somebody,2024-05-26,2024-05-28,214,746.0,Normal,0,10,,,Not Started,3,1,1,2024-03-19
216,turn,2024-05-28,2024-05-31,215,548.0,Normal,0,10,,,Not Started,4,1,2,2024-03-19
217,certain,2024-06-02,2024-06-03,216,869.0,Normal,0,10,,,Not Started,2,1,1,2024-03-19
218,wrong,2024-06-04,2024-06-05,217,960.0,Normal,0,10,,,Not Started,2,1,3,2024-03-19
219,goal,2024-06-07,2024-06-09,218,579.0,Normal,0,10,,,Not Started,3,1,3,2024-03-19
220,per,2024-06-10,2024-06-12,219,977.0,Normal,0,10,,,Not Started,3,1,2,2024-03-19
221,pass,2024-06-12,2024-06-13,220,844.0,Normal,0,10,,,Not Started,2,1,1,2024-03-19
222,per,2024-06-14,2024-06-17,221,340.0,Normal,0,10,,,Not Started,4,1,2,2024-03-19
223,wrong,2024-06-18,2024-06-19,222,370.0,Normal,0,10,,,Not Started,2,1,1,2024-03-19
224,dream,2024-06-21,2024-06-24,223,974.0,Normal,0,10,,,Not Started,4,1,1,2024-03-19
225,serious,2024-06-24,2024-06-26,224,437.0,Normal,0,10,,,Not Started,3,1,2,2024-03-19
226,today,2024-06-26,2024-06-29,225,860.0,Normal,0,10,,,Not Started,4,1,2,2024-03-19
227,section,2024-06-30,2024-07-02,226,225.0,Normal,0,10,,,Not Started,3,1,3,2024-03-19
228,Mr,2024-07-03,2024-07-05,227,617.0,Normal,0,10,,,Not Started,3,1,2,2024-03-19
229,morning,2024-07-05,2024-07-07,228,763.0,Normal,0,10,,,Not Started,3,1,1,2024-03-19
230,us,2024-07-09,2024-07-12,229,400.0,Normal,0,10,,,Not Started,4,1,2,2024-03-19
231,physical,2024-07-13,2024-07-14,230,589.0,Normal,0,10,,,Not Started,2,1,3,2024-03-19
232,center,2024-07-16,2024-07-19,231,452.0,Normal,0,10,,,Not Started,4,1,3,2024-03-19
233,citizen,2024-05-15,2024-05-21,,1489.0,Critical,0,10,,,Not Started,7,1,5,2024-03-19
234,career,2024-05-21,2024-05-23,233,568.0,Normal,0,10,,,Not Started,3,1,3,2024-03-19
235,while,2024-05-23,2024-05-25,234,688.0,Normal,0,10,,,Not Started,3,1,3,2024-03-19
236,common,2024-05-27,2024-05-29,235,549.0,Normal,0,10,,,Not Started,3,1,1,2024-03-19
237,rule,2024-05-30,2024-06-02,236,869.0,Normal,0,10,,,Not Started,4,1,1,2024-03-19
238,administration,2024-04-29,2024-05-09,,1467.0,Critical,0,11,,,Not Started,9,1,4,2024-03-19
239,finish,2024-05-11,2024-05-13,238,771.0,Normal,0,11,,,Not Started,2,1,2,2024-03-19
240,establish,2024-05-15,2024-05-17,239,702.0,Normal,0,11,,,Not Started,3,1,2,2024-03-19
241,deep,2024-05-18,2024-05-20,240,706.0,Normal,0,11,,,Not Started,2,1,2,2024-03-19
242,painting,2024-05-21,2024-05-22,241,360.0,Normal,0,11,,,Not Started,2,1,3,2024-03-19
243,land,2024-05-22,2024-05-24,242,417.0,Normal,0,11,,,Not Started,3,1,2,2024-03-19
244,dog,2024-05-24,2024-05-29,243,796.0,Normal,0,11,,,Not Started,4,1,2,2024-03-19
245,picture,2024-05-30,2024-05-31,244,869.0,Normal,0,11,,,Not Started,2,1,1,2024-03-19
246,free,2024-05-31,2024-06-04,245,745.0,Normal,0,11,,,Not Started,3,1,1,2024-03-19
247,break,2024-06-05,2024-06-07,246,727.0,Normal,0,11,,,Not Started,3,1,3,2024-03-19
248,whatever,2024-04-30,2024-05-13,,1446.0,Critical,0,11,,,Not Started,10,1,3,2024-03-19
249,memory,2024-05-13,2024-05-16,248,357.0,Normal,0,11,,,Not Started,4,1,2,2024-03-19
250,citizen,2024-05-18,2024-05-21,249,470.0,Normal,0,11,,,Not Started,3,1,3,2024-03-19
251,last,2024-05-23,2024-05-27,250,877.0,Normal,0,11,,,Not Started,3,1,1,2024-03-19
252,growth,2024-05-28,2024-05-29,251,834.0,Normal,0,11,,,Not Started,2,1,1,2024-03-19
253,rest,2024-05-30,2024-05-31,252,616.0,Normal,0,11,,,Not Started,2,1,1,2024-03-19
254,most,2024-05-20,2024-05-29,,2670.0,Critical,0,12,,,Not Started,10,1,4,2024-03-19
255,spend,2024-05-29,2024-06-01,254,657.0,Normal,0,12,,,Not Started,4,1,1,2024-03-19
256,tree,2024-06-02,2024-06-04,255,885.0,Normal,0,12,,,Not Started,3,1,1,2024-03-19
257,floor,2024-06-05,2024-06-07,256,608.0,Normal,0,12,,,Not Started,3,1,2,2024-03-19
258,state,2024-06-07,2024-06-09,257,578.0,Normal,0,12,,,Not Started,3,1,2,2024-03-19
259,smile,2024-06-09,2024-06-11,258,763.0,Normal,0,12,,,Not Started,3,1,1,2024-03-19
260,skill,2024-06-11,2024-06-14,259,634.0,Normal,0,12,,,Not Started,4,1,2,2024-03-19
261,place,2024-06-16,2024-06-17,260,547.0,Normal,0,12,,,Not Started,2,1,2,2024-03-19
262,opportunity,2024-06-19,2024-06-20,261,572.0,Normal,0,12,,,Not Started,2,1,2,2024-03-19
