Date,ProjectID,TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,StartDate,EndDate,ActualStartDate,ActualEndDate
2024-04-04,13,11,2,2,0,0,5,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-04,16,25,2,2,0,0,6,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-11
2024-04-04,17,30,2,2,1,0,14,0.0,2024-03-25,2024-06-07,2024-03-25,2024-06-17
2024-04-04,18,26,2,2,0,0,6,0.0,2024-04-01,2024-05-29,2024-04-01,2024-06-07
2024-04-04,19,13,9,1,0,8,34,7261.0,2024-03-11,2024-04-19,2024-03-11,2024-04-24
2024-04-04,22,44,10,3,1,7,44,8976.0,2024-03-18,2024-05-26,2024-03-18,2024-06-03
2024-04-04,29,33,11,3,0,8,46,10602.0,2024-03-18,2024-05-15,2024-03-18,2024-05-16
2024-04-05,2,29,12,1,1,11,43,9318.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-05,5,14,6,1,1,5,27,5666.0,2024-03-18,2024-04-26,2024-03-18,2024-04-27
2024-04-05,6,37,3,2,0,1,30,2393.0,2024-03-25,2024-05-27,2024-03-25,2024-05-30
2024-04-05,7,16,8,1,1,7,33,5662.0,2024-03-11,2024-04-25,2024-03-11,2024-04-30
2024-04-05,8,16,6,2,0,4,30,3159.0,2024-03-18,2024-05-09,2024-03-18,2024-05-10
2024-04-05,13,11,2,2,0,0,7,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-05,16,25,2,2,0,0,8,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-11
2024-04-05,17,30,3,1,1,2,17,4071.0,2024-03-25,2024-06-07,2024-03-25,2024-06-17
2024-04-05,18,26,2,2,0,0,8,0.0,2024-04-01,2024-05-29,2024-04-01,2024-06-07
2024-04-05,19,13,9,1,0,8,34,7261.0,2024-03-11,2024-04-19,2024-03-11,2024-04-24
2024-04-05,22,44,11,3,0,8,47,9863.0,2024-03-18,2024-05-26,2024-03-18,2024-06-03
2024-04-05,29,33,11,3,0,8,48,10602.0,2024-03-18,2024-05-15,2024-03-18,2024-05-16
2024-04-06,2,29,14,2,0,12,46,9738.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-06,5,14,7,2,1,5,28,5666.0,2024-03-18,2024-04-26,2024-03-18,2024-04-27
2024-04-06,6,37,4,2,1,2,33,4720.0,2024-03-25,2024-05-27,2024-03-25,2024-05-30
2024-04-06,7,16,9,1,1,8,35,6209.0,2024-03-11,2024-04-25,2024-03-11,2024-04-30
2024-04-06,8,16,6,2,0,4,30,3159.0,2024-03-18,2024-05-09,2024-03-18,2024-05-10
2024-04-06,13,11,2,2,0,0,9,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-06,16,25,2,2,0,0,8,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-11
2024-04-06,17,30,3,1,1,2,17,4071.0,2024-03-25,2024-06-07,2024-03-25,2024-06-17
2024-04-06,18,26,2,2,0,0,10,0.0,2024-04-01,2024-05-29,2024-04-01,2024-06-07
2024-04-06,19,13,9,1,1,8,35,7261.0,2024-03-11,2024-04-19,2024-03-11,2024-04-24
2024-04-06,22,44,11,3,1,8,48,9863.0,2024-03-18,2024-05-26,2024-03-18,2024-06-03
2024-04-06,29,33,13,3,0,10,52,12423.0,2024-03-18,2024-05-15,2024-03-18,2024-05-16
2024-04-07,2,29,14,2,0,12,46,9738.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-07,5,14,7,2,1,5,28,5666.0,2024-03-18,2024-04-26,2024-03-18,2024-04-27
2024-04-07,6,37,6,3,0,3,36,6314.0,2024-03-25,2024-05-27,2024-03-25,2024-05-30
2024-04-07,7,16,9,1,1,8,35,6209.0,2024-03-11,2024-04-25,2024-03-11,2024-04-30
2024-04-07,8,16,6,2,0,4,30,3159.0,2024-03-18,2024-05-09,2024-03-18,2024-05-10
2024-04-07,13,11,2,2,0,0,9,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-07,16,25,2,2,0,0,8,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-11
2024-04-07,17,30,3,1,1,2,17,4071.0,2024-03-25,2024-06-07,2024-03-25,2024-06-17
2024-04-07,18,26,2,2,0,0,12,0.0,2024-04-01,2024-05-29,2024-04-01,2024-06-07
2024-04-07,19,13,9,1,1,8,35,7261.0,2024-03-11,2024-04-19,2024-03-11,2024-04-24
2024-04-07,22,44,11,2,1,9,49,10761.0,2024-03-18,2024-05-26,2024-03-18,2024-06-03
2024-04-07,29,33,13,2,0,11,54,12652.0,2024-03-18,2024-05-15,2024-03-18,2024-05-16
2024-04-08,2,29,14,2,0,12,48,9738.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-08,3,28,1,1,0,0,1,0.0,2024-04-08,2024-06-13,2024-04-08,2024-06-28
2024-04-08,5,14,8,2,1,6,30,6356.0,2024-03-18,2024-04-26,2024-03-18,2024-04-27
2024-04-08,6,37,7,2,0,5,39,8163.0,2024-03-25,2024-05-27,2024-03-25,2024-05-30
2024-04-08,7,16,10,1,0,9,37,6930.0,2024-03-11,2024-04-25,2024-03-11,2024-04-30
2024-04-08,8,16,8,2,0,6,34,4630.0,2024-03-18,2024-05-09,2024-03-18,2024-05-10
2024-04-08,13,11,2,2,0,0,11,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-08,14,31,1,1,0,0,1,0.0,2024-04-08,2024-05-30,2024-04-08,2024-06-02
2024-04-08,15,50,1,1,0,0,1,0.0,2024-04-08,2024-07-04,2024-04-08,2024-07-15
2024-04-08,16,25,2,2,0,0,9,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-11
2024-04-08,17,30,5,2,0,3,18,4891.0,2024-03-25,2024-06-07,2024-03-25,2024-06-17
2024-04-08,18,26,2,2,0,0,14,0.0,2024-04-01,2024-05-29,2024-04-01,2024-06-07
2024-04-08,19,13,10,1,0,9,37,7975.0,2024-03-11,2024-04-19,2024-03-11,2024-04-24
2024-04-08,22,44,11,2,2,9,50,10761.0,2024-03-18,2024-05-26,2024-03-18,2024-06-03
2024-04-08,27,42,2,2,0,0,1,0.0,2024-04-08,2024-06-10,2024-04-08,2024-07-01
2024-04-08,29,33,14,2,0,12,57,13167.0,2024-03-18,2024-05-15,2024-03-18,2024-05-16
2024-04-09,2,29,15,1,0,14,51,10825.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-09,3,28,2,2,0,0,3,0.0,2024-04-08,2024-06-13,2024-04-08,2024-06-28
2024-04-09,5,14,8,2,1,6,31,6356.0,2024-03-18,2024-04-26,2024-03-18,2024-04-27
2024-04-09,6,37,8,3,0,5,41,8163.0,2024-03-25,2024-05-27,2024-03-25,2024-05-30
2024-04-09,7,16,11,1,0,10,38,7214.0,2024-03-11,2024-04-25,2024-03-11,2024-04-30
2024-04-09,8,16,8,2,0,6,35,4630.0,2024-03-18,2024-05-09,2024-03-18,2024-05-10
2024-04-09,13,11,2,2,0,0,13,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-09,14,31,1,1,0,0,2,0.0,2024-04-08,2024-05-30,2024-04-08,2024-06-02
2024-04-09,15,50,1,1,0,0,2,0.0,2024-04-08,2024-07-04,2024-04-08,2024-07-15
2024-04-09,16,25,2,2,0,0,11,0.0,2024-04-01,2024-06-07,2024-04-01,2024-06-11
2024-04-09,17,30,5,2,1,3,20,4891.0,2024-03-25,2024-06-07,2024-03-25,2024-06-17
2024-04-09,18,26,2,1,0,1,15,2504.0,2024-04-01,2024-05-29,2024-04-01,2024-06-07
2024-04-09,19,13,11,1,0,10,39,8333.0,2024-03-11,2024-04-19,2024-03-11,2024-04-24
2024-04-09,22,44,13,3,2,10,53,11124.0,2024-03-18,2024-05-26,2024-03-18,2024-06-03
2024-04-09,27,42,3,3,0,0,4,0.0,2024-04-08,2024-06-10,2024-04-08,2024-07-01
2024-04-09,29,33,14,2,0,12,58,13167.0,2024-03-18,2024-05-15,2024-03-18,2024-05-16
2024-04-10,2,29,16,2,0,14,53,10825.0,2024-03-11,2024-05-01,2024-03-11,2024-05-06
2024-04-10,3,28,2,2,0,0,5,0.0,2024-04-08,2024-06-13,2024-04-08,2024-06-28
2024-04-10,5,14,9,2,1,7,33,6755.0,2024-03-18,2024-04-26,2024-03-18,2024-04-27
2024-04-10,6,37,9,3,0,6,44,8923.0,2024-03-25,2024-05-27,2024-03-25,2024-05-30
2024-04-10,7,16,11,1,0,10,39,7214.0,2024-03-11,2024-04-25,2024-03-11,2024-04-30
2024-04-10,8,16,9,2,1,7,37,5063.0,2024-03-18,2024-05-09,2024-03-18,2024-05-10
2024-04-10,13,11,2,2,0,0,15,0.0,2024-04-01,2024-05-03,2024-04-01,2024-05-04
2024-04-10,14,31,1,1,0,0,3,0.0,2024-04-08,2024-05-30,2024-04-08,2024-06-02
2024-04-10,15,50,2,2,0,0,4,0.0,2024-04-08,2024-07-04,2024-04-08,2024-07-15
