ID,Name,StartDate,EndDate,ParentTaskID,Cost,Priority,Progress,ProjectID,ActualStartDate,ActualEndDate,Status,Duration,AssigneeID,Trade,CreateDate
53,bad,2020-01-28,2020-01-31,52.0,741.0,Normal,0,1,,,Not Started,4,1,2,2024-03-26
54,phone,2020-02-02,2020-02-04,53.0,453.0,Normal,0,1,,,Not Started,3,1,2,2024-03-26
55,politics,2020-02-05,2020-02-14,54.0,371.0,Normal,0,1,,,Not Started,8,1,3,2024-03-26
56,company,2020-02-15,2020-02-19,55.0,885.0,Normal,0,1,,,Not Started,4,1,2,2024-03-26
57,second,2020-02-20,2020-03-02,56.0,657.0,Normal,0,1,,,Not Started,8,1,3,2024-03-26
58,feeling,2020-03-03,2020-03-05,57.0,523.0,Normal,0,1,,,Not Started,3,1,2,2024-03-26
59,strategy,2020-03-06,2020-03-10,58.0,251.0,Normal,0,1,,,Not Started,3,1,1,2024-03-26
60,hotel,2020-03-12,2020-03-19,59.0,994.0,Normal,0,1,,,Not Started,6,1,3,2024-03-26
61,thing,2020-03-19,2020-03-23,60.0,862.0,Normal,0,1,,,Not Started,3,1,1,2024-03-26
62,lead,2020-03-25,2020-03-31,61.0,380.0,Normal,0,1,,,Not Started,5,1,3,2024-03-26
63,feeling,2020-04-01,2020-04-08,62.0,1000.0,Normal,0,1,,,Not Started,6,1,2,2024-03-26
64,exactly,2020-04-10,2020-04-20,63.0,929.0,Normal,0,1,,,Not Started,7,1,3,2024-03-26
65,until,2020-04-20,2020-04-23,64.0,823.0,Normal,0,1,,,Not Started,4,1,1,2024-03-26
66,whether,2020-04-25,2020-04-29,65.0,330.0,Normal,0,1,,,Not Started,4,1,2,2024-03-26
67,purpose,2020-04-30,2020-05-01,66.0,959.0,Normal,0,1,,,Not Started,2,1,2,2024-03-26
68,instead,2020-05-03,2020-05-12,67.0,793.0,Normal,0,1,,,Not Started,8,1,3,2024-03-26
69,individual,2020-05-13,2020-05-15,68.0,822.0,Normal,0,1,,,Not Started,3,1,1,2024-03-26
70,lead,2020-05-17,2020-05-25,69.0,755.0,Normal,0,1,,,Not Started,7,1,2,2024-03-26
71,machine,2020-05-26,2020-05-27,70.0,335.0,Normal,0,1,,,Not Started,2,1,3,2024-03-26
72,western,2020-05-29,2020-06-04,71.0,744.0,Normal,0,1,,,Not Started,5,1,3,2024-03-26
73,himself,2020-06-05,2020-06-10,72.0,781.0,Normal,0,1,,,Not Started,4,1,2,2024-03-26
74,resource,2020-06-12,2020-06-22,73.0,764.0,Normal,0,1,,,Not Started,7,1,3,2024-03-26
75,study,2020-06-22,2020-06-25,74.0,561.0,Normal,0,1,,,Not Started,4,1,1,2024-03-26
76,month,2020-06-26,2020-07-07,75.0,543.0,Normal,0,1,,,Not Started,8,1,2,2024-03-26
77,whole,2020-07-08,2020-07-09,76.0,233.0,Normal,0,1,,,Not Started,2,1,1,2024-03-26
78,sense,2020-07-09,2020-07-17,77.0,620.0,Normal,0,1,,,Not Started,7,1,2,2024-03-26
79,mind,2020-07-19,2020-07-23,78.0,307.0,Normal,0,1,,,Not Started,5,1,3,2024-03-26
80,debate,2020-07-25,2020-07-27,79.0,714.0,Normal,0,1,,,Not Started,2,1,1,2024-03-26
81,might,2020-07-29,2020-08-06,80.0,276.0,Normal,0,1,,,Not Started,7,1,1,2024-03-26
82,close,2020-08-06,2020-08-10,81.0,510.0,Normal,0,1,,,Not Started,3,1,1,2024-03-26
83,oil,2020-08-10,2020-08-18,82.0,791.0,Normal,0,1,,,Not Started,7,1,2,2024-03-26
84,door,2020-08-18,2020-08-25,83.0,407.0,Normal,0,1,,,Not Started,6,1,2,2024-03-26
85,nor,2020-08-25,2020-08-28,84.0,860.0,Normal,0,1,,,Not Started,4,1,2,2024-03-26
86,enter,2020-08-30,2020-09-07,85.0,510.0,Normal,0,1,,,Not Started,7,1,2,2024-03-26
87,they,2020-09-07,2020-09-16,86.0,476.0,Normal,0,1,,,Not Started,8,1,3,2024-03-26
88,leader,2020-09-17,2020-09-23,87.0,362.0,Normal,0,1,,,Not Started,5,1,1,2024-03-26
89,add,2020-09-25,2020-10-02,88.0,934.0,Normal,0,1,,,Not Started,6,1,1,2024-03-26
90,different,2020-10-03,2020-10-09,89.0,206.0,Normal,0,1,,,Not Started,6,1,2,2024-03-26
91,middle,2020-10-09,2020-10-19,90.0,600.0,Normal,0,1,,,Not Started,7,1,3,2024-03-26
92,money,2020-10-19,2020-10-26,91.0,230.0,Normal,0,1,,,Not Started,6,1,2,2024-03-26
93,education,2020-10-26,2020-10-30,92.0,702.0,Normal,0,1,,,Not Started,5,1,3,2024-03-26
94,person,2020-11-01,2020-11-06,93.0,239.0,Normal,0,1,,,Not Started,6,1,2,2024-03-26
95,strategy,2020-11-08,2020-11-16,94.0,618.0,Normal,0,1,,,Not Started,7,1,1,2024-03-26
96,compare,2020-11-17,2020-11-24,95.0,459.0,Normal,0,1,,,Not Started,6,1,2,2024-03-26
97,join,2020-11-24,2020-12-03,96.0,521.0,Normal,0,1,,,Not Started,8,1,1,2024-03-26
98,realize,2020-12-05,2020-12-10,97.0,981.0,Normal,0,1,,,Not Started,5,1,2,2024-03-26
99,network,2020-12-10,2020-12-14,98.0,666.0,Normal,0,1,,,Not Started,3,1,2,2024-03-26
100,treat,2020-12-14,2020-12-21,99.0,686.0,Normal,0,1,,,Not Started,6,1,3,2024-03-26
101,option,2020-12-22,2020-12-29,100.0,731.0,Normal,0,1,,,Not Started,6,1,3,2024-03-26
102,friend,2020-12-30,2021-01-01,101.0,871.0,Normal,0,1,,,Not Started,3,1,3,2024-03-26
103,parent,2021-01-01,2021-01-12,102.0,644.0,Normal,0,1,,,Not Started,8,1,3,2024-03-26
104,speech,2021-01-14,2021-01-25,103.0,515.0,Normal,0,1,,,Not Started,8,1,2,2024-03-26
105,become,2021-01-26,2021-01-28,104.0,395.0,Normal,0,1,,,Not Started,3,1,3,2024-03-26
106,lot,2021-01-29,2021-02-04,105.0,686.0,Normal,0,1,,,Not Started,5,1,1,2024-03-26
107,rich,2021-02-06,2021-02-08,106.0,317.0,Normal,0,1,,,Not Started,2,1,1,2024-03-26
108,individual,2021-02-09,2021-02-16,107.0,391.0,Normal,0,1,,,Not Started,6,1,2,2024-03-26
109,difficult,2021-02-16,2021-02-22,108.0,891.0,Normal,0,1,,,Not Started,5,1,1,2024-03-26
110,hear,2021-02-23,2021-02-25,109.0,719.0,Normal,0,1,,,Not Started,3,1,1,2024-03-26
111,by,2021-02-25,2021-03-04,110.0,575.0,Normal,0,1,,,Not Started,6,1,3,2024-03-26
112,particular,2021-03-04,2021-03-09,111.0,542.0,Normal,0,1,,,Not Started,4,1,1,2024-03-26
113,bar,2021-03-10,2021-03-16,112.0,351.0,Normal,0,1,,,Not Started,5,1,2,2024-03-26
114,degree,2021-03-17,2021-03-24,113.0,559.0,Normal,0,1,,,Not Started,6,1,2,2024-03-26
115,easy,2021-03-25,2021-03-26,114.0,231.0,Normal,0,1,,,Not Started,2,1,3,2024-03-26
116,hold,2021-03-28,2021-03-31,115.0,542.0,Normal,0,1,,,Not Started,4,1,2,2024-03-26
117,true,2021-04-02,2021-04-08,116.0,982.0,Normal,0,1,,,Not Started,5,1,3,2024-03-26
118,operation,2021-04-09,2021-04-19,117.0,221.0,Normal,0,1,,,Not Started,7,1,1,2024-03-26
119,enjoy,2021-04-20,2021-04-21,118.0,689.0,Normal,0,1,,,Not Started,2,1,2,2024-03-26
120,owner,2021-04-22,2021-04-26,119.0,659.0,Normal,0,1,,,Not Started,3,1,2,2024-03-26
121,guess,2021-04-27,2021-04-29,120.0,480.0,Normal,0,1,,,Not Started,3,1,2,2024-03-26
122,try,2021-04-30,2021-05-05,121.0,947.0,Normal,0,1,,,Not Started,4,1,2,2024-03-26
123,girl,2021-05-05,2021-05-12,122.0,982.0,Normal,0,1,,,Not Started,6,1,1,2024-03-26
124,girl,2021-05-13,2021-05-14,123.0,917.0,Normal,0,1,,,Not Started,2,1,1,2024-03-26
125,industry,2021-05-16,2021-05-25,124.0,679.0,Normal,0,1,,,Not Started,8,1,3,2024-03-26
126,bit,2021-05-27,2021-06-04,125.0,627.0,Normal,0,1,,,Not Started,7,1,2,2024-03-26
127,hotel,2021-06-05,2021-06-07,126.0,430.0,Normal,0,1,,,Not Started,2,1,2,2024-03-26
128,four,2021-06-08,2021-06-10,127.0,900.0,Normal,0,1,,,Not Started,3,1,3,2024-03-26
129,left,2021-06-10,2021-06-18,128.0,895.0,Normal,0,1,,,Not Started,7,1,1,2024-03-26
130,into,2021-06-19,2021-06-29,129.0,463.0,Normal,0,1,,,Not Started,8,1,2,2024-03-26
131,pick,2021-07-01,2021-07-06,130.0,947.0,Normal,0,1,,,Not Started,4,1,1,2024-03-26
132,create,2021-07-08,2021-07-16,131.0,572.0,Normal,0,1,,,Not Started,7,1,2,2024-03-26
133,phone,2021-07-18,2021-07-27,132.0,357.0,Normal,0,1,,,Not Started,8,1,2,2024-03-26
134,work,2021-07-29,2021-08-09,133.0,817.0,Normal,0,1,,,Not Started,8,1,2,2024-03-26
135,available,2021-08-10,2021-08-13,134.0,662.0,Normal,0,1,,,Not Started,4,1,1,2024-03-26
136,note,2021-08-14,2021-08-19,135.0,772.0,Normal,0,1,,,Not Started,5,1,3,2024-03-26
137,education,2021-08-21,2021-08-31,136.0,346.0,Normal,0,1,,,Not Started,8,1,2,2024-03-26
138,federal,2021-09-02,2021-09-13,137.0,237.0,Normal,0,1,,,Not Started,8,1,1,2024-03-26
139,charge,2021-09-13,2021-09-22,138.0,352.0,Normal,0,1,,,Not Started,8,1,1,2024-03-26
140,cultural,2021-09-24,2021-09-28,139.0,601.0,Normal,0,1,,,Not Started,3,1,1,2024-03-26
141,among,2021-09-30,2021-10-07,140.0,911.0,Normal,0,1,,,Not Started,6,1,3,2024-03-26
142,half,2021-10-08,2021-10-13,141.0,591.0,Normal,0,1,,,Not Started,4,1,1,2024-03-26
143,build,2021-10-14,2021-10-21,142.0,605.0,Normal,0,1,,,Not Started,6,1,2,2024-03-26
144,difference,2021-10-23,2021-10-28,143.0,390.0,Normal,0,1,,,Not Started,5,1,2,2024-03-26
145,population,2021-10-28,2021-11-05,144.0,714.0,Normal,0,1,,,Not Started,7,1,2,2024-03-26
146,well,2021-11-05,2021-11-10,145.0,794.0,Normal,0,1,,,Not Started,4,1,1,2024-03-26
147,college,2021-11-10,2021-11-12,146.0,720.0,Normal,0,1,,,Not Started,3,1,1,2024-03-26
148,population,2021-11-14,2021-11-16,147.0,861.0,Normal,0,1,,,Not Started,3,1,2,2024-03-26
149,everything,2021-11-17,2021-11-19,148.0,492.0,Normal,0,1,,,Not Started,3,1,3,2024-03-26
150,other,2021-11-20,2021-11-25,149.0,688.0,Normal,0,1,,,Not Started,5,1,2,2024-03-26
151,case,2021-11-25,2021-12-03,150.0,778.0,Normal,0,1,,,Not Started,7,1,3,2024-03-26
152,office,2019-01-31,2019-02-28,,1476.0,Critical,0,1,,,Not Started,21,1,4,2024-03-26
153,western,2019-03-02,2019-03-07,152.0,480.0,Normal,0,1,,,Not Started,5,1,1,2024-03-26
154,bag,2019-03-09,2019-03-19,153.0,777.0,Normal,0,1,,,Not Started,8,1,3,2024-03-26
155,book,2019-03-19,2019-03-20,154.0,377.0,Normal,0,1,,,Not Started,2,1,3,2024-03-26
156,yet,2019-03-21,2019-03-29,155.0,674.0,Normal,0,1,,,Not Started,7,1,1,2024-03-26
157,low,2019-03-31,2019-04-04,156.0,553.0,Normal,0,1,,,Not Started,5,1,1,2024-03-26
158,to,2019-04-05,2019-04-09,157.0,479.0,Normal,0,1,,,Not Started,3,1,3,2024-03-26
159,actually,2019-04-11,2019-04-15,158.0,479.0,Normal,0,1,,,Not Started,3,1,3,2024-03-26
160,land,2019-04-17,2019-04-26,159.0,723.0,Normal,0,1,,,Not Started,8,1,2,2024-03-26
161,want,2019-04-27,2019-05-06,160.0,761.0,Normal,0,1,,,Not Started,7,1,1,2024-03-26
162,moment,2019-05-06,2019-05-13,161.0,683.0,Normal,0,1,,,Not Started,6,1,3,2024-03-26
163,capital,2019-05-14,2019-05-22,162.0,246.0,Normal,0,1,,,Not Started,7,1,3,2024-03-26
164,avoid,2019-05-24,2019-05-27,163.0,319.0,Normal,0,1,,,Not Started,2,1,2,2024-03-26
165,its,2019-05-27,2019-06-04,164.0,346.0,Normal,0,1,,,Not Started,7,1,3,2024-03-26
166,lay,2019-06-04,2019-06-10,165.0,466.0,Normal,0,1,,,Not Started,5,1,3,2024-03-26
167,common,2019-06-11,2019-06-13,166.0,877.0,Normal,0,1,,,Not Started,3,1,3,2024-03-26
168,tough,2019-06-13,2019-06-20,167.0,737.0,Normal,0,1,,,Not Started,6,1,1,2024-03-26
169,better,2019-06-20,2019-06-26,168.0,400.0,Normal,0,1,,,Not Started,5,1,3,2024-03-26
170,answer,2019-06-28,2019-07-03,169.0,337.0,Normal,0,1,,,Not Started,4,1,1,2024-03-26
171,concern,2019-07-05,2019-07-11,170.0,351.0,Normal,0,1,,,Not Started,5,1,3,2024-03-26
172,common,2019-07-12,2019-07-23,171.0,481.0,Normal,0,1,,,Not Started,8,1,2,2024-03-26
173,food,2019-07-23,2019-07-24,172.0,449.0,Normal,0,1,,,Not Started,2,1,3,2024-03-26
174,method,2019-07-26,2019-07-30,173.0,534.0,Normal,0,1,,,Not Started,3,1,2,2024-03-26
175,than,2019-07-30,2019-08-07,174.0,856.0,Normal,0,1,,,Not Started,7,1,1,2024-03-26
176,expert,2019-08-07,2019-08-15,175.0,463.0,Normal,0,1,,,Not Started,7,1,1,2024-03-26
177,ability,2019-08-17,2019-08-20,176.0,818.0,Normal,0,1,,,Not Started,3,1,1,2024-03-26
178,threat,2019-08-22,2019-08-30,177.0,566.0,Normal,0,1,,,Not Started,7,1,1,2024-03-26
179,this,2019-08-31,2019-09-06,178.0,823.0,Normal,0,1,,,Not Started,6,1,1,2024-03-26
180,certainly,2019-09-06,2019-09-17,179.0,565.0,Normal,0,1,,,Not Started,8,1,3,2024-03-26
181,mean,2019-09-19,2019-09-23,180.0,864.0,Normal,0,1,,,Not Started,3,1,3,2024-03-26
182,try,2019-09-24,2019-10-03,181.0,718.0,Normal,0,1,,,Not Started,8,1,3,2024-03-26
183,risk,2019-10-04,2019-10-14,182.0,697.0,Normal,0,1,,,Not Started,7,1,2,2024-03-26
184,soon,2019-10-15,2019-10-22,183.0,465.0,Normal,0,1,,,Not Started,6,1,3,2024-03-26
185,remain,2019-10-23,2019-10-30,184.0,424.0,Normal,0,1,,,Not Started,6,1,3,2024-03-26
186,dog,2019-11-01,2019-11-11,185.0,401.0,Normal,0,1,,,Not Started,7,1,2,2024-03-26
187,accept,2019-11-11,2019-11-14,186.0,818.0,Normal,0,1,,,Not Started,4,1,1,2024-03-26
188,suggest,2019-11-14,2019-11-21,187.0,953.0,Normal,0,1,,,Not Started,6,1,3,2024-03-26
189,white,2019-11-23,2019-11-25,188.0,991.0,Normal,0,1,,,Not Started,2,1,3,2024-03-26
190,thank,2019-11-26,2019-11-27,189.0,983.0,Normal,0,1,,,Not Started,2,1,1,2024-03-26
191,media,2019-11-28,2019-12-02,190.0,431.0,Normal,0,1,,,Not Started,3,1,3,2024-03-26
192,church,2019-12-02,2019-12-05,191.0,753.0,Normal,0,1,,,Not Started,4,1,1,2024-03-26
193,nearly,2019-12-07,2019-12-16,192.0,588.0,Normal,0,1,,,Not Started,7,1,1,2024-03-26
194,collection,2019-12-18,2019-12-19,193.0,252.0,Normal,0,1,,,Not Started,2,1,1,2024-03-26
195,back,2019-12-20,2019-12-24,194.0,415.0,Normal,0,1,,,Not Started,3,1,3,2024-03-26
196,style,2019-12-26,2020-01-01,195.0,880.0,Normal,0,1,,,Not Started,5,1,3,2024-03-26
197,sort,2020-01-03,2020-01-13,196.0,774.0,Normal,0,1,,,Not Started,7,1,2,2024-03-26
198,father,2020-01-15,2020-01-21,197.0,438.0,Normal,0,1,,,Not Started,5,1,2,2024-03-26
199,budget,2020-01-21,2020-01-23,198.0,766.0,Normal,0,1,,,Not Started,3,1,2,2024-03-26
200,hit,2020-01-24,2020-01-30,199.0,579.0,Normal,0,1,,,Not Started,5,1,3,2024-03-26
201,note,2020-01-31,2020-02-03,200.0,522.0,Normal,0,1,,,Not Started,2,1,2,2024-03-26
202,firm,2020-02-05,2020-02-11,201.0,545.0,Normal,0,1,,,Not Started,5,1,1,2024-03-26
203,popular,2020-02-12,2020-02-21,202.0,857.0,Normal,0,1,,,Not Started,8,1,3,2024-03-26
204,professional,2020-02-22,2020-03-02,203.0,454.0,Normal,0,1,,,Not Started,7,1,2,2024-03-26
205,however,2020-03-03,2020-03-05,204.0,713.0,Normal,0,1,,,Not Started,3,1,2,2024-03-26
206,just,2020-03-05,2020-03-16,205.0,920.0,Normal,0,1,,,Not Started,8,1,3,2024-03-26
207,everybody,2020-03-17,2020-03-26,206.0,530.0,Normal,0,1,,,Not Started,8,1,2,2024-03-26
208,song,2020-03-28,2020-04-02,207.0,420.0,Normal,0,1,,,Not Started,5,1,2,2024-03-26
209,reflect,2020-04-04,2020-04-07,208.0,426.0,Normal,0,1,,,Not Started,3,1,1,2024-03-26
210,summer,2020-04-07,2020-04-08,209.0,756.0,Normal,0,1,,,Not Started,2,1,1,2024-03-26
211,worker,2020-04-09,2020-04-17,210.0,801.0,Normal,0,1,,,Not Started,7,1,1,2024-03-26
212,argue,2020-04-18,2020-04-21,211.0,406.0,Normal,0,1,,,Not Started,3,1,2,2024-03-26
213,performance,2020-04-22,2020-05-01,212.0,568.0,Normal,0,1,,,Not Started,8,1,2,2024-03-26
214,listen,2020-05-02,2020-05-07,213.0,591.0,Normal,0,1,,,Not Started,5,1,2,2024-03-26
215,natural,2020-05-07,2020-05-13,214.0,878.0,Normal,0,1,,,Not Started,5,1,3,2024-03-26
216,hair,2020-05-15,2020-05-22,215.0,877.0,Normal,0,1,,,Not Started,6,1,2,2024-03-26
217,what,2020-05-24,2020-05-26,216.0,235.0,Normal,0,1,,,Not Started,3,1,2,2024-03-26
218,study,2020-05-26,2020-05-28,217.0,557.0,Normal,0,1,,,Not Started,3,1,1,2024-03-26
219,reason,2020-05-28,2020-05-29,218.0,898.0,Normal,0,1,,,Not Started,2,1,3,2024-03-26
220,around,2020-05-30,2020-06-08,219.0,668.0,Normal,0,1,,,Not Started,7,1,3,2024-03-26
221,simply,2020-06-09,2020-06-18,220.0,455.0,Normal,0,1,,,Not Started,8,1,1,2024-03-26
222,want,2020-06-20,2020-06-25,221.0,254.0,Normal,0,1,,,Not Started,5,1,2,2024-03-26
223,month,2020-06-27,2020-06-30,222.0,469.0,Normal,0,1,,,Not Started,3,1,3,2024-03-26
224,lot,2020-07-02,2020-07-03,223.0,405.0,Normal,0,1,,,Not Started,2,1,2,2024-03-26
225,brother,2020-07-04,2020-07-07,224.0,324.0,Normal,0,1,,,Not Started,3,1,1,2024-03-26
226,my,2020-07-07,2020-07-13,225.0,208.0,Normal,0,1,,,Not Started,5,1,2,2024-03-26
227,sit,2020-07-14,2020-07-16,226.0,449.0,Normal,0,1,,,Not Started,3,1,1,2024-03-26
228,nature,2020-07-17,2020-07-27,227.0,780.0,Normal,0,1,,,Not Started,7,1,3,2024-03-26
229,adult,2020-07-27,2020-08-05,228.0,265.0,Normal,0,1,,,Not Started,8,1,2,2024-03-26
230,worker,2020-08-07,2020-08-18,229.0,214.0,Normal,0,1,,,Not Started,8,1,1,2024-03-26
231,green,2020-08-19,2020-08-25,230.0,615.0,Normal,0,1,,,Not Started,5,1,1,2024-03-26
232,learn,2020-08-25,2020-08-28,231.0,528.0,Normal,0,1,,,Not Started,4,1,1,2024-03-26
233,machine,2020-08-28,2020-09-08,232.0,602.0,Normal,0,1,,,Not Started,8,1,3,2024-03-26
234,include,2020-09-10,2020-09-15,233.0,441.0,Normal,0,1,,,Not Started,4,1,1,2024-03-26
235,Democrat,2020-09-16,2020-09-18,234.0,778.0,Normal,0,1,,,Not Started,3,1,1,2024-03-26
236,year,2020-09-20,2020-09-24,235.0,539.0,Normal,0,1,,,Not Started,5,1,1,2024-03-26
237,analysis,2020-09-26,2020-10-02,236.0,651.0,Normal,0,1,,,Not Started,6,1,3,2024-03-26
238,like,2020-10-03,2020-10-13,237.0,690.0,Normal,0,1,,,Not Started,8,1,1,2024-03-26
239,drop,2020-10-13,2020-10-15,238.0,792.0,Normal,0,1,,,Not Started,3,1,3,2024-03-26
240,guy,2020-10-16,2020-10-22,239.0,897.0,Normal,0,1,,,Not Started,5,1,2,2024-03-26
241,in,2020-10-22,2020-10-27,240.0,875.0,Normal,0,1,,,Not Started,4,1,2,2024-03-26
242,garden,2020-10-29,2020-11-03,241.0,310.0,Normal,0,1,,,Not Started,4,1,1,2024-03-26
243,we,2020-11-03,2020-11-10,242.0,361.0,Normal,0,1,,,Not Started,6,1,1,2024-03-26
244,itself,2020-11-11,2020-11-12,243.0,386.0,Normal,0,1,,,Not Started,2,1,3,2024-03-26
245,plant,2020-11-12,2020-11-19,244.0,541.0,Normal,0,1,,,Not Started,6,1,3,2024-03-26
246,list,2020-11-19,2020-11-20,245.0,650.0,Normal,0,1,,,Not Started,2,1,1,2024-03-26
247,discuss,2020-11-20,2020-11-23,246.0,551.0,Normal,0,1,,,Not Started,2,1,3,2024-03-26
248,well,2020-11-25,2020-11-26,247.0,711.0,Normal,0,1,,,Not Started,2,1,1,2024-03-26
249,decade,2020-11-27,2020-12-01,248.0,359.0,Normal,0,1,,,Not Started,3,1,3,2024-03-26
250,around,2020-12-02,2020-12-07,249.0,263.0,Normal,0,1,,,Not Started,4,1,3,2024-03-26
251,like,2020-12-08,2020-12-10,250.0,283.0,Normal,0,1,,,Not Started,3,1,1,2024-03-26
252,bar,2020-12-11,2020-12-21,251.0,972.0,Normal,0,1,,,Not Started,7,1,3,2024-03-26
