Cost,Priority,Progress,Duration,Trade,TaskLength,IsBadWeather,WeatherAssessment,Weekend,StartDelay,DayCount,TaskDelay,TaskToday,Is_Completed,Is_Delayed,Is_On Progress
1513.0,1.0,14.814814814814813,27.0,7.0,0.0,0.0,31.818181818181817,0.0,0.0,5.0,2.0,9.0,0.0,0.0,1.0
1375.0,1.0,13.793103448275861,29.0,7.0,0.0,0.0,30.434782608695656,0.0,0.0,6.0,3.0,9.0,0.0,0.0,1.0
1325.0,1.0,41.17647058823529,17.0,3.0,0.0,0.0,30.434782608695656,0.0,0.0,8.0,3.0,9.0,0.0,0.0,1.0
1761.0,1.0,41.66666666666667,12.0,7.0,0.0,0.0,30.434782608695656,0.0,0.0,8.0,3.0,9.0,0.0,0.0,1.0
1767.0,1.0,33.33333333333333,12.0,7.0,0.0,0.0,31.818181818181817,0.0,0.0,5.0,2.0,9.0,0.0,0.0,1.0
1359.0,1.0,31.03448275862069,29.0,7.0,0.0,0.0,25.925925925925924,0.0,0.0,9.0,1.0,9.0,0.0,0.0,1.0
2672.0,1.0,60.0,10.0,4.0,0.0,0.0,25.925925925925924,0.0,0.0,7.0,1.0,9.0,0.0,0.0,1.0
2279.0,1.0,38.88888888888889,18.0,6.0,0.0,0.0,25.925925925925924,0.0,0.0,9.0,2.0,9.0,0.0,0.0,1.0
2173.0,1.0,42.10526315789473,19.0,6.0,0.0,0.0,30.434782608695656,0.0,0.0,9.0,4.0,9.0,0.0,0.0,1.0
1513.0,1.0,18.51851851851852,27.0,7.0,0.0,0.0,31.818181818181817,0.0,0.0,6.0,2.0,9.0,0.0,0.0,1.0
1375.0,1.0,17.24137931034483,29.0,7.0,0.0,0.0,30.434782608695656,0.0,0.0,7.0,3.0,9.0,0.0,0.0,1.0
1325.0,1.0,47.05882352941176,17.0,3.0,0.0,0.0,30.434782608695656,0.0,0.0,9.0,3.0,9.0,0.0,0.0,1.0
1761.0,1.0,41.66666666666667,12.0,7.0,0.0,0.0,30.434782608695656,0.0,0.0,9.0,3.0,9.0,0.0,0.0,1.0
1767.0,1.0,41.66666666666667,12.0,7.0,0.0,0.0,31.818181818181817,0.0,0.0,6.0,2.0,9.0,0.0,0.0,1.0
1359.0,1.0,34.48275862068966,29.0,7.0,0.0,0.0,25.925925925925924,0.0,0.0,10.0,1.0,9.0,0.0,0.0,1.0
2672.0,1.0,70.0,10.0,4.0,0.0,0.0,25.925925925925924,0.0,0.0,8.0,1.0,9.0,0.0,0.0,1.0
2279.0,1.0,44.44444444444444,18.0,6.0,0.0,0.0,25.925925925925924,0.0,0.0,10.0,2.0,9.0,0.0,0.0,1.0
2173.0,1.0,47.368421052631575,19.0,6.0,0.0,0.0,30.434782608695656,0.0,0.0,10.0,4.0,9.0,0.0,0.0,1.0
1513.0,1.0,22.22222222222222,27.0,7.0,0.0,0.0,31.818181818181817,0.0,0.0,7.0,2.0,9.0,0.0,0.0,1.0
1375.0,1.0,20.689655172413794,29.0,7.0,0.0,0.0,30.434782608695656,0.0,0.0,8.0,3.0,9.0,0.0,0.0,1.0
1325.0,1.0,52.94117647058824,17.0,3.0,0.0,0.0,30.434782608695656,0.0,0.0,10.0,3.0,9.0,0.0,0.0,1.0
1761.0,1.0,50.0,12.0,7.0,0.0,0.0,30.434782608695656,0.0,0.0,10.0,3.0,9.0,0.0,0.0,1.0
1767.0,1.0,50.0,12.0,7.0,0.0,0.0,31.818181818181817,0.0,0.0,7.0,2.0,9.0,0.0,0.0,1.0
1359.0,1.0,37.93103448275862,29.0,7.0,0.0,0.0,25.925925925925924,0.0,0.0,11.0,1.0,9.0,0.0,0.0,1.0
2672.0,1.0,80.0,10.0,4.0,0.0,0.0,25.925925925925924,0.0,0.0,9.0,1.0,9.0,0.0,0.0,1.0
2279.0,1.0,50.0,18.0,6.0,0.0,0.0,25.925925925925924,0.0,0.0,11.0,2.0,9.0,0.0,0.0,1.0
2173.0,1.0,52.63157894736842,19.0,6.0,0.0,0.0,30.434782608695656,0.0,0.0,11.0,4.0,9.0,0.0,0.0,1.0
1513.0,1.0,25.925925925925924,27.0,7.0,0.0,0.0,31.818181818181817,0.0,0.0,8.0,2.0,9.0,0.0,0.0,1.0
1375.0,1.0,24.137931034482758,29.0,7.0,0.0,0.0,30.434782608695656,0.0,0.0,9.0,3.0,9.0,0.0,0.0,1.0
1325.0,1.0,58.82352941176471,17.0,3.0,0.0,0.0,30.434782608695656,0.0,0.0,11.0,3.0,9.0,0.0,0.0,1.0
1761.0,1.0,58.333333333333336,12.0,7.0,0.0,0.0,30.434782608695656,0.0,0.0,11.0,3.0,9.0,0.0,0.0,1.0
1767.0,1.0,58.333333333333336,12.0,7.0,0.0,0.0,31.818181818181817,0.0,0.0,8.0,2.0,9.0,0.0,0.0,1.0
1359.0,1.0,37.93103448275862,29.0,7.0,0.0,0.0,25.925925925925924,1.0,0.0,12.0,1.0,3.0,0.0,0.0,1.0
2672.0,1.0,90.0,10.0,4.0,0.0,0.0,25.925925925925924,1.0,0.0,10.0,1.0,3.0,0.0,0.0,1.0
2279.0,1.0,55.55555555555556,18.0,6.0,0.0,0.0,25.925925925925924,1.0,0.0,12.0,2.0,3.0,0.0,0.0,1.0
1359.0,1.0,41.37931034482759,29.0,7.0,0.0,0.0,25.925925925925924,0.0,0.0,14.0,1.0,10.0,0.0,0.0,1.0
2672.0,1.0,100.0,10.0,4.0,0.0,0.0,25.925925925925924,0.0,0.0,12.0,1.0,10.0,1.0,0.0,0.0
865.0,0.0,33.33333333333333,3.0,1.0,1.0,0.0,19.230769230769237,0.0,2.0,0.0,0.0,10.0,0.0,0.0,1.0
2279.0,1.0,61.111111111111114,18.0,6.0,0.0,0.0,25.925925925925924,0.0,0.0,14.0,2.0,10.0,0.0,0.0,1.0
2173.0,1.0,57.89473684210527,19.0,6.0,0.0,0.0,30.434782608695656,0.0,0.0,14.0,4.0,10.0,0.0,0.0,1.0
1513.0,1.0,29.629629629629626,27.0,7.0,0.0,0.0,31.818181818181817,0.0,0.0,11.0,2.0,10.0,0.0,0.0,1.0
1375.0,1.0,27.586206896551722,29.0,7.0,0.0,0.0,30.434782608695656,0.0,0.0,12.0,3.0,10.0,0.0,0.0,1.0
1325.0,1.0,64.70588235294117,17.0,3.0,0.0,0.0,30.434782608695656,0.0,0.0,14.0,3.0,10.0,0.0,0.0,1.0
1761.0,1.0,66.66666666666666,12.0,7.0,0.0,0.0,30.434782608695656,0.0,0.0,14.0,3.0,10.0,0.0,0.0,1.0
1767.0,1.0,66.66666666666666,12.0,7.0,0.0,0.0,31.818181818181817,0.0,0.0,11.0,2.0,10.0,0.0,0.0,1.0
1359.0,1.0,44.827586206896555,29.0,7.0,0.0,0.0,25.925925925925924,0.0,0.0,15.0,1.0,9.0,0.0,0.0,1.0
865.0,0.0,66.66666666666666,3.0,1.0,1.0,0.0,19.230769230769237,0.0,2.0,1.0,0.0,9.0,0.0,0.0,1.0
2279.0,1.0,66.66666666666666,18.0,6.0,0.0,0.0,25.925925925925924,0.0,0.0,15.0,2.0,9.0,0.0,0.0,1.0
2173.0,1.0,63.1578947368421,19.0,6.0,0.0,0.0,30.434782608695656,0.0,0.0,15.0,4.0,9.0,0.0,0.0,1.0
1513.0,1.0,33.33333333333333,27.0,7.0,0.0,0.0,31.818181818181817,0.0,0.0,12.0,2.0,9.0,0.0,0.0,1.0
1375.0,1.0,31.03448275862069,29.0,7.0,0.0,0.0,30.434782608695656,0.0,0.0,13.0,3.0,9.0,0.0,0.0,1.0
1325.0,1.0,70.58823529411765,17.0,3.0,0.0,0.0,30.434782608695656,0.0,0.0,15.0,3.0,9.0,0.0,0.0,1.0
1761.0,1.0,75.0,12.0,7.0,0.0,0.0,30.434782608695656,0.0,0.0,15.0,3.0,9.0,0.0,0.0,1.0
1767.0,1.0,75.0,12.0,7.0,0.0,0.0,31.818181818181817,0.0,0.0,12.0,2.0,9.0,0.0,0.0,1.0
1359.0,1.0,48.275862068965516,29.0,7.0,0.0,1.0,25.925925925925924,0.0,0.0,16.0,1.0,10.0,0.0,0.0,1.0
865.0,0.0,100.0,3.0,1.0,1.0,1.0,19.230769230769237,0.0,2.0,2.0,0.0,10.0,1.0,0.0,0.0
352.0,0.0,14.285714285714285,7.0,1.0,2.0,1.0,18.51851851851852,0.0,0.0,0.0,2.0,10.0,0.0,0.0,1.0
2279.0,1.0,72.22222222222221,18.0,6.0,0.0,1.0,25.925925925925924,0.0,0.0,16.0,2.0,10.0,0.0,0.0,1.0
2173.0,1.0,63.1578947368421,19.0,6.0,0.0,1.0,30.434782608695656,0.0,0.0,16.0,4.0,10.0,0.0,0.0,1.0
1513.0,1.0,37.03703703703704,27.0,7.0,0.0,1.0,31.818181818181817,0.0,0.0,13.0,2.0,10.0,0.0,0.0,1.0
1375.0,1.0,31.03448275862069,29.0,7.0,0.0,1.0,30.434782608695656,0.0,0.0,14.0,3.0,10.0,0.0,0.0,1.0
1325.0,1.0,70.58823529411765,17.0,3.0,0.0,1.0,30.434782608695656,0.0,0.0,16.0,3.0,10.0,0.0,0.0,1.0
1761.0,1.0,83.33333333333334,12.0,7.0,0.0,1.0,30.434782608695656,0.0,0.0,16.0,3.0,10.0,0.0,1.0,0.0
1767.0,1.0,75.0,12.0,7.0,0.0,1.0,31.818181818181817,0.0,0.0,13.0,2.0,10.0,0.0,0.0,1.0
1359.0,1.0,51.724137931034484,29.0,7.0,0.0,1.0,25.925925925925924,0.0,0.0,17.0,1.0,9.0,0.0,0.0,1.0
352.0,0.0,14.285714285714285,7.0,1.0,2.0,1.0,18.51851851851852,0.0,0.0,1.0,2.0,9.0,0.0,0.0,1.0
2279.0,1.0,77.77777777777779,18.0,6.0,0.0,1.0,25.925925925925924,0.0,0.0,17.0,2.0,9.0,0.0,0.0,1.0
2173.0,1.0,63.1578947368421,19.0,6.0,0.0,1.0,30.434782608695656,0.0,0.0,17.0,4.0,9.0,0.0,0.0,1.0
1513.0,1.0,40.74074074074074,27.0,7.0,0.0,1.0,31.818181818181817,0.0,0.0,14.0,2.0,9.0,0.0,0.0,1.0
1375.0,1.0,34.48275862068966,29.0,7.0,0.0,1.0,30.434782608695656,0.0,0.0,15.0,3.0,9.0,0.0,0.0,1.0
1325.0,1.0,76.47058823529412,17.0,3.0,0.0,1.0,30.434782608695656,0.0,0.0,17.0,3.0,9.0,0.0,0.0,1.0
1761.0,1.0,91.66666666666666,12.0,7.0,0.0,1.0,30.434782608695656,0.0,0.0,17.0,3.0,9.0,0.0,1.0,0.0
1767.0,1.0,75.0,12.0,7.0,0.0,1.0,31.818181818181817,0.0,0.0,14.0,2.0,9.0,0.0,0.0,1.0
1359.0,1.0,55.172413793103445,29.0,7.0,0.0,1.0,25.925925925925924,0.0,0.0,18.0,1.0,10.0,0.0,0.0,1.0
352.0,0.0,14.285714285714285,7.0,1.0,2.0,1.0,18.51851851851852,0.0,0.0,2.0,2.0,10.0,0.0,0.0,1.0
2279.0,1.0,83.33333333333334,18.0,6.0,0.0,1.0,25.925925925925924,0.0,0.0,18.0,2.0,10.0,0.0,0.0,1.0
2173.0,1.0,63.1578947368421,19.0,6.0,0.0,1.0,30.434782608695656,0.0,0.0,18.0,4.0,10.0,0.0,0.0,1.0
1513.0,1.0,44.44444444444444,27.0,7.0,0.0,1.0,31.818181818181817,0.0,0.0,15.0,2.0,10.0,0.0,0.0,1.0
1375.0,1.0,37.93103448275862,29.0,7.0,0.0,1.0,30.434782608695656,0.0,0.0,16.0,3.0,10.0,0.0,0.0,1.0
1325.0,1.0,82.35294117647058,17.0,3.0,0.0,1.0,30.434782608695656,0.0,0.0,18.0,3.0,10.0,0.0,0.0,1.0
1761.0,1.0,100.0,12.0,7.0,0.0,1.0,30.434782608695656,0.0,0.0,18.0,3.0,10.0,1.0,0.0,0.0
814.0,1.0,33.33333333333333,3.0,3.0,1.0,1.0,21.73913043478261,0.0,3.0,0.0,0.0,10.0,0.0,1.0,0.0
1767.0,1.0,83.33333333333334,12.0,7.0,0.0,1.0,31.818181818181817,0.0,0.0,15.0,2.0,10.0,0.0,0.0,1.0
1359.0,1.0,58.620689655172406,29.0,7.0,0.0,0.0,25.925925925925924,1.0,0.0,19.0,1.0,3.0,0.0,0.0,1.0
352.0,0.0,28.57142857142857,7.0,1.0,2.0,0.0,18.51851851851852,1.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0
2279.0,1.0,88.88888888888889,18.0,6.0,0.0,0.0,25.925925925925924,1.0,0.0,19.0,2.0,3.0,0.0,0.0,1.0
1359.0,1.0,62.06896551724138,29.0,7.0,0.0,0.0,25.925925925925924,0.0,0.0,21.0,1.0,9.0,0.0,0.0,1.0
352.0,0.0,42.857142857142854,7.0,1.0,2.0,0.0,18.51851851851852,0.0,0.0,5.0,2.0,9.0,0.0,0.0,1.0
2279.0,1.0,94.44444444444444,18.0,6.0,0.0,0.0,25.925925925925924,0.0,0.0,21.0,2.0,9.0,0.0,1.0,0.0
2173.0,1.0,68.42105263157895,19.0,6.0,0.0,0.0,30.434782608695656,0.0,0.0,21.0,4.0,9.0,0.0,0.0,1.0
1513.0,1.0,48.148148148148145,27.0,7.0,0.0,0.0,31.818181818181817,0.0,0.0,18.0,2.0,9.0,0.0,0.0,1.0
1375.0,1.0,41.37931034482759,29.0,7.0,0.0,0.0,30.434782608695656,0.0,0.0,19.0,3.0,9.0,0.0,0.0,1.0
1325.0,1.0,82.35294117647058,17.0,3.0,0.0,0.0,30.434782608695656,0.0,0.0,21.0,3.0,9.0,0.0,0.0,1.0
814.0,1.0,66.66666666666666,3.0,3.0,1.0,0.0,21.73913043478261,0.0,3.0,3.0,0.0,9.0,0.0,1.0,0.0
1767.0,1.0,91.66666666666666,12.0,7.0,0.0,0.0,31.818181818181817,0.0,0.0,18.0,2.0,9.0,0.0,1.0,0.0
1359.0,1.0,65.51724137931035,29.0,7.0,0.0,0.0,25.925925925925924,0.0,0.0,22.0,1.0,12.0,0.0,0.0,1.0
352.0,0.0,57.14285714285714,7.0,1.0,2.0,0.0,18.51851851851852,0.0,0.0,6.0,2.0,12.0,0.0,0.0,1.0
2279.0,1.0,100.0,18.0,6.0,0.0,0.0,25.925925925925924,0.0,0.0,22.0,2.0,12.0,1.0,0.0,0.0
954.0,0.0,12.5,8.0,1.0,1.0,0.0,7.6923076923076925,0.0,2.0,0.0,1.0,12.0,0.0,0.0,1.0
2173.0,1.0,68.42105263157895,19.0,6.0,0.0,0.0,30.434782608695656,0.0,0.0,22.0,4.0,12.0,0.0,0.0,1.0
1513.0,1.0,51.85185185185185,27.0,7.0,0.0,0.0,31.818181818181817,0.0,0.0,19.0,2.0,12.0,0.0,0.0,1.0
1375.0,1.0,44.827586206896555,29.0,7.0,0.0,0.0,30.434782608695656,0.0,0.0,20.0,3.0,12.0,0.0,0.0,1.0
1325.0,1.0,88.23529411764706,17.0,3.0,0.0,0.0,30.434782608695656,0.0,0.0,22.0,3.0,12.0,0.0,0.0,1.0
814.0,1.0,100.0,3.0,3.0,1.0,0.0,21.73913043478261,0.0,3.0,4.0,0.0,12.0,1.0,0.0,0.0
632.0,0.0,0.0,4.0,1.0,2.0,0.0,14.285714285714285,0.0,4.0,0.0,1.0,12.0,0.0,0.0,1.0
1767.0,1.0,100.0,12.0,7.0,0.0,0.0,31.818181818181817,0.0,0.0,19.0,2.0,12.0,1.0,0.0,0.0
747.0,0.0,33.33333333333333,3.0,2.0,1.0,0.0,14.285714285714285,0.0,4.0,0.0,2.0,12.0,0.0,0.0,1.0
1359.0,1.0,68.96551724137932,29.0,7.0,0.0,0.0,25.925925925925924,0.0,0.0,23.0,1.0,9.0,0.0,0.0,1.0
352.0,0.0,71.42857142857143,7.0,1.0,2.0,0.0,18.51851851851852,0.0,0.0,7.0,2.0,9.0,0.0,0.0,1.0
954.0,0.0,25.0,8.0,1.0,1.0,0.0,7.6923076923076925,0.0,2.0,1.0,1.0,9.0,0.0,0.0,1.0
2173.0,1.0,73.68421052631578,19.0,6.0,0.0,0.0,30.434782608695656,0.0,0.0,23.0,4.0,9.0,0.0,0.0,1.0
1513.0,1.0,51.85185185185185,27.0,7.0,0.0,0.0,31.818181818181817,0.0,0.0,20.0,2.0,9.0,0.0,0.0,1.0
1375.0,1.0,48.275862068965516,29.0,7.0,0.0,0.0,30.434782608695656,0.0,0.0,21.0,3.0,9.0,0.0,0.0,1.0
1325.0,1.0,94.11764705882352,17.0,3.0,0.0,0.0,30.434782608695656,0.0,0.0,23.0,3.0,9.0,0.0,1.0,0.0
632.0,0.0,25.0,4.0,1.0,2.0,0.0,14.285714285714285,0.0,4.0,1.0,1.0,9.0,0.0,0.0,1.0
747.0,1.0,66.66666666666666,3.0,2.0,1.0,0.0,14.285714285714285,0.0,4.0,1.0,2.0,9.0,0.0,1.0,0.0
1359.0,1.0,72.41379310344827,29.0,7.0,0.0,1.0,25.925925925925924,0.0,0.0,24.0,1.0,9.0,0.0,0.0,1.0
352.0,1.0,85.71428571428571,7.0,1.0,2.0,1.0,18.51851851851852,0.0,0.0,8.0,2.0,9.0,0.0,1.0,0.0
954.0,0.0,37.5,8.0,1.0,1.0,1.0,7.6923076923076925,0.0,2.0,2.0,1.0,9.0,0.0,0.0,1.0
2173.0,1.0,78.94736842105263,19.0,6.0,0.0,1.0,30.434782608695656,0.0,0.0,24.0,4.0,9.0,0.0,0.0,1.0
1513.0,1.0,55.55555555555556,27.0,7.0,0.0,1.0,31.818181818181817,0.0,0.0,21.0,2.0,9.0,0.0,0.0,1.0
1375.0,1.0,51.724137931034484,29.0,7.0,0.0,1.0,30.434782608695656,0.0,0.0,22.0,3.0,9.0,0.0,0.0,1.0
1325.0,1.0,94.11764705882352,17.0,3.0,0.0,1.0,30.434782608695656,0.0,0.0,24.0,3.0,9.0,0.0,1.0,0.0
632.0,1.0,50.0,4.0,1.0,2.0,1.0,14.285714285714285,0.0,4.0,2.0,1.0,9.0,0.0,1.0,0.0
747.0,1.0,66.66666666666666,3.0,2.0,1.0,1.0,14.285714285714285,0.0,4.0,2.0,2.0,9.0,0.0,1.0,0.0
1359.0,1.0,75.86206896551724,29.0,7.0,0.0,1.0,25.925925925925924,0.0,0.0,25.0,1.0,11.0,0.0,0.0,1.0
352.0,1.0,100.0,7.0,1.0,2.0,1.0,18.51851851851852,0.0,0.0,9.0,2.0,11.0,1.0,0.0,0.0
744.0,1.0,0.0,2.0,2.0,3.0,1.0,7.4074074074074066,0.0,2.0,0.0,1.0,11.0,0.0,1.0,0.0
954.0,0.0,37.5,8.0,1.0,1.0,1.0,7.6923076923076925,0.0,2.0,3.0,1.0,11.0,0.0,0.0,1.0
2173.0,1.0,84.21052631578947,19.0,6.0,0.0,1.0,30.434782608695656,0.0,0.0,25.0,4.0,11.0,0.0,1.0,0.0
1513.0,1.0,59.25925925925925,27.0,7.0,0.0,1.0,31.818181818181817,0.0,0.0,22.0,2.0,11.0,0.0,0.0,1.0
1375.0,1.0,55.172413793103445,29.0,7.0,0.0,1.0,30.434782608695656,0.0,0.0,23.0,3.0,11.0,0.0,0.0,1.0
1325.0,1.0,100.0,17.0,3.0,0.0,1.0,30.434782608695656,0.0,0.0,25.0,3.0,11.0,1.0,0.0,0.0
579.0,0.0,16.666666666666664,6.0,3.0,1.0,1.0,9.090909090909092,0.0,1.0,0.0,1.0,11.0,0.0,0.0,1.0
632.0,1.0,75.0,4.0,1.0,2.0,1.0,14.285714285714285,0.0,4.0,3.0,1.0,11.0,0.0,1.0,0.0
747.0,1.0,66.66666666666666,3.0,2.0,1.0,1.0,14.285714285714285,0.0,4.0,3.0,2.0,11.0,0.0,1.0,0.0
1359.0,1.0,79.3103448275862,29.0,7.0,0.0,0.0,25.925925925925924,1.0,0.0,26.0,1.0,3.0,0.0,0.0,1.0
744.0,1.0,50.0,2.0,2.0,3.0,0.0,7.4074074074074066,1.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0
954.0,0.0,50.0,8.0,1.0,1.0,0.0,7.6923076923076925,1.0,2.0,4.0,1.0,3.0,0.0,0.0,1.0
1359.0,1.0,82.75862068965517,29.0,7.0,0.0,0.0,25.925925925925924,0.0,0.0,28.0,1.0,12.0,0.0,0.0,1.0
