name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
australia,2012-01-11,64.5,43,56.8,64.5,39.5,56.6,37.7,49.6,0.009,100,8.33,rain,,,33.3,26.2,283,1006,33.4,6.5,326.7,28.3,9,,2012-01-11T06:00:04,2012-01-11T20:21:41,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-01-12,69.9,37.6,55.4,69.9,35.3,54.9,36.1,53.2,0.015,100,4.17,rain,,,,13.9,203.8,1014.1,24.2,6.4,393.1,34,10,,2012-01-12T06:01:00,2012-01-12T20:21:32,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,remote,95716099999,94926099999"
australia,2012-01-13,80.6,42.5,61.7,79.2,39.2,61.2,44.3,59.6,0,0,0,,,,,16.6,332.7,1014.2,36.3,7.1,368,31.7,10,,2012-01-13T06:01:57,2012-01-13T20:21:22,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-01-14,73.6,58.6,63,73.6,58.6,63,51.6,68,0.011,100,8.33,rain,,,31.1,17.7,88.8,1015.5,79.2,6.5,258.1,22.2,9,,2012-01-14T06:02:54,2012-01-14T20:21:09,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-01-15,68,55.2,61.4,68,55.2,61.4,51.9,71.8,0,0,0,,,,,17.2,92.3,1019.2,85.2,6.5,252.3,21.7,8,,2012-01-15T06:03:52,2012-01-15T20:20:54,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-01-16,76.9,53.6,65.7,76.9,53.6,65.7,53.3,66.9,0.003,100,4.17,rain,,,,17.2,81.5,1021.4,62.5,6.5,340.8,29.5,10,,2012-01-16T06:04:51,2012-01-16T20:20:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-01-17,82.5,51.5,67.3,80.6,51.5,66.9,50.9,62.7,0,0,0,,,,,12.8,49.7,1020.7,29.5,6.3,390.1,33.7,10,,2012-01-17T06:05:50,2012-01-17T20:20:19,0.78,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-01-18,87.5,51.6,70.9,84.6,51.6,70.2,53.2,60.2,0,0,0,,,,,15,237.2,1016.1,54.9,6.4,338.1,29.1,10,,2012-01-18T06:06:50,2012-01-18T20:19:59,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-01-19,87.8,56.8,72,85.1,56.8,71.5,53.6,56.1,0,0,0,,,,,15.6,81.3,1016.1,25.2,6.4,314.9,27.2,10,,2012-01-19T06:07:50,2012-01-19T20:19:36,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-01-20,89.6,55.2,69.3,86.7,55.2,68.9,55.1,65.9,0.949,100,4.17,rain,,,,21,95.3,1015.1,44.7,6.4,300.7,26,9,,2012-01-20T06:08:51,2012-01-20T20:19:12,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-01-21,80.4,58.8,68.3,80.5,58.8,68.3,58.6,74.1,0.138,100,8.33,rain,,,,18.6,105.9,1015.7,67.9,6.5,253.9,21.9,8,,2012-01-21T06:09:52,2012-01-21T20:18:46,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-01-22,73.1,58.8,64.9,73.1,58.8,64.9,52.6,66.5,0.009,100,4.17,rain,,,,17.2,123.7,1021.6,83.9,6.4,321.2,27.7,10,,2012-01-22T06:10:54,2012-01-22T20:18:18,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-01-23,71.7,57.2,63.7,71.7,57.2,63.7,52.9,69.8,0,0,0,,,,,19.5,110,1021.6,84.2,6.4,344.1,29.8,10,,2012-01-23T06:11:56,2012-01-23T20:17:49,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-01-24,80.7,48.2,65.1,79.6,47.3,65,50.9,65.6,0.009,100,4.17,rain,,,,16.1,82,1016.9,46.9,6.6,375.1,32.5,10,,2012-01-24T06:12:58,2012-01-24T20:17:17,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,94922099999,95716099999,94926099999"
australia,2012-01-25,77,55.5,67.4,77,55.5,67.4,57.6,72.8,0,0,0,,,,,12.3,87.6,1014.2,60.1,6.5,218.1,18.8,6,,2012-01-25T06:14:00,2012-01-25T20:16:44,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,95723099999,94927099999,95716099999,94926099999"
australia,2012-01-26,80.4,61.8,69.9,80.7,61.8,69.9,58.4,68.5,0.034,100,16.67,rain,,,,17.2,98.1,1014.2,68.4,6.5,367.6,31.7,10,,2012-01-26T06:15:03,2012-01-26T20:16:09,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,94925099999,94927099999,remote,95716099999,94926099999"
australia,2012-01-27,76.7,60.8,67.8,76.7,60.8,67.8,56.2,67.3,0,0,0,,,,,19.5,108.8,1017.1,74.2,6.6,323.4,28.1,10,,2012-01-27T06:16:05,2012-01-27T20:15:32,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-01-28,84.4,60.5,70.1,82.8,60.5,69.9,56,64.6,0,0,0,,,,,11.4,66,1013.8,62.5,6.4,318.2,27.6,10,,2012-01-28T06:17:08,2012-01-28T20:14:54,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-01-29,84.3,57.2,71.5,82.8,57.2,71.2,56.7,64,0,0,0,,,,,18.3,50.1,1008.7,37.9,6.5,364.1,31.4,10,,2012-01-29T06:18:11,2012-01-29T20:14:14,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-01-30,78.8,66.1,72.2,78.8,66.1,72.2,65.8,81.2,0.815,100,16.67,rain,,,39.1,26.4,328.6,999.2,80.9,5.4,331,28.5,10,,2012-01-30T06:19:14,2012-01-30T20:13:32,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,94925099999,94909099999,95723099999,95716099999,94926099999"
australia,2012-01-31,80.7,57.6,67.9,79.8,57.6,67.8,53.4,63.6,0,0,0,,,,,17.6,341.6,1006.5,45.2,6.7,371.2,31.9,10,,2012-01-31T06:20:17,2012-01-31T20:12:49,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94909099999,94925099999,95723099999,94927099999,94922099999,95716099999,94926099999"
australia,2012-02-01,64.6,55.3,59.5,64.6,55.3,59.5,47.8,65.7,0,0,0,,,,,15,120.9,1014.2,90,6.5,221.5,19.1,6,,2012-02-01T06:21:20,2012-02-01T20:12:04,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,remote,95716099999,94926099999"
australia,2012-02-02,62.6,52.3,57.4,62.6,52.3,57.4,49.9,76.9,0.103,100,8.33,rain,,,,9.2,127,1011.5,92.8,6.4,130.9,11.2,5,,2012-02-02T06:22:23,2012-02-02T20:11:17,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-03,62.6,55,59.3,62.6,55,59.3,58,95.4,1.222,100,16.67,rain,,,,9,184.2,1006.8,95.6,4.2,201.4,17.6,6,,2012-02-03T06:23:26,2012-02-03T20:10:29,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-04,78.8,51.7,67.3,78.8,51.7,67.3,56.2,72.6,0,0,0,,,,,14.2,338.7,1004.2,55,5.2,337,28.9,10,,2012-02-04T06:24:28,2012-02-04T20:09:39,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,remote,95716099999,94926099999"
australia,2012-02-05,84.2,53.6,70.5,82.5,53.6,70.1,55.2,64.3,0.009,100,4.17,rain,,,24.2,18.5,326.3,1001.5,18.4,6.3,352.6,30.4,10,,2012-02-05T06:25:31,2012-02-05T20:08:48,0.41,Rain,Clear conditions throughout the day with morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-06,78.9,59,67.1,78.9,59,67.1,52.1,61,0,0,0,,,,,18.3,48.5,1002.7,42.3,6.5,360.1,31.2,10,,2012-02-06T06:26:33,2012-02-06T20:07:56,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-07,71.4,57.2,62.1,71.4,57.2,62.1,54,75.3,0,0,0,,,,,13.3,77.6,1007.8,86.4,6.5,298.2,25.8,9,,2012-02-07T06:27:36,2012-02-07T20:07:02,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-08,69.8,59,63.4,69.8,59,63.4,54.7,73.8,0,0,0,,,,,15,80.5,1011.4,85.6,6.5,172.8,15,6,,2012-02-08T06:28:38,2012-02-08T20:06:06,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-09,71.4,59,63,71.4,59,63,56.3,79.6,0.168,100,8.33,rain,,,,12.8,80,1012.8,89.4,6.3,131.9,11.4,4,,2012-02-09T06:29:39,2012-02-09T20:05:10,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-10,76.5,55.2,62.9,76.5,55.2,62.9,54.3,75.7,0.271,100,16.67,rain,,,,12.8,138.7,1010.6,61.2,6.5,151.1,13,5,,2012-02-10T06:30:41,2012-02-10T20:04:12,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,94925099999,94927099999,remote,95716099999,94926099999"
australia,2012-02-11,73.4,48.3,58.8,73.4,47.4,58.7,50.8,77.8,0.089,100,4.17,rain,,,,14.3,82.4,1011.1,47.5,6.5,273.3,23.7,9,,2012-02-11T06:31:42,2012-02-11T20:03:12,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,remote,95716099999,94926099999"
australia,2012-02-12,77.1,49.9,63,77.1,49.9,63,51,69.4,0.019,100,8.33,rain,,,,17.2,14.7,1013.9,53.7,6.4,247.4,21.5,8,,2012-02-12T06:32:43,2012-02-12T20:02:12,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-13,78.8,49.9,62.3,78.8,47.7,62.1,50.9,71,0.002,100,4.17,rain,,,,19.7,74.8,1016.9,31.8,6.5,287.8,25,10,,2012-02-13T06:33:44,2012-02-13T20:01:10,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-14,75.2,59,65.1,75.2,59,65.1,54.6,71.5,0.06,100,8.33,rain,,,,15,94.3,1020.3,74.7,6.5,235.5,20.5,8,,2012-02-14T06:34:44,2012-02-14T20:00:07,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-15,79.1,49.1,64.8,79.1,47,64.7,53.1,70.3,0.01,100,8.33,rain,,,,8.1,57.5,1019.8,38.4,6.3,304.2,26.3,10,,2012-02-15T06:35:44,2012-02-15T19:59:02,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-16,80.6,51.8,65.4,80.8,51.8,65.4,55.5,73.8,0.074,100,8.33,rain,,,,13.9,210.5,1017.7,36,6.5,230.6,20.1,9,,2012-02-16T06:36:44,2012-02-16T19:57:57,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-17,80.5,51.8,63.5,80.5,51.8,63.5,55.9,78.8,0.607,100,8.33,rain,,,,20.9,61.2,1016.3,46.4,6.1,153.3,13.1,6,,2012-02-17T06:37:44,2012-02-17T19:56:50,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-18,78.9,50.1,64.3,78.9,50.1,64.3,56.5,78.9,0.265,100,8.33,rain,,,,17.9,91.3,1016.8,55.8,5.5,238.3,20.6,8,,2012-02-18T06:38:43,2012-02-18T19:55:43,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-19,80.7,59.5,67.8,81.2,59.5,67.9,59.9,78.1,0.189,100,4.17,rain,,,,15,42,1015.4,72.4,6.4,158,13.4,7,,2012-02-19T06:39:41,2012-02-19T19:54:34,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-20,77.1,55.4,64.3,77.1,55.4,64.3,57.4,81.4,0.137,100,8.33,rain,,,,13.9,164.4,1012.6,72,6.4,178,15.4,7,,2012-02-20T06:40:40,2012-02-20T19:53:25,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,remote,95716099999,94926099999"
australia,2012-02-21,75,55.4,63.8,75,55.4,63.8,53.9,72.8,0.178,100,8.33,rain,,,,15.6,153.6,1012.4,61.1,6.5,256.8,22.2,9,,2012-02-21T06:41:38,2012-02-21T19:52:14,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-22,74.8,55.4,62.5,74.8,55.4,62.5,53.7,75,0.008,100,8.33,rain,,,,13.2,95.4,1015.5,61.2,6.6,177.1,15.3,7,,2012-02-22T06:42:35,2012-02-22T19:51:02,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,94922099999,95716099999,94926099999"
australia,2012-02-23,80.7,50.2,66,80.3,50.2,66,54,70.3,0,0,0,,,,,13.9,328.5,1018.9,43.2,5.5,293.4,25.4,9,,2012-02-23T06:43:33,2012-02-23T19:49:50,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-24,86,54.8,70.6,83.6,54.8,70.1,50.7,53.6,0,0,0,,,,,8.1,62.6,1022.1,21.5,6.5,325.3,28.2,10,,2012-02-24T06:44:30,2012-02-24T19:48:37,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,95723099999,94927099999,94922099999,95716099999,94926099999"
australia,2012-02-25,87.9,50,69.5,84.3,50,68.8,47.7,55.1,0,0,0,,,,,9.2,110.6,1021.6,23.3,6.4,324.1,27.8,10,,2012-02-25T06:45:26,2012-02-25T19:47:22,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-26,75.2,60.8,68.1,75.2,60.8,68.1,62.1,81.7,0.029,100,8.33,rain,,,,14.4,351.2,1018.8,62.6,6.4,183.7,15.7,7,,2012-02-26T06:46:22,2012-02-26T19:46:07,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-27,69.9,65.7,67.8,69.9,65.7,67.8,65.3,91.9,0.299,100,16.67,rain,,,,16.3,337.6,1016.4,94.1,5.3,256.8,22.1,9,,2012-02-27T06:47:18,2012-02-27T19:44:52,0.16,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-02-28,69.8,65.9,67.5,69.8,65.9,67.5,65.8,94.4,0.973,100,16.67,rain,,,,15,340.9,1013.5,94.2,5.1,101.3,8.9,5,,2012-02-28T06:48:14,2012-02-28T19:43:35,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,94925099999,95723099999,94927099999,remote,95716099999,94926099999"
australia,2012-02-29,67.6,57.2,62.8,67.6,57.2,62.8,59.8,90.3,0.687,100,16.67,rain,,,,15,139.1,1014.3,94,6,81.5,6.9,4,,2012-02-29T06:49:09,2012-02-29T19:42:18,0.23,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-03-01,69.8,56.9,61.1,69.8,56.9,61.1,59.3,94,3.498,100,16.67,rain,,,,21.4,233.1,1007.1,96.3,3.8,71.3,6.3,3,,2012-03-01T06:50:03,2012-03-01T19:41:00,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-03-02,60.8,55.4,58,60.8,55.4,58,52.3,81.6,0.041,100,12.5,rain,,,,16.1,137,1014.8,96.3,6.3,110.3,9.5,4,,2012-03-02T06:50:58,2012-03-02T19:39:41,0.29,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-03-03,60.8,55.1,57.5,60.8,55.1,57.5,52.6,84.2,1.783,100,8.33,rain,,,,15,109.3,1018.2,94.5,4.9,86.4,7.6,3,,2012-03-03T06:51:52,2012-03-03T19:38:22,0.33,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,remote,95716099999,94926099999"
australia,2012-03-04,69.9,60.3,64.1,69.9,60.3,64.1,60.7,88.9,0.96,100,12.5,rain,,,,20,341.4,1012.1,68.1,4.9,230.6,20,8,,2012-03-04T06:52:46,2012-03-04T19:37:02,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,94925099999,94927099999,remote,95716099999,94926099999"
australia,2012-03-05,75.3,48.2,62.7,75.3,46.3,62.6,51.2,70.8,0,0,0,,,,,18.3,36.7,1014.4,36.6,6,303.3,26.2,10,,2012-03-05T06:53:39,2012-03-05T19:35:42,0.39,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-03-06,69.9,55.5,61.2,69.9,55.5,61.2,54,78.5,0.189,100,8.33,rain,,,,11,127.5,1018.7,89.7,6.3,183.7,15.9,6,,2012-03-06T06:54:32,2012-03-06T19:34:21,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-03-07,60.8,46.4,54.5,60.8,44.2,54.2,46.3,74.4,0.015,100,12.5,rain,,,,25.3,162.1,1019.7,69.3,6.5,72.8,6.1,3,,2012-03-07T06:55:25,2012-03-07T19:33:00,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-03-08,64.4,53.4,57.2,64.4,53.4,57.2,49.9,77.1,0.058,100,16.67,rain,,,36.9,22.9,187.7,1011.2,74.6,6.5,73.2,6.3,3,,2012-03-08T06:56:17,2012-03-08T19:31:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-03-09,74.9,51.4,61.1,74.9,51.4,61.1,53.1,78,0.023,100,4.17,rain,,,,18.3,310.8,1009.4,50.5,6.3,266.3,23,9,,2012-03-09T06:57:09,2012-03-09T19:30:16,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-03-10,75.2,46.4,61.2,75.2,45,61,50.2,71.7,0.009,100,4.17,rain,,,,15,14.9,1013.6,20.6,6.5,296.2,25.5,9,,2012-03-10T06:58:01,2012-03-10T19:28:53,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"YSCB,95925099999,94925099999,94927099999,94922099999,remote,95716099999,94926099999"
australia,2012-03-11,73.5,57,63.4,73.5,57,63.4,52,68.5,0,0,0,,,,,13.4,11,1017.4,58.5,6.5,274.6,23.8,9,,2012-03-11T06:58:53,2012-03-11T19:27:31,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-03-12,70,55.4,62.7,70,55.4,62.7,56.2,80.2,0,0,0,,,,,13.8,96.7,1019.9,55.3,6.5,100.3,8.6,3,,2012-03-12T06:59:44,2012-03-12T19:26:07,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-03-13,77.2,53.6,65.5,77.2,53.6,65.5,54.8,71.2,0,0,0,,,,,10.3,28,1020.1,33.8,6.5,262.6,22.8,9,,2012-03-13T07:00:35,2012-03-13T19:24:44,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-03-14,80.6,53.7,66.8,80.1,53.7,66.8,54.5,69.1,0,0,0,,,,,12.8,24.8,1018.4,39.5,6.4,204.8,17.8,8,,2012-03-14T07:01:26,2012-03-14T19:23:20,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
australia,2012-03-15,80.4,55.4,67.5,80.7,55.4,67.5,57.1,72.4,0,0,0,,,,,11.4,8.3,1015.5,38.5,6.2,209.5,18,7,,2012-03-15T07:02:16,2012-03-15T19:21:56,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YSCB,95925099999,94925099999,94927099999,95716099999,94926099999"
